,Member,Party Name,Constituency
348,"Rachaiah,Shri B.",Congress,Chamrajanagar-SC (Karnataka )
349,"Raghavji,Shri",Janata Party,Vidisha (Madhya Pradesh )
350,"Raghuramaiah,Shri Kotha",Congress,Guntur (Andhra Pradesh )
351,"Rahi,Shri Ram Lal",Congress,Misrikh-SC (Uttar Pradesh )
352,"Rahman,Shri Fazlur",Janata Party,Bettiah (Bihar )
353,"Rai,Shri Shiv Ram",Janata Party,Ghosi (Uttar Pradesh )
354,"Rai,Shri Gauri Shankar",Janata Party,Ghazipur (Uttar Pradesh )
355,"Rai,Shri Narmada Prasad",Janata Party,Sagar-SC (Madhya Pradesh )
356,"Raj Narain,Shri",Janata Party,Raebareli (Uttar Pradesh )
357,"Rajan,Shri K.A.",CP,Trichur (Kerala )
358,"Rajda,Shri Ratansinh",Janata Party,Bombay South (Maharashtra )
359,"Raje,Shriman Vishveshvar Rao (Raja Saheb, Aheri)",Janata Party,Chandrapur (Maharashtra )
360,"Raju,Shri K.A.",AIADMK,Pollachi-SC (Tamil Nadu )
361,"Raju,Shri Pusapati Vijayram Gajapati",Congress,Bobbili (Andhra Pradesh )
362,"Rakesh,Shri Ram Nihore",Janata Party,Chail-SC (Uttar Pradesh )
363,"Ram,Shri Shiv Sampati",Janata Party,Robertsganj-SC (Uttar Pradesh )
364,"Ram,Shri Ramdeni",Janata Party,Palamau-SC (Bihar )
365,"Ram Charan,Shri",Janata Party,Jalaun-SC (Uttar Pradesh )
366,"Ram Dhan,Shri",Janata Party,Lalganj-SC (Uttar Pradesh )
367,"Ram Kinkar,Shri",Janata Party,Barabanki-SC (Uttar Pradesh )
368,"Ram Kishan,Shri",Janata Party,Bharatpur (Rajasthan )
369,"Ram Murti,Shri",Janata Party,Bareilly (Uttar Pradesh )
370,"Ram Sagar,Shri",Janata Party,Saidpur-SC (Uttar Pradesh )
371,"Ramachandran,Shri P.",Janata Party,Madras Central (Tamil Nadu )
372,"Ramalingam,Shri P.S.",AIADMK,Nilgiris (Tamil Nadu )
373,"Ramamurthy,Shri Vazhappady Koothappadayachi",Congress,Dharmapuri (Tamil Nadu )
374,"Ramasamy,Shri S.",AIADMK,Periyakulam (Tamil Nadu )
375,"Ramaswamy,Shri K.S.",Congress,Gobichettipalayam (Tamil Nadu )
376,"Ramjee Singh,Dr.",Janata Party,Bhagalpur (Bihar )
377,"Ramoowalia,Shri Balwant Singh",Akali Dal,Faridkot (Punjab )
378,"Rangnekar,Smt. Ahilya P.",CPI(M),Bombay North Central (Maharashtra )
379,"Ranjit Singh,Shri",Janata Party,Hamirpur (Himachal Pradesh )
380,"Rao,Shri Janumpally Rameshwar",Congress,Mahbubnagar (Andhra Pradesh )
381,"Rao,Shri G. Mallikarjuna",Congress,Warangal (Andhra Pradesh )
382,"Rao,Shri Jalagam Kondala",Congress,Khammam (Andhra Pradesh )
383,"Rao,Shri M. Satyanarayan",Congress,Karimnagar (Andhra Pradesh )
384,"Rao,Shri M.S. Sanjeevi",Congress,Kakinada (Andhra Pradesh )
385,"Rao,Shri Meduri Nageswara",Congress,Tenali (Andhra Pradesh )
386,"Rao,Shri Rachakonda Jagannath",Congress,Berhampur (Odisha )
387,"Rao,Smt. B. Radhabai Ananda",Congress,Bhadrachalam-ST (Andhra Pradesh )
388,"Rao,Shri P.V. Narasimha",Congress,Hanamkonda (Andhra Pradesh )
389,"Rath,Shri Ramchandra",Congress,Aska (Odisha )
390,"Rathawa,Shri Amarsinh",Congress,Chhota Udaipur-ST (Gujarat )
391,"Rathor,Dr. Bhagwan Dass",Janata Party,Hardwar-SC (Uttar Pradesh )
392,"Ravi,Shri Vayalar",Congress,Chirayinkil (Kerala )
393,"Ray,Prof. Sougata",Congress,Barrackpore (West Bengal )
394,"Reddi,Shri G.S.",Congress,Miryalguda (Andhra Pradesh )
395,"Reddi,Shri K. Brahmananda",Congress,Narasaraopet (Andhra Pradesh )
396,"Reddy,Shri G. Narsimha",Congress,Adilabad (Andhra Pradesh )
397,"Reddy,Shri Kandala Obul",Congress,Cuddapah (Andhra Pradesh )
398,"Reddy,Shri Kotla Vijaya Bhaskara",Congress,Kurnool (Andhra Pradesh )
399,"Reddy,Shri M. Ram Gopal",Congress,Nizamabad (Andhra Pradesh )
400,"Reddy,Shri Puli Venkata",Congress,Ongole (Andhra Pradesh )
401,"Reddy,Shri Pamudurthi Bayapa",Congress,Hindupur (Andhra Pradesh )
402,"Reddy,Dr. Neelam Sanjiva",Janata Party,Nandyal (Andhra Pradesh )
403,"Reddy,Shri Sid Ram",Congress,Gulbarga (Karnataka )
404,"Rodrigues,Shri Rudolph",Janata Party,
405,"Rothuama,Dr. R.",Ind.,Mizoram-ST (Mizoram )
406,"Roy,Dr. Saradish",CPI(M),Bolpur (West Bengal )
407,"Roy,Shri A.K.",Ind.,Dhanbad (Bihar )
408,"Roy Pradhan,Shri Amar",AIFB,Cooch Behar-SC (West Bengal )
409,"Saeed Murtaza,Shri",Janata Party,Muzaffarnagar (Uttar Pradesh )
410,"Saha,Shri Ajit Kumar",CPI(M),Vishnupur-SC (West Bengal )
411,"Saha,Shri Gadadhar",CPI(M),Birbhum-SC (West Bengal )
412,"Sahib,Shri A. Sunna",Congress,Palghat (Kerala )
413,"Sahoo,Shri Ainthu",Janata Party,Bolangir (Odisha )
414,"Sai,Shri Larang",Janata Party,Surguja-ST (Madhya Pradesh )
415,"Sai,Shri Narhari Prasad",Janata Party,Raigarh-ST (Madhya Pradesh )
416,"Saini,Shri Manohar Lal",Janata Party,Mahendragarh (Haryana )
417,"Sait,Shri Ebrahim Sulaiman",ML,Manjeri (Kerala )
418,"Saksena,Shri Shibbanlal",Janata Party,Maharajganj (Uttar Pradesh )
419,"Samantasinhar,Shri Padmacharan",Janata Party,Puri (Odisha )
420,"Sangma,Shri Purno Agitok",Congress,Tura (Meghalaya )
421,"Sanyal,Shri Sasankasekhar",CPI(M),Jangipur (West Bengal )
422,"Saran,Shri Daulat Ram",Janata Party,Churu (Rajasthan )
423,"Sarangi,Shri Rudra Pratap",Janata Party,Jamshedpur (Bihar )
424,"Sardar,Shri Mahendra Narain",Janata Party,Araria-SC (Bihar )
425,"Sarkar,Shri Sakti Kumar",Janata Party,Joynagar-SC (West Bengal )
426,"Sarsonia,Shri Shiv Narain",Janata Party,Karol Bagh-SC (NCT of Delhi )
427,"Sathe Purushottam,Shri Vasant",Congress,Akola (Maharashtra )
428,"Satpathy,Shri Devendra",Janata Party,Dhenkanal (Odisha )
429,"Satyanarayana,Shri Dronamraju",Congress,Visakhapatnam (Andhra Pradesh )
430,"Sayanwala,Shri Mohinder Singh",Akali Dal,Ferozepur (Punjab )
431,"Sayeed,Shri P.M.",Congress,Lakshadweep-ST (Lakshadweep )
432,"Scindia,Shri Madhavrao",Ind.,Guna (Madhya Pradesh )
433,"Sen,Shri Profulla Chandra",Janata Party,Arambagh (West Bengal )
434,"Sen,Shri Robin",CPI(M),Asansol (West Bengal )
435,"Shah,Shri Surath Bahadur",Janata Party,Kheri (Uttar Pradesh )
436,"Shah,Shri Drig Pal",Janata Party,Bastar-ST (Madhya Pradesh )
437,"Shaiza,Smt. Rano M.",Unattached,Nagaland (Nagaland )
438,"Shaiza,Shri Yangmaso",Congress,Outer Manipur-ST (Manipur )
439,"Shakya,Shri Daya Ram",Janata Party,Farrukhabad (Uttar Pradesh )
440,"Shakya,Shri Mahadeepak Singh",Janata Party,Etah (Uttar Pradesh )
441,"Shankaranand,Shri B.",Congress,Chikkodi-SC (Karnataka )
442,"Shanti Devi,Smt.",Janata Party,Sambhal (Uttar Pradesh )
443,"Sharda,Shri Shrikaran",Janata Party,Ajmer (Rajasthan )
444,"Sharma,Shri Yagya Datt",Janata Party,Gurdaspur (Punjab )
445,"Sharma,Shri Jagannath",Janata Party,Garhwal (Uttar Pradesh )
446,"Sharma,Shri Rajendra Kumar",Janata Party,Rampur (Uttar Pradesh )
447,"Sharma,Shri Bhagwat Dayal",Janata Party,Karnal (Haryana )
448,"Shastri,Shri Ram Dhari",Janata Party,Padrauna (Uttar Pradesh )
449,"Shastri,Shri Bhanu Kumar",Janata Party,Udaipur (Rajasthan )
450,"Shastri,Shri Yamuna Prasad",Janata Party,Rewa (Madhya Pradesh )
451,"Shejwalkar,Shri Narain Krishna Rao",Janata Party,Gwalior (Madhya Pradesh )
452,"Sheo Narain,Shri",Janata Party,Basti-SC (Uttar Pradesh )
453,"Sheokand,Shri Inder Singh",Janata Party,Hissar (Haryana )
454,"Sher Singh,Shri",Janata Party,Rohtak (Haryana )
455,"Sheth,Shri Vinodbhai B.",Janata Party,Jamnagar (Gujarat )
456,"Shinde,Shri Annasaheb Pandurange",Congress,Ahmednagar (Maharashtra )
457,"Shiv Shanker,Shri P.",Congress,Secunderabad (Andhra Pradesh )
458,"Shrangare,Shri Tukaram Sadashiv",Congress,Osmanabad-SC (Maharashtra )
459,"Shukla,Shri Madan Lal",Janata Party,Janjgir (Madhya Pradesh )
460,"Shukla,Shri Chiman Bhai",Janata Party,Rajkot (Gujarat )
461,"Sikander Bakht,Shri",Janata Party,Chandni Chowk (NCT of Delhi )
462,"Singaravadivel,Shri Sivanandam",Congress,Thanjavur (Tamil Nadu )
463,"Singh,Shri Ravi Nandan",Janata Party,Sidhi-ST (Madhya Pradesh )
464,"Singh,Shri Sukhendra",Janata Party,Satna (Madhya Pradesh )
465,"Singh,Shri Surya Narain",Janata Party,Sidhi-ST (Madhya Pradesh )
466,"Singh,Prof. N. Tombi",Congress,Inner Manipur (Manipur )
467,"Singh,Shri Ganga",Janata Party,Mandi (Himachal Pradesh )
468,"Singh,Shri Digvijay Narain",Janata Party,Vaishali (Bihar )
469,"Singh,Dr. Basant Narain",Janata Party,Hazaribagh (Bihar )
470,"Singh,Shri Ram Jeevan",Janata Party,Balia (Bihar )
471,"Singh,Shri Ram Avdhesh",Janata Party,Bikramganj (Bihar )
472,"Singh,Shri Ramdas",Janata Party,Giridih (Bihar )
473,"Singh,Shri Ramdeo",Janata Party,Maharajganj (Bihar )
474,"Singh,Shri Shrikrishna",Janata Party,Monghyr (Bihar )
475,"Singh,Shri Brij Raj",Janata Party,Aonla (Uttar Pradesh )
476,"Singh,Shri Sachindralal",Janata Party,Tripura West (Tripura )
477,"Singh,Shri Satya Deo",Janata Party,Gonda (Uttar Pradesh )
478,"Singh,Shri Chandrapal",Janata Party,Amroha (Uttar Pradesh )
479,"Singh,Shri Ravindra Pratap",Janata Party,Amethi (Uttar Pradesh )
480,"Singh,Shri Ganga Bhakt",Janata Party,Shahabad (Uttar Pradesh )
481,"Singh,Shri Raghavendra",Janata Party,Unnao (Uttar Pradesh )
482,"Singh,Shri Rajkeshar",Janata Party,Machhlishahr (Uttar Pradesh )
483,"Singh,Shri Tej Pratap",Janata Party,Hamirpur (Uttar Pradesh )
484,"Sinha,Shri Hari Lall Prasad",Janata Party,Jahanabad (Bihar )
485,"Sinha,Shri Mahamaya Prasad",Janata Party,Patna (Bihar )
486,"Sinha,Shri Thakur Ramapati",Janata Party,Motihari (Bihar )
487,"Sinha,Shri Satyendra Narayan",Congress,Aurangabad (Bihar )
488,"Sinha,Shri Chandra Mohan",Janata Party,Mayurbhanj-ST (Odisha )
489,"Sinha,Shri Purna Narayan",Janata Party,Tezpur (Assam )
490,"Somani,Shri Rooplal",Janata Party,Bhilwara (Rajasthan )
491,"Somani,Shri Shyam Sunder",Janata Party,Chittorgarh (Rajasthan )
492,"Somasundaram,Shri S.D.",AIADMK,Thanjavur (Tamil Nadu )
493,"Stephen,Shri C.M.",Congress,Idukki (Kerala )
494,"Subramaniam,Shri C.",Congress,Palani (Tamil Nadu )
495,"Sudheeran,Shri V.M.",Congress,Alleppey (Kerala )
496,"Suman,Shri Ramji Lal",Janata Party,Firozabad-SC (Uttar Pradesh )
497,"Sumbrui,Shri Bagun",Jharkhand,Singhbhum-ST (Bihar )
498,"Suraj Bhan,Shri",Janata Party,Ambala-SC (Haryana )
499,"Suryanarayana,Shri Kommareddi",Congress,Eluru (Andhra Pradesh )
500,"Swaminathan,Shri R.V.",Congress,Madurai (Tamil Nadu )
501,"Swamy,Dr. Subramanian",Janata Party,Bombay North East (Maharashtra )
502,"Swatantra,Shri Jagannath Prasad",Janata Party,Bagaha-SC (Bihar )
503,"Talwandi,Shri Jagdev Singh",Akali Dal,Ludhiana (Punjab )
504,"Tansingh,Shri",Janata Party,Barmer (Rajasthan )
505,"Thakre,Shri Kushabhau",Janata Party,Khandwa (Madhya Pradesh )
506,"Thakur,Shri Aghan Singh",Janata Party,Kanker-ST (Madhya Pradesh )
507,"Thakur,Shri Krishnarao",Congress,Chimur (Maharashtra )
508,"Thakur,Shri Karpoori",Janata Party,Samastipur (Bihar )
509,"Thiagarajan,Shri Periasamy",AIADMK,Sivaganga (Tamil Nadu )
510,"Thomas,Shri Skariah",KEC,Kottayam (Kerala )
511,"Thorat,Shri Sandipan Bhagwan",Congress,Pandharpur-SC (Maharashtra )
512,"Tirkey,Shri Piyus",RSP,Alipurduar-ST (West Bengal )
513,"Tiwari,Shri Brij Bhushan",Janata Party,Khalilabad (Uttar Pradesh )
514,"Tiwary,Shri Ramanand",Janata Party,Buxar (Bihar )
515,"Tiwary,Pandit Dwarka Nath",Janata Party,Gopalganj (Bihar )
516,"Tiwary,Shri Madan",Janata Party,Rajnandgaon (Madhya Pradesh )
517,"Tohra,Sardar Gurcharan Singh",Akali Dal,Patiala (Punjab )
518,"Tripathi,Shri Madhav Prasad",Janata Party,Domariaganj (Uttar Pradesh )
519,"Tripathi,Shri Ram Prakash",Janata Party,Kannauj (Uttar Pradesh )
520,"Tulsi Ram,Shri V.",Congress,Peddapalli-SC (Andhra Pradesh )
521,"Tur,Shri Mohan Singh",Akali Dal,Taran Taran (Punjab )
522,"Tyagi,Shri Om Prakash",Janata Party,Bahraich (Uttar Pradesh )
523,"Ugrasen,Shri",Janata Party,Deoria (Uttar Pradesh )
524,"Unnikrishnan,Shri K.P.",Congress,Badagara (Kerala )
525,"Vaghela,Shri Shankersinh",Janata Party,Kapadvanj (Gujarat )
526,"Vajpayee,Shri Atal Bihari",Janata Party,New Delhi (NCT of Delhi )
527,"Vakil,Shri Abdul Ahad",NC,Baramullah (Jammu and Kashmir )
528,"Varma,Shri Ravindra",Janata Party,Ranchi (Bihar )
529,"Vasisht,Shri Dharm Vir",Janata Party,Faridabad (Haryana )
530,"Veerabhadrappa,Shri K.S.",Congress,Bellary (Karnataka )
531,"Venkataraman,Shri R.",Congress,Madras South (Tamil Nadu )
532,"Venkatasubbaiah,Shri Pendekanti",Congress,Nandyal (Andhra Pradesh )
533,"Venkatswamy,Shri G.",Congress,Siddipet-SC (Andhra Pradesh )
534,"Venugopal Gounder,Shri C.",AIADMK,Wandiwash (Tamil Nadu )
535,"Verma,Shri Brijlal",Janata Party,Mahasamund (Madhya Pradesh )
536,"Verma,Shri Phool Chand",Janata Party,Shajapur-SC (Madhya Pradesh )
537,"Verma,Shri Hargovind",Janata Party,Sitapur (Uttar Pradesh )
538,"Verma,Shri Raghunath Singh",Janata Party,Mainpuri (Uttar Pradesh )
539,"Verma,Shri Chandradeo Prasad",Janata Party,Arrah (Bihar )
540,"Verma,Shri Rati Lal Prasad",Janata Party,Kodarma (Bihar )
541,"Verma,Shri Sukhdeo Prasad",Janata Party,Chatra (Bihar )
542,"Vikram,Shri Surendra",Janata Party,Shahjahanpur (Uttar Pradesh )
543,"Virk,Sardar Raghubir Singh",Janata Party,Kurukshetra (Haryana )
544,"Visvanathan,Shri C.N.",AIADMK,Thirupattur (Tamil Nadu )
545,"Yadav,Shri Jagdambi Prasad",Janata Party,Godda (Bihar )
546,"Yadav,Shri Hukmdev Narayan",Janata Party,Madhubani (Bihar )
547,"Yadav,Shri Sharad",Janata Party,Jabalpur (Madhya Pradesh )
548,"Yadav,Shri Gyaneshwar Prasad",Janata Party,Khagaria (Bihar )
549,"Yadav,Shri Vinayak Prasad",Janata Party,Saharsa (Bihar )
550,"Yadav,Chaudhary Ram Gopal Singh",Janata Party,Bilhaur (Uttar Pradesh )
551,"Yadav,Shri Ram Naresh",Janata Party,Azamgarh (Uttar Pradesh )
552,"Yadav,Shri Roop Nath Singh",Janata Party,Pratapgarh (Uttar Pradesh )
553,"Yadava,Shri Ramjilal",Janata Party,Alwar (Rajasthan )
554,"Yellaiah,Shri Nandi",Congress,Siddipet-SC (Andhra Pradesh )
555,"Yuvraj,Shri",Janata Party,Katihar (Bihar )
556,"Zulfiquarulla,Shri",Janata Party,Sultanpur (Uttar Pradesh )
