,Member,Party Name,Constituency
64,"Chaudhary,Shri Ram Prakash",Congress(I),Ambala-SC (Haryana )
65,"Chaudhary,Shri Pankaj",BJP,Maharajganj (Uttar Pradesh )
66,"Chaudhary,Shri Rudrasen",BJP,Bahraich (Uttar Pradesh )
67,"Chaudhary,Shri Manphool Singh Bhadu",Congress(I),Bikaner (Rajasthan )
68,"Chaudhry,Sqn.Ldr.(Retd.) Kamal",Congress(I),Hoshiarpur (Punjab )
69,"Chauhan,Shri Chetan",BJP,Amroha (Uttar Pradesh )
70,"Chaure,Shri Bapu Hari",Congress(I),Dhule-ST (Maharashtra )
71,"Chavan,Shri Prithviraj D.",Congress(I),Karad (Maharashtra )
72,"Chavda,Shri Ishwarbhai Khodabhai",Congress(I),Anand (Gujarat )
73,"Chavda,Shri Harisinh Pratapsinh",BJP,Banaskantha (Gujarat )
74,"Chennithala,Shri Ramesh",Congress(I),Kottayam (Kerala )
75,"Chhatwal,Shri Sartaj Singh",BJP,Hoshangabad (Madhya Pradesh )
76,"Chhotey Lal,Shri",BJP,Mohanlalganj-SC (Uttar Pradesh )
77,"Chidambaram,Shri Palaniappan",Congress(I),Sivaganga (Tamil Nadu )
78,"Chikhalia,Smt. Bhavna Devraj",BJP,Junagadh (Gujarat )
79,"Chinmayanand,Swami",BJP,Budaun (Uttar Pradesh )
80,"Chinta Mohan,Dr.",Congress(I),Tirupathi-SC (Andhra Pradesh )
81,"Choudhary,Shri Lokanath",CPI,Jagatsinghpur (Odisha )
82,"Choudhary,Shri Ram Tahal",BJP,Ranchi (Bihar )
83,"Choudhary,Dr. K.V.R.",TD(V),Rajahmundry (Andhra Pradesh )
84,"Choudhury,Shri A.B.A. Ghani Khan",Congress(I),Malda (West Bengal )
85,"Choudhury,Shri Narain Singh",Congress(I),Hissar (Haryana )
86,"Choudhury,Shri Saifuddin",CPI(M),Katwa (West Bengal )
87,"Chouhan,Shri Shivraj Singh",BJP,Vidisha (Madhya Pradesh )
88,"Chowdhary,Smt. Santosh",Congress(I),Phillaur-SC (Punjab )
89,"Dadhahoor,Shri Gurcharan Singh",Congress(I),Sangrur (Punjab )
90,"Dalbir Singh,Shri",Congress(I),Shahdol-ST (Madhya Pradesh )
91,"Damor,Shri Somjibhai",Congress(I),Dohad-ST (Gujarat )
92,"Das,Shri Ram Sundar",JD,Hajipur-SC (Bihar )
93,"Das,Shri Dwaraka Nath",BJP,Karimganj-SC (Assam )
94,"Das,Shri Anadi Charan",JD,Jajpur-SC (Odisha )
95,"Das,Shri Jitendra Nath",CPI(M),Jalpaiguri (West Bengal )
96,"Datta,Shri Amal",CPI(M),Diamond Harbour (West Bengal )
97,"Dattatreya,Shri Bandaru",BJP,Secunderabad (Andhra Pradesh )
98,"Deka,Shri Probin",Congress(I),Mangaldoi (Assam )
99,"Delkar, Shri Mohan S. ,",Congress(I),Dadra and Nagar Haveli-ST (Dadra and Nagar Haveli )
100,"Dennis,Shri N.",Congress(I),Nagercoil (Tamil Nadu )
101,"Deora,Shri Murli",Congress(I),Bombay South (Maharashtra )
102,"Deshmukh,Prof. Ashokrao Anandrao",SS,Parbhani (Maharashtra )
103,"Deshmukh,Shri Anantrao",Congress(I),Washim (Maharashtra )
104,"Deshmukh,Shri Chandubhai Shanabhai",BJP,Broach (Gujarat )
105,"Dev,Shri Sontosh Mohan",Congress(I),Tripura West (Tripura )
106,"Devarajan,Shri B.",Congress(I),Rasipuram-SC (Tamil Nadu )
107,"Devegowda,Shri H.D.",Janata Party,Hassan (Karnataka )
108,"Dhananjaya Kumar,Shri Venur",BJP,Mangalore (Karnataka )
109,"Dharmabhiksham,Shri Bommagani",CPI,Nalgonda (Andhra Pradesh )
110,"Dhumal,Prof. Prem Kumar",BJP,Hamirpur (Himachal Pradesh )
111,"Dighe,Shri Sharad",Congress(I),Bombay North Central (Maharashtra )
112,"Digvijaya Singh,Shri",Congress(I),Raigarh-ST (Madhya Pradesh )
113,"Dikshit,Shri Shrish Chandra",BJP,Varanasi (Uttar Pradesh )
114,"Diwan,Shri Pawan",Congress(I),Mahasamund (Madhya Pradesh )
115,"Dome,Dr. Ram Chandra",CPI(M),Birbhum-SC (West Bengal )
116,"Drona,Capt.(Retd.) Jagatvir Singh",BJP,Kanpur (Uttar Pradesh )
117,"Dubey,Smt. Saroj",JD,Allahabad (Uttar Pradesh )
118,"Dutt,Shri Sunil",Congress(I),Bombay North West (Maharashtra )
119,"Faleiro,Shri Eduardo",Congress(I),Mormugao (Goa )
120,"Farook,Shri M.O.H.",Congress(I),Pondicherry (Pondicherry )
121,"Fatmi,Shri Mohmmad Ali Ashraf",JD,Darbhanga (Bihar )
122,"Fernandes,Shri George",JD,Muzaffarpur (Bihar )
123,"Fernandes,Shri Oscar",Congress(I),Udipi (Karnataka )
124,"Fundkar,Shri Pandurang Pundalik",BJP,Akola (Maharashtra )
125,"Gaikwad,Shri Udaysingrao",Congress(I),Kolhapur (Maharashtra )
126,"Gajapathi,Shri Gopi Nath",Congress(I),Berhampur (Odisha )
127,"Galib,Shri Gurcharan Singh",Congress(I),Ludhiana (Punjab )
128,"Gamang,Shri Giridhar",Congress(I),Koraput-ST (Odisha )
129,"Gamit,Shri Chhitubhai",Congress(I),Mandvi-ST (Gujarat )
130,"Gandhi,Shri Rajiv",Congress(I),Amethi (Uttar Pradesh )
131,"Gangadhar,Shri S.",Congress(I),Hindupur (Andhra Pradesh )
132,"Gangwar,Shri Santosh Kumar",BJP,Bareilly (Uttar Pradesh )
133,"Gangwar,Shri Parashuram",BJP,Pilibhit (Uttar Pradesh )
134,"Gautam,Smt. Sheela",BJP,Aligarh (Uttar Pradesh )
135,"Gavit,Shri Manikrao Hodlya",Congress(I),Nandurbar-ST (Maharashtra )
136,"Gehlot,Shri Ashok",Congress(I),Jodhpur (Rajasthan )
137,"Ghafoor,Shri Abdul",JD,Gopalganj (Bihar )
138,"Ghangare,Shri Ramchandra Marotrao",CPI(M),Wardha (Maharashtra )
139,"Ghatowar,Shri Paban Singh",Congress(I),Dibrugarh (Assam )
140,"Giri,Prof. Sudhir Kumar",CPI(M),Contai (West Bengal )
141,"Girija Devi,Dr.(Prof.)",JD,Maharajganj (Bihar )
142,"Gogoi,Shri Tarun",Congress(I),Kaliabor (Assam )
143,"Gohil,Dr. Mahavir Singh",BJP,Bhavnagar (Gujarat )
144,"Gopalan,Smt. Suseela",CPI(M),Chirayinkil (Kerala )
145,"Gounder,Shri Senapathi A.",Congress(I),Palani (Tamil Nadu )
146,"Govinda Rajulu,Shri R. Kanaga",AIADMK,Sivakasi (Tamil Nadu )
147,"Gowda,Dr. Venkatagiri K.",BJP,Bangalore South (Karnataka )
148,"Gudadinni,Shri Basagondappa Kadappa",Congress(I),Bijapur (Karnataka )
149,"Gundewar,Shri Vilasrao",SS,Hingoli (Maharashtra )
150,"Gupta,Shri Indrajit",CPI,Midnapore (West Bengal )
151,"Handique,Shri Bijoy Krishna",Congress(I),Jorhat (Assam )
152,"Harchand Singh,Shri",Congress(I),Ropar-SC (Punjab )
153,"Hooda,Shri Bhupinder Singh",Congress(I),Rohtak (Haryana )
154,"Hossain,Shri Syed Masudal",CPI(M),Murshidabad (West Bengal )
155,"Imchalemba,Shri",NPC,Nagaland (Nagaland )
156,"Inder Jit,Shri",Congress(I),Darjeeling (West Bengal )
157,"Irani,Smt. Sheila F.",NM,
158,"Islam,Shri Nurul",Congress(I),Dhubri (Assam )
159,"Jaffer Sharief,Shri C.K.",Congress(I),Bangalore North (Karnataka )
160,"Jai Prakash,Shri",BJP,Hardoi-SC (Uttar Pradesh )
161,"Jakhar,Dr. Bal Ram",Congress(I),Sikar (Rajasthan )
162,"Janarthanan,Shri M.R. Kadambur",AIADMK,Tirunelveli (Tamil Nadu )
163,"Jangbir Singh,Shri",HVP,Bhiwani (Haryana )
164,"Jangde,Shri Khelan Ram",Congress(I),Bilaspur-SC (Madhya Pradesh )
165,"Jatav,Shri Barelal",Congress(I),Morena-SC (Madhya Pradesh )
166,"Jatiya,Dr. Satyanarayan",BJP,Ujjain-SC (Madhya Pradesh )
167,"Jawali,Dr. Basawaraj",Congress(I),Gulbarga (Karnataka )
168,"Jayamohan,Shri Adikesavan",Congress(I),Tirupattur (Tamil Nadu )
169,"Jeevarathinam,Shri Rangaswamy",Congress(I),Arakkonam (Tamil Nadu )
170,"Jena,Shri Srikant Kumar",JD,Cuttack (Odisha )
171,"Jeswani,Dr. Khushiram",BJP,Kaira (Gujarat )
172,"Jha,Shri Bhogendra",CPI,Madhubani (Bihar )
173,"Jhikram,Shri Mohan Lal",Congress(I),Mandla-ST (Madhya Pradesh )
174,"Joshi,Shri Laxman Sonopant alias Anna Joshi",BJP,Pune (Maharashtra )
175,"Joshi,Vaidya Dau Dayal",BJP,Kota (Rajasthan )
176,"Kahandole,Shri Zambru Mangalu",Congress(I),Malegaon-ST (Maharashtra )
177,"Kairon,Shri Surinder Singh",Congress(I),Taran Taran (Punjab )
178,"Kale,Shri Shankarrao",Congress(I),Kopargaon (Maharashtra )
179,"Kaliaperumal,Shri P.P.",Congress(I),Cuddalore (Tamil Nadu )
180,"Kalka Dass,Shri",BJP,Karol Bagh-SC (NCT of Delhi )
181,"Kamal,Shri Shyam Lal",BJP,Basti-SC (Uttar Pradesh )
182,"Kamal Nath,Shri",Congress(I),Chhindwara (Madhya Pradesh )
183,"Kamat,Shri Gurudas",Congress(I),Bombay North East (Maharashtra )
184,"Kamble,Shri Arvind Tulsiram",Congress(I),Osmanabad-SC (Maharashtra )
185,"Kamson,Prof. Meijinlung",Congress(I),Outer Manipur-ST (Manipur )
186,"Kanaujia,Dr. Gendan Lal",BJP,Kheri (Uttar Pradesh )
187,"Kanithi Viswanatham,Dr.",Congress(I),Srikakulam (Andhra Pradesh )
188,"Kanodia,Shri Mahesh Kumar",BJP,Patan-SC (Gujarat )
189,"Kanshi Ram,Shri",BSP,Etawah (Uttar Pradesh )
190,"Kapse,Prof. Ram",BJP,Thane (Maharashtra )
191,"Karriydula,Smt. Kamala Kumari",Congress(I),Bhadrachalam-ST (Andhra Pradesh )
192,"Kaswan,Shri Ram Singh",BJP,Churu (Rajasthan )
193,"Katheria,Shri Prabhu Dayal",BJP,Firozabad-SC (Uttar Pradesh )
194,"Katiyar,Shri Vinaya",BJP,Faizabad (Uttar Pradesh )
195,"Kaul,Smt. Sheila",Congress(I),Raebareli (Uttar Pradesh )
196,"Keshari Lal,Shri",JD,Ghatampur-SC (Uttar Pradesh )
197,"Kewal Singh,Shri",Congress(I),Bhatinda-SC (Punjab )
198,"Khan,Shri Mohd. Ayub",Congress(I),Jhunjhunu (Rajasthan )
199,"Khan,Haji Ghulam Mohd.",JD,Moradabad (Uttar Pradesh )
200,"Khan,Shri Sukhendu",CPI(M),Vishnupur-SC (West Bengal )
201,"Khan,Shri Aslam Sher",Congress(I),Betul (Madhya Pradesh )
202,"Khandelwal,Shri Tarachand",BJP,Chandni Chowk (NCT of Delhi )
203,"Khanduri, Maj Gen Bhuwan Chandra AVSM (Retd.)",BJP,Garhwal (Uttar Pradesh )
204,"Khanna,Shri Rajesh",Congress(I),New Delhi (NCT of Delhi )
205,"Khanoria,Maj. D.D.",BJP,Kangra (Himachal Pradesh )
206,"Khelsai Singh,Shri",Congress(I),Surguja-ST (Madhya Pradesh )
207,"Khurana,Shri Madan Lal",BJP,South Delhi (NCT of Delhi )
208,"Khurshid,Shri Salman",Congress(I),Farrukhabad (Uttar Pradesh )
209,"Kodikunnil,Shri Suresh",Congress(I),Adoor-SC (Kerala )
210,"Koli,Shri Ganga Ram",BJP,Bayana-SC (Rajasthan )
211,"Konathala,Shri Rama Krishna",Congress(I),Anakapalli (Andhra Pradesh )
212,"Kordia,Shri Chandresh Patel",BJP,Jamnagar (Gujarat )
213,"Kori,Shri Gaya Prasad",BJP,Jalaun-SC (Uttar Pradesh )
214,"Krishna Kumar,Shri S.",Congress(I),Quilon (Kerala )
215,"Krishnasswamy,Shri M.",Congress(I),Vandavasi (Tamil Nadu )
216,"Krishnendra Kaur (Deepa),Smt.",BJP,Bharatpur (Rajasthan )
217,"Kshirsagar,Smt. Kesharbai",Congress(I),Beed (Maharashtra )
218,"Kudumula,Kumari Padmashree",Congress(I),Nellore-SC (Andhra Pradesh )
219,"Kuli,Shri Balin",Congress(I),Lakhimpur (Assam )
220,"Kumaramangalam,Shri P.R.",Congress(I),Salem (Tamil Nadu )
221,"Kumarasamy,Shri Palaniyappa Gounder",AIADMK,Palani (Tamil Nadu )
222,"Kuppuswamy,Shri C.K.",Congress(I),Coimbatore (Tamil Nadu )
223,"Kurien,Prof. P.J.",Congress(I),Mavelikara (Kerala )
224,"Kusmaria,Dr. Ramkrishna",BJP,Damoh (Madhya Pradesh )
225,"Lakshmanan,Prof. (Smt.) Savithri",Congress(I),Mukundapuram (Kerala )
226,"Lodha,Shri Gumanmal",BJP,Pali (Rajasthan )
227,"Made Gowda,Shri G.",Congress(I),Mandya (Karnataka )
228,"Madhukar,Shri Kamla Mishra",CPI,Motihari (Bihar )
229,"Mahata,Shri Chitta Ranjan",FB(M),Purulia (West Bengal )
230,"Mahato,Shri Bir Sing",AIFB,Purulia (West Bengal )
231,"Mahato,Shri Shailendra",JMM,Jamshedpur (Bihar )
232,"Mahato,Shri Binode Bihari",JMM,Giridih (Bihar )
233,"Mahato,Shri Raj Kishore",JMM,Giridih (Bihar )
234,"Mahendra Kumari,Smt.",BJP,Alwar (Rajasthan )
235,"Malik,Shri Dharam Pal Singh",Congress(I),Sonepat (Haryana )
236,"Malik,Shri Purna Chandra",CPI(M),Durgapur-SC (West Bengal )
237,"Mallikarjun,Dr.",Congress(I),Mahbubnagar (Andhra Pradesh )
238,"Mallikarjunaiah,Shri S.",BJP,Tumkur (Karnataka )
239,"Mallu,Dr. Ravi",Congress(I),Nagarkurnool-SC (Andhra Pradesh )
240,"Mandal,Shri Sanat Kumar",RSP,Joynagar-SC (West Bengal )
241,"Mandal,Shri Suraj",JMM,Godda (Bihar )
242,"Mandal,Shri Brahmanand",CPI,Monghyr (Bihar )
243,"Mane,Shri Rajaram Alias Balasaheb Shankarrao",Congress(I),Ichalkaranji (Maharashtra )
244,"Manjay Lal,Shri",JD,Samastipur (Bihar )
245,"Marandi,Shri Krishna",JMM,Singhbhum-ST (Bihar )
246,"Marandi,Shri Simon",JMM,Rajmahal-ST (Bihar )
247,"Marbaniang,Shri Peter G.",Congress(I),Shillong (Meghalaya )
248,"Masood,Shri Rasheed",JD,Saharanpur (Uttar Pradesh )
249,"Mathew,Shri Palai K.M.",Congress(I),Idukki (Kerala )
250,"Mathur,Shri Shiv Charan",Congress(I),Bhilwara (Rajasthan )
251,"Maurya,Shri Ananda Ratna",BJP,Chandauli (Uttar Pradesh )
252,"Meena,Shri Bheru Lal",Congress(I),Salumber-ST (Rajasthan )
253,"Meena,Shri Kunji Lal",BJP,Sawai Madhopur-ST (Rajasthan )
254,"Meghe,Shri Datta Raghobaji",Congress(I),Nagpur (Maharashtra )
255,"Mehta,Shri Bhubneshwar Prasad",CPI,Hazaribagh (Bihar )
256,"Mirdha,Shri Nathu Ram",Congress(I),Nagaur (Rajasthan )
257,"Mirdha,Shri Ram Niwas",Congress(I),Barmer (Rajasthan )
258,"Mishra,Shri Ram Nagina",BJP,Padrauna (Uttar Pradesh )
259,"Mishra,Shri Janardan Prasad",BJP,Sitapur (Uttar Pradesh )
260,"Misra,Shri Satyagopal",CPI(M),Tamluk (West Bengal )
261,"Misra,Shri Shyam Bihari",BJP,Bilhaur (Uttar Pradesh )
262,"Mohan Singh,Shri",BSP,Ferozepur (Punjab )
263,"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal )
264,"Mudalagiriyappa,Shri C.P.",Congress(I),Chitradurga (Karnataka )
265,"Mujahid,Shri Babajan Miran",Congress(I),Dharwad South (Karnataka )
266,"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal )
267,"Mukherjee,Shri Pramothes",RSP,Berhampore (West Bengal )
268,"Mukherjee,Shri Subrata",CPI(M),Raiganj (West Bengal )
269,"Mukhopadhyay,Shri Ajoy",CPI(M),Krishnagar (West Bengal )
270,"Mullappally,Shri Ramachandran",Congress(I),Cannanore (Kerala )
271,"Munda,Shri Govind Chandra",JD,Keonjhar-ST (Odisha )
272,"Munda,Shri Kariya",BJP,Khunti-ST (Bihar )
273,"Muniyappa,Dr. K.H.",Congress(I),Kolar-SC (Karnataka )
274,"Muraleedharan,Shri K.",Congress(I),Calicut (Kerala )
275,"Murmu,Shri Rupchand",CPI(M),Jhargram-ST (West Bengal )
276,"Murthi,Dr. M.V.V.S",TDP,Visakhapatnam (Andhra Pradesh )
277,"Murthy,Shri M.V.Chandrashekhara",Congress(I),Kanakapura (Karnataka )
278,"Murugesan,Dr. N.",AIADMK,Karur (Tamil Nadu )
279,"Muttemwar,Shri Vilas Baburao",Congress(I),Chimur (Maharashtra )
280,"Naik,Shri Ram",BJP,Bombay North (Maharashtra )
281,"Naik,Shri A. Venkatesh",Congress(I),Raichur (Karnataka )
282,"Naik,Shri Devaraya G.",Congress(I),Kanara (Karnataka )
283,"Naikar,Shri D.K.",Congress(I),Dharwad North (Karnataka )
284,"Narayanan,Shri K.R.",Congress(I),Ottapalam-SC (Kerala )
285,"Narayanan,Shri P.G.",AIADMK,Gobichettipalayam (Tamil Nadu )
286,"Nawale,Shri Vidura Vithoba",Congress(I),Khed (Maharashtra )
287,"Nayak,Shri Mrutyunjaya",Congress(I),Phulbani-SC (Odisha )
288,"Nayak,Shri Subash Chandra",Congress(I),Kalahandi (Odisha )
289,"Netam,Shri Arvind Vishram Singh",Congress(I),Kanker-ST (Madhya Pradesh )
290,"Nikam,Shri Govind Rao",Congress(I),Ratnagiri (Maharashtra )
291,"Nitish Kumar,Shri",JD,Barh (Bihar )
292,"Nyamagouda,Shri Siddappa Bhimappa",Congress(I),Bagalkot (Karnataka )
293,"Odeyar,Shri Channaiah",Congress(I),Davangere (Karnataka )
294,"Oraon,Shri Lalit",BJP,Lohardaga-ST (Bihar )
295,"Owaisi,Shri Sultan Salahuddin",AIMIM,Hyderabad (Andhra Pradesh )
296,"Padma,Dr.(Smt.)",Congress(I),Nagapattinam-SC (Tamil Nadu )
297,"Pal,Dr. Debiprosad",Congress(I),Calcutta North West (West Bengal )
298,"Pal,Shri Rupchand",CPI(M),Hooghly (West Bengal )
299,"Pandey,Dr. Laxminarayan",BJP,Mandsaur (Madhya Pradesh )
300,"Pandian,Shri D.",Congress(I),Madras North (Tamil Nadu )
301,"Panigrahi,Shri Sriballava",Congress(I),Deogarh (Odisha )
302,"Panja,Shri Ajit Kumar",Congress(I),Calcutta North East (West Bengal )
303,"Panwar,Shri Harpal Singh",JD,Kairana (Uttar Pradesh )
304,"Pasha,Shri B. Akber",Congress(I),Vellore (Tamil Nadu )
305,"Pasi,Shri Balraj",BJP,Nainital (Uttar Pradesh )
306,"Passi,Shri Raj Narain",BJP,Bansgaon-SC (Uttar Pradesh )
307,"Paswan,Shri Sukdeo",JD,Araria-SC (Bihar )
308,"Paswan,Shri Ram Vilas",JD,Rosera-SC (Bihar )
309,"Paswan,Shri Chhedi",JD,Sasaram-SC (Bihar )
310,"Patel,Shri Brishin",JD,Siwan (Bihar )
311,"Patel,Shri Harilal Nanji",Congress(I),Kutch (Gujarat )
312,"Patel,Shri Harilal Madhavjibhai",BJP,Porbandar (Gujarat )
313,"Patel,Shri Somabhai Gandalal Koli",BJP,Surendranagar (Gujarat )
314,"Patel,Shri Uttambhai Harjibhai",Congress(I),Bulsar-ST (Gujarat )
315,"Patel,Dr. A.K.",BJP,Mehsana (Gujarat )
316,"Patel,Shri Ram Pujan",JD,Phulpur (Uttar Pradesh )
317,"Patel,Shri Praful Manoharbhai",Congress(I),Bhandara (Maharashtra )
318,"Patel,Shri Shravan Kumar",Congress(I),Jabalpur (Madhya Pradesh )
319,"Patel,Shri Bheem Singh",BSP,Rewa (Madhya Pradesh )
320,"Pathak,Shri Surendra Pal",BJP,Shahabad (Uttar Pradesh )
321,"Pathak,Shri Harin",BJP,Ahmedabad (Gujarat )
322,"Patidar,Shri Rameshwar",BJP,Khargone (Madhya Pradesh )
323,"Patil,Smt. Pratibha Devisingh",Congress(I),Amravati (Maharashtra )
324,"Patil,Shri Prakash V.",Congress(I),Sangli (Maharashtra )
325,"Patil,Shri Uttamrao Deorao",Congress(I),Yavatmal (Maharashtra )
326,"Patil,Shri Vijay Kumar Naval",Congress(I),Erandol (Maharashtra )
327,"Patil,Shri Yashwantrao Gadakh",Congress(I),Ahmednagar (Maharashtra )
328,"Patil,Smt. Suryakanta",Congress(I),Nanded (Maharashtra )
329,"Patil,Shri Shivraj V.",Congress(I),Latur (Maharashtra )
330,"Patnaik,Shri Sivaji",CPI(M),Bhubaneswar (Odisha )
331,"Patra,Dr. Kartikeswar",Congress(I),Balasore (Odisha )
332,"Pattanayak,Shri Sarat",Congress(I),Bolangir (Odisha )
333,"Pawar,Shri Ajit",Congress(I),Baramati (Maharashtra )
334,"Pawar,Dr. Vasant Nivrutti",Congress(I),Nashik (Maharashtra )
335,"Pawar,Shri Sharad Chandra Govindrao",Congress(I),Baramati (Maharashtra )
336,"Peruman,Dr. P. Vallal",Congress(I),Chidambaram-SC (Tamil Nadu )
337,"Pilot,Shri Rajesh",Congress(I),Dausa (Rajasthan )
338,"Potdukhe,Shri Shantaram",Congress(I),Chandrapur (Maharashtra )
339,"Prabhu,Shri R.",Congress(I),Nilgiris (Tamil Nadu )
340,"Prabhu Zantye,Shri Harish Narayan",Congress(I),Panaji (Goa )
341,"Pradhani,Shri Khagapati",Congress(I),Nowrangpur-ST (Odisha )
342,"Pramanik,Prof. Radhika Ranjan",CPI(M),Mathurapur-SC (West Bengal )
343,"Prasad,Shri V. Sreenivasa",Congress(I),Chamrajanagar-SC (Karnataka )
344,"Prasad,Shri Hari Kewal",JD,Salempur (Uttar Pradesh )
345,"Pratap Singh,Shri",JD,Banka (Bihar )
346,"Premi,Shri Mangal Ram",BJP,Bijnor-SC (Uttar Pradesh )
347,"Purkayastha,Shri Kabindra",BJP,Silchar (Assam )
348,"Rahi,Shri Ram Lal",Congress(I),Misrikh-SC (Uttar Pradesh )
349,"Rai,Shri Lal Babu",JD,Chapra (Bihar )
350,"Rai,Shri Nawal Kishore",JD,Sitamarhi (Bihar )
351,"Rai,Shri M. Ramanna",CPI(M),Kasaragod (Kerala )
352,"Rai,Shri Ram Nihor",JD,Robertsganj-SC (Uttar Pradesh )
353,"Rai,Shri Kalpnath",Congress(I),Ghosi (Uttar Pradesh )
