,Member,Party Name,Constituency
29,"Badal,Shri Sukhbir Singh",SAD,Faridkot (Punjab )
30,"Baghel,Prof. S.P. Singh",SP,Jalesar (Uttar Pradesh )
31,"Bainda,Choudhary Ramchandra",BJP,Faridabad (Haryana )
32,"Bairwa,Shri Dowarka Parshad",INC,Tonk-SC (Rajasthan )
33,"Bais,Shri Ramesh",BJP,Raipur (Madhya Pradesh )
34,"Baitha,Shri Mahendra",SAP,Bagaha-SC (Bihar )
35,"Bala,Dr. Asim",CPI(M),Nabadwip-SC (West Bengal )
36,"Balayogi,Shri Ganti Mohana Chandra",TDP,Amalapuram-SC (Andhra Pradesh )
37,"Banatwalla,Shri Gulam Mehmood",IUML,Ponnani (Kerala )
38,"Bandyopadhyay,Shri Sudip",WBTC,Calcutta North West (West Bengal )
39,"Banerjee,Kum. Mamata",WBTC,Calcutta South (West Bengal )
40,"Barman,Shri Ranen",RSP,Balurghat-SC (West Bengal )
41,"Barnala,Shri Surjit Singh",SAD,Sangrur (Punjab )
42,"Barq,Shri Shafiqur Rahman",SP,Moradabad (Uttar Pradesh )
43,"Barwala,Shri Surinder Singh",HLD(R),Hissar (Haryana )
44,"Basu,Shri Anil",CPI(M),Arambagh (West Bengal )
45,"Bauri,Smt. Sandhya",CPI(M),Vishnupur-SC (West Bengal )
46,"Baxla,Shri Joachim",RSP,Alipurduar-ST (West Bengal )
47,"Behera,Shri Padmanava",BJD,Phulbani-SC (Odisha )
48,"Bhagat,Shri Indra Nath",INC,Lohardaga-ST (Bihar )
49,"Bhajan Lal,Shri",INC,Karnal (Haryana )
50,"Bhakta,Shri Manoranjan",INC,Andaman and Nicobar Islands (Andaman and Nicobar Islands )
51,"Bhardwaj,Shri Paras Ram",INC,Sarangarh-SC (Madhya Pradesh )
52,"Bhargav,Shri Girdhari Lal",BJP,Jaipur (Rajasthan )
53,"Bhargava,Shri Ram Shankar",BSP,Misrikh-SC (Uttar Pradesh )
54,"Bhonsle,Shri Abhaysinh Shahumaharaj",INC,Satara (Maharashtra )
55,"Bhonsle,Smt. Rani Chitralekha",INC,Ramtek (Maharashtra )
56,"Bhuria,Shri Kantilal",INC,Jhabua-ST (Madhya Pradesh )
57,"Bisen,Shri Gauri Shankar Chaturbhuj",BJP,Balaghat (Madhya Pradesh )
58,"Biswal,Shri Ranjib",INC,Jagatsinghpur (Odisha )
59,"Bose,Prof.(Smt.) Krishna",WBTC,Jadavpur (West Bengal )
60,"Budania,Shri Narendra",INC,Churu (Rajasthan )
61,"Buta Singh,Sardar",Ind.,Jalore-SC (Rajasthan )
62,"Bwiswmuthiary,Shri Sansuma Khunggur",Ind.,Kokrajhar-ST (Assam )
63,"Chacko,Shri P.C.",INC,Idukki (Kerala )
64,"Chakraborty,Shri Ajay",CPI,Basirhat (West Bengal )
65,"Chandel,Shri Suresh",BJP,Hamirpur (Himachal Pradesh )
66,"Chandra Shekhar,Shri",SJP(R),Ballia (Uttar Pradesh )
67,"Chandumajra,Shri Prem Singh",SAD,Patiala (Punjab )
68,"Chaplot,Shri Shanti Lal",BJP,Udaipur (Rajasthan )
69,"Chatterjee,Shri Somnath",CPI(M),Bolpur (West Bengal )
70,"Chaubey,Shri Lalmuni",BJP,Buxar (Bihar )
71,"Chaudhary,Shri Pankaj",BJP,Maharajganj (Uttar Pradesh )
72,"Chaudhary,Shri Ram Raghunath",INC,Nagaur (Rajasthan )
73,"Chaudhary,Shri Haribhai Parthibhai",BJP,Banaskantha (Gujarat )
74,"Chaudhary,Shri Manibhai Ramjibhai",BJP,Bulsar-ST (Gujarat )
75,"Chaudhary,Smt. Nisha Amarsinh",INC,Sabarkantha (Gujarat )
76,"Chaudhry,Sqn.Ldr.(Retd.) Kamal",BJP,Hoshiarpur (Punjab )
77,"Chauhan,Shri Sriram",BJP,Basti-SC (Uttar Pradesh )
78,"Chauhan,Shri Jaysinhji Mansinhji",BJP,Kapadvanj (Gujarat )
79,"Chauhan,Shri Chetan",BJP,Amroha (Uttar Pradesh )
80,"Chauhan,Shri Nand Kumar Singh",BJP,Khandwa (Madhya Pradesh )
81,"Chavan,Shri Prithviraj D.",INC,Karad (Maharashtra )
82,"Chavda,Shri Ishwarbhai Khodabhai",INC,Anand (Gujarat )
83,"Chhatwal,Shri Sartaj Singh",BJP,Hoshangabad (Madhya Pradesh )
84,"Chidambaram,Shri Palaniappan",TMC(M),Sivaganga (Tamil Nadu )
85,"Chikhalia,Smt. Bhavna Devraj",BJP,Junagadh (Gujarat )
86,"Chinmayanand,Swami",BJP,Machhlishahr (Uttar Pradesh )
87,"Chinnasamy,Shri V.K.",AIADMK,Gobichettipalayam (Tamil Nadu )
88,"Chinta Mohan,Dr.",INC,Tirupathi-SC (Andhra Pradesh )
89,"Choudhary,Smt. Reena",SP,Mohanlalganj-SC (Uttar Pradesh )
90,"Choudhary,Shri Krishna Kumar",BJP,Gaya-SC (Bihar )
91,"Choudhary,Shri Shakuni",SAP,Khagaria (Bihar )
92,"Choudhary,Shri Ram Tahal",BJP,Ranchi (Bihar )
93,"Choudhury,Shri A.B.A. Ghani Khan",INC,Malda (West Bengal )
94,"Choudhury,Shri Samar",CPI(M),Tripura West (Tripura )
95,"Chouhan,Shri Shivraj Singh",BJP,Vidisha (Madhya Pradesh )
96,"Chowdhury,Shri Bikash",CPI(M),Asansol (West Bengal )
97,"Col. Choudhary,Sona Ram, VSM (Retd.)",INC,Barmer (Rajasthan )
98,"D`Souza,Dr. (Smt.) Beatrix",NM,
99,"Dahal,Shri Bhim Prasad",SDF,Sikkim (Sikkim )
100,"Dalit Ezhilmalai,Shri",PMK,Chidambaram-SC (Tamil Nadu )
101,"Damor,Shri Somjibhai",INC,Dohad-ST (Gujarat )
102,"Das,Shri Nepal Chandra",INC,Karimganj-SC (Assam )
103,"Dattatreya,Shri Bandaru",BJP,Secunderabad (Andhra Pradesh )
104,"Dave,Smt. Bhavna Kardam",BJP,Surendranagar (Gujarat )
105,"Delkar, Shri Mohan S. ,",BJP,Dadra and Nagar Haveli-ST (Dadra and Nagar Haveli )
106,"Dennis,Shri N.",TMC(M),Nagercoil (Tamil Nadu )
107,"Deo,Shri Bikram Keshari",BJP,Kalahandi (Odisha )
108,"Deora,Shri Murli",INC,Mumbai South (Maharashtra )
109,"Deshmukh,Shri Chandubhai Shanabhai",BJP,Broach (Gujarat )
110,"Devegowda,Shri H.D.",JD,Hassan (Karnataka )
111,"Devi,Smt. Rama",RJD,Motihari (Bihar )
112,"Dhaliwal,Smt. Satwinder Kaur",SAD,Ropar-SC (Punjab )
113,"Dhamotharan,Shri M.C.",AIADMK,Cuddalore (Tamil Nadu )
114,"Dhananjaya Kumar,Shri Venur",BJP,Mangalore (Karnataka )
115,"Diler,Shri Kishan Lal",BJP,Hathras-SC (Uttar Pradesh )
116,"Dome,Dr. Ram Chandra",CPI(M),Birbhum-SC (West Bengal )
117,"Drona,Capt.(Retd.) Jagatvir Singh",BJP,Kanpur (Uttar Pradesh )
118,"Durai,Shri M.",PMK,Vandavasi (Tamil Nadu )
119,"Dwivedi,Shri Ramesh Chandra",BJP,Banda (Uttar Pradesh )
120,"Fatmi,Shri Mohammad Ali Ashraf",RJD,Darbhanga (Bihar )
121,"Fernandes,Shri George",SAP,Nalanda (Bihar )
122,"Foley,Lt.Gen.(Retd.) Neville",NM,
123,"Gadhavi,Shri Pushpdan Shambhudan",BJP,Kutch (Gujarat )
124,"Gamang,Shri Giridhar",INC,Koraput-ST (Odisha )
125,"Gamit,Shri Chhitubhai",INC,Mandvi-ST (Gujarat )
126,"Gandhi,Smt. Maneka Sanjay",Ind.,Pilibhit (Uttar Pradesh )
127,"Ganeshamurthi,Shri A.",MDMK,Palani (Tamil Nadu )
128,"Gangadhar,Shri S.",INC,Hindupur (Andhra Pradesh )
129,"Gangte,Kumari Kim",CPI,Outer Manipur-ST (Manipur )
130,"Gangwar,Shri Santosh Kumar",BJP,Bareilly (Uttar Pradesh )
131,"Gautam,Smt. Sheela",BJP,Aligarh (Uttar Pradesh )
132,"Gavai,Shri Ramkrishna Suryabhan",RPI,Amravati (Maharashtra )
133,"Gavit,Shri Manikrao Hodlya",INC,Nandurbar-ST (Maharashtra )
134,"Geete,Shri Anant Gangaram",SS,Ratnagiri (Maharashtra )
135,"Gehlot,Shri Thaawar Chand",BJP,Shajapur-SC (Madhya Pradesh )
136,"Gehlot,Shri Ashok",INC,Jodhpur (Rajasthan )
137,"George Eden,Shri",INC,Ernakulam (Kerala )
138,"Ghafoor,Shri Abdul",SAP,Gopalganj (Bihar )
139,"Ghatowar,Shri Paban Singh",INC,Dibrugarh (Assam )
140,"Giri,Prof. Sudhir Kumar",CPI(M),Contai (West Bengal )
141,"Goel,Shri Vijay",BJP,Chandni Chowk (NCT of Delhi )
142,"Gogoi,Shri Tarun",INC,Kaliabor (Assam )
143,"Gopal,Shri C.",AIADMK,Arakkonam (Tamil Nadu )
144,"Goswami,Shri Nripen",INC,Nowgong (Assam )
145,"Govindan,Shri T.",CPI(M),Kasaragod (Kerala )
146,"Gujral,Shri Inder Kumar",JD,Jullundur (Punjab )
147,"Gupta,Prof. Chaman Lal",BJP,Udhampur (Jammu and Kashmir )
148,"Gupta,Shri Indrajit",CPI,Midnapore (West Bengal )
149,"Hamid,Shri Abdul",INC,Dhubri (Assam )
150,"Handique,Shri Bijoy Krishna",INC,Jorhat (Assam )
151,"Hegde,Shri Anantkumar",BJP,Kanara (Karnataka )
152,"Hooda,Shri Bhupinder Singh",INC,Rohtak (Haryana )
153,"Hussain,Shri Syed",J&KNC,Ladakh (Jammu and Kashmir )
154,"Indora,Dr. Sushil Kumar",HLD(R),Sirsa-SC (Haryana )
155,"Jaffer Sharief,Shri C.K.",INC,Bangalore North (Karnataka )
156,"Jagmohan,Shri",BJP,New Delhi (NCT of Delhi )
157,"Jain,Shri Satya Pal",BJP,Chandigarh (Chandigarh )
158,"Jain,Shri Mitha Lal",INC,Pali (Rajasthan )
159,"Jaiswal,Shri Shankar Prasad",BJP,Varanasi (Uttar Pradesh )
160,"Jaiswal,Dr. Madan Prasad",BJP,Bettiah (Bihar )
161,"Jakhar,Dr. Bal Ram",INC,Bikaner (Rajasthan )
162,"Jalappa,Shri R.L.",INC,Chikballapur (Karnataka )
163,"Janarthanan,Shri M.R. Kadambur",AIADMK,Tirunelveli (Tamil Nadu )
164,"Jatiya,Dr. Satyanarayan",BJP,Ujjain-SC (Madhya Pradesh )
165,"Javia,Shri Gordhanbhai",BJP,Porbandar (Gujarat )
166,"Jigajinagi,Shri Ramesh Chandappa",LS,Chikkodi-SC (Karnataka )
167,"Jogi,Shri Ajit",INC,Raigarh-ST (Madhya Pradesh )
168,"Jose,Shri A.C.",INC,Mukundapuram (Kerala )
169,"Joshi,Dr. Murli Manohar",BJP,Allahabad (Uttar Pradesh )
170,"K.Parymohan,Shri",PMK,Dharmapuri (Tamil Nadu )
171,"Kahandole,Shri Zambru Mangalu",INC,Malegaon-ST (Maharashtra )
172,"Kailasho Devi,Prof. (Smt.)",HLD(R),Kurukshetra (Haryana )
173,"Kainth,Shri Satnam Singh",Ind.,Phillaur-SC (Punjab )
174,"Kalita,Shri Bhubaneswar",INC,Gauhati (Assam )
175,"Kamal Nath,Shri",INC,Chhindwara (Madhya Pradesh )
176,"Kamal Rani,Smt.",BJP,Ghatampur-SC (Uttar Pradesh )
177,"Kamat,Shri Gurudas",INC,Mumbai North East (Maharashtra )
178,"Kamble,Shri Arvind Tulsiram",INC,Osmanabad-SC (Maharashtra )
179,"Kanodia,Shri Mahesh Kumar",BJP,Patan-SC (Gujarat )
180,"Kanumuri,Shri Bapi Raju",INC,Narasapur (Andhra Pradesh )
181,"Karunakaran,Shri K.",INC,Thiruvananthapuram (Kerala )
182,"Kashyap,Shri Baliram",BJP,Bastar-ST (Madhya Pradesh )
183,"Katheria,Shri Prabhu Dayal",BJP,Firozabad-SC (Uttar Pradesh )
184,"Kathiria,Dr. Vallabhbhai",BJP,Rajkot (Gujarat )
185,"Kawade,Prof. Jogendra",RPI,Chimur (Maharashtra )
186,"Khan,Shri Abul Hasnat",CPI(M),Jangipur (West Bengal )
187,"Khan,Shri Sunil",CPI(M),Durgapur-SC (West Bengal )
188,"Khan,Shri Rizwan Zaheer",SP,Balrampur (Uttar Pradesh )
189,"Khan,Shri Arif Mohammed",BSP,Bahraich (Uttar Pradesh )
190,"Khandelwal,Shri Vijay Kumar",BJP,Betul (Madhya Pradesh )
191,"Khandoker,Shri Akbor Ali",AITC,Serampore (West Bengal )
192,"Khanduri, Maj Gen Bhuwan Chandra AVSM (Retd.)",BJP,Garhwal (Uttar Pradesh )
193,"Khanna,Shri Vinod",BJP,Gurdaspur (Punjab )
194,"Khurana,Shri Madan Lal",BJP,Delhi Sadar (NCT of Delhi )
195,"Koli,Shri Ganga Ram",BJP,Bayana-SC (Rajasthan )
196,"Kondaiah,Shri K.C.",INC,Bellary (Karnataka )
197,"Kordia,Shri Chandresh Patel",BJP,Jamnagar (Gujarat )
198,"Krishnadas,Shri N.N.",CPI(M),Palghat (Kerala )
199,"Krishnamoorthy,Shri K.",TMC(M),Mayiladuturai (Tamil Nadu )
200,"Kulaste,Shri Faggan Singh",BJP,Mandla-ST (Madhya Pradesh )
201,"Kumar,Dr. Virendra",BJP,Sagar-SC (Madhya Pradesh )
202,"Kumar,Shri Shailendra",SP,Chail-SC (Uttar Pradesh )
203,"Kumar,Shri Shanta",BJP,Kangra (Himachal Pradesh )
204,"Kumar,Smt. Meira",INC,Karol Bagh-SC (NCT of Delhi )
205,"Kumaramangalam,Shri P.R.",BJP,Tiruchirappalli (Tamil Nadu )
206,"Kuppusami,Shri C.",DMK,Madras North (Tamil Nadu )
207,"Kurien,Prof. P.J.",INC,Mavelikara (Kerala )
208,"Kurup,Adv. Suresh",CPI(M),Kottayam (Kerala )
209,"Kusmaria,Dr. Ramkrishna",BJP,Damoh (Madhya Pradesh )
210,"Kyndiah,Shri Paty Ripple",INC,Shillong (Meghalaya )
211,"Lahiri,Shri Samik",CPI(M),Diamond Harbour (West Bengal )
212,"Lallungmuana,Dr. Hauhnar",Ind.,Mizoram-ST (Mizoram )
213,"Lalu Prasad,Shri",RJD,Madhepura (Bihar )
214,"M. Master Mathan,Shri",BJP,Nilgiris (Tamil Nadu )
215,"Magantti,Shri Venkateswara Rao (Babu)",INC,Eluru (Andhra Pradesh )
216,"Mahant,Dr. Charan Das",INC,Janjgir (Madhya Pradesh )
217,"Maharia,Shri Subhash",BJP,Sikar (Rajasthan )
218,"Mahato,Smt. Abha",BJP,Jamshedpur (Bihar )
219,"Mahato,Shri Bir Sing",AIFB,Purulia (West Bengal )
220,"Mahtab,Shri Bhartruhari",BJD,Cuttack (Odisha )
221,"Mahto,Shri Raj Banshi",RJD,Balia (Bihar )
222,"Mallick,Shri Rama Chandra",INC,Jajpur-SC (Odisha )
223,"Mallikarjunaiah,Shri S.",BJP,Tumkur (Karnataka )
224,"Mallu,Dr. Ravi",INC,Nagarkurnool-SC (Andhra Pradesh )
225,"Malti Devi,Smt.",RJD,Nawada-SC (Bihar )
226,"Malviya,Shri Mahendrajeet Singh",INC,Banswara-ST (Rajasthan )
227,"Mandal,Shri Jai Krishna",BJP,Purnea (Bihar )
228,"Mandal,Shri Sanat Kumar",RSP,Joynagar-SC (West Bengal )
229,"Mandlik,Shri Sadashivrao Dadoba",INC,Kolhapur (Maharashtra )
230,"Mann,Sardar Zora Singh",SAD,Ferozepur (Punjab )
231,"Maran,Shri Murasoli",DMK,Madras Central (Tamil Nadu )
232,"Marandi,Shri Babu Lal",BJP,Dumka-ST (Bihar )
233,"Marandi,Shri Som",BJP,Rajmahal-ST (Bihar )
234,"Maurya,Shri Ananda Ratna",BJP,Chandauli (Uttar Pradesh )
235,"Mayawati,Kumari .",BSP,Akbarpur-SC (Uttar Pradesh )
236,"Meena,Shri Bheru Lal",INC,Salumber-ST (Rajasthan )
237,"Meena,Shri Ram Narain",INC,Kota (Rajasthan )
238,"Meena,Smt. Usha",INC,Sawai Madhopur-ST (Rajasthan )
239,"Meghe,Shri Datta Raghobaji",INC,Wardha (Maharashtra )
240,"Mehta,Prof. Ajit Kumar",RJD,Samastipur (Bihar )
241,"Mensinkai,Shri B.M.",LS,Dharwad South (Karnataka )
242,"Mishra,Shri Janardan Prasad",BJP,Sitapur (Uttar Pradesh )
243,"Mishra,Shri Indrajeet",BJP,Khalilabad (Uttar Pradesh )
244,"Mishra,Shri Ram Nagina",BJP,Padrauna (Uttar Pradesh )
245,"Misra,Shri Shyam Bihari",BJP,Bilhaur (Uttar Pradesh )
246,"Misra,Smt. Sukhda",BJP,Etawah (Uttar Pradesh )
247,"Mohale,Shri Punnulal",BJP,Bilaspur-SC (Madhya Pradesh )
248,"Mohol,Shri Ashok Namdeorao",INC,Khed (Maharashtra )
249,"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal )
250,"Mudalagiriyappa,Shri C.P.",INC,Chitradurga (Karnataka )
251,"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal )
252,"Mukherjee,Shri Pramothes",RSP,Berhampore (West Bengal )
253,"Mukherjee,Shri Subrata",CPI(M),Raiganj (West Bengal )
254,"Mukhopadhyay,Shri Ajoy",CPI(M),Krishnagar (West Bengal )
255,"Mullappally,Shri Ramachandran",INC,Cannanore (Kerala )
256,"Munda,Shri Kariya",BJP,Khunti-ST (Bihar )
257,"Muni Lall,Shri",BJP,Sasaram-SC (Bihar )
258,"Muniyappa,Dr. K.H.",INC,Kolar-SC (Karnataka )
259,"Munusamy,Shri K.P.",AIADMK,Krishnagiri (Tamil Nadu )
260,"Murmu,Shri Salkhan",BJP,Mayurbhanj-ST (Odisha )
261,"Murmu,Shri Rupchand",CPI(M),Jhargram-ST (West Bengal )
262,"Murugesan,Shri S.",AIADMK,Tenkasi-SC (Tamil Nadu )
263,"Muthiah,Shri R.",AIADMK,Periyakulam (Tamil Nadu )
264,"Muttemwar,Shri Vilas Baburao",INC,Nagpur (Maharashtra )
265,"Nagra,Shri Aman Kumar",BSP,Ambala-SC (Haryana )
266,"Naidu,Shri K.P.",TDP,Bobbili (Andhra Pradesh )
267,"Naidu,Shri Girajala Venkata Swamy",BJP,Rajahmundry (Andhra Pradesh )
268,"Naik,Shri Ravi Sitaram",INC,Panaji (Goa )
269,"Naik,Shri Sudhakarrao Rajusing",INC,Washim (Maharashtra )
270,"Naik,Shri Ram",BJP,Mumbai North (Maharashtra )
271,"Naik,Shri A. Venkatesh",INC,Raichur (Karnataka )
272,"Nakli Singh,Shri",BJP,Saharanpur (Uttar Pradesh )
273,"Nam,Shri Shankar Sakharam",INC,Dahanu-ST (Maharashtra )
274,"Naqvi,Shri Mukhtar Abbas",BJP,Rampur (Uttar Pradesh )
275,"Narah,Smt. Ranee",INC,Lakhimpur (Assam )
276,"Nayak,Shri Upendra Nath",BJP,Keonjhar-ST (Odisha )
277,"Nedurumalli Janardhana Reddy,Shri",INC,Bapatla (Andhra Pradesh )
278,"Nishad,Capt.(Retd.) Jainarain Prasad",RJD,Muzaffarpur (Bihar )
279,"Nitish Kumar,Shri",SAP,Barh (Bihar )
280,"Ola,Shri Sis Ram",INC,Jhunjhunu (Rajasthan )
281,"Om Prakash,Shri",SP,Ghazipur (Uttar Pradesh )
282,"Omvati Devi,Smt.",SP,Bijnor-SC (Uttar Pradesh )
283,"Oram,Shri Jual",BJP,Sundergarh-ST (Odisha )
284,"Osmani,Shri A.F. Golam",UMFA,Barpeta (Assam )
285,"Owaisi,Shri Sultan Salahuddin",AIMIM,Hyderabad (Andhra Pradesh )
286,"Pal,Shri Rupchand",CPI(M),Hooghly (West Bengal )
287,"Palanimanickam,Shri S.S.",DMK,Thanjavur (Tamil Nadu )
288,"Palaniswami,Shri K.",AIADMK,Tiruchengode (Tamil Nadu )
289,"Panabaka,Smt. Lakshmi",INC,Nellore-SC (Andhra Pradesh )
290,"Pandey,Dr. Laxminarayan",BJP,Mandsaur (Madhya Pradesh )
291,"Pandey,Shri Ravindra Kumar",BJP,Giridih (Bihar )
292,"Panja,Dr. Ranjit Kumar",WBTC,Barasat (West Bengal )
293,"Panja,Shri Ajit Kumar",WBTC,Calcutta North East (West Bengal )
294,"Panneerselvam,Shri Kanchi",AIADMK,Chengalpattu (Tamil Nadu )
295,"Pannu,Er. Shankar",INC,Ganganagar-SC (Rajasthan )
296,"Pant,Smt. Ila",BJP,Nainital (Uttar Pradesh )
297,"Paranjpe,Shri Prakash Vishwanath",SS,Thane (Maharashtra )
298,"Paranjpe,Shri Baburao",BJP,Jabalpur (Madhya Pradesh )
299,"Parmasivam Raja,Shri",AIADMK,Pudukkottai (Tamil Nadu )
300,"Passi,Shri Raj Narain",BJP,Bansgaon-SC (Uttar Pradesh )
301,"Paswan,Shri Ram Vilas",JD,Hajipur-SC (Bihar )
302,"Paswan,Shri Pitambar",RJD,Rosera-SC (Bihar )
303,"Patasani,Dr. (Prof.) Prasanna Kumar",BJD,Bhubaneswar (Odisha )
304,"Patel,Shri Praful Manoharbhai",INC,Bhandara (Maharashtra )
305,"Patel,Shri Jang Bahadur Singh",SP,Phulpur (Uttar Pradesh )
306,"Patel,Dr. Ashok Kumar",BJP,Fatehpur (Uttar Pradesh )
307,"Patel,Shri Dinsha J.",INC,Kaira (Gujarat )
308,"Patel,Shri Shantilal Purshottamdas",INC,Godhra (Gujarat )
309,"Patel,Dr. A.K.",BJP,Mehsana (Gujarat )
310,"Pathak,Shri Harin",BJP,Ahmedabad (Gujarat )
311,"Pathak,Shri Ananda",CPI(M),Darjeeling (West Bengal )
312,"Patidar,Shri Rameshwar",BJP,Khargone (Madhya Pradesh )
313,"Patil,Dr. Ulhas Vasudeo",INC,Jalgaon (Maharashtra )
314,"Patil,Shri Madan",INC,Sangli (Maharashtra )
315,"Patil,Shri Madhavrao",INC,Nashik (Maharashtra )
316,"Patil,Shri Ramkrishna Baba",INC,Aurangabad (Maharashtra )
317,"Patil,Shri Balasaheb Vikhe",SS,Ahmednagar (Maharashtra )
318,"Patil,Shri Shivraj V.",INC,Latur (Maharashtra )
319,"Patil,Shri Anna Saheb M.K.",BJP,Erandol (Maharashtra )
320,"Patil,Smt. Suryakanta",INC,Hingoli (Maharashtra )
321,"Patil,Shri Jaisingrao Gaikwad",BJP,Beed (Maharashtra )
322,"Patil,Shri Uttamrao Deorao",INC,Yavatmal (Maharashtra )
323,"Patil,Shri Bhaskar Rao",INC,Nanded (Maharashtra )
324,"Patil,Shri Mallanagouda Basanagouda",INC,Bijapur (Karnataka )
325,"Patil,Shri Babagouda",BJP,Belgaum (Karnataka )
326,"Patnaik,Smt. Jayanti",INC,Berhampur (Odisha )
327,"Patnaik,Shri Naveen",BJD,Aska (Odisha )
328,"Pawar,Shri Uttamsingh R.",BJP,Jalna (Maharashtra )
329,"Pawar,Shri Sharad Chandra Govindrao",INC,Baramati (Maharashtra )
330,"Pilot,Shri Rajesh",INC,Dausa (Rajasthan )
331,"Potai,Shri Sohan",BJP,Kanker-ST (Madhya Pradesh )
332,"Prabhu,Shri Suresh Prabhakar",SS,Rajapur (Maharashtra )
333,"Pradhan,Dr. Debendra",BJP,Deogarh (Odisha )
334,"Pradhan,Shri Ashok Kumar",BJP,Khurja-SC (Uttar Pradesh )
335,"Pradhani,Shri Khagapati",INC,Nowrangpur-ST (Odisha )
336,"Pramanik,Prof. Radhika Ranjan",CPI(M),Mathurapur-SC (West Bengal )
337,"Prasad,Shri Hari Kewal",SAP,Salempur (Uttar Pradesh )
338,"Premachandran,Shri N.K.",RSP,Quilon (Kerala )
339,"Premajam,Prof.(Smt.) A.K.",CPI(M),Badagara (Kerala )
340,"Puglia,Shri Naresh Kumar",INC,Chandrapur (Maharashtra )
341,"Purkayastha,Shri Kabindra",BJP,Silchar (Assam )
342,"Radhakrishnan,Shri C.P.",BJP,Coimbatore (Tamil Nadu )
343,"Radhakrishnan,Shri Varkala",CPI(M),Chirayinkil (Kerala )
344,"Raghavan,Shri V.V.",CPI,Trichur (Kerala )
345,"Rai,Shri Kalpnath",SAP,Ghosi (Uttar Pradesh )
346,"Rajaiah,Shri Malyala",TDP,Siddipet-SC (Andhra Pradesh )
347,"Rajarethinam,Shri P.",AIADMK,Perambalur-SC (Tamil Nadu )
348,"Rajbangshi,Shri Madhab",INC,Mangaldoi (Assam )
349,"Raje,Smt. Vasundhara",BJP,Jhalawar (Rajasthan )
350,"Rajkumar,Shri Wangcha",AC,Arunachal East (Arunachal Pradesh )
351,"Rajput,Shri Ganga Charan",BJP,Hamirpur (Uttar Pradesh )
352,"Rajukhedi,Shri Gajendra Singh",INC,Dhar-ST (Madhya Pradesh )
353,"Ram,Shri Braj Mohan",BJP,Palamau-SC (Bihar )
354,"Ram Shakal,Shri",BJP,Robertsganj-SC (Uttar Pradesh )
355,"Ramachandran,Shri Gingee N",MDMK,Tindivanam (Tamil Nadu )
356,"Ramaiah,Shri Sode",CPI,Bhadrachalam-ST (Andhra Pradesh )
357,"Ramamurthy,Shri Vazhappady Koothappadayachi",Ind.,Salem (Tamil Nadu )
358,"Ramarajan,Shri",AIADMK,Tiruchendur (Tamil Nadu )
359,"Ramchandra Veerappa,Shri",BJP,Bidar-SC (Karnataka )
360,"Ramulu,Shri H.G.",INC,Koppal (Karnataka )
361,"Rana ,Shri Rajendrasinh (Raju Rana)",BJP,Bhavnagar (Gujarat )
362,"Rana,Shri Kashi Ram",BJP,Surat (Gujarat )
363,"Rao,Shri Chennamaneni Vidyasagar",BJP,Karimnagar (Andhra Pradesh )
