,Member,Party Name,Constituency
107,"Dhodia,Shri Sanji Rupji",Congress,
108,"Digambar Singh,Chaudhary",Congress,Mathura (Uttar Pradesh )
109,"Dighe,Shri Bhaskar Narayan",Congress,Kolaba (Maharashtra )
110,"Dinesh Singh,Shri",Congress,Salone (Uttar Pradesh )
111,"Dixit,Shri Gopi Nath",Congress,Etawah (Uttar Pradesh )
112,"Dorai,Shri R. Kashinatha",Congress,Aruppukottai (Madras )
113,"Dube,Shri Mulchand",Congress,Farrukhabad (Uttar Pradesh )
114,"Dubey,Shri Rajaram Girdharilal",Congress,Bijapur North (Mysore )
115,"Dutta,Shri Birendra Chandra",CP,Tripura West (Tripura )
116,"Dwivedi,Shri Mannoolal",Congress,Hamirpur (Uttar Pradesh )
117,"Dwivedy,Shri Surendranath",PSP,Kendrapara (Odisha )
118,"Elayaperumal,Shri L.",Congress,Tirukoilur-SC (Madras )
119,"Elias,Shri Mohammed",CP,Howrah (West Bengal )
120,"Ering,Shri D.",Congress,
121,"Firodia,Shri Motilal Kundanmal",Congress,Ahmednagar (Maharashtra )
122,"Gaekwad,Shri Fatesinghrao Pratapsinghrao",Congress,Baroda (Gujarat )
123,"Gahmari,Shri Vishwanath Singh",Congress,Ghazipur (Uttar Pradesh )
124,"Gaitonde,Dr. Pundalik D.",Congress,
125,"Ganapati Ram,Shri",Congress,Machhlishahr (Uttar Pradesh )
126,"Gandhi,Shri Vithal Balkrishna",Congress,Bombay Central South (Maharashtra )
127,"Ganga Devi,Smt.",Congress,Mohanlalganj-SC (Uttar Pradesh )
128,"Gauri Shanker Kakkar,Shri",Ind.,Fatehpur (Uttar Pradesh )
129,"Gayatri Devi,Rajmata of Jaipur",Swatantra Party,Jaipur (Rajasthan )
130,"Ghosh,Shri Prashant Kumar",Swatantra Party,Ranchi East-ST (Bihar )
131,"Ghosh,Shri Nalini Ranjan",Congress,Jalpaiguri (West Bengal )
132,"Ghosh,Shri Atulya",Congress,Asansol (West Bengal )
133,"Gokaran Prasad,Shri",Jan Sangh,Misrikh-SC (Uttar Pradesh )
134,"Goni,Shri Abdul Ghani",NC(Cong.),
135,"Gopalan,Shri Ayillath Kuttieri",CP,Kasaragod (Kerala )
136,"Goundar,Shri R. Muthu",DMK,Tiruppattur (Madras )
137,"Gowdha,Shri H.K.V.",Congress,Bangalore (Mysore )
138,"Guha,Shri Arun Chandra",Congress,Barasat (West Bengal )
139,"Gulshan,Sardar Dhanna Singh",Akali Dal,Bhatinda-SC (Punjab )
140,"Gupta,Shri Kashi Ram",Ind.,Alwar (Rajasthan )
141,"Gupta,Shri Ram Ratan",Congress,Gonda (Uttar Pradesh )
142,"Gupta,Shri Badshah",Congress,Mainpuri (Uttar Pradesh )
143,"Gupta,Shri Shiv Charan",Congress,Delhi Sadar (NCT of Delhi )
144,"Gupta,Shri Priya",PSP,Katihar (Bihar )
145,"Gupta,Shri Indrajit",CP,Calcutta South West (West Bengal )
146,"Hajarnavis,Shri Ramchandra Matand",Congress,Bhandara (Maharashtra )
147,"Hansda,Shri Subodh Chandra",Congress,Jhargram-ST (West Bengal )
148,"Hanumanthaiya,Shri K.",Congress,Bangalore City (Mysore )
149,"Haq,Shri Mohammad Mohibbul",Congress,Akola (Maharashtra )
150,"Harvani,Shri Ansar",Congress,Bisauli (Uttar Pradesh )
151,"Hazarika,Shri J.N.",Congress,Dibrugarh (Assam )
152,"Heda,Shri Harish Chandra",Congress,Nizamabad (Andhra Pradesh )
153,"Hem Barua,Shri",PSP,Gauhati (Assam )
154,"Hem Raj,Shri",Congress,Kangra (Punjab )
155,"Hifzur Rahman,Maulana Mohammad",Congress,Amroha (Uttar Pradesh )
156,"Himatsingka,Shri Prabhu Dayal",Congress,Godda (Bihar )
157,"Humayun Kabir,Shri",Congress,Basirhat (West Bengal )
158,"Imbichibava,Shri Ezhu Kudikkal",CP,Ponnani (Kerala )
159,"Iqbal Singh,Sardar",Congress,Ferozepur (Punjab )
160,"Jadhav,Shri Madhavrao Laxmanrao",Congress,Malegaon-ST (Maharashtra )
161,"Jadhav,Shri Tulshidas Subhanrao",Congress,Nanded (Maharashtra )
162,"Jagjivan Ram,Shri",Congress,Sasaram-SC (Bihar )
163,"Jain,Shri Ajit Prasad",Congress,Tumkur (Mysore )
164,"Jaipal Singh,Shri",Jharkhand,Ranchi West-ST (Bihar )
165,"Jamir,Shri S.C.",Congress,Naga Hills Tuensang Area (Nagaland )
166,"Jamuna Devi,Smt.",Congress,Jhabua-ST (Madhya Pradesh )
167,"Jayaraman,Shri A.",Congress,Wandiwash (Madras )
168,"Jedhe,Shri Gulabrao Keshavrao",Congress,Baramati (Maharashtra )
169,"Jena,Shri Kanhu Charan",Congress,Bhadrak-SC (Odisha )
170,"Jha,Shri Yogendra",PSP,Madhubani (Bihar )
171,"Joshi,Smt. Subhadra",Congress,Balrampur (Uttar Pradesh )
172,"Joshi,Shri Anand Chandra",Congress,Sidhi-ST (Madhya Pradesh )
173,"Joti Saroop,Shri",RPI,Hathras-SC (Uttar Pradesh )
174,"Jyotishi,Pandit Jwala Prasad",Congress,Sagar-SC (Madhya Pradesh )
175,"Kachwai,Shri Hukam Chand",Jan Sangh,Dewas-SC (Madhya Pradesh )
176,"Kadadi,Shri Madeppa Bandappa",Congress,Solapur (Maharashtra )
177,"Kajrolkar,Shri Narayan Sadoba",Congress,Bombay Central North-SC (Maharashtra )
178,"Kamath,Shri Hari Vishnu",PSP,Hoshangabad (Madhya Pradesh )
179,"Kamble,Shri Tulsiram Dashrath",Congress,Latur (Maharashtra )
180,"Kanakasabai Pillai,Shri R.",Congress,Chidambaram-SC (Madras )
181,"Kandappan,Shri Subbanarayan",DMK,Tiruchengode (Madras )
182,"Kannamwar,Smt. G.M.Tai",Congress,Chanda (Maharashtra )
183,"Kantamma,Smt. T. Lakshmi",Congress,Khammam (Andhra Pradesh )
184,"Kanungo,Shri Nityanand",Congress,Cuttack (Odisha )
185,"Kappen,Shri Cherian J.",Congress,Muvattupuzha (Kerala )
186,"Kapur Singh,Sardar",Swatantra Party,Ludhiana (Punjab )
187,"Kar,Shri Prabhat",CP,Hooghly (West Bengal )
188,"Karjee,Shri Debendra Nath",AIFB,Cooch Behar-SC (West Bengal )
189,"Karni Singh,Dr.Maharaja Bikaner",Ind.,Bikaner (Rajasthan )
190,"Karuthiruman,Shri P.G.",Congress,Gobichettipalayam (Madras )
191,"Kayal,Shri Paresh Nath",Congress,Joynagar-SC (West Bengal )
192,"Kedaria,Shri Chhaganbhai Madaribhai",Congress,Mandvi-ST (Gujarat )
193,"Keishing,Shri Rishang",Socialist,Outer Manipur-ST (Manipur )
194,"Kesar Kumari,Devi,Rani",Congress,Raipur (Madhya Pradesh )
195,"Kesar Lal,Shri",Swatantra Party,Sawai Madhopur-ST (Rajasthan )
196,"Khadilkar,Shri Raghunath Keshav",Congress,Khed (Maharashtra )
197,"Khan,Dr. Purnendu Narayan",Congress,Uluberia (West Bengal )
198,"Khan,Shri Osman Ali S.",Congress,Anantapur (Andhra Pradesh )
199,"Khan,Shri Shah Nawaz",Congress,Meerut (Uttar Pradesh )
200,"Khanna,Shri Prem Kishan",Congress,Kaimganj (Uttar Pradesh )
201,"Khanna,Shri Mehr Chand",Congress,New Delhi (NCT of Delhi )
202,"Kinder Lal,Shri",Congress,Hardoi-SC (Uttar Pradesh )
203,"Kisan Veer,Shri",Congress,Satara (Maharashtra )
204,"Kohar,Dr. Rajendra",Swatantra Party,Phulbani-SC (Odisha )
205,"Kotoki,Shri Liladhar",Congress,Nowgong (Assam )
206,"Koujalgi,Shri H.V.",Congress,Belgaum (Mysore )
207,"Koya,Shri C.H. Mohammed",ML,Kozhikode (Kerala )
208,"Kripa Shanker,Shri",Congress,Domariaganj (Uttar Pradesh )
209,"Kripalani,Acharya J.B.",Ind.,Amroha (Uttar Pradesh )
210,"Krishna,Shri M.R.",Congress,Peddapalli-SC (Andhra Pradesh )
211,"Krishnamachari,Shri T.T.",Congress,Tiruchendur (Madras )
212,"Krishnan Manoharan,Shri",DMK,Madras South (Madras )
213,"Krishnappa,Shri M.V.",Congress,Tumkur (Mysore )
214,"Kumaran,Shri M.K.",CP,Chirayinkil (Kerala )
215,"Kunhan,Shri Patinjara",CP,Palghat (Kerala )
216,"Kunwar Ba,Smt. Basant",Swatantra Party,Kaiserganj (Uttar Pradesh )
217,"Kure Mate,Shri",PSP,Tikamgarh-SC (Madhya Pradesh )
218,"Kureel,Shri Baijnath",Congress,Raebareli (Uttar Pradesh )
219,"Lahri Singh,Shri",Jan Sangh,Rohtak (Punjab )
220,"Lahtan Choudhary,Shri",Congress,Saharsa (Bihar )
221,"Lakhan Das Chaudhuri,Shri",Ind.,Shahjahanpur (Uttar Pradesh )
222,"Lakhmu Bhawani,Shri",Ind.,Bastar-ST (Madhya Pradesh )
223,"Lalit Sen,Shri",Congress,Mandi (Himachal Pradesh )
224,"Lalita Rajya Laxmi,Rani",Swatantra Party,Aurangabad (Bihar )
225,"Laskar,Shri Nihar Ranjan",Congress,Karimganj-SC (Assam )
226,"Laxmi Bai,Smt. Sangam",Congress,Vicarabad (Andhra Pradesh )
227,"Laxmi Das,Shri",CP,Miryalguda (Andhra Pradesh )
228,"Limaye,Shri Madhu",SSP,Monghyr (Bihar )
229,"Lohia,Dr. Ram Manohar",SSCP,Farrukhabad (Uttar Pradesh )
230,"Mahadeo Prasad,Shri",Congress,Bansgaon-SC (Uttar Pradesh )
231,"Mahadeva Prasad,Dr.",Congress,Maharajganj (Uttar Pradesh )
232,"Mahanand,Shri Hrushikesh",Swatantra Party,Bolangir (Odisha )
233,"Mahato,Shri Bhajahari",LSS,Purulia (West Bengal )
234,"Maheshwari,Dr. Govind Das Jeewan Das",Congress,Jabalpur (Madhya Pradesh )
235,"Mahida,Shri Narendrasingh Ranjitsingh",Swatantra Party,Anand (Gujarat )
236,"Mahishi,Dr. Sarojini bindurao",Congress,Dharwad North (Mysore )
237,"Mahtab,Shri Harekrushna",Congress,Angul (Odisha )
238,"Majithia,Sardar Surjit Singh",Congress,Taran Taran (Punjab )
239,"Malaichami Thevar,Shri M.",Congress,Periyakulam (Madras )
240,"Malaviya,Shri Keshav Dev",Congress,Basti-SC (Uttar Pradesh )
241,"Malhotra,Shri Inder Jit",Congress,Jammu (Jammu and Kashmir )
242,"Malliah,Shri U. Srinivasa",Congress,Udupi (Mysore )
243,"Mallick,Shri Rama Chandra",Congress,Jajpur-SC (Odisha )
244,"Manaen,Shri T.",Congress,Darjeeling (West Bengal )
245,"Mandal,Dr. Pashupati",Congress,Vishnupur-SC (West Bengal )
246,"Mandal,Shri Jiyalal",Congress,Khagaria (Bihar )
247,"Mandal,Shri Bhupendra Narayan",Socialist,Saharsa (Bihar )
248,"Mandal,Shri Yamuna Prasad",Congress,Jainagar (Bihar )
249,"Maniyangadan,Shri Mathew",Congress,Kottayam (Kerala )
250,"Manjari,Smt. Shashank",Swatantra Party,Palamau-SC (Bihar )
251,"Mantri,Shri Dwarka Das",Congress,Bhir (Maharashtra )
252,"Marandi,Shri Iswar",Jharkhand,Rajmahal-ST (Bihar )
253,"Mariyappa,Shri Mali",Congress,Tumkur (Mysore )
254,"Maruthiah,Shri P.",Congress,Melur-SC (Madras )
255,"Masani,Shri M.R.",Swatantra Party,Rajkot (Gujarat )
256,"Masuriya Din,Shri",Congress,Chail-SC (Uttar Pradesh )
257,"Matcharaju,Shri Matcharasa",Congress,Narasipatnam-ST (Andhra Pradesh )
258,"Mathur,Shri Shiv Charan",Congress,Bhilwara (Rajasthan )
259,"Mathur,Shri Harish Chandra",Congress,Jalore-SC (Rajasthan )
260,"Maurya,Shri Buddha Priya",RPI,Aligarh (Uttar Pradesh )
261,"Meena,Shri Dhuleshwar",Congress,Udaipur (Rajasthan )
262,"Mehdi,Raja Syed Ahmad",Congress,Rampur (Uttar Pradesh )
263,"Mehrotra,Shri Braj Behari",Congress,Bilhaur (Uttar Pradesh )
264,"Mehta,Shri Jaswantraj",Congress,Pali (Rajasthan )
265,"Mehta,Shri Jashvant",PSP,Bhavnagar (Gujarat )
266,"Melkote,Dr. Gopal S.",Congress,Hyderabad (Andhra Pradesh )
267,"Mengi,Shri Gopal Dutt",Congress,
268,"Menon,Shri V.K. Krishna",Congress,Bombay City North (Maharashtra )
269,"Menon,Shri Panampilli Govinda",Congress,Mukundapuram (Kerala )
270,"Minimata Agam Dass Guru,Smt.",Congress,Baloda Bazar-SC (Madhya Pradesh )
271,"Mirza,Shri Bakar Ali",Congress,Warangal (Andhra Pradesh )
272,"Mishra,Shri Shyam Dhar",Congress,Mirzapur (Uttar Pradesh )
273,"Mishra,Shri Mathura Prasad",Congress,Begusarai (Bihar )
274,"Mishra,Shri Bibudhendra",Congress,Puri (Odisha )
275,"Misra,Shri Mahesh Dutta",Congress,Khandwa (Madhya Pradesh )
276,"Misra,Dr. Udaikar",CP,Jamshedpur (Bihar )
277,"Mohammad Yusuf,Shri",Congress,Siwan (Bihar )
278,"Mohan Swarup,Shri",PSP,Pilibhit (Uttar Pradesh )
279,"Mohanty,Shri Gokulananda",Congress,Balasore (Odisha )
280,"Mohiuddin,Shri Ahmed",Congress,Secunderabad (Andhra Pradesh )
281,"Mohsin,Shri Fakruddin Husseinsad",Congress,Dharwad South (Mysore )
282,"Morarka,Shri Radheyshyam Ramkumar",Congress,Jhunjhunu (Rajasthan )
283,"More,Shri Krishnaji Laxman",Congress,Hatkanangale (Maharashtra )
284,"More,Shri Shankarrao Shantaram",Congress,Poona (Maharashtra )
285,"Muhammad Ismail,Shri M.",ML,Manjeri (Kerala )
286,"Mukerjee,Smt. Sharda",Congress,Ratnagiri (Maharashtra )
287,"Mukerjee,Shri Hirendra Nath",CP,Calcutta Central (West Bengal )
288,"Mukne,Shri Yeshwantrao Martandrao",Congress,Bhiwandi (Maharashtra )
289,"Munzni,Shri David",Congress,Lohardaga-ST (Bihar )
290,"Murli Manohar,Shri",Congress,Ballia (Uttar Pradesh )
291,"Murmu,Shri Sarkar",CP,Balurghat-SC (West Bengal )
292,"Murthy,Shri Bayya Suryanarayana",Congress,Amalapuram-SC (Andhra Pradesh )
293,"Murti,Shri Missula Suryanarayana",Congress,Anakapalli (Andhra Pradesh )
294,"Musafir,Sardar Gurmukh Singh",Congress,Amritsar (Punjab )
295,"Muthiah,Shri P.",Congress,Tirunelveli (Madras )
296,"Muzaffar Hussain,Shri Syed",RPI,Moradabad (Uttar Pradesh )
297,"Naidu,Shri V. Govindasamy",Congress,Tiruvallur (Madras )
298,"Naidu,Shri T.D.Ramabadran",DMK,Cuddalore (Madras )
299,"Naik,Shri Maheswar",Congress,Mayurbhanj-ST (Odisha )
300,"Naik,Shri Dahyabhai Jibanji",Congress,Panchmahals (Gujarat )
301,"Nair,Shri N. Sreekantan",RSP,Quilon (Kerala )
302,"Nair,Shri P.K. Vasudevan",CP,Ambalapuzha (Kerala )
303,"Nambiar,Shri K. Ananda",CP,Tiruchirapalli (Madras )
304,"Nanda,Shri Gulzarilal",Congress,Sabarkantha (Gujarat )
305,"Narayanrao,Shri Ramrao",Congress,Jalna (Maharashtra )
306,"Nardeo Snatak,Shri",Congress,Hathras-SC (Uttar Pradesh )
307,"Naskar,Shri Purnendu Sekhar",Congress,Mathurapur-SC (West Bengal )
308,"Nath Pai,Shri Bapu",PSP,Rajapur (Maharashtra )
309,"Nayak,Shri Mohan",Congress,Bhanjanagar (Odisha )
310,"Nayar,Dr. Sushila",Congress,Jhansi (Uttar Pradesh )
311,"Nehru,Shri Jawaharlal",Congress,Phulpur (Uttar Pradesh )
312,"Nesamony,Shri A.",Congress,Nagercoil (Madras )
313,"Nigam,Smt. Savitri",Congress,Banda (Uttar Pradesh )
314,"Niranjan Lall,Shri",Congress,
315,"Onkar Singh,Shri J.S.",Jan Sangh,Budaun (Uttar Pradesh )
316,"Oza,Shri Ghanshyambhai Chhotalal",Congress,Surendranagar (Gujarat )
317,"Padmanaba,Shri Shinkre M.",MG,"Mormugao (Goa, Daman and Diu )"
318,"Paliwal,Shri Tika Ram",Congress,Hindaun-SC (Rajasthan )
319,"Pandey,Shri Vishwa Nath",Congress,Salempur (Uttar Pradesh )
320,"Pandey,Shri Kashi Nath",Congress,Hata (Uttar Pradesh )
321,"Pandey,Shri Sarjoo",CP,Rasra (Uttar Pradesh )
322,"Pandey,Shri Ramsahai Shivprasad",Congress,Guna (Madhya Pradesh )
323,"Pandit,Smt. Vijaya Lakshmi",Congress,Phulpur (Uttar Pradesh )
324,"Panna Lal,Shri",Congress,Akbarpur-SC (Uttar Pradesh )
325,"Pant,Shri Krishna Chandra",Congress,Nainital (Uttar Pradesh )
326,"Paradhi,Shri Bholaram",PSP,Balaghat (Madhya Pradesh )
327,"Paramasivan,Shri S.K.",Congress,Erode (Madras )
328,"Parashar,Shri Vedehi Charan",Congress,Shivpuri (Madhya Pradesh )
329,"Partap Singh,Shri",Congress,Sirmur-SC (Himachal Pradesh )
330,"Patel,Shri Nanubhai Nichhabhai",Congress,Bulsar-ST (Gujarat )
331,"Patel,Shri Purushottamdas Rachhoddas",Congress,Patan-SC (Gujarat )
332,"Patel,Shri Chhotubhai Makanbhai",Congress,Broach (Gujarat )
333,"Patel,Shri Man Sinh P.",Congress,Mehsana (Gujarat )
334,"Patel,Shri Rajeshwara",Congress,Hajipur-SC (Bihar )
335,"Patil,Shri Sadashiv Kanoji",Congress,Bombay City South (Maharashtra )
336,"Patil,Shri Vasantrao Lakhagounda",Congress,Chikodi-SC (Mysore )
337,"Patil,Shri Tulsiram Abaji",Congress,Osmanabad-SC (Maharashtra )
338,"Patil,Shri Vishwanath Tukaram",Congress,Kolhapur (Maharashtra )
339,"Patil,Shri Chudaman Ananda Rawandale",Congress,Dhulia (Maharashtra )
340,"Patil,Shri Deorao Shioram",Congress,Yavatmal (Maharashtra )
341,"Patil,Shri Madhaorao Bhagwantrao",Congress,Ramtek (Maharashtra )
342,"Patil,Shri Julalsing Shankarrao",Congress,Jalgaon (Maharashtra )
343,"Patil,Shri Sanganagouda Basanagouda",Congress,Bijapur South (Mysore )
344,"Patnaik,Shri Baishnab Charan",Congress,Dhenkanal (Odisha )
345,"Pattabhi Raman,Shri C.R.",Congress,Kumbakonam (Madras )
346,"Pattanayak,Shri Kishen",Socialist,Sambalpur (Odisha )
347,"Pillai,Shri P.S. Nataraja",Ind.,Trivandrum (Kerala )
348,"Pottekkatt,Shri S.K.",Ind.,Tellicherry (Kerala )
349,"Prabhakar,Shri Naval",Congress,Karol Bagh-SC (NCT of Delhi )
350,"Prakash,Shri Satya",Ind.,Bilaspur-SC (Madhya Pradesh )
351,"Prithvi Raj,Shri",Swatantra Party,Dausa (Rajasthan )
352,"Puri,Shri Dev Dutt",Congress,Kaithal (Punjab )
353,"Raghavan,Shri A.V.",Ind.,Badagara (Kerala )
354,"Raghunath Singh,Shri",Congress,Varanasi (Uttar Pradesh )
355,"Raghuramaiah,Shri Kotha",Congress,Guntur (Andhra Pradesh )
356,"Rai,Smt. Sahodrabai Murlidhar",Congress,Damoh (Madhya Pradesh )
357,"Raj Bahadur,Shri",Congress,Bharatpur (Rajasthan )
358,"Raja,Shri Chitranjan Rughunath",Congress,Junagadh (Gujarat )
359,"Rajaram,Shri K.",DMK,Krishnagiri (Madras )
360,"Rajdeo Singh,Shri",Congress,Jaunpur (Uttar Pradesh )
361,"Raju,Dr. Dalta Satyanarayana",Congress,Rajahmundry (Andhra Pradesh )
362,"Ram,Shri T. Mohan",Congress,Sonbarsa-SC (Bihar )
