,Member,Party Name,Constituency
363,"Ram Sewak,Chowdhary",Congress,Jalaun-SC (Uttar Pradesh )
364,"Ram Singh,Shri",Swatantra Party,Bahraich (Uttar Pradesh )
365,"Ram Swarup,Shri",Congress,Robertsganj-SC (Uttar Pradesh )
366,"Ramakrishnan,Shri P.R.",Congress,Coimbatore (Madras )
367,"Ramanathan Chettiar,Shri R.",Congress,Karur (Madras )
368,"Ramaswamy,Shri S.V.",Congress,Salem (Madras )
369,"Ramaswamy,Shri V.K.",Congress,Namakkal-SC (Madras )
370,"Ramchandra Veerappa,Shri",Congress,Bidar-SC (Mysore )
371,"Rameshwaranand,Swami",Jan Sangh,Karnal (Punjab )
372,"Rampure,Shri Mahadevappa",Congress,Gulbarga (Mysore )
373,"Rananjaya Singh,Shri",Congress,Musafirkhana (Uttar Pradesh )
374,"Rane,Shri Shivram Rango",Congress,Buldhana-SC (Maharashtra )
375,"Ranga,Prof. Nayakulu G.",Swatantra Party,Chittoor (Andhra Pradesh )
376,"Ranga Rao,Shri Ravu Venkata Gopala Krishna",Congress,Cheepurupalli (Andhra Pradesh )
377,"Ranjit Singh,Sardar",Congress,Sangrur (Punjab )
378,"Rao,Shri Juvvadi Ramapathy",Congress,Karimnagar (Andhra Pradesh )
379,"Rao,Shri J.B. Muthyal",Congress,Mahbubnagar (Andhra Pradesh )
380,"Rao,Dr. K.L.",Congress,Vijayawada (Andhra Pradesh )
381,"Rao,Shri Etikala Madhusudan",Congress,Mahabubabad (Andhra Pradesh )
382,"Rao,Shri Janumpally Rameshwar",Congress,Gadwal (Andhra Pradesh )
383,"Rao,Shri Mosalikanti Thirumala",Congress,Kakinada (Andhra Pradesh )
384,"Rao,Shri P. Hanmanth",Congress,Medak (Andhra Pradesh )
385,"Rao,Shri Gajraj Singh",Congress,Gurgaon (Punjab )
386,"Rao,Shri S.V. Krishnamoorthy",Congress,Shimoga (Mysore )
387,"Rao,Shri Rachakonda Jagannath",Congress,Nowrangpur-ST (Odisha )
388,"Ratan Lal,Shri",Congress,Banswara-ST (Rajasthan )
389,"Raut,Shri Bhola",Congress,Bettiah (Bihar )
390,"Reddi,Shri Bezwada Gopala",Congress,Kavali (Andhra Pradesh )
391,"Reddi,Shri Ravi Narayan",CP,Nalgonda (Andhra Pradesh )
392,"Reddiar,Shri R.Venkatasubba",Congress,Tindivanam (Madras )
393,"Reddy,Shri H.C.L.",Congress,Chikballapur (Mysore )
394,"Reddy,Shri K.Chengalaraya",Congress,Chikballapur (Mysore )
395,"Reddy,Shri Yeddula Eswara",CP,Cuddapah (Andhra Pradesh )
396,"Reddy,Shri C.L. Narasimha",Swatantra Party,Rajampet (Andhra Pradesh )
397,"Reddy,Shri G. Narayan",Congress,Adilabad (Andhra Pradesh )
398,"Reddy,Shri Gujjulu Yallamanda",CP,Markapur (Andhra Pradesh )
399,"Reddy,Shri Surendra",Congress,Mahabubabad (Andhra Pradesh )
400,"Reddy,Smt. Yashoda",Congress,Kurnool (Andhra Pradesh )
401,"Reddy,Shri K.V. Ramakrishna",Congress,Hindupur (Andhra Pradesh )
402,"Renuka Ray,Smt.",Congress,Malda (West Bengal )
403,"Roy,Dr. Saradish",CP,Katwa (West Bengal )
404,"Roy,Shri Bishwanath",Congress,Deoria (Uttar Pradesh )
405,"Sadhu Ram,Chaudhary",Congress,Phillaur-SC (Punjab )
406,"Sah,Shri Shashi Ranjan Prasad",Congress,Pupri (Bihar )
407,"Saha,Dr. Sisir Kumar",Congress,Birbhum-SC (West Bengal )
408,"Sahu,Shri Rameshwar",Congress,Rosera-SC (Bihar )
409,"Saigal,Sardar Amar Singh",Congress,Janjgir (Madhya Pradesh )
410,"Samanta,Shri Satis Chandra",Congress,Tamluk (West Bengal )
411,"Samnani,Shri Syed Nazir Hussain",Congress,
412,"Saraf,Shri Sham Lal",Congress,
413,"Sarma,Shri Ananta Tripathi",Congress,Chatrapur (Odisha )
414,"Satanarayana,Shri Biddika",Congress,Parvathipuram-ST (Andhra Pradesh )
415,"Satyabhama Devi,Smt.",Congress,Jahanabad (Bihar )
416,"Scindia,Smt. Vijaya Raje",Congress,Gwalior (Madhya Pradesh )
417,"Sen,Dr. Ranenendra Nath",CP,Calcutta East (West Bengal )
418,"Sen,Shri Ashok Kumar",Congress,Calcutta North West (West Bengal )
419,"Sen Gupta,Shri Phani Gopal",Congress,Purnea (Bihar )
420,"Seth,Shri Bishanchander",Hindu Mahasabha,Etah (Uttar Pradesh )
421,"Sezhiyan,Shri Era",DMK,Perambalur-SC (Madras )
422,"Shah,Lt. Col.(Retd) Maharaja Manabendra",Congress,Tehri Garhwal (Uttar Pradesh )
423,"Shah,Smt. Jayaben",Congress,Amreli (Gujarat )
424,"Shah,Shri Manubhai Mansukhlal",Congress,Jamnagar (Gujarat )
425,"Shakuntala Devi,Smt.",Congress,Banka (Bihar )
426,"Sham Nath,Shri",Congress,Chandni Chowk (NCT of Delhi )
427,"Shankaraiya,Shri M.",Congress,Mysore (Mysore )
428,"Sharma,Shri Anant Prasad",Congress,Buxar (Bihar )
429,"Sharma,Pandit Krishan Chandra",Congress,Sardhana (Uttar Pradesh )
430,"Sharma,Shri Diwan Chand",Congress,Gurdaspur (Punjab )
431,"Shastri,Shri Prakash Vir",Ind.,Bijnor-SC (Uttar Pradesh )
432,"Shastri,Shri Lal Bahadur",Congress,Allahabad (Uttar Pradesh )
433,"Shastri,Swami Ramanand",Congress,Ramasanehighat-SC (Uttar Pradesh )
434,"Shaymshah Lal,Shri",Ind.,Chanda (Maharashtra )
435,"Sheo Narain,Shri",Congress,Bansi-SC (Uttar Pradesh )
436,"Shinde,Shri Annasaheb Pandurange",Congress,Kopargaon (Maharashtra )
437,"Shivananjappa,Shri M.K.",Congress,Mandya (Mysore )
438,"Shivananjappa,Shri M.K.",Congress,Mandya (Mysore )
439,"Shrimali,Dr. Kalu Lal",Congress,Bhilwara (Rajasthan )
440,"Shukla,Shri Vidya Charan",Congress,Mahasamund (Madhya Pradesh )
441,"Shyamkumari Devi,Smt.",Congress,Raipur (Madhya Pradesh )
442,"Siddananjappa,Shri H.",Congress,Hassan (Mysore )
443,"Siddhanti,Shri Jagdev Singh",HLS,Jhajjar (Punjab )
444,"Siddheshwar Prasad,Prof.",Congress,Nalanda (Bihar )
445,"Siddiah,Shri S.M.",Congress,Chamarajanagar-SC (Mysore )
446,"Singh,Shri Yagya Narayan",Swatantra Party,Sundergarh-ST (Odisha )
447,"Singh,Shri Babu Nath",Congress,Surguja-ST (Madhya Pradesh )
448,"Singh,Shri Salam Tonbi",Congress,Inner Manipur (Manipur )
449,"Singh,Shri Jai Bahadur",CP,Ghosi (Uttar Pradesh )
450,"Singh,Dr. Basant Narain",Congress,Hazaribagh (Bihar )
451,"Singh,Shri Ramshekhar Prasad",Congress,Chapra (Bihar )
452,"Singh,Shri Krishna Kanta",Congress,Maharajganj (Bihar )
453,"Singh,Shri Digvijay Narain",Janata Party,Muzaffarpur (Bihar )
454,"Singh,Dr. Ram Subhag",Congress,Bikramganj (Bihar )
455,"Singh,Thakur Bateshwar",Swatantra Party,Giridih (Bihar )
456,"Singh,Shri Virbhadra",Congress,Mahasu-SC (Himachal Pradesh )
457,"Singh,Sardar Hukum",Congress,Patiala (Punjab )
458,"Singh,Shri Brahm Jeet",Jan Sangh,Jaunpur (Uttar Pradesh )
459,"Singh,Shri Bal Krishna",Congress,Chandauli (Uttar Pradesh )
460,"Singh,Shri Brij Raj",Jan Sangh,Bareilly (Uttar Pradesh )
461,"Singh,Shri Surendra Pal",Congress,Bulandshahar (Uttar Pradesh )
462,"Singh,Shri Yuvraj Dutta",Jan Sangh,Shahabad (Uttar Pradesh )
463,"Singh,Shri Krishnapal",Swatantra Party,Jalesar (Uttar Pradesh )
464,"Singha,Shri Govinda Kumar",Congress,Midnapore (West Bengal )
465,"Singhvi,Dr. Laxmi Mal",Ind.,Jodhpur (Rajasthan )
466,"Sinha,Shri Banarsi Prasad",Congress,Monghyr (Bihar )
467,"Sinha,Shri Satya Narayan",Congress,Samastipur (Bihar )
468,"Sinha,Smt. Tarkeshwari",Congress,Barh (Bihar )
469,"Sinha,Smt. Ramdulari",Congress,Patna (Bihar )
470,"Sinhasan Singh,Shri",Congress,Gorakhpur (Uttar Pradesh )
471,"Sinhji,Shri Himmat",Swatantra Party,Kutch (Gujarat )
472,"Sivappraghassan,Shri Ku.",Congress,Pondicherry (Pondicherry )
473,"Sivasankaran,Shri P.",DMK,Sriperumbudur-SC (Madras )
474,"Solanki,Shri Pravinsinh Natavarsinh",Swatantra Party,Kaira (Gujarat )
475,"Sonavane,Shri Tayappa Hari",Congress,Pandharpur-SC (Maharashtra )
476,"Soundaram Ramachandran,Dr.(Smt.) T.S.",Congress,Dindigul (Madras )
477,"Soy,Shri Hari Charan",Jharkhand,Singhbhum-ST (Bihar )
478,"Srinivasan,Dr. P.",Congress,Madras North (Madras )
479,"Subbaraman,Shri N.M.R.",Congress,Madurai (Madras )
480,"Subramaniam,Shri C.",Congress,Pollachi (Madras )
481,"Subramanyam,Shri Tekur",Congress,Bellary (Mysore )
482,"Sultan,Smt. Maimoona",Congress,Bhopal (Madhya Pradesh )
483,"Sumat Prasad,Shri",Congress,Muzaffarnagar (Uttar Pradesh )
484,"Sunder Lal,Shri",Congress,Saharanpur (Uttar Pradesh )
485,"Suraj prasad alias Surya Prasad,Shri",Congress,Bhind (Madhya Pradesh )
486,"Swami,Shri Sivamurthi",LSS,Koppal (Mysore )
487,"Swamy,Shri M.P.",Congress,Tenkasi-SC (Madras )
488,"Swamy,Shri Madala Narayana",CP,Ongole (Andhra Pradesh )
489,"Swamy,Shri Mandala Venkata",Ind.,Masulipatnam (Andhra Pradesh )
490,"Swaran Singh,Sardar",Congress,Jullundur (Punjab )
491,"Swell,Shri Gilbert G.",APHLC,Autonomous District-ST (Assam )
492,"Tahir,Shri Mohammad",Congress,Kishanganj (Bihar )
493,"Tansingh,Shri",RRP,Barmer (Rajasthan )
494,"Tantia,Shri Rameshwar",Congress,Sikar (Rajasthan )
495,"Tewari,Shri Kamal Nath",Congress,Bagaha-SC (Bihar )
496,"Thangal,Shri K. Nallakoya",Congress,
497,"Thenkondar,Shri Gopalaswami",Congress,Nagapattinam-SC (Madras )
498,"Thevar,Shri V. Vairava",Congress,Thanjavur (Madras )
499,"Thevar,Shri Pasumpon U. Muthuramalinga",Congress,Aruppukottai (Madras )
500,"Thimmaiah,Shri Dodda",Congress,Kolar-SC (Mysore )
501,"Thomas,Shri A.M.",Congress,Ernakulam (Kerala )
502,"Tiwary,Shri Ram Sahai",Congress,Khajuraho (Madhya Pradesh )
503,"Tiwary,Pandit Dwarka Nath",Congress,Gopalganj (Bihar )
504,"Tripathi,Shri Krishna Dev",Congress,Unnao (Uttar Pradesh )
505,"Trivedi,Shri Umashanker Muljibhai",Jan Sangh,Mandsaur (Madhya Pradesh )
506,"Tula Ram,Shri",Congress,Ghatampur-SC (Uttar Pradesh )
507,"Tyagi,Shri Mahavir",Congress,Dehradun (Uttar Pradesh )
508,"Uikey,Shri Mangru Ganu",Congress,Mandla-ST (Madhya Pradesh )
509,"Ulaka,Shri Ramachandra",Congress,Koraput-ST (Odisha )
510,"Umanath,Shri R.",CP,Pudukkottai (Madras )
511,"Upadhyaya,Shri Shiv Datt",Congress,Rewa (Madhya Pradesh )
512,"Utiya,Shri Buddhu Singh",Socialist,Shahdol-ST (Madhya Pradesh )
513,"Vaishya,Shri Muldas Bhudardas",Congress,Sabarmati (Gujarat )
514,"Valvi,Shri Laxman Vedu",PSP,Nandurbar-ST (Maharashtra )
515,"Varma,Shri Ravindra",Congress,Thiruvella (Kerala )
516,"Varma,Shri Manikya Lal",Congress,Chittorgarh (Rajasthan )
517,"Veerabasappa,Shri S.",Congress,Chitradurga (Mysore )
518,"Venkaiah,Shri Kolla",CP,Tenali (Andhra Pradesh )
519,"Venkatasubbaiah,Shri Pendekanti",Congress,Adoni (Andhra Pradesh )
520,"Verma,Shri Balgovind",Congress,Kheri (Uttar Pradesh )
521,"Verma,Shri Kunwar Krishna",Congress,Sultanpur (Uttar Pradesh )
522,"Verma,Shri Suraj Lal",Jan Sangh,Sitapur (Uttar Pradesh )
523,"Vidyalankar,Shri Amar Nath",Congress,Hoshiarpur (Punjab )
524,"Vijaya Ananda,Lt.Col. Dr.",Congress,Visakhapatnam (Andhra Pradesh )
525,"Vijaya Raje,Smt.",Swatantra Party,Chatra (Bihar )
526,"Vimla Devi,Smt. Viramachaneni",CP,Eluru (Andhra Pradesh )
527,"Vishram Prasad,Shri",PSP,Lalganj-SC (Uttar Pradesh )
528,"Vyas,Shri Radhelal Beharilal",Congress,Ujjain-SC (Madhya Pradesh )
529,"Wadiwa,Shri Narayanrao Maniram",Congress,Seoni (Madhya Pradesh )
530,"Wahid,Shri T. Abdul",Congress,Vellore (Madras )
531,"Warior,Shri K.Krishnan",CP,Trichur (Kerala )
532,"Wasnik,Shri Balkrishna Ramchandra",Congress,Gondia-SC (Maharashtra )
533,"Yadav,Shri Ramrao Narayanrao",Congress,Parbhani (Maharashtra )
534,"Yadav,Shri Ram Harakh",Congress,Azamgarh (Uttar Pradesh )
535,"Yadav,Shri Ram Sewak",Socialist,Barabanki-SC (Uttar Pradesh )
536,"Yadav,Shri Nagendra Prasad",Congress,Sitamarhi (Bihar )
537,"Yadava,Shri Bhishma Prasad",Congress,Kesaria (Bihar )
538,"Yajnik,Shri Indulal Kanaiyalal",MJP,Ahmedabad (Gujarat )
539,"Yashpal Singh,Shri",Ind.,Kairana (Uttar Pradesh )
