,Member,Party Name,Constituency
38,"Bansal,Shri Pawan Kumar",INC,Chandigarh (Chandigarh )
39,"Bansiwal,Shri Shyam Lal",BJP,Tonk -SC (Rajasthan )
40,"Barman,Shri Ranen",RSP,Balurghat -SC (West Bengal )
41,"Barwala,Shri Surinder Singh",INLD,Hisar (Haryana )
42,"Basavanagoud,Shri Kolur",INC,Bellary (Karnataka )
43,"Basavaraj,Shri Gangasandra Siddappa",INC,Tumkur (Karnataka )
44,"Basu,Shri Anil",CPI(M),Arambagh (West Bengal )
45,"Bauri,Smt. Sandhya",CPI(M),Vishnupur -SC (West Bengal )
46,"Baxla,Shri Joachim",RSP,Alipurduars -ST (West Bengal )
47,"Behera,Shri Padmanava",BJD,Phulbani -SC (Odisha )
48,"Bhadana,Shri Avtar Singh",INC,Meerut (Uttar Pradesh )
49,"Bhagat,Prof. Dukha",BJP,Lohardaga -ST (Jharkhand )
50,"Bhagora,Shri Tarachand",INC,Banswara -ST (Rajasthan )
51,"Bhargav,Shri Girdhari Lal",BJP,Jaipur (Rajasthan )
52,"Bhatia,Shri Raghunandan Lal",INC,Amritsar (Punjab )
53,"Bhaura,Shri Bhan Singh",CPI,Bhatinda -SC (Punjab )
54,"Bhavana Gawali (Patil), Ms.",SS,Washim (Maharashtra )
55,"Bhuria,Shri Kantilal",INC,Jhabua -ST (Madhya Pradesh )
56,"Bind,Shri Ram Rati",SP,Mirzapur (Uttar Pradesh )
57,"Bishnoi,Shri Jaswant Singh",BJP,Jodhpur (Rajasthan )
58,"Biswas,Shri Ananda Mohan",AITC,Nabadwip -SC (West Bengal )
59,"Bose,Prof.(Smt.) Krishna",AITC,Jadavpur (West Bengal )
60,"Brahmanaiah,Shri Ambati",TDP,Machilipatnam (Andhra Pradesh )
61,"Brar,Sardar Jagmeet Singh",INC,Faridkot (Punjab )
62,"Bundela,Shri Sujan Singh",INC,Jhansi (Uttar Pradesh )
63,"Buta Singh,Sardar",INC,Jalore -SC (Rajasthan )
64,"Bwiswmuthiary,Shri Sansuma Khunggur",Ind.,Kokrajhar -ST (Assam )
65,"Chakrabortty,Shri Swadesh",CPI(M),Howrah (West Bengal )
66,"Chakraborty,Shri Ajay",CPI,Basirhat (West Bengal )
67,"Chakravarty,Smt. Bijoya",BJP,Gauhati (Assam )
68,"Chandel,Shri Ashok Kumar Singh",BSP,Hamirpur (Uttar Pradesh )
69,"Chandel,Shri Suresh",BJP,Hamirpur (Himachal Pradesh )
70,"Chandra Shekhar,Shri",SJP(R),Ballia (Uttar Pradesh )
71,"Chatterjee,Shri Somnath",CPI(M),Bolpur (West Bengal )
72,"Chaturvedi,Shri Satyavrat",INC,Khajuraho (Madhya Pradesh )
73,"Chaubey,Shri Lalmuni",BJP,Buxar (Bihar )
74,"Chaudhary,Shri Haribhai Parthibhai",BJP,Banaskantha (Gujarat )
75,"Chaudhary,Shri Manibhai Ramjibhai",BJP,Bulsar -ST (Gujarat )
76,"Chaudhary,Smt. Nisha Amarsinh",INC,Sabarkantha (Gujarat )
77,"Chaudhary,Shri Ram Raghunath",INC,Nagaur (Rajasthan )
78,"Chaudhary,Shri Padamsen",BJP,Bahraich (Uttar Pradesh )
79,"Chauhan,Shri Nand Kumar Singh",BJP,Khandwa (Madhya Pradesh )
80,"Chauhan,Shri Nihal Chand",BJP,Ganganagar -SC (Rajasthan )
81,"Chauhan,Shri Bal Krishna",BSP,Ghosi (Uttar Pradesh )
82,"Chauhan,Shri Sriram",BJP,Basti -SC (Uttar Pradesh )
83,"Chautala,Shri Ajay Singh",INLD,Bhiwani (Haryana )
84,"Chennithala,Shri Ramesh",INC,Mavelikkara (Kerala )
85,"Chikhalia,Smt. Bhavna Devraj",BJP,Junagadh (Gujarat )
86,"Chinmayanand,Swami",BJP,Jaunpur (Uttar Pradesh )
87,"Chinnasamy,Shri M.",AIADMK,Karur (Tamil Nadu )
88,"Choudhary,Smt. Reena",SP,Mohanlalganj -SC (Uttar Pradesh )
89,"Choudhary,Shri Nikhil Kumar",BJP,Katihar (Bihar )
90,"Choudhary,Shri Ram Tahal",BJP,Ranchi (Jharkhand )
91,"Choudhury,Shri A.B.A. Ghani Khan",INC,Malda (West Bengal )
92,"Choudhury,Shri Samar",CPI(M),Tripura West (Tripura )
93,"Chouhan,Shri Shivraj Singh",BJP,Vidisha (Madhya Pradesh )
94,"Chowdhary,Smt. Santosh",INC,Phillaur -SC (Punjab )
95,"Chowdhury,Shri Adhir Ranjan",INC,Berhampore (West Bengal )
96,"Chowdhury,Shri Bikash",CPI(M),Asansol (West Bengal )
97,"Chowdhury,Smt. Renuka",INC,Khammam (Andhra Pradesh )
98,"Col. Choudhary,Sona Ram, VSM (Retd.)",INC,Barmer (Rajasthan )
99,"D`Souza,Dr. (Smt.) Beatrix",Samata Party,Nominated Anglo-Indian (Tamil Nadu )
100,"Dahal,Shri Bhim Prasad",SDF,Sikkim (Sikkim )
101,"Dalit Ezhilmalai,Shri",AIADMK,Tiruchirappalli (Tamil Nadu )
102,"Danve,Shri Raosaheb Dadarao",BJP,Jalna (Maharashtra )
103,"Das,Shri Khagen",CPI(M),Tripura West (Tripura )
104,"Das,Shri Alakesh",CPI(M),Nabadwip -SC (West Bengal )
105,"Das,Shri Nepal Chandra",INC,Karimganj -SC (Assam )
106,"Dasmunsi,Shri Priya Ranjan",INC,Raiganj (West Bengal )
107,"Dattatreya,Shri Bandaru",BJP,Secunderabad (Andhra Pradesh )
108,"Deepak Kumar,Shri",SP,Unnao (Uttar Pradesh )
109,"Delkar, Shri Mohan S. ,",Ind.,Dadra and Nagar Haveli -ST (Dadra and Nagar Haveli )
110,"Deo,Shri Bikram Keshari",BJP,Kalahandi (Odisha )
111,"Dev,Shri Sontosh Mohan",INC,Silchar (Assam )
112,"Devegowda,Shri H.D.",JD(S),Kanakapura (Karnataka )
113,"Dhananjaya Kumar,Shri Venur",BJP,Mangalore (Karnataka )
114,"Dhikale,Shri Uttamrao Nathuji",SS,Nashik (Maharashtra )
115,"Dhinakaran,Shri T.T.V.",AIADMK,Periyakulam (Tamil Nadu )
116,"Diler,Shri Kishan Lal",BJP,Hathras -SC (Uttar Pradesh )
117,"Diwathe,Shri Namdeo Harbaji",BJP,Chimur (Maharashtra )
118,"Dome,Dr. Ram Chandra",CPI(M),Birbhum -SC (West Bengal )
119,"Dr. Kirit Somaiya,",BJP,Mumbai-North-East (Maharashtra )
120,"Dudi,Shri Rameshwar",INC,Bikaner (Rajasthan )
121,"Dullo,Shri Shamsher Singh",INC,Ropar -SC (Punjab )
122,"Durai,Shri M.",PMK,Vandavasi (Tamil Nadu )
123,"Dutt,Shri Sunil",INC,Mumbai-North-West (Maharashtra )
124,"Dutt,Shri Tribhuvan",BSP,Akbarpur -SC (Uttar Pradesh )
125,"Elangovan,Shri P.D.",PMK,Dharmapuri (Tamil Nadu )
126,"Farook,Shri M.O.H.",INC,Pondicherry (Pondicherry )
127,"Fernandes,Shri George",Samata Party,Nalanda (Bihar )
128,"Francis George,Shri K.",KEC,Idukki (Kerala )
129,"Gadhavi,Shri Pushpdan Shambhudan",BJP,Kutch (Gujarat )
130,"Galib,Shri Gurcharan Singh",INC,Ludhiana (Punjab )
131,"Gamang,Smt. Hema",INC,Koraput -ST (Odisha )
132,"Gamlin,Shri Jarbom",INC,Arunachal West (Arunachal Pradesh )
133,"Gandhi,Shri Dilip Kumar Mansukhlal",BJP,Ahmednagar (Maharashtra )
134,"Gandhi,Smt. Maneka Sanjay",Ind.,Pilibhit (Uttar Pradesh )
135,"Gandhi,Smt. Sonia",INC,Amethi (Uttar Pradesh )
136,"Gangwar,Shri Santosh Kumar",BJP,Bareilly (Uttar Pradesh )
137,"Gautam,Smt. Sheela",BJP,Aligarh (Uttar Pradesh )
138,"Gavit,Shri Manikrao Hodlya",INC,Nandurbar -ST (Maharashtra )
139,"Gavit,Shri Ramdas Rupala",BJP,Dhule -ST (Maharashtra )
140,"Geete,Shri Anant Gangaram",SS,Ratnagiri (Maharashtra )
141,"Gehlot,Shri Thaawar Chand",BJP,Shajapur - SC (Madhya Pradesh )
142,"George Eden,Shri",INC,Ernakulam (Kerala )
143,"Ghatowar,Shri Paban Singh",INC,Dibrugarh (Assam )
144,"Giluwa,Shri Laxman",BJP,Singhbhum -ST (Jharkhand )
145,"Goel,Shri Vijay",BJP,Chandni Chowk (NCT of Delhi )
146,"Gogoi,Shri Tarun",INC,Kaliabor (Assam )
147,"Gogoi,Shri Dip",INC,Kaliabor (Assam )
148,"Gohain,Shri Rajen",BJP,Nawgong (Assam )
149,"Govindan,Shri T.",CPI(M),Kasaragod (Kerala )
150,"Gowda,Shri Puttaswamy",INC,Hassan (Karnataka )
151,"Gudhe,Shri Anantrao",SS,Amravati (Maharashtra )
152,"Gupta,Shri Indrajit",CPI,Midnapore (West Bengal )
153,"Gupta,Prof. Chaman Lal",BJP,Udhampur (Jammu and Kashmir )
154,"Gutha,Shri Sukender Reddy",TDP,Nalgonda (Andhra Pradesh )
155,"Hamid,Shri Abdul",INC,Dhubri (Assam )
156,"Handique,Shri Bijoy Krishna",INC,Jorhat (Assam )
157,"Hansda,Shri Thomas",INC,Rajmahal -ST (Jharkhand )
158,"Haokip,Shri Holkhomang",NCP,Outer Manipur -ST (Manipur )
159,"Haque,Shri Md Anwarul",RJD(D),Sheohar (Bihar )
160,"Hussain,Shri Syed Shahnawaz",BJP,Kishanganj (Bihar )
161,"Inder Singh,Captain",INLD,Rohtak (Haryana )
162,"Indora,Dr. Sushil Kumar",INLD,Sirsa -SC (Haryana )
163,"Jadhav (Patil),Shri Suresh Ramrao",SS,Parbhani (Maharashtra )
164,"Jaffer Sharief,Shri C.K.",INC,Bangalore North (Karnataka )
165,"Jagannath,Dr. M.",TDP,Nagarkurnool -SC (Andhra Pradesh )
166,"Jagathrakshakan,Shri S.",DMK,Arakkonam (Tamil Nadu )
167,"Jagmohan,Shri",BJP,New Delhi (NCT of Delhi )
168,"Jai Prakash,Shri",ABLTC,Hardoi -SC (Uttar Pradesh )
169,"Jain,Shri Pusp",BJP,Pali (Rajasthan )
170,"Jaiswal,Shri Sriprakash",INC,Kanpur (Uttar Pradesh )
171,"Jaiswal,Shri Shankar Prasad",BJP,Varanasi (Uttar Pradesh )
172,"Jaiswal,Shri Jawahar Lal",SP,Chandauli (Uttar Pradesh )
173,"Jaiswal,Dr. Madan Prasad",BJP,Bettiah (Bihar )
174,"Jalappa,Shri R.L.",INC,Chikkballapur (Karnataka )
175,"Jatiya,Dr. Satyanarayan",BJP,Ujjain - SC (Madhya Pradesh )
176,"Javia,Shri Gordhanbhai",BJP,Porbandar (Gujarat )
177,"Jeyaseelan,Dr. A.D.K.",DMK,Tiruchendur (Tamil Nadu )
178,"Jha,Shri Raghunath",Samata Party,Gopalganj (Bihar )
179,"Jigajinagi,Shri Ramesh Chandappa",JD(U),Chikkodi -SC (Karnataka )
180,"Jitendra Prasada,Shri",INC,Shahjahanpur (Uttar Pradesh )
181,"Jose,Shri A.C.",INC,Trichur (Kerala )
182,"Joshi,Dr. Murli Manohar",BJP,Allahabad (Uttar Pradesh )
183,"Joshi,Shri Manohar",SS,Mumbai-North-Central (Maharashtra )
184,"Kailasho Devi,Prof. (Smt.)",INLD,Kurukshetra (Haryana )
185,"Kalava,Shri Srinivasulu",TDP,Anantapur (Andhra Pradesh )
186,"Kaliappan,Shri K.K.",AIADMK,Gobichettipalayam (Tamil Nadu )
187,"Kamal Nath,Shri",INC,Chhindwara (Madhya Pradesh )
188,"Kamble,Shri Shivaji Vithalrao",SS,Osmanabad -SC (Maharashtra )
189,"Kannappan,Shri M.",MDMK,Tiruchengode (Tamil Nadu )
190,"Kanungo,Shri Trilochan",BJD,Jagatsinghpur (Odisha )
191,"Karnam,Shri Balarama Krishna Murthy",TDP,Ongole (Andhra Pradesh )
192,"Karunakaran,Shri K.",INC,Mukundapuram (Kerala )
193,"Kashyap,Shri Baliram",BJP,Bastar -ST (Chhattisgarh )
194,"Kaswan,Shri Ram Singh",BJP,Churu (Rajasthan )
195,"Katara,Shri Babubhai Khimabhai",BJP,Dahod -ST (Gujarat )
196,"Kataria,Shri Rattan Lal",BJP,Ambala -SC (Haryana )
197,"Kathiria,Dr. Vallabhbhai",BJP,Rajkot (Gujarat )
198,"Katiyar,Shri Vinaya",BJP,Faizabad (Uttar Pradesh )
199,"Kaur,Smt. Preneet",INC,Patiala (Punjab )
200,"Kaushal,Shri Raghuvir Singh",BJP,Kota (Rajasthan )
201,"Khabri,Shri Brijlal",BSP,Jalaun -SC (Uttar Pradesh )
202,"Khaire,Shri Chandrakant Bhaurao",SS,Aurangabad (Maharashtra )
203,"Khan,Shri Amir Alam",LD(S),Kairana (Uttar Pradesh )
204,"Khan,Shri Rizwan Zaheer",SP,Balrampur (Uttar Pradesh )
205,"Khan,Shri Mansoor Ali",BSP,Saharanpur (Uttar Pradesh )
206,"Khan,Shri Hassan",J&KNC,Ladakh (Jammu and Kashmir )
207,"Khan,Shri Abul Hasnat",CPI(M),Jangipur (West Bengal )
208,"Khan,Shri Sunil",CPI(M),Durgapur -SC (West Bengal )
209,"Khandelwal,Shri Vijay Kumar",BJP,Betul (Madhya Pradesh )
210,"Khandoker,Shri Akbor Ali",AITC,Serampore (West Bengal )
211,"Khanduri, Maj Gen Bhuwan Chandra AVSM (Retd.)",BJP,Garhwal (Uttarakhand )
212,"Khanna,Shri Vinod",BJP,Gurdaspur (Punjab )
213,"Khelsai Singh,Shri",INC,Surguja -ST (Chhattisgarh )
214,"Khurana,Shri Madan Lal",BJP,Delhi Sadar (NCT of Delhi )
215,"Khute,Shri P.R.",BJP,Sarangarh -SC (Chhattisgarh )
216,"Kodikunnil,Shri Suresh",INC,Adoor -SC (Kerala )
217,"Koli,Shri Bahadur Singh",BJP,Bayana -SC (Rajasthan )
218,"Kordia,Shri Chandresh Patel",BJP,Jamnagar (Gujarat )
219,"Kripalani,Shri Srichand",BJP,Chittorgarh (Rajasthan )
220,"Krishnadas,Shri N.N.",CPI(M),Palghat (Kerala )
221,"Krishnamurthy,Shri Kambalapadu E.",TDP,Kurnool (Andhra Pradesh )
222,"Krishnan,Dr. C.",MDMK,Pollachi -SC (Tamil Nadu )
223,"Krishnaswamy,Shri A.",DMK,Sriperumbudur -SC (Tamil Nadu )
224,"Kulaste,Shri Faggan Singh",BJP,Mandla -ST (Madhya Pradesh )
225,"Kumar,Dr. Virendra",BJP,Sagar -SC (Madhya Pradesh )
226,"Kumar,Dr. Arun",Samata Party,Jahanabad (Bihar )
227,"Kumar,Shri Shanta",BJP,Kangra (Himachal Pradesh )
228,"Kumaramangalam,Shri P.R.",BJP,Tiruchirappalli (Tamil Nadu )
229,"Kumarasamy,Shri Palaniyappa Gounder",AIADMK,Palani (Tamil Nadu )
230,"Kuppusami,Shri C.",DMK,Chennai North (Tamil Nadu )
231,"Kurup,Adv. Suresh",CPI(M),Kottayam (Kerala )
232,"Kusmaria,Dr. Ramkrishna",BJP,Damoh (Madhya Pradesh )
233,"Kyndiah,Shri Paty Ripple",INC,Shillong (Meghalaya )
234,"Lahiri,Shri Samik",CPI(M),Diamond Harbour (West Bengal )
235,"Lepcha,Shri S.P.",CPI(M),Darjeeling (West Bengal )
236,"M. Master Mathan,Shri",BJP,Nilgiris (Tamil Nadu )
237,"Mahajan,Shri Y.G.",BJP,Jalgaon (Maharashtra )
238,"Mahale,Shri Haribhau",JD(S),Malegaon -ST (Maharashtra )
239,"Mahant,Dr. Charan Das",INC,Janjgir (Chhattisgarh )
240,"Maharia,Shri Subhash",BJP,Sikar (Rajasthan )
241,"Mahato,Shri Bir Sing",AIFB,Purulia (West Bengal )
242,"Mahato,Smt. Abha",BJP,Jamshedpur (Jharkhand )
243,"Mahtab,Shri Bhartruhari",BJD,Cuttack (Odisha )
244,"Majhi,Shri Parsuram",BJP,Nowrangpur -ST (Odisha )
245,"Makwana,Shri Savshibhai",INC,Surendranagar (Gujarat )
246,"Malaisamy,Dr. K.",AIADMK,Ramanathapuram (Tamil Nadu )
247,"Malhotra,Prof. Vijay Kumar",BJP,South Delhi (NCT of Delhi )
248,"Mallick,Shri Jagannath",BJD,Jajpur -SC (Odisha )
249,"Mallikarjunappa,Shri Gowdar",BJP,Davanagere (Karnataka )
250,"Mandal,Shri Sanat Kumar",RSP,Jaynagar -SC (West Bengal )
251,"Mandal,Shri Brahmanand",Samata Party,Monghyr (Bihar )
252,"Mandlik,Shri Sadashivrao Dadoba",NCP,Kolhapur (Maharashtra )
253,"Mane,Shri Shivaji",SS,Hingoli (Maharashtra )
254,"Mane,Smt. Nivedita",NCP,Ichalkaranji (Maharashtra )
255,"Manjay Lal,Shri",Samata Party,Samastipur (Bihar )
256,"Manjhi,Shri Ramji",BJP,Gaya -SC (Bihar )
257,"Mann,Sardar Zora Singh",SAD,Ferozpur (Punjab )
258,"Mann,Shri Simranjit Singh",SAD(M),Sangrur (Punjab )
259,"Maran,Shri Murasoli",DMK,Chennai Central (Tamil Nadu )
260,"Marandi,Shri Babu Lal",BJP,Dumka -ST (Jharkhand )
261,"Mayawati,Kumari .",BSP,Akbarpur -SC (Uttar Pradesh )
262,"Meena,Shri Bheru Lal",INC,Salumber -ST (Rajasthan )
263,"Meena,Smt. Jaskaur",BJP,Sawai Madhopur -ST (Rajasthan )
264,"Meghwal,Shri Kailash",BJP,Tonk -SC (Rajasthan )
265,"Mehta,Smt. Jayawanti Ben Navinchandra",BJP,Mumbai-South (Maharashtra )
266,"Mishra,Shri Ram Nagina",BJP,Padrauna (Uttar Pradesh )
267,"Misra,Shri Shyam Bihari",BJP,Bilhaur (Uttar Pradesh )
268,"Mistry,Shri Madhusudan Devram",INC,Sabarkantha (Gujarat )
269,"Mohale,Shri Punnulal",BJP,Bilaspur -SC (Chhattisgarh )
270,"Mohite,Shri Subodh",SS,Ramtek (Maharashtra )
271,"Mohol,Shri Ashok Namdeorao",NCP,Khed (Maharashtra )
272,"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal )
273,"Mookherjee,Shri Satyabrata",BJP,Krishnanagar (West Bengal )
274,"Moorthy,Shri A.K.",PMK,Chengalpattu (Tamil Nadu )
275,"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal )
276,"Munda,Shri Kariya",BJP,Khunti -ST (Jharkhand )
277,"Muni Lall,Shri",BJP,Sasaram -SC (Bihar )
278,"Muniyappa,Dr. K.H.",INC,Kolar -SC (Karnataka )
279,"Muraleedharan,Shri K.",INC,Calicut (Kerala )
280,"Murmu,Shri Salkhan",BJP,Mayurbhanj -ST (Odisha )
281,"Murmu,Shri Rupchand",CPI(M),Jhargram -ST (West Bengal )
282,"Murthi,Dr. M.V.V.S",TDP,Visakhapatnam (Andhra Pradesh )
283,"Murthy,Shri M.V.Chandrashekhara",INC,Kanakapura (Karnataka )
284,"Murugesan,Shri S.",AIADMK,Tenkasi -SC (Tamil Nadu )
285,"Muttemwar,Shri Vilas Baburao",INC,Nagpur (Maharashtra )
286,"Nagmani,Shri",RJD(D),Chatra (Jharkhand )
287,"Naik,Shri Ali Mohmad",J&KNC,Anantnag (Jammu and Kashmir )
288,"Naik,Shri Shripad Yesso",BJP,Panaji (Goa )
289,"Naik,Shri Ram",BJP,Mumbai-North (Maharashtra )
290,"Naik,Shri A. Venkatesh",INC,Raichur (Karnataka )
291,"Narah,Smt. Ranee",INC,Lakhimpur (Assam )
292,"Narendra,Shri Ale",BJP,Medak (Andhra Pradesh )
293,"Natchiappan,Dr. Sudarsana E.M.",INC,Sivaganga (Tamil Nadu )
294,"Nayak,Shri Ananta",BJP,Keonjhar -ST (Odisha )
295,"Nedurumalli Janardhana Reddy,Shri",INC,Narasaraopet (Andhra Pradesh )
296,"Nishad,Capt.(Retd.) Jainarain Prasad",JD(JP),Muzaffarpur (Bihar )
297,"Nitish Kumar,Shri",Samata Party,Barh (Bihar )
298,"Noor Bano,Begum",INC,Rampur (Uttar Pradesh )
299,"Ola,Shri Sis Ram",INC,Jhunjhunu (Rajasthan )
300,"Oram,Shri Jual",BJP,Sundargarh -ST (Odisha )
301,"Osmani,Shri A.F. Golam",INC,Barpeta (Assam )
302,"Owaisi,Shri Sultan Salahuddin",AIMIM,Hyderabad (Andhra Pradesh )
303,"Padmanabham,Shri Mudragada",TDP,Kakinada (Andhra Pradesh )
304,"Pal,Shri Rupchand",CPI(M),Hooghly (West Bengal )
305,"Pal,Dr. Mahendra Singh",INC,Nainital (Uttarakhand )
306,"Palanimanickam,Shri S.S.",DMK,Thanjavur (Tamil Nadu )
307,"Panda,Shri Prabodh",CPI,Midnapore (West Bengal )
308,"Pandey,Dr. Laxminarayan",BJP,Mandsour (Madhya Pradesh )
309,"Pandey,Shri Ravindra Kumar",BJP,Giridih (Jharkhand )
310,"Pandian,Shri P.H.",AIADMK,Tirunelveli (Tamil Nadu )
311,"Panja,Shri Ajit Kumar",AITC,Calcutta North East (West Bengal )
312,"Panja,Dr. Ranjit Kumar",AITC,Barasat (West Bengal )
313,"Paranjpe,Shri Prakash Vishwanath",SS,Thane (Maharashtra )
314,"Paraste,Shri Dalpat Singh",BJP,Shahdol - ST (Madhya Pradesh )
315,"Parthasarathi,Shri B.K.",TDP,Hindupur (Andhra Pradesh )
316,"Pasi,Shri Suresh",BSP,Chail -SC (Uttar Pradesh )
317,"Passi,Shri Raj Narain",BJP,Bansgaon -SC (Uttar Pradesh )
318,"Paswan,Shri Ram Vilas",JD(U),Hajipur -SC (Bihar )
319,"Paswan,Dr. (Prof.) Sanjay",BJP,Nawada -SC (Bihar )
320,"Paswan,Shri Ramchandra",JD(U),Rosera -SC (Bihar )
321,"Paswan,Shri Sukdeo",RJD(D),Araria -SC (Bihar )
322,"Patasani,Dr. (Prof.) Prasanna Kumar",BJD,Bhubaneswar (Odisha )
323,"Patel,Shri Tarachand",INC,Khargone (Madhya Pradesh )
324,"Patel,Shri Prahlad Singh",BJP,Balaghat (Madhya Pradesh )
325,"Patel,Shri Dahya Bhai V.",INC,Daman and Diu (Daman and Diu )
326,"Patel,Shri Dinsha J.",INC,Kaira (Gujarat )
327,"Patel,Shri Dipakbhai Chimanbhai",BJP,Anand (Gujarat )
328,"Patel,Shri Mansinh",BJP,Mandvi -ST (Gujarat )
329,"Patel,Shri Atmaram Maganbhai",INC,Mehesana (Gujarat )
330,"Patel,Dr. Ashok Kumar",BJP,Fatehpur (Uttar Pradesh )
331,"Patel,Shri Dharmraj Singh",SP,Phulpur (Uttar Pradesh )
332,"Pathak,Shri Harin",BJP,Ahmedabad (Gujarat )
333,"Patil,Shri Anna Saheb M.K.",BJP,Erandol (Maharashtra )
334,"Patil,Shri Pratapsinh Shankar Rao Mohite",BJP,Solapur (Maharashtra )
335,"Patil,Shri Uttamrao Deorao",INC,Yavatmal (Maharashtra )
336,"Patil,Shri Prakash V.",INC,Sangli (Maharashtra )
337,"Patil,Shri Laxman Rao Pandurang",NCP,Satara (Maharashtra )
338,"Patil,Shri Bhaskar Rao",INC,Nanded (Maharashtra )
339,"Patil,Shri Balasaheb Vikhe",SS,Kopargaon (Maharashtra )
340,"Patil,Shri Shivraj V.",INC,Latur (Maharashtra )
341,"Patil,Shri Shriniwas Dadasaheb",NCP,Karad (Maharashtra )
342,"Patil,Shri Jaisingrao Gaikwad",BJP,Beed (Maharashtra )
343,"Patil,Shri Basangouda",BJP,Bijapur (Karnataka )
344,"Patil,Shri Amarsinh Vasantrao",INC,Belgaum (Karnataka )
345,"Patil,Shri Rudragouda",INC,Bagalkot (Karnataka )
346,"Patnaik,Shri Naveen",BJD,Aska (Odisha )
347,"Patnaik,Smt. Kumudini",BJD,Aska (Odisha )
348,"Patwa,Shri Sundar Lal",BJP,Hoshangabad (Madhya Pradesh )
349,"Paul,Dr. Sebastian",Ind.,Ernakulam (Kerala )
350,"Pawaiya,Shri Jaibhan Singh",BJP,Gwalior (Madhya Pradesh )
351,"Pawar,Shri Sharad Chandra Govindrao",NCP,Baramati (Maharashtra )
352,"Phoolan Devi,Smt.",SP,Mirzapur (Uttar Pradesh )
353,"Pilot,Smt. Rama",INC,Dausa (Rajasthan )
354,"Pilot,Shri Rajesh",INC,Dausa (Rajasthan )
355,"Ponnuswamy,Shri E.",PMK,Chidambaram -SC (Tamil Nadu )
356,"Ponnuswamy,Shri Mohan",CPI(M),Madurai (Tamil Nadu )
357,"Potai,Shri Sohan",BJP,Kanker -ST (Chhattisgarh )
358,"Prabhu,Shri Suresh Prabhakar",SS,Rajapur (Maharashtra )
359,"Pradhan,Dr. Debendra",BJP,Deogarh (Odisha )
360,"Pradhan,Shri Ashok Kumar",BJP,Khurja -SC (Uttar Pradesh )
361,"Pramanik,Prof. Radhika Ranjan",CPI(M),Mathurapur -SC (West Bengal )
362,"Prasad,Shri V. Sreenivasa",Samata Party,Chamrajanagar -SC (Karnataka )
