,Member,Party Name,Constituency
358,"Pattabhi Rama Rao,Shri S.B.P.",Congress,Rajahmundry (Andhra Pradesh )
359,"Peje,Shri Shantaram Laxman",Congress,Ratnagiri (Maharashtra )
360,"Pillai,Shri R. Balakrishna",KEC,Mavelikara (Kerala )
361,"Prabodh Chandra,Shri",Congress,Gurdaspur (Punjab )
362,"Pradhan,Shri Dhan Shah",Ind.,Shahdol-ST (Madhya Pradesh )
363,"Pradhani,Shri Khagapati",Congress,Nowrangpur-ST (Odisha )
364,"Prasad,Shri Ram Surat",Congress,Bansgaon-SC (Uttar Pradesh )
365,"Prasad,Shri Shiva Chandika",Congress,Banka (Bihar )
366,"Purty,Shri Moran Singh",Jharkhand,Singhbhum-ST (Bihar )
367,"Qureshi,Shri Mohamed Shafi",Congress,Anantnag (Jammu and Kashmir )
368,"Radhakrishnan,Shri S.",Congress,Cuddalore (Tamil Nadu )
369,"Raghuramaiah,Shri Kotha",Congress,Guntur (Andhra Pradesh )
370,"Rai,Shri S.K.",Congress,Sikkim (Sikkim )
371,"Rai,Smt. Sahodrabai Murlidhar",Congress,Sagar-SC (Madhya Pradesh )
372,"Raj Bahadur,Shri",Congress,Bharatpur (Rajasthan )
373,"Rajangam,Shri M.",DMK,Dindigul (Tamil Nadu )
374,"Rajdeo Singh,Shri",Congress,Jaunpur (Uttar Pradesh )
375,"Raju,Shri M.T.",Congress,Narasapur (Andhra Pradesh )
376,"Raju,Shri Pusapati Vijayram Gajapati",Congress,Visakhapatnam (Andhra Pradesh )
377,"Ram,Shri T. Mohan",Congress,Araria-SC (Bihar )
378,"Ram Dayal,Shri",Congress,Bijnor-SC (Uttar Pradesh )
379,"Ram Dhan,Shri",Congress,Lalganj-SC (Uttar Pradesh )
380,"Ram Sewak,Chowdhary",Congress,Jalaun-SC (Uttar Pradesh )
381,"Ram Swarup,Shri",Congress,Robertsganj-SC (Uttar Pradesh )
382,"Ramachandran,Shri Kadannappalli",Congress,Kasaragod (Kerala )
383,"Ramji Ram,Shri",Congress,Akbarpur-SC (Uttar Pradesh )
384,"Rana,Shri T.S.Mansinhji Bhasaheb",Congress,Broach (Gujarat )
385,"Rao,Shri Janumpally Rameshwar",TPS,Mahbubnagar (Andhra Pradesh )
386,"Rao,Shri M. Satyanarayan",TPS,Karimnagar (Andhra Pradesh )
387,"Rao,Shri M.S. Sanjeevi",Congress,Kakinada (Andhra Pradesh )
388,"Rao,Shri Meduri Nageswara",Congress,Machilipatnam (Andhra Pradesh )
389,"Rao,Dr. K.L.",Congress,Vijayawada (Andhra Pradesh )
390,"Rao,Smt. B. Radhabai Ananda",Congress,Bhadrachalam-ST (Andhra Pradesh )
391,"Rao,Shri K. Narayana",Congress,Bobbili (Andhra Pradesh )
392,"Rao,Shri Rachakonda Jagannath",Congress,Chatrapur (Odisha )
393,"Rao,Dr. V.K.R. Varadaraja",Congress,Bellary (Mysore )
394,"Rao Birendra Singh,Shri",VHP,Mahendragarh (Haryana )
395,"Rathia,Shri Ummed Singh",Congress,Raigarh-ST (Madhya Pradesh )
396,"Rathore,Shri Awadhesh Chandra Singh",Congress,Farrukhabad (Uttar Pradesh )
397,"Raut,Shri Bhola",Congress,Bagaha-SC (Bihar )
398,"Ravi,Shri Vayalar",Congress,Chirayinkil (Kerala )
399,"Ray,Smt. Maya",Congress,Raiganj (West Bengal )
400,"Ray,Shri Siddhartha Shankar",Congress,Raiganj (West Bengal )
401,"Reddi,Shri Ponnapati Antony",Congress,Anantapur (Andhra Pradesh )
402,"Reddy,Shri Poddutoori Ganga",Congress,Adilabad (Andhra Pradesh )
403,"Reddy,Shri Yeddula Eswara",CP,Cuddapah (Andhra Pradesh )
404,"Reddy,Shri Bhim Narsinha",CP(M),Miryalguda (Andhra Pradesh )
405,"Reddy,Shri K. Kodanda Rami",Congress,Kurnool (Andhra Pradesh )
406,"Reddy,Shri Kancherla Ramkrishna",TPS,Nalgonda (Andhra Pradesh )
407,"Reddy,Shri M. Ram Gopal",Congress,Nizamabad (Andhra Pradesh )
408,"Reddy,Shri P. Narasimha",Congress,Chittoor (Andhra Pradesh )
409,"Reddy,Shri Puli Venkata",Congress,Kavali (Andhra Pradesh )
410,"Reddy,Shri Pamudurthi Bayapa",Congress,Hindupur (Andhra Pradesh )
411,"Reddy,Shri Sid Ram",Congress,Gulbarga (Mysore )
412,"Richhariya,Dr. Govind Dass",Congress,Jhansi (Uttar Pradesh )
413,"Rohatgi,Smt. Sushila",Congress,Bilhaur (Uttar Pradesh )
414,"Roy,Shri Bishwanath",Congress,Deoria (Uttar Pradesh )
415,"Roy,Dr. Saradish",CP(M),Bolpur (West Bengal )
416,"Sadhu Ram,Chaudhary",Congress,Phillaur-SC (Punjab )
417,"Saha,Shri Ajit Kumar",CP(M),Vishnupur-SC (West Bengal )
418,"Saha,Shri Gadadhar",CP(M),Birbhum-SC (West Bengal )
419,"Saini,Shri Mulki Raj",Congress,Dehradun (Uttar Pradesh )
420,"Sait,Shri Ebrahim Sulaiman",ML,Kozhikode (Kerala )
421,"Saksena,Shri Shibbanlal",Ind.,Maharajganj (Uttar Pradesh )
422,"Salebhoy,Shri Abdul Kader",Congress,Bombay Central South (Maharashtra )
423,"Salve,Shri Narendra Kumar P.",Congress,Betul (Madhya Pradesh )
424,"Samanta,Shri Satis Chandra",BC,Tamluk (West Bengal )
425,"Sambhali,Maulana Ishaq",CP,Amroha (Uttar Pradesh )
426,"Sanghi,Shri Narendra Kumar",Congress,Jalore-SC (Rajasthan )
427,"Sangliana,Shri",Ind.,Mizoram-ST (Mizoram )
428,"Sankta Prasad,Dr.",Congress,Misrikh-SC (Uttar Pradesh )
429,"Sarkar,Shri Sakti Kumar",Congress,Joynagar-SC (West Bengal )
430,"Satanarayana,Shri Biddika",Congress,Parvathipuram-ST (Andhra Pradesh )
431,"Sathe Purushottam,Shri Vasant",Congress,Akola (Maharashtra )
432,"Satish Chandra,Shri",Congress,Bareilly (Uttar Pradesh )
433,"Satpathy,Shri Devendra",Congress,Dhenkanal (Odisha )
434,"Savant,Shri Shankar Rao B.",Congress,Kolaba (Maharashtra )
435,"Savitri Shyam,Smt.",Congress,Aonla (Uttar Pradesh )
436,"Sayeed,Shri P.M.",Congress,Lakshadweep-ST (Lakshadweep )
437,"Scindia,Smt. Vijaya Raje",Jan Sangh,Bhind (Madhya Pradesh )
438,"Scindia,Shri Madhavrao",Jan Sangh,Guna (Madhya Pradesh )
439,"Sen,Shri Ashok Kumar",Congress,Calcutta North West (West Bengal )
440,"Sen,Dr. Ranenendra Nath",CP,Barasat (West Bengal )
441,"Sen,Shri Robin",CP(M),Asansol (West Bengal )
442,"Sequeira,Shri Erasmo de",United Goans,"Mormugao (Goa, Daman and Diu )"
443,"Sethi,Shri Arjun Charan",Congress,Bhadrak-SC (Odisha )
444,"Sethi,Shri Prakash Chand",Congress,Indore (Madhya Pradesh )
445,"Sezhiyan,Shri Era",DMK,Kumbakonam (Tamil Nadu )
446,"Shafquat Jung,Shri",Congress,Kairana (Uttar Pradesh )
447,"Shailani,Shri Chandra Pal",Congress,Hathras-SC (Uttar Pradesh )
448,"Shakya,Shri Mahadeepak Singh",Jan Sangh,Kasganj (Uttar Pradesh )
449,"Shambhu Nath,Shri",Congress,Saidpur-SC (Uttar Pradesh )
450,"Shamim,Shri Shamim Ahmed",Ind.,Srinagar (Jammu and Kashmir )
451,"Shankaranand,Shri B.",Congress,Chikodi-SC (Mysore )
452,"Sharma,Dr. Shankar Dayal",Congress,Bhopal (Madhya Pradesh )
453,"Sharma,Shri Madho Ram",Congress,Karnal (Haryana )
454,"Sharma,Shri Ram Narain",Congress,Dhanbad (Bihar )
455,"Sharma,Shri Anant Prasad",Congress,Buxar (Bihar )
456,"Sharma,Shri Ram Ratan",Jan Sangh,Banda (Uttar Pradesh )
457,"Sharma,Shri Nawal Kishore",Congress,Dausa (Rajasthan )
458,"Sharma,Dr. Hari Prasad",Congress,Alwar (Rajasthan )
459,"Shashi Bhushan,Shri",Congress,South Delhi (NCT of Delhi )
460,"Shastri,Shri Ramavatar",CP,Patna (Bihar )
461,"Shastri,Shri Shiopujan",Congress,Bikramganj (Bihar )
462,"Shastri,Shri Biswanarayan",Congress,Lakhimpur (Assam )
463,"Shastri,Shri Shiv Kumar",BKD,Aligarh (Uttar Pradesh )
464,"Shastri,Prof. Raja Ram",Congress,Varanasi (Uttar Pradesh )
465,"Shastri,Swami Ramanand",Congress,Bijnor-SC (Uttar Pradesh )
466,"Shenoy,Shri P. Ranganath",Congress,Udupi (Mysore )
467,"Sher Singh,Shri",Congress,Jhajjar (Haryana )
468,"Shetty,Shri K.K.",Congress,Mangalore (Mysore )
469,"Shinde,Shri Annasaheb Pandurange",Congress,Ahmednagar (Maharashtra )
470,"Shivappa,Shri Nuggehalli",Congress,Hassan (Mysore )
471,"Shukla,Shri Vidya Charan",Congress,Raipur (Madhya Pradesh )
472,"Shukla,Shri Badlu Ram",Congress,Bahraich (Uttar Pradesh )
473,"Siddayya,Shri S.M.",Congress,Chamarajanagar-SC (Mysore )
474,"Siddheshwar Prasad,Prof.",Congress,Nalanda (Bihar )
475,"Singh,Shri Ramshekhar Prasad",Congress,Chapra (Bihar )
476,"Singh,Shri Digvijay Narain",Congress(O),Hajipur-SC (Bihar )
477,"Singh,Shri Virbhadra",Congress,Mandi (Himachal Pradesh )
478,"Singh,Shri Hari Kishore",Congress,Pupri (Bihar )
479,"Singh,Shri Ramdeo",SSCP,Maharajganj (Bihar )
480,"Singh,Shri Shankar Dayal",Congress,Chatra (Bihar )
481,"Singh,Shri Dharam Gaj",Congress,Shahabad (Uttar Pradesh )
482,"Singh,Shri Vijai Pal",CP,Muzaffarnagar (Uttar Pradesh )
483,"Singh,Shri Vishwanath Pratap",Congress,Phulpur (Uttar Pradesh )
484,"Singh,Shri Rudra Pratap",Congress,Barabanki-SC (Uttar Pradesh )
485,"Singh,Shri Kedar Nath",Congress,Sultanpur (Uttar Pradesh )
486,"Singh,Shri Sant Bux",Congress,Fatehpur (Uttar Pradesh )
487,"Singh,Shri Surendra Pal",Congress,Bulandshahar (Uttar Pradesh )
488,"Singh,Shri Shiv Nath",Congress,Jhunjhunu (Rajasthan )
489,"Singh,Shri Ranabahadur",Ind.,Sidhi-ST (Madhya Pradesh )
490,"Singh,Prof. N. Tombi",Congress,Inner Manipur (Manipur )
491,"Singh,Shri Babu Nath",Congress,Surguja-ST (Madhya Pradesh )
492,"Singh Deo,Shri Raj Raj",Swatantra Party,Bolangir (Odisha )
493,"Sinha,Shri Chandra Mohan",Utkal Congress,Mayurbhanj-ST (Odisha )
494,"Sinha,Shri Ram Krishna",Congress,Faizabad (Uttar Pradesh )
495,"Sinha,Shri Dharam Bir",Congress,Barh (Bihar )
496,"Sinha,Shri Nawal Kishore",Congress,Muzaffarpur (Bihar )
497,"Sinha,Shri Satyendra Narayan",Congress(O),Aurangabad (Bihar )
498,"Sivasamy,Shri M.S.",DMK,Tiruchendur (Tamil Nadu )
499,"Sohan Lal,Shri T.",Congress,Karol Bagh-SC (NCT of Delhi )
500,"Sokhi,Sardar Swaran Singh",Congress,Jamshedpur (Bihar )
501,"Solanki,Shri Pravinsinh Natavarsinh",Congress(O),Anand (Gujarat )
502,"Solanki,Shri Somchandbhai Manubhai",Congress(O),Gandhinagar (Gujarat )
503,"Somasundaram,Shri S.D.",DMK,Thanjavur (Tamil Nadu )
504,"Sonar,Dr. Amrut Ganpat",Congress,Ramtek (Maharashtra )
505,"Stephen,Shri C.M.",Congress,Mavattupuzha (Kerala )
506,"Subramaniam,Shri C.",Congress,Krishnagiri (Tamil Nadu )
507,"Subravelu,Shri K.",DMK,Mayuram-SC (Tamil Nadu )
508,"Sudarsanam,Shri Maddi",Congress,Narasaraopet (Andhra Pradesh )
509,"Sunder Lal,Shri",Congress,Saharanpur (Uttar Pradesh )
510,"Suryanarayana,Shri Kommareddi",Congress,Eluru (Andhra Pradesh )
511,"Swaminathan,Shri R.V.",Congress,Madurai (Tamil Nadu )
512,"Swamynathan,Shri P.A.",DMK,Gobichettipalayam (Tamil Nadu )
513,"Swaran Singh,Sardar",Congress,Jullundur (Punjab )
514,"Swatantra,Shri Teja Singh",CP,Sangrur (Punjab )
515,"Swell,Shri Gilbert G.",APHLC,Autonomous District-ST (Assam )
516,"Tahir,Shri Mohammad",Congress,Purnea (Bihar )
517,"Tarodekar,Shri Venkatarao Babarao",Congress,Nanded (Maharashtra )
518,"Tewari,Shri Kamal Nath",Congress,Bettiah (Bihar )
519,"Tewari,Shri Sri Shanker",Congress,Etawah (Uttar Pradesh )
520,"Thakre,Shri Sadashivarao Bapuji",Congress,Yavatmal (Maharashtra )
521,"Thakur,Shri Krishnarao",Congress,Chimur (Maharashtra )
522,"Thankappan,Smt. Bhargavi",CP,Adoor-SC (Kerala )
523,"Thevar,Shri P.K.Mookkiah",AIFB,Ramanathapuram (Tamil Nadu )
524,"Tiwari,Shri Ram Gopal",Congress,Bilaspur-SC (Madhya Pradesh )
525,"Tiwari,Shri Chandra Bhal Mani",Congress,Balrampur (Uttar Pradesh )
526,"Tiwary,Pandit Dwarka Nath",Congress,Gopalganj (Bihar )
527,"Tudu,Shri Man Mohan",Congress,Mayurbhanj-ST (Odisha )
528,"Tula Ram,Shri",Congress,Ghatampur-SC (Uttar Pradesh )
529,"Tulsi Ram,Shri V.",TPS,Peddapalli-SC (Andhra Pradesh )
530,"Uikey,Shri Mangru Ganu",Congress,Mandla-ST (Madhya Pradesh )
531,"Ulaganambi,Shri R.P.",DMK,Vellore (Tamil Nadu )
532,"Unnikrishnan,Shri K.P.",Congress,Badagara (Kerala )
533,"Vajpayee,Shri Atal Bihari",Jan Sangh,Gwalior (Madhya Pradesh )
534,"Veeriah,Shri K.",DMK,Pudukkottai (Tamil Nadu )
535,"Vekaria,Shri Nanjibhai Ravjibhai",Congress,Junagadh (Gujarat )
536,"Venkatasubbaiah,Shri Pendekanti",Congress,Nandyal (Andhra Pradesh )
537,"Venkatswamy,Shri G.",TPS,Siddipet-SC (Andhra Pradesh )
538,"Verma,Shri Sukhdeo Prasad",Congress,Nawada-SC (Bihar )
539,"Verma,Shri Balgovind",Congress,Kheri (Uttar Pradesh )
540,"Verma,Shri Phool Chand",Jan Sangh,Ujjain-SC (Madhya Pradesh )
541,"Vidyalankar,Shri Amar Nath",Congress,Chandigarh (Chandigarh )
542,"Vikal,Shri Ram Chandra",Congress,Baghpat (Uttar Pradesh )
543,"Viswanathan,Shri G.",DMK,Wandiwash (Tamil Nadu )
544,"Yadav,Shri Karan Singh",Congress,Budaun (Uttar Pradesh )
545,"Yadav,Shri Nagendra Prasad",Congress,Sitamarhi (Bihar )
546,"Yadav,Shri Sharad",Janata Party,Jabalpur (Madhya Pradesh )
547,"Yadav,Shri Gyaneshwar Prasad",Jan Sangh,Katihar (Bihar )
548,"Yadav,Shri Rajendra Prasad",Congress,Madhepura (Bihar )
549,"Yadav,Shri Chandrajit",Congress,Azamgarh (Uttar Pradesh )
550,"Yadava,Shri Deonandan Prasad",Congress,Monghyr (Bihar )
551,"Yadava,Shri Shiva Shankar Prasad",SSP,Khagaria (Bihar )
552,"Yajnik,Shri Indulal Kanaiyalal",Congress,Ahmedabad (Gujarat )
