,Member,Party Name,Constituency
81,"Chavan,Smt. Premalabai Dajisaheb",Congress,Karad (Maharashtra )
82,"Chavan,Shri Yashwantrao Balwantrao",Congress,Satara (Maharashtra )
83,"Chavan,Shri Dajisaheb Ramrao",Congress,Karad (Maharashtra )
84,"Chavda,Shri Khemchandbhai",Congress,Patan-SC (Gujarat )
85,"Chawla,Shri Amar Nath",Congress,Delhi Sadar (NCT of Delhi )
86,"Chellachami,Shri A.M.",Congress,Tenkasi-SC (Tamil Nadu )
87,"Chhotey Lal,Shri",Congress,Chail-SC (Uttar Pradesh )
88,"Chhutten Lal,Shri",Congress,Sawai Madhopur-ST (Rajasthan )
89,"Chikkalingaiah,Shri Keragode",Congress,Mandya (Mysore )
90,"Chinnaraje Gounder,Shri C.K.",DMK,Tirupattur (Tamil Nadu )
91,"Chitti Babu,Shri C.",DMK,Chengleput (Tamil Nadu )
92,"Choudhury,Shri Moinul Haque",Congress,Dhubri (Assam )
93,"Chowdhury,Shri Abu Taleb",Ind.,Murshidabad (West Bengal )
94,"Chowhan,Shri Bharat Singh",Jan Sangh,Dhar-ST (Madhya Pradesh )
95,"Daga,Shri Mool Chand",Congress,Pali (Rajasthan )
96,"Dalbir Singh,Shri",Congress,Sirsa-SC (Haryana )
97,"Dalip Singh,Chaudhry",Congress,Outer Delhi-SC (NCT of Delhi )
98,"Damani,Shri Suraj Ratan Fatehchand",Congress,Solapur (Maharashtra )
99,"Dandavate,Prof. Madhu",PSP,Rajapur (Maharashtra )
100,"Darbara Singh,Shri",Congress,Hoshiarpur (Punjab )
101,"Das,Shri Dharanidhar",Congress,Mangaldoi (Assam )
102,"Das,Shri Anadi Charan",Congress,Jajpur-SC (Odisha )
103,"Das,Shri Renu Pada",CP(M),Krishnagar (West Bengal )
104,"Dasappa,Shri M.Tulsidas",Congress,Mysore (Mysore )
105,"Daschowdhury,Shri Benoy Krishna",Congress,Cooch Behar-SC (West Bengal )
106,"Dasmunsi,Shri Priya Ranjan",Congress,Calcutta South (West Bengal )
107,"Deb,Shri Dasaratha",CP(M),Tripura East-ST (Tripura )
108,"Deiveekan,Shri M.",DMK,Kallakurichi (Tamil Nadu )
109,"Deo,Shri Shankar Narayan Singh",Congress,Bankura (West Bengal )
110,"Deo,Shri Pratap Keshari",Swatantra Party,Kalahandi (Odisha )
111,"Desai,Shri Morarji Ranchhodji",Congress(O),Surat (Gujarat )
112,"Desai,Shri Dharmsinh Dadubhai",Congress(O),Kaira (Gujarat )
113,"Desai,Shri Chandulal Chunnilal",Congress(O),Sabarkantha (Gujarat )
114,"Deshmukh,Shri Krishnarao Gulabrao",Congress,Amravati (Maharashtra )
115,"Deshmukh,Shri Shivajirao Shankarrao",Congress,Parbhani (Maharashtra )
116,"Deshpande,Smt. Roza Vidyadhar",CPI,Bombay Central (Maharashtra )
117,"Dev,Shri Shankar",Congress,Bidar-SC (Mysore )
118,"Dhamankar,Shri Shrikrishna Vaijnath",Congress,Bhiwandi (Maharashtra )
119,"Dhandapani,Shri C.T.",DMK,Dharampuram-SC (Tamil Nadu )
120,"Dharia,Shri Mohan Manikchand",Congress,Poona (Maharashtra )
121,"Dhillon,Dr. Gurdial Singh",Congress,Taran Taran (Punjab )
122,"Dhote,Shri Jambuwant Bapurao",AIFB,Nagpur (Maharashtra )
123,"Dhusia,Shri Anand Prasad",Congress,Basti-SC (Uttar Pradesh )
124,"Dikshit,Shri Jagdish Chandra",Congress,Sitapur (Uttar Pradesh )
125,"Dinesh Singh,Shri",Congress,Pratapgarh (Uttar Pradesh )
126,"Dixit,Shri Gangacharan",Congress,Khandwa (Madhya Pradesh )
127,"Doda,Shri Hira Lal",Congress,Banswara-ST (Rajasthan )
128,"Dube,Shri Vishmbhardas Jwala Prasad",Congress,Bhandara (Maharashtra )
129,"Dumada,Shri Laxman Kakadya",Congress,Dahanu-ST (Maharashtra )
130,"Durairasu,Shri A.",DMK,Perambalur-SC (Tamil Nadu )
131,"Dutta,Shri Birendra Chandra",CP(M),Tripura West (Tripura )
132,"Dwivedi,Shri Nageshwar",Congress,Machhlishahr (Uttar Pradesh )
133,"Engti,Shri Biren Singh",Congress,Autonomous District-ST (Assam )
134,"Gaekwad,Shri Fatesinghrao Pratapsinghrao",Congress,Baroda (Gujarat )
135,"Gamang,Ms. Bhagirathi",Congress,Koraput-ST (Odisha )
136,"Gamang,Shri Giridhar",Congress,Koraput-ST (Odisha )
137,"Gandhi,Smt. Indira",Congress,Raebareli (Uttar Pradesh )
138,"Ganesh,Shri K.R.",Congress,Andaman and Nicobar Islands (Andaman and Nicobar Islands )
139,"Ganga Devi,Smt.",Congress,Mohanlalganj-SC (Uttar Pradesh )
140,"Gangadeb,Shri Badakumar Pratap",Congress,Angul (Odisha )
141,"Garcha,Shri Devinder Singh",Congress,Ludhiana (Punjab )
142,"Gautam,Shri Chintaman Dhivruji",Congress,Balaghat (Madhya Pradesh )
143,"Gavit,Shri Tukaram Huraji",Congress,Nandurbar-ST (Maharashtra )
144,"Gayatri Devi,Rajmata of Jaipur",Swatantra Party,Jaipur (Rajasthan )
145,"Genda Singh,Shri",Congress,Padrauna (Uttar Pradesh )
146,"George,Shri Varkey",KEC,Kottayam (Kerala )
147,"George,Shri A.C.",Congress,Mukundapuram (Kerala )
148,"Ghosh,Shri Prashant Kumar",Congress,Ranchi (Bihar )
149,"Ghosh Goswami,Smt. Bibha",CP(M),Nabadwip-SC (West Bengal )
150,"Gill,Sardar Mohinder Singh",Congress,Ferozepur (Punjab )
151,"Giri,Shri S.B.",TPS,Warangal (Andhra Pradesh )
152,"Giri,Shri Varah Shanker",Congress,Damoh (Madhya Pradesh )
153,"Godara,Shri Mani Ram",Congress,Hissar (Haryana )
154,"Godfrey,Smt. Marjorie",UIPG,
155,"Goenka,Shri Ramnath",Jan Sangh,Vidisha (Madhya Pradesh )
156,"Gogoi,Shri Tarun",Congress,Jorhat (Assam )
157,"Gohain,Shri C.C.",Congress,
158,"Gokhale,Shri Hari Ramchandra",Congress,Bombay North West (Maharashtra )
159,"Gopal,Shri K.",Congress,Karur (Tamil Nadu )
160,"Gopalan,Shri Ayillath Kuttieri",CP(M),Palghat (Kerala )
161,"Goswami,Shri Dinesh Chandra",Congress,Gauhati (Assam )
162,"Gotkhinde,Shri Ganpati Tukaram",Congress,Sangli (Maharashtra )
163,"Gounder,Shri T. Thirthagiri",Congress,Krishnagiri (Tamil Nadu )
164,"Gowda,Shri Chandre D.B.",Congress,Chikmagalur (Mysore )
165,"Gowda,Shri Pampan Gowda Sakreppa",Congress,Raichur (Mysore )
166,"Gowder,Shri J. Matha",DMK,Nilgiris (Tamil Nadu )
167,"Guha,Prof. Samar",PSP,Contai (West Bengal )
168,"Gupta,Shri Indrajit",CP,Alipore (West Bengal )
169,"Haldar,Shri Madhuryya",CP(M),Mathurapur-SC (West Bengal )
170,"Halder,Shri Krishna Chandra",CP(M),Ausgram-SC (West Bengal )
171,"Hansda,Shri Subodh Chandra",Congress,Midnapore (West Bengal )
172,"Hanumanthaiya,Shri K.",Congress,Bangalore City (Mysore )
173,"Hari Singh,Shri",Congress,Khurja-SC (Uttar Pradesh )
174,"Hashim,Shri M.M.",TPS,Secunderabad (Andhra Pradesh )
175,"Hazra,Shri Manoranjan",CP(M),Arambagh (West Bengal )
176,"Hedaoo,Shri Ram",Ind.,Ramtek (Maharashtra )
177,"Hedaoo,Shri Ram",Ind.,Ramtek (Maharashtra )
178,"Horo,Shri Niral Enem",Jharkhand,Khunti-ST (Bihar )
179,"Ishaque,Shri A.K.M.",Congress,Basirhat (West Bengal )
180,"Jadeja,Shri Daulatsinhji Pratapsinhji",Congress,Jamnagar (Gujarat )
181,"Jaffer Sharief,Shri C.K.",Congress,Kanakapura (Mysore )
182,"Jagjivan Ram,Shri",Congress,Sasaram-SC (Bihar )
183,"Jamilur Rahman,Shri",Congress,Kishanganj (Bihar )
184,"Janardhanan,Shri C.",CP,Trichur (Kerala )
185,"Jeyalakshmi,Smt. Venkatasamy",Congress,Sivakasi (Tamil Nadu )
186,"Jha,Shri Binodanand",Congress,Darbhanga (Bihar )
187,"Jha,Shri Chiranjib",Congress,Saharsa (Bihar )
188,"Jha,Shri Bhogendra",CP,Jaynagar (Bihar )
189,"Jharkhande Rai,Shri",CP,Ghosi (Uttar Pradesh )
190,"Jhunjhunwala,Shri Bishwanath",Jan Sangh,Chittorgarh (Rajasthan )
191,"Jitendra Prasada,Shri",Congress,Shahjahanpur (Uttar Pradesh )
192,"Joarder,Shri Dinesh Chandra",CP(M),Malda (West Bengal )
193,"Joseph,Shri M.M.",KEC,Peermade (Kerala )
194,"Joshi,Shri Jagannath Rao",Jan Sangh,Shajapur-SC (Madhya Pradesh )
195,"Joshi,Shri Popatlal Mulshanker Bhai",Congress,Banaskantha (Gujarat )
196,"Joshi,Smt. Subhadra",Congress,Chandni Chowk (NCT of Delhi )
197,"Kachwai,Shri Hukam Chand",Jan Sangh,Morena-SC (Madhya Pradesh )
198,"Kadam,Shri Dattajirao Baburao",Congress,Hatkanangale (Maharashtra )
199,"Kadam,Shri Jagjivanrao Ganpatrao",Congress,Wardha (Maharashtra )
200,"Kahandole,Shri Zambru Mangalu",INC,Malegaon-ST (Maharashtra )
201,"Kakodkar,Shri Purushottam Shastri",Congress,"Panjim (Goa, Daman and Diu )"
202,"Kakoti,Shri Robindra Nath",Congress,Dibrugarh (Assam )
203,"Kale,Shri Baburao Janglu",Congress,Jalna (Maharashtra )
204,"Kalyanasundaram,Shri M.",CP,Tiruchirappalli (Tamil Nadu )
205,"Kamakshaiah,Shri Doddavarapu",Congress,Nellore-SC (Andhra Pradesh )
206,"Kamaraj Nadar,Shri K.",Congress(O),Nagercoil (Tamil Nadu )
207,"Kamble,Shri Nivruti Satwaji",RPI,Pandharpur-SC (Maharashtra )
208,"Kamble,Shri Tulsiram Dashrath",Congress,Latur (Maharashtra )
209,"Kamla Kumari,Kumari",Congress,Palamau-SC (Bihar )
210,"Kantamma,Smt. T. Lakshmi",Congress,Khammam (Andhra Pradesh )
211,"Kapur,Shri Sat Pal",Congress,Patiala (Punjab )
212,"Karan Singh,Dr.",Congress,Udhampur (Jammu and Kashmir )
213,"Karni Singh,Dr.Maharaja Bikaner",Ind.,Bikaner (Rajasthan )
214,"Kasture,Shri Arjun Shripat",Congress,Khamgaon-SC (Maharashtra )
215,"Kathamuthu,Shri M.",CP,Nagapattinam-SC (Tamil Nadu )
216,"Kaul,Smt. Sheila",Congress,Lucknow (Uttar Pradesh )
217,"Kavade,Shri Bhanudas Ramchandra",Congress,Nashik (Maharashtra )
218,"Kevichusa,Shri A.",Ind.,Nagaland (Nagaland )
219,"Khadilkar,Shri Raghunath Keshav",Congress,Baramati (Maharashtra )
220,"Khan,Shri Zulfiquar Ali",Congress,Rampur (Uttar Pradesh )
221,"Khan,Shri Shah Nawaz",Congress,Meerut (Uttar Pradesh )
222,"Khan,Shri Tayyab Hussain",Congress,Gurgaon (Haryana )
223,"Khuda Bukhsh,Shri Muhammed",Congress,Murshidabad (West Bengal )
224,"Kinder Lal,Shri",Congress,Hardoi-SC (Uttar Pradesh )
225,"Kiruttinan,Shri T.",DMK,Sivaganga (Tamil Nadu )
226,"Kisku,Prof. Amiya Kumar",Congress,Jhargram-ST (West Bengal )
227,"Kotoki,Shri Liladhar",Congress,Nowgong (Assam )
228,"Kotrashetti,Shri Appaya Kravirappa",Congress,Belgaum (Mysore )
229,"Krishna,Shri S.M.",Congress,Mandya (Mysore )
230,"Krishna Kumari,Rajmata(Jodhpur)",Ind.,Jodhpur (Rajasthan )
231,"Krishnan,Shri G.Y.",Congress,Kolar-SC (Mysore )
232,"Krishnan,Shri M.K.",CP(M),Ponnani (Kerala )
233,"Krishnan,Shri E.R.",DMK,Salem (Tamil Nadu )
234,"Krishnan,Smt. Parvathi",CP,Coimbatore (Tamil Nadu )
235,"Krishnan Manoharan,Shri",DMK,Madras North (Tamil Nadu )
236,"Krishnappa,Shri M.V.",Congress,Hoskote (Mysore )
237,"Kulkarni,Shri Rajaram Gopal alias Raja",Congress,Bombay North East (Maharashtra )
238,"Kumaramangalam,Shri S. Mohan",Congress,Pondicherry (Pondicherry )
239,"Kureel,Shri Baijnath",Congress,Ramsanehighat-SC (Uttar Pradesh )
240,"Lakkappa,Shri K.",Congress,Tumkur (Mysore )
241,"Lakshmanan,Shri T.S.",DMK,Sriperumbudur-SC (Tamil Nadu )
242,"Lakshminarayanan,Shri M.R.",Congress,Tindivanam (Tamil Nadu )
243,"Laljibhai,Shri Meena",Jan Sangh,Udaipur (Rajasthan )
244,"Laskar,Shri Nihar Ranjan",Congress,Karimganj-SC (Assam )
245,"Limaye,Shri Madhu",Janata Party,Banka (Bihar )
246,"Lutfal Haque,Haji",Congress,Jangipur (West Bengal )
247,"Madhukar,Shri Kamla Mishra",CP,Kesaria (Bihar )
248,"Mahajan,Shri Vikram Chand",Congress,Kangra (Himachal Pradesh )
249,"Mahajan,Shri Yadav Shivram",Congress,Buldhana-SC (Maharashtra )
250,"Mahapatra,Shri Shyam Sunder",Congress,Balasore (Odisha )
251,"Maharaj Singh,Shri",Congress,Mainpuri (Uttar Pradesh )
252,"Mahata,Shri Debendra Nath",Congress,Purulia (West Bengal )
253,"Maheshwari,Dr. Govind Das Jeewan Das",Congress,Jabalpur (Madhya Pradesh )
254,"Mahishi,Dr. Sarojini bindurao",Congress,Dharwad North (Mysore )
255,"Majhi,Shri Gajadhar",Congress,Sundergarh-ST (Odisha )
256,"Majhi,Shri Kumar",Congress,Keonjhar-ST (Odisha )
257,"Malaviya,Shri Keshav Dev",Congress,Domariaganj (Uttar Pradesh )
258,"Malhotra,Shri Inder Jit",Congress,Jammu (Jammu and Kashmir )
259,"Malik,Shri Mukhtiar Singh",Jan Sangh,Rohtak (Haryana )
260,"Mallanna,Shri K.",Congress,Madhugiri (Mysore )
261,"Mallikarjun,Dr.",TPS,Medak (Andhra Pradesh )
262,"Mandal,Shri Yamuna Prasad",Congress,Samastipur (Bihar )
263,"Mandal,Shri Jagdish Narain",Congress,Godda (Bihar )
264,"Manhar,Shri Bhagatram Rajaram",Congress,Janjgir (Madhya Pradesh )
265,"Manjhi,Shri Bhola",CP,Jamui-SC (Bihar )
266,"Marak,Shri K.R.",APHLC,Tura (Meghalaya )
267,"Maran,Shri Murasoli",DMK,Madras South (Tamil Nadu )
268,"Marandi,Shri Iswar",Congress,Rajmahal-ST (Bihar )
269,"Martand Singh,Shri",UIPG,Rewa (Madhya Pradesh )
270,"Maurya,Shri Buddha Priya",Congress,Hapur (Uttar Pradesh )
271,"Mavalankar,Shri Purushottam Ganesh",Ind.,Ahmedabad (Gujarat )
272,"Mayathever,Shri K.",DMK,Dindigul (Tamil Nadu )
273,"Mayavan,Shri V.",DMK,Chidambaram-SC (Tamil Nadu )
274,"Mehta,Shri Prasannbhai",Congress(O),Bhavnagar (Gujarat )
275,"Mehta,Dr. Jivraj Narayan",Congress,Amreli (Gujarat )
276,"Mehta,Dr. Mahipatray M.",Congress,Kutch (Gujarat )
277,"Melkote,Dr. Gopal S.",TPS,Hyderabad (Andhra Pradesh )
278,"Menon,Shri V.K. Krishna",Ind.,Trivandrum (Kerala )
279,"Minimata Agam Dass Guru,Smt.",Congress,Janjgir (Madhya Pradesh )
280,"Mirdha,Shri Nathu Ram",Congress,Nagaur (Rajasthan )
281,"Mishra,Shri Janeshwar",Janata Party,Allahabad (Uttar Pradesh )
282,"Mishra,Shri S.N.",Congress,Kannauj (Uttar Pradesh )
283,"Mishra,Shri Jagannath",Congress,Madhubani (Bihar )
284,"Mishra,Shri Shyam Nandan",Congress(O),Begusarai (Bihar )
285,"Mishra,Shri Lalit Narayan",Congress,Darbhanga (Bihar )
286,"Mishra,Shri Gargi Shankar",Congress,Chhindwara (Madhya Pradesh )
287,"Modak,Shri Bijoy Krishna",CP(M),Hooghly (West Bengal )
288,"Modi,Shri Shrikrishan",Congress,Sikar (Rajasthan )
289,"Mody,Shri Piloo Homi",Swatantra Party,Godhra (Gujarat )
290,"Mohammad Yusuf,Shri",Congress,Siwan (Bihar )
291,"Mohammed Ismail,Shri",CP,Barrackpore (West Bengal )
292,"Mohan Swarup,Shri",Congress,Pilibhit (Uttar Pradesh )
293,"Mohanraj Kalingarayar,Shri A.M.R.",DMK,Pollachi-SC (Tamil Nadu )
294,"Mohanty,Shri Surendra",Utkal Congress,Kendrapara (Odisha )
295,"Mohsin,Shri Fakruddin Husseinsad",Congress,Dharwad South (Mysore )
296,"Muhammad Ismail,Shri M.",ML,Manjeri (Kerala )
297,"Muhammed Sheriff,Shri S.M.",IUML,Periyakulam (Tamil Nadu )
298,"Mukerjee,Shri Hirendra Nath",CP,Calcutta North East (West Bengal )
299,"Mukherjee,Shri Samar",CP(M),Howrah (West Bengal )
300,"Mukherjee,Shri Saroj",CP(M),Katwa (West Bengal )
301,"Murmu,Shri Yogesh Chandra",Congress,Rajmahal-ST (Bihar )
302,"Murthy,Shri Bayya Suryanarayana",Congress,Amalapuram-SC (Andhra Pradesh )
303,"Muruganantham,Shri S.A.",CP,Tirunelveli (Tamil Nadu )
304,"Muthuswamy,Shri M.",DMK,Trichengode (Tamil Nadu )
305,"Naik,Shri Balakrishna Venkanna",Congress,Kanara (Mysore )
306,"Nair,Shri N. Sreekantan",RSP,Quilon (Kerala )
307,"Nanda,Shri Gulzarilal",Congress,Kaithal (Haryana )
308,"Narayanan,Shri B.",DMK,Pollachi-SC (Tamil Nadu )
309,"Narendra Singh,Shri",Jan Sangh,Satna (Madhya Pradesh )
310,"Nayak,Shri Baksi",Swatantra Party,Phulbani-SC (Odisha )
311,"Nayar,Smt. Shakuntala",Jan Sangh,Kaiserganj (Uttar Pradesh )
312,"Negi,Shri Pratap Singh",Congress,Garhwal (Uttar Pradesh )
313,"Netam,Shri Arvind Vishram Singh",Congress,Kanker-ST (Madhya Pradesh )
314,"Nimbalkar,Shri Rajaram Dadasaheb",Congress,Kolhapur (Maharashtra )
315,"Nirula Kailas,Dr. Narain",Congress,Bombay South (Maharashtra )
316,"Nitiraj Singh,Chaudhary",Congress,Hoshangabad (Madhya Pradesh )
317,"Oraon,Shri Tuna",Congress,Jalpaiguri (West Bengal )
318,"Oraon,Shri Kartik",Congress,Lohardaga-ST (Bihar )
319,"Oza,Shri Ghanshyambhai Chhotalal",Congress,Rajkot (Gujarat )
320,"Pahadia,Shri Jagannath",Congress,Hindaun-SC (Rajasthan )
321,"Painuli,Shri Paripoornanand",Congress,Tehri Garhwal (Uttar Pradesh )
322,"Pajanor,Shri Aravinda Bala",AIADMK,Pondicherry (Pondicherry )
323,"Palodakar,Shri Manikrao",Congress,Aurangabad (Maharashtra )
324,"Panda,Shri Duti Krushna",CP,Bhanjanagar (Odisha )
325,"Pande,Shri Tarkeshwar",Congress,Salempur (Uttar Pradesh )
326,"Pandey,Shri Krishna Chandra",Congress,Khalilabad (Uttar Pradesh )
327,"Pandey,Shri Narsingh Narain",Congress,Gorakhpur (Uttar Pradesh )
328,"Pandey,Shri Sudhakar",Congress,Chandauli (Uttar Pradesh )
329,"Pandey,Shri Sarjoo",CP,Ghazipur (Uttar Pradesh )
330,"Pandey,Shri Damodar",Congress,Hazaribagh (Bihar )
331,"Pandey,Shri Ramsahai",Congress,Rajnandgaon (Madhya Pradesh )
332,"Pandey,Dr. Laxminarayan",Jan Sangh,Mandsaur (Madhya Pradesh )
333,"Pandit,Shri Sayajirao Trimbakrao",Congress,Bhir (Maharashtra )
334,"Panigrahi,Shri Chintamani",Congress,Bhubaneswar (Odisha )
335,"Pant,Shri Krishna Chandra",Congress,Nainital (Uttar Pradesh )
336,"Paokai Haokip,Shri",Congress,Outer Manipur-ST (Manipur )
337,"Parashar,Prof. Narain Chand",Congress,Hamirpur (Himachal Pradesh )
338,"Parikh,Shri Rasiklal Umedchand",Congress,Surendranagar (Gujarat )
339,"Parmar,Shri Bhaljibhai Ravjibhai",Congress(O),Dohad-ST (Gujarat )
340,"Partap Singh,Shri",Congress,Shimla-SC (Himachal Pradesh )
341,"Parthasarthy,Shri Pothuraju",Congress,Rajampet (Andhra Pradesh )
342,"Paswan,Shri Ram Bhagat",Congress,Rosera-SC (Bihar )
343,"Patel,Shri Nanubhai Nichhabhai",Congress(O),Bulsar-ST (Gujarat )
344,"Patel,Kumari Manibehn Vallabhbhai",Janata Party,Sabarkantha (Gujarat )
345,"Patel,Shri Arvind Mohanlal",Congress,Rajkot (Gujarat )
346,"Patel,Shri H.M.",Swatantra Party,Dhanduka (Gujarat )
347,"Patel,Shri Natvarlal Amrutlal",Congress(O),Mehsana (Gujarat )
348,"Patel,Shri Prabhudas",Congress,Dabhoi (Gujarat )
349,"Patel,Shri Raubhai Ramjibhai",Congress,Dadra and Nagar Haveli-ST (Dadra and Nagar Haveli )
350,"Patil,Shri Krishnarao Madhavrao",Congress,Jalgaon (Maharashtra )
351,"Patil,Shri Tulsiram Abaji",Congress,Osmanabad-SC (Maharashtra )
352,"Patil,Shri Chudaman Ananda Rawandale",Congress,Dhulia (Maharashtra )
353,"Patil,Shri Balasaheb Vikhe",Congress,Kopargaon (Maharashtra )
354,"Patil,Shri Anantrao Vithalrao",Congress,Khed (Maharashtra )
355,"Patil,Shri Sanganagouda Basanagouda",Congress,Bagalkot (Mysore )
356,"Patnaik,Shri Banamali",Congress,Puri (Odisha )
357,"Patnaik,Shri Janki Ballav",Congress,Cuttack (Odisha )
