,Member,Party Name,Constituency
47,"Bhagat,Shri Bali Ram",Congress(I),Arrah (Bihar )
48,"Bhakta,Shri Manoranjan",Congress(I),Andaman and Nicobar Islands (Andaman and Nicobar Islands )
49,"Bhandari,Smt. Dil Kumari",Unattached,Sikkim (Sikkim )
50,"Bhandari,Shri N.B.",Ind.,Sikkim (Sikkim )
51,"Bharat Singh,Choudhury",Congress(I),Outer Delhi-SC (NCT of Delhi )
52,"Bhardwaj,Shri Paras Ram",Congress(I),Sarangarh-SC (Madhya Pradesh )
53,"Bhatia,Shri Raghunandan Lal",Congress(I),Amritsar (Punjab )
54,"Bhattacharyya,Smt. Indumati",Congress(I),Hooghly (West Bengal )
55,"Bhattam,Shri Srirama Murthy",TDP,Visakhapatnam (Andhra Pradesh )
56,"Bhoi,Dr. Krupasindhu",Congress(I),Sambalpur (Odisha )
57,"Bhoopathy,Shri Gotte",TDP,Peddapalli-SC (Andhra Pradesh )
58,"Bhosale,Shri Prataprao Baburao",Congress(I),Satara (Maharashtra )
59,"Bhoye,Shri Sitaram Sayaji",Congress(I),Malegaon-ST (Maharashtra )
60,"Bhoye,Shri Reshma Motiram",Congress(I),Dhule-ST (Maharashtra )
61,"Bhumij,Shri Haren",Congress(I),Dibrugarh (Assam )
62,"Bhuria,Shri Dileep Singh",Congress(I),Jhabua-ST (Madhya Pradesh )
63,"Birbal Ram,Shri",Congress(I),Ganganagar-SC (Rajasthan )
64,"Biswas,Shri Ajoy",CPI(M),Tripura West (Tripura )
65,"Brahm Dutt,Shri",Congress(I),Tehri Garhwal (Uttar Pradesh )
66,"Budania,Shri Narendra",Congress(I),Churu (Rajasthan )
67,"Bundela,Shri Sujan Singh",Congress(I),Jhansi (Uttar Pradesh )
68,"Buta Singh,Sardar",Congress(I),Jalore-SC (Rajasthan )
69,"Chaliha,Shri Parag",AGP,Jorhat (Assam )
70,"Chandra Shekhar Singh,Shri",Congress(I),Banka (Bihar )
71,"Chandrakar,Shri Chandulal",Congress(I),Durg (Madhya Pradesh )
72,"Chandrasekhar,Smt. Maragatham",Congress(I),Sriperumbudur-SC (Tamil Nadu )
73,"Chandrashekarappa,Shri T.V.",Congress(I),Shimoga (Karnataka )
74,"Charan Singh,Chaudhari",Lok Dal,Baghpat (Uttar Pradesh )
75,"Charles,Shri A.",Congress(I),Trivandrum (Kerala )
76,"Chatterjee,Shri Somnath",CPI(M),Bolpur (West Bengal )
77,"Chaturvedi,Shri Naresh Chander",Congress(I),Kanpur (Uttar Pradesh )
78,"Chaturvedi,Smt. Vidyawati",Congress(I),Khajuraho (Madhya Pradesh )
79,"Chaudhary,Shri Manphool Singh Bhadu",Congress(I),Bikaner (Rajasthan )
80,"Chaudhary,Shri Raghuraj Singh",Congress(I),Etawah (Uttar Pradesh )
81,"Chaudhary,Shri Ram Prakash",Congress(I),Ambala-SC (Haryana )
82,"Chaudhry,Sqn.Ldr.(Retd.) Kamal",Congress(I),Hoshiarpur (Punjab )
83,"Chavan,Shri Ashok Shankarrao",Congress(I),Nanded (Maharashtra )
84,"Chavan,Shri SHankarrao Bhaurao",Congress(I),Nanded (Maharashtra )
85,"Chavan,Smt. Premalabai Dajisaheb",Congress(I),Karad (Maharashtra )
86,"Chavda,Shri Ishwarbhai Khodabhai",Congress(I),Anand (Gujarat )
87,"Chidambaram,Shri Palaniappan",Congress(I),Sivaganga (Tamil Nadu )
88,"Chingwang Konyak,Shri",Congress(I),Nagaland (Nagaland )
89,"Chinta Mohan,Dr.",TDP,Tirupathi-SC (Andhra Pradesh )
90,"Choubey,Shri Narayan",CPI,Midnapore (West Bengal )
91,"Choudhari,Smt. Usha Prakash",Congress(I),Amravati (Maharashtra )
92,"Choudhary,Shri Nandlal",Congress(I),Sagar-SC (Madhya Pradesh )
93,"Choudhary,Shri Samar Brahma",Unattached,Kokrajhar-ST (Assam )
94,"Choudhury,Shri Saifuddin",CPI(M),Katwa (West Bengal )
95,"Choudhury,Shri A.B.A. Ghani Khan",Congress(I),Malda (West Bengal )
96,"Chowdhary,Shri Jagannath",Congress(I),Ballia (Uttar Pradesh )
97,"Dabhi,Shri Ajitsinh",Congress(I),Kaira (Gujarat )
98,"Daga,Shri Mool Chand",Congress(I),Pali (Rajasthan )
99,"Dalbir Singh,Shri",Congress(I),Sirsa-SC (Haryana )
100,"Dalbir Singh,Shri",Congress(I),Shahdol-ST (Madhya Pradesh )
101,"Dalwai,Shri Hussain",Congress(I),Ratnagiri (Maharashtra )
102,"Damor,Shri Somjibhai",Congress(I),Dohad-ST (Gujarat )
103,"Dandavate,Prof. Madhu",Janata Party,Rajapur (Maharashtra )
104,"Dardi,Shri Teja Singh",Akali Dal,Bhatinda-SC (Punjab )
105,"Das,Shri Bipinpal",Congress(I),Tezpur (Assam )
106,"Das,Shri Anadi Charan",Congress(I),Jajpur-SC (Odisha )
107,"Das,Shri Renu Pada",CPI(M),Krishnagar (West Bengal )
108,"Dasmunsi,Shri Priya Ranjan",Congress(I),Howrah (West Bengal )
109,"Datta,Shri Amal",CPI(M),Diamond Harbour (West Bengal )
110,"Deb,Shri Sarat Kumar",Janata Party,Kendrapara (Odisha )
111,"Dennis,Shri N.",Congress(I),Nagercoil (Tamil Nadu )
112,"Deo,Shri V. Kishore Chandra",Congress(S),Parvathipuram-ST (Andhra Pradesh )
113,"Deora,Shri Murli",Congress(I),Bombay South (Maharashtra )
114,"Desai,Shri B.V.",Congress(I),Raichur (Karnataka )
115,"Dev,Shri Sontosh Mohan",Congress(I),Silchar (Assam )
116,"Devarajan,Shri B.",Congress(I),Rasipuram-SC (Tamil Nadu )
117,"Devi,Smt. Chanra Bhanu",Congress(I),Balia (Bihar )
118,"Dhariwal,Shri Shanti Kumar",Congress(I),Kota (Rajasthan )
119,"Dhillon,Dr. Gurdial Singh",Congress(I),Ferozepur (Punjab )
120,"Digal,Shri Radhakanta",Congress(I),Phulbani-SC (Odisha )
121,"Dighe,Shri Sharad",Congress(I),Bombay North Central (Maharashtra )
122,"Digvijaya Singh,Shri",Congress(I),Raigarh-ST (Madhya Pradesh )
123,"Digvijaysinh ,Dr. Pratapsinh Jala",Congress(I),Surendranagar (Gujarat )
124,"Dikshit,Smt. Sheila",Congress(I),Kannauj (Uttar Pradesh )
125,"Dinesh Singh,Shri",Congress(I),Pratapgarh (Uttar Pradesh )
126,"Dogra,Shri Girdhari Lal",Congress(I),Udhampur (Jammu and Kashmir )
127,"Dongaonkar,Shri Sahebrao P.",Congress(S),Aurangabad (Maharashtra )
128,"Dora,Shri H.A.",TDP,Srikakulam (Andhra Pradesh )
129,"Dube,Shri Bhishma Deo",Congress(I),Banda (Uttar Pradesh )
130,"Dutt,Shri Sunil",Congress(I),Bombay North West (Maharashtra )
131,"Engti,Shri Biren Singh",Congress(I),Autonomous District-ST (Assam )
132,"Faleiro,Shri Eduardo",Congress(I),Mormugao (Goa )
133,"Fernandes,Shri Oscar",Congress(I),Udipi (Karnataka )
134,"Gadgil,Shri Vithal Narhar",Congress(I),Pune (Maharashtra )
135,"Gadhvi,Shri Bheravdan Khetdangi",Congress(I),Banaskantha (Gujarat )
136,"Gaekwad,Shri Ranjit Sinh",Congress(I),Baroda (Gujarat )
137,"Gaikwad,Shri Udaysingrao",Congress(I),Kolhapur (Maharashtra )
138,"Gamang,Shri Giridhar",Congress(I),Koraput-ST (Odisha )
139,"Gamit,Shri Chhitubhai",Congress(I),Mandvi-ST (Gujarat )
140,"Gandhi,Shri Rajiv",Congress(I),Amethi (Uttar Pradesh )
141,"Ganga Ram,Shri",Congress(I),Firozabad-SC (Uttar Pradesh )
142,"Gavali,Shri Sitaram Jivyabhai",Ind.,Dadra and Nagar Haveli-ST (Dadra and Nagar Haveli )
143,"Gavit,Shri Manikrao Hodlya",Congress(I),Nandurbar-ST (Maharashtra )
144,"Gehlot,Shri Ashok",Congress(I),Jodhpur (Rajasthan )
145,"Ghafoor,Shri Abdul",Congress(I),Siwan (Bihar )
146,"Gholap,Shri Shantaram Gopal",Congress(I),Thane (Maharashtra )
147,"Ghorpade,Shri M.Y.",Congress(I),Raichur (Karnataka )
148,"Ghosal,Shri Debi",Congress(I),Barrackpore (West Bengal )
149,"Ghosh,Shri Tarun Kanti",Congress(I),Barasat (West Bengal )
150,"Ghosh,Shri Bimal Kanti",Congress(I),Serampore (West Bengal )
151,"Ghosh Goswami,Smt. Bibha",CPI(M),Nabadwip-SC (West Bengal )
152,"Ghuria,Shri Satyendra Chandra",Congress(I),Nainital (Uttar Pradesh )
153,"Gill,Shri Mewa Singh",Akali Dal,Ludhiana (Punjab )
154,"Girdhari Lal,Chowdhry",Congress(I),Bijnor-SC (Uttar Pradesh )
155,"Gohil,Shri Gigabhai",Congress(I),Bhavnagar (Gujarat )
156,"Gopeshwar,Shri",Congress(I),Jamshedpur (Bihar )
157,"Goswami,Shri Dinesh",AGP,Guwahati (Assam )
158,"Gounder,Shri Senapathi A.",Congress(I),Palani (Tamil Nadu )
159,"Gowda,Shri H.N. Nanje",Congress(I),Hassan (Karnataka )
160,"Guha,Smt. Phulrenu",Congress(I),Contai (West Bengal )
161,"Gupta,Shri Indrajit",CPI,Basirhat (West Bengal )
162,"Gupta,Smt. Prabhawati",Congress(I),Motihari (Bihar )
163,"Gupta,Shri Janak Raj",Congress(I),Jammu (Jammu and Kashmir )
164,"Guraddi,Shri S.M.",Janata Party,Bijapur (Karnataka )
165,"Halder,Prof. Manoranjan",Congress(I),Mathurapur-SC (West Bengal )
166,"Hamid,Shri Abdul",Ind.,Dhubri (Assam )
167,"Hansda,Shri Matilal",CPI(M),Jhargram-ST (West Bengal )
168,"Hardwari Lal,Shri",Congress(I),Rohtak (Haryana )
169,"Harpal Singh,Shri",Congress(I),Kurukshetra (Haryana )
170,"Hembram,Shri Seth",Congress(I),Rajmahal-ST (Bihar )
171,"Het Ram,Shri",Janata Party,Sirsa-SC (Haryana )
172,"Hossain,Shri Syed Masudal",CPI(M),Murshidabad (West Bengal )
173,"Iyer,Shri V.S. Krishna",Janata Party,Bangalore South (Karnataka )
174,"Jadeja,Shri Daulatsinhji Pratapsinhji",Congress(I),Jamnagar (Gujarat )
175,"Jaffer Sharief,Shri C.K.",Congress(I),Bangalore North (Karnataka )
176,"Jagannath Prasad,Shri",Congress(I),Mohanlalganj-SC (Uttar Pradesh )
177,"Jagathrakshakan,Shri S.",AIADMK,Chengalpattu (Tamil Nadu )
178,"Jagjivan Ram,Shri",Unattached,Sasaram-SC (Bihar )
179,"Jaideep Singh,Shri",Congress(I),Godhra (Gujarat )
180,"Jain,Shri Nihal Singh",Congress(I),Agra (Uttar Pradesh )
181,"Jain,Shri Virdhi Chand",Congress(I),Barmer (Rajasthan )
182,"Jain,Shri Dal Chander",Congress(I),Damoh (Madhya Pradesh )
183,"Jakhar,Dr. Bal Ram",Congress(I),Sikar (Rajasthan )
184,"Jamilur Rahman,Shri",Congress(I),Kishanganj (Bihar )
185,"Janarthanan,Shri M.R. Kadambur",AIADMK,Tirunelveli (Tamil Nadu )
186,"Jangde,Shri Khelan Ram",Congress(I),Bilaspur-SC (Madhya Pradesh )
187,"Jatav,Shri Kammodilal",Congress(I),Morena-SC (Madhya Pradesh )
188,"Jayamohan,Shri Adikesavan",Congress(I),Tirupattur (Tamil Nadu )
189,"Jeevarathinam,Shri Rangaswamy",Congress(I),Arakkonam (Tamil Nadu )
190,"Jena,Shri Chintamani",Congress(I),Balasore (Odisha )
191,"Jhansi Lakshmi,Smt. N.P.",TDP,Chittoor (Andhra Pradesh )
192,"Jhikram,Shri Mohan Lal",Congress(I),Mandla-ST (Madhya Pradesh )
193,"Jitender Singh,Shri",Congress(I),Maharajganj (Uttar Pradesh )
194,"Jitendra Prasada,Shri",Congress(I),Shahjahanpur (Uttar Pradesh )
195,"Jujhar Singh,Shri",Congress(I),Jhalawar (Rajasthan )
196,"Kabuli,Shri Abdul Rashid",NC,Srinagar (Jammu and Kashmir )
197,"Kakade,Shri Sambhajirao Sahebrao",Janata Party,Baramati (Maharashtra )
198,"Kalanitthi,Dr. A.",DMK,Madras Central (Tamil Nadu )
199,"Kalpana Devi,Dr.(Smt.) T.",TDP,Warangal (Andhra Pradesh )
200,"Kamal Nath,Shri",Congress(I),Chhindwara (Madhya Pradesh )
201,"Kamat,Shri Gurudas",Congress(I),Bombay North East (Maharashtra )
202,"Kamble,Shri Arvind Tulsiram",Congress(I),Osmanabad-SC (Maharashtra )
203,"Kamla Kumari,Kumari",Congress(I),Palamau-SC (Bihar )
204,"Kamson,Prof. Meijinlung",Congress(I),Outer Manipur-ST (Manipur )
205,"Kannan,Shri P.",AIADMK,Tiruchengode (Tamil Nadu )
206,"Katoch,Smt. Chandresh Kumari",Congress(I),Kangra (Himachal Pradesh )
207,"Kaul,Smt. Sheila",Congress(I),Lucknow (Uttar Pradesh )
208,"Kaushal,Shri Jagannath",Congress(I),Chandigarh (Chandigarh )
209,"Ken,Shri Lala Ram",Congress(I),Bayana-SC (Rajasthan )
210,"Keyur Bhushan,Shri",Congress(I),Raipur (Madhya Pradesh )
211,"Khan,Shri Aslam Sher",Congress(I),Betul (Madhya Pradesh )
212,"Khan,Shri Rahim",Congress(I),Faridabad (Haryana )
213,"Khan,Shri Zulfiquar Ali",Congress(I),Rampur (Uttar Pradesh )
214,"Khan,Shri Mohd. Ayub",Congress(I),Jhunjhunu (Rajasthan )
215,"Khan,Shri Khurshed Alam",Congress(I),Farrukhabad (Uttar Pradesh )
216,"Khan,Shri Arif Mohammed",Congress(I),Bahraich (Uttar Pradesh )
217,"Khan,Mohammad Mahfooz Ali",Lok Dal,Etah (Uttar Pradesh )
218,"Khan(Udhampur),Mohd. Ayub",Congress(I),Udhampur (Jammu and Kashmir )
219,"Khatri,Dr. Nirmal",Congress(I),Faizabad (Uttar Pradesh )
220,"Khirhar,Shri Ram Shreshth",Congress(I),Sitamarhi (Bihar )
221,"Khurshid Ahmed,Chaudhry",Lok Dal,Faridabad (Haryana )
222,"Kidwai,Smt. Mohsina",Congress(I),Meerut (Uttar Pradesh )
223,"Kinder Lal,Shri",Congress(I),Hardoi-SC (Uttar Pradesh )
224,"Kisku,Shri Prithvi Chand",Congress(I),Dumka-ST (Bihar )
225,"Kolandaivelu,Shri P.",AIADMK,Gobichettipalayam (Tamil Nadu )
226,"Kosalram,Shri K.T.",Congress(I),Tiruchendur (Tamil Nadu )
227,"Krishan Pratap Singh,Shri",Congress(I),Maharajganj (Bihar )
228,"Krishna Kumar,Shri S.",Congress(I),Quilon (Kerala )
229,"Kshirsagar,Smt. Kesharbai",Congress(I),Bhir (Maharashtra )
230,"Kuchan,Shri Gangadhar Sidramappa",Congress(I),Solapur (Maharashtra )
231,"Kujur,Shri Maurice",Congress(I),Sundergarh-ST (Odisha )
232,"Kumar,Smt. Meira",Congress(I),Bijnor-SC (Uttar Pradesh )
233,"Kumaramangalam,Shri P.R.",Congress(I),Salem (Tamil Nadu )
234,"Kunjumbu,Shri K.",Congress(I),Adoor-SC (Kerala )
235,"Kunwar Ram,Shri",Congress(I),Nawada-SC (Bihar )
236,"Kuppuswamy,Shri C.K.",Congress(I),Coimbatore (Tamil Nadu )
237,"Kurien,Prof. P.J.",Congress(I),Idukki (Kerala )
238,"Kurup,Adv. Suresh",CPI(M),Kottayam (Kerala )
239,"Lachchi Ram,Chaudhary",Congress(I),Jalaur-SC (Uttar Pradesh )
240,"Lal Duhoma,Shri",Congress(I),Mizoram-ST (Mizoram )
241,"Law,Shri Asutosh",Congress(I),Dumdum (West Bengal )
242,"Lowang,Shri Wangpha",Congress(I),Arunachal East (Arunachal Pradesh )
243,"Mahabir Prasad,Shri",Congress(I),Banasgaon-SC (Uttar Pradesh )
244,"Mahajan,Shri Yadav Shivram",Congress(I),Jalgaon (Maharashtra )
245,"Mahalingam,Shri M.",AIADMK,Nagapattinam-SC (Tamil Nadu )
246,"Mahata,Shri Chitta Ranjan",AIFB,Purulia (West Bengal )
247,"Mahendra Singh,Shri",Congress(I),Guna (Madhya Pradesh )
248,"Maken,Shri Lalit",Congress(I),South Delhi (NCT of Delhi )
249,"Makwana,Shri Narsingh",Congress(I),Dhandhuka-SC (Gujarat )
250,"Malik,Shri Dharam Pal Singh",Congress(I),Sonepat (Haryana )
251,"Malik,Shri Purna Chandra",CPI(M),Durgapur-SC (West Bengal )
252,"Mallick,Shri Lakshman",Congress(I),Jagatsinghpur (Odisha )
253,"Malviya,Shri Bapulal",Congress(I),Shajapur-SC (Madhya Pradesh )
254,"Mandal,Shri Sanat Kumar",RSP,Joynagar-SC (West Bengal )
255,"Mane,Shri Rajaram Alias Balasaheb Shankarrao",Congress(I),Ichalkaranji (Maharashtra )
256,"Mane,Shri Murlidhar",Congress(I),Nashik (Maharashtra )
257,"Manvendra Singh,Shri",Congress(I),Mathura (Uttar Pradesh )
258,"Martand Singh,Shri",Congress(I),Rewa (Madhya Pradesh )
259,"Meena,Shri Ram Kumar",Congress(I),Sawai Madhopur-ST (Rajasthan )
260,"Mehta,Shri Haroobhai",Congress(I),Ahmedabad (Gujarat )
261,"Mirdha,Shri Ram Niwas",Congress(I),Nagaur (Rajasthan )
262,"Mishra,Shri Ram Nagina",Congress(I),Salempur (Uttar Pradesh )
263,"Mishra,Shri Shripati",Congress(I),Machhlishahr (Uttar Pradesh )
264,"Mishra,Shri Umakant",Congress(I),Mirzapur (Uttar Pradesh )
265,"Mishra,Shri Vijay Kumar",Janata Party,Darbhanga (Bihar )
266,"Mishra,Shri Gargi Shankar",Congress(I),Seoni (Madhya Pradesh )
267,"Mishra,Dr. Prabhat Kumar",Congress(I),Janjgir (Madhya Pradesh )
268,"Misra,Shri Nityananda",Congress(I),Bolangir (Odisha )
269,"Misra,Shri Satyagopal",CPI(M),Tamluk (West Bengal )
270,"Modi,Shri Vishnu Kumar",Congress(I),Ajmer (Rajasthan )
271,"Mohandas,Shri K.",KEC,Mukundapuram (Kerala )
272,"Mohanty,Shri Brajmohan",Congress(I),Puri (Odisha )
273,"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal )
274,"More,Shri Ramkrishna",Congress(I),Khed (Maharashtra )
275,"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal )
276,"Mukhopadhyay,Shri Ananda Gopal",Congress(I),Asansol (West Bengal )
277,"Mullappally,Shri Ramachandran",Congress(I),Cannanore (Kerala )
278,"Mundackal,Shri George Joseph",KEC,Muvattupuzha (Kerala )
279,"Murmu,Shri Sidha Lal",Congress(I),Mayurbhanj-ST (Odisha )
280,"Murthy,Shri M.V.Chandrashekhara",Congress(I),Kanakapura (Karnataka )
281,"Murugaiah,Shri A.R.",Congress(I),Karur (Tamil Nadu )
282,"Mushran,Col. Ajay Narayan",Congress(I),Jabalpur (Madhya Pradesh )
283,"Muttemwar,Shri Vilas Baburao",Congress(I),Chimur (Maharashtra )
284,"Naik,Shri Devaraya G.",Congress(I),Kanara (Karnataka )
285,"Naik,Shri Shantaram L.",Congress(I),Panaji (Goa )
286,"Naikar,Shri D.K.",Congress(I),Dharwad North (Karnataka )
287,"Namgyal,Shri P.",Congress(I),Ladakh (Jammu and Kashmir )
288,"Narayana Swamy,Shri Katuri",TDP,Narasaraopet (Andhra Pradesh )
289,"Narayanan,Shri K.R.",Congress(I),Ottapalam-SC (Kerala )
290,"Narayanaswami,Shri D.",TDP,Anantapur (Andhra Pradesh )
291,"Natarajan,Shri K.R.",AIADMK,Dindigul (Tamil Nadu )
292,"Nawal Prabhakar,Smt. Sundarwati",Congress(I),Karol Bagh-SC (NCT of Delhi )
293,"Neekhra,Shri Rameshwar",Congress(I),Hoshangabad (Madhya Pradesh )
294,"Negi,Shri Chandra Mohan Singh",Congress(I),Garhwal (Uttar Pradesh )
295,"Nehru,Shri Arun Kumar",Congress(I),Raebareli (Uttar Pradesh )
296,"Netam,Shri Arvind Vishram Singh",Congress(I),Kanker-ST (Madhya Pradesh )
297,"Odedra,Shri Bharat Kumar Maldevji",Congress(I),Porbandar (Gujarat )
298,"Odeyar,Shri Channaiah",Congress(I),Davangere (Karnataka )
299,"Oraon,Smt. Sumati",Congress(I),Lohardaga-ST (Bihar )
300,"Owaisi,Shri Sultan Salahuddin",Ind.,Hyderabad (Andhra Pradesh )
301,"Packeer Mohamed,Shri E.S.M.",Congress(I),Mayuram-SC (Tamil Nadu )
302,"Padayachi,Shri S.S. Ramaswamy",Congress(I),Tindivanam (Tamil Nadu )
303,"Pande,Shri Raj Mangal",Congress(I),Deoria (Uttar Pradesh )
304,"Pandey,Shri Madan",Congress(I),Gorakhpur (Uttar Pradesh )
305,"Pandey,Shri Damodar",Congress(I),Hazaribagh (Bihar )
306,"Pandey,Shri Kali Prasad",Ind.,Gopalganj (Bihar )
307,"Pandey,Dr. Manoj",Congress(I),Bettiah (Bihar )
308,"Panigrahi,Shri Sriballava",Congress(I),Deogarh (Odisha )
309,"Panigrahi,Shri Chintamani",Congress(I),Bhubaneswar (Odisha )
310,"Panika,Shri Ram Pyare",Congress(I),Robertsganj-SC (Uttar Pradesh )
311,"Panja,Shri Ajit Kumar",Congress(I),Calcutta North East (West Bengal )
312,"Pant,Shri Krishna Chandra",Congress(I),New Delhi (NCT of Delhi )
313,"Parashar,Prof. Narain Chand",Congress(I),Hamirpur (Himachal Pradesh )
314,"Pardhi,Shri Keshaorao Atmaramji",Congress(I),Bhandara (Maharashtra )
315,"Paswan,Shri Ram Bhagat",Congress(I),Rosera-SC (Bihar )
316,"Patel,Shri Ahmed Mohammed",Congress(I),Broach (Gujarat )
317,"Patel,Shri Chhaganbhai Debabhai",Congress(I),Surat (Gujarat )
318,"Patel,Shri Mohanbhai Laljibhai",Congress(I),Junagadh (Gujarat )
319,"Patel,Shri Uttambhai Harjibhai",Congress(I),Valsad-ST (Gujarat )
320,"Patel,Shri H.M.",Janata Party,Sabarkantha (Gujarat )
321,"Patel,Smt. Ramabhen Ramjibhai Mavani",Congress(I),Rajkot (Gujarat )
322,"Patel,Shri Shantilal Purshottamdas",Congress(I),Godhra (Gujarat )
323,"Patel,Dr. A.K.",BJP,Mehsana (Gujarat )
324,"Patel,Shri G.I.",Congress(I),Gandhinagar (Gujarat )
325,"Patel,Shri Ram Pujan",Congress(I),Phulpur (Uttar Pradesh )
326,"Pathak,Shri Chandra Kishore",Congress(I),Saharsa (Bihar )
327,"Pathak,Shri Ananda",CPI(M),Darjeeling (West Bengal )
328,"Patil,Shri Yashwantrao Gadakh",Congress(I),Ahmednagar (Maharashtra )
329,"Patil,Shri Balasaheb Vikhe",Congress(I),Kopargaon (Maharashtra )
330,"Patil,Shri Shivraj V.",Congress(I),Latur (Maharashtra )
331,"Patil,Shri Prakash V.",Congress(I),Sangli (Maharashtra )
332,"Patil,Shri Uttamrao Deorao",Congress(I),Yavatmal (Maharashtra )
333,"Patil,Shri Veerendra",Congress(I),Gulbarga (Karnataka )
334,"Patil,Shri Hanumatgouda Bhimanagouda",Congress(I),Bagalkot (Karnataka )
335,"Patil,Shri Dinkar Babu",Unattached,Kulaba (Maharashtra )
336,"Patil,Shri Vijay Kumar Naval",Congress(I),Erandol (Maharashtra )
337,"Patnaik,Shri Jagnath",Congress(I),Kalahandi (Odisha )
338,"Patnaik,Shri Biju",Janata Party,Kendrapara (Odisha )
339,"Patnaik,Smt. Jayanti",Congress(I),Cuttack (Odisha )
340,"Pawar,Shri Balasaheb",Congress(I),Jalna (Maharashtra )
341,"Pawar,Shri Sharad Chandra Govindrao",Congress(S),Baramati (Maharashtra )
342,"Pawar,Shri Satyanarayan",Congress(I),Ujjain-SC (Madhya Pradesh )
343,"Penchalaiah,Shri Puchalapalli",TDP,Nellore-SC (Andhra Pradesh )
344,"Peruman,Dr. P. Vallal",Congress(I),Chidambaram-SC (Tamil Nadu )
345,"Pilot,Shri Rajesh",Congress(I),Dausa (Rajasthan )
346,"Poojary,Shri Janardhana",Congress(I),Mangalore (Karnataka )
347,"Potdukhe,Shri Shantaram",Congress(I),Chandrapur (Maharashtra )
348,"Prabhu,Shri R.",Congress(I),Nilgiris (Tamil Nadu )
349,"Pradhan,Shri K.N.",Congress(I),Bhopal (Madhya Pradesh )
