,Member,Party Name,Constituency
204,"Khandelwal,Shri Vijay Kumar",BJP,Betul (Madhya Pradesh )
205,"Kharvar,Shri Ghanshyam Chandra",BSP,Akbarpur-SC (Uttar Pradesh )
206,"Kharventhan,Shri Salarapatty Kuppusamy",TMC(M),Palani (Tamil Nadu )
207,"Khelsai Singh,Shri",INC,Surguja-ST (Madhya Pradesh )
208,"Kodandaramaiah,Shri Puli",JD,Chitradurga (Karnataka )
209,"Kodikunnil,Shri Suresh",INC,Adoor-SC (Kerala )
210,"Koli,Shri Ganga Ram",BJP,Bayana-SC (Rajasthan )
211,"Kondaiah,Shri K.C.",INC,Bellary (Karnataka )
212,"Kordia,Shri Chandresh Patel",BJP,Jamnagar (Gujarat )
213,"Kota,Shri Sydaiah",TDP,Narasaraopet (Andhra Pradesh )
214,"Koujalgi,Shri Shivanand Hemappa",JD,Belgaum (Karnataka )
215,"Krishna,Shri",JD,Mandya (Karnataka )
216,"Krishnadas,Shri N.N.",CPI(M),Palghat (Kerala )
217,"Kulaste,Shri Faggan Singh",BJP,Mandla-ST (Madhya Pradesh )
218,"Kumar,Dr. Virendra",BJP,Sagar-SC (Madhya Pradesh )
219,"Kumar,Smt. Meira",INC,Karol Bagh-SC (NCT of Delhi )
220,"Kumaraswamy,Shri H.D.",JD,Kanakapura (Karnataka )
221,"Kunturkar,Shri Gangadhar",INC,Nanded (Maharashtra )
222,"Kurien,Prof. P.J.",INC,Kottayam (Kerala )
223,"Kushwaha,Shri Sukh Lal",BSP,Satna (Madhya Pradesh )
224,"Kusmaria,Dr. Ramkrishna",BJP,Damoh (Madhya Pradesh )
225,"Lahiri,Shri Samik",CPI(M),Diamond Harbour (West Bengal )
226,"Lakha,Shri Harbhajan",BSP,Phillaur-SC (Punjab )
227,"Lodha,Shri Gumanmal",BJP,Pali (Rajasthan )
228,"Magami,Shri Ghulam Mohd. Mir",INC,Srinagar (Jammu and Kashmir )
229,"Mahajan,Shri Sat",INC,Kangra (Himachal Pradesh )
230,"Mahajan,Shri Pramod",BJP,Mumbai North East (Maharashtra )
231,"Mahanta,Shri Keshab",AGP,Kaliabor (Assam )
232,"Maharaj,Shri Satpal",AIICT,Garhwal (Uttar Pradesh )
233,"Mahato,Shri Bir Sing",AIFB,Purulia (West Bengal )
234,"Mallikarjun,Dr.",INC,Mahbubnagar (Andhra Pradesh )
235,"Mallikarjunappa,Shri Gowdar",BJP,Davangere (Karnataka )
236,"Mandal,Shri Sanat Kumar",RSP,Joynagar-SC (West Bengal )
237,"Mandal,Shri Brahmanand",SAP,Monghyr (Bihar )
238,"Mane,Shri Shivaji",SS,Hingoli (Maharashtra )
239,"Maran,Shri Murasoli",DMK,Madras Central (Tamil Nadu )
240,"Maurya,Shri Ananda Ratna",BJP,Chandauli (Uttar Pradesh )
241,"Meena,Smt. Usha",INC,Sawai Madhopur-ST (Rajasthan )
242,"Meena,Shri Bheru Lal",INC,Salumber-ST (Rajasthan )
243,"Meghe,Shri Datta Raghobaji",INC,Ramtek (Maharashtra )
244,"Meghwal,Shri Parsaram",INC,Jalore-SC (Rajasthan )
245,"Mehta,Prof. Ajit Kumar",RJD,Samastipur (Bihar )
246,"Mehta,Shri Sanat",INC,Surendranagar (Gujarat )
247,"Mehta,Smt. Jayawanti Ben Navinchandra",BJP,Mumbai South (Maharashtra )
248,"Meti,Shri H.Y.",JD,Bagalkot (Karnataka )
249,"Mirdha,Shri Nathu Ram",INC,Nagaur (Rajasthan )
250,"Mirdha,Shri Bhanu Prakash",BJP,Nagaur (Rajasthan )
251,"Mishra,Shri Ram Nagina",BJP,Padrauna (Uttar Pradesh )
252,"Mishra,Shri Chaturanan",CPI,Madhubani (Bihar )
253,"Misra,Shri Shyam Bihari",BJP,Bilhaur (Uttar Pradesh )
254,"Misra,Shri Pinaki",INC,Puri (Odisha )
255,"Mohale,Shri Punnulal",BJP,Bilaspur-SC (Madhya Pradesh )
256,"Mohan Singh,Shri",BSP,Ferozepur (Punjab )
257,"Mohapatra,Shri Kartik",INC,Balasore (Odisha )
258,"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal )
259,"Mude,Shri Vijay Annaji",BJP,Wardha (Maharashtra )
260,"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal )
261,"Mukherjee,Shri Pramothes",RSP,Berhampore (West Bengal )
262,"Mukherjee,Shri Subrata",CPI(M),Raiganj (West Bengal )
263,"Mukhopadhyay,Shri Ajoy",CPI(M),Krishnagar (West Bengal )
264,"Mullappally,Shri Ramachandran",INC,Cannanore (Kerala )
265,"Munda,Shri Kariya",BJP,Khunti-ST (Bihar )
266,"Muni Lall,Shri",BJP,Sasaram-SC (Bihar )
267,"Muniyappa,Dr. K.H.",INC,Kolar-SC (Karnataka )
268,"Murmu,Shri Rupchand",CPI(M),Jhargram-ST (West Bengal )
269,"Murthy,Shri K.S.R.",INC,Amalapuram-SC (Andhra Pradesh )
270,"Nagaratnam,Shri T.",DMK,Sriperumbudur-SC (Tamil Nadu )
271,"Naidu,Shri K.P.",TDP,Bobbili (Andhra Pradesh )
272,"Naik,Shri Ram",BJP,Mumbai North (Maharashtra )
273,"Naik,Shri Raja Rangappa",JD,Raichur (Karnataka )
274,"Naik-Nimbalkar,Shri Hindurao",SS,Satara (Maharashtra )
275,"Nakli Singh,Shri",BJP,Saharanpur (Uttar Pradesh )
276,"Namgyal,Shri P.",INC,Ladakh (Jammu and Kashmir )
277,"Narasimhan,Shri C.",TMC(M),Krishnagiri (Tamil Nadu )
278,"Narayanaswamy,Shri C.",JD,Bangalore North (Karnataka )
279,"Nath,Smt. Alka",INC,Chhindwara (Madhya Pradesh )
280,"Natrayan,Shri K.",TMC(M),Karur (Tamil Nadu )
281,"Nayak,Shri Mrutyunjaya",INC,Phulbani-SC (Odisha )
282,"Netam,Smt. Chhabila Arvind",INC,Kanker-ST (Madhya Pradesh )
283,"Nidar,Dr. Ompal Singh",BJP,Jalesar (Uttar Pradesh )
284,"Nishad,Shri Vishambhar Prasad",BSP,Fatehpur (Uttar Pradesh )
285,"Nishad,Capt.(Retd.) Jainarain Prasad",JD(U),Muzaffarpur (Bihar )
286,"Nitish Kumar,Shri",SAP,Barh (Bihar )
287,"Noor Bano,Begum",INC,Rampur (Uttar Pradesh )
288,"O`brien,Shri Neil",NM,
289,"Ola,Shri Sis Ram",AIICT,Jhunjhunu (Rajasthan )
290,"Oraon,Shri Lalit",BJP,Lohardaga-ST (Bihar )
291,"Owaisi,Shri Sultan Salahuddin",AIMIM,Hyderabad (Andhra Pradesh )
292,"Pal,Shri Rupchand",CPI(M),Hooghly (West Bengal )
293,"Pal,Dr. Debiprosad",INC,Calcutta North West (West Bengal )
294,"Palanimanickam,Shri S.S.",DMK,Thanjavur (Tamil Nadu )
295,"Panabaka,Smt. Lakshmi",INC,Nellore-SC (Andhra Pradesh )
296,"Pandey,Shri Manharan Lal",BJP,Janjgir (Madhya Pradesh )
297,"Pandey,Dr. Laxminarayan",BJP,Mandsaur (Madhya Pradesh )
298,"Pandey,Shri Ravindra Kumar",BJP,Giridih (Bihar )
299,"Panigrahi,Shri Sriballava",INC,Deogarh (Odisha )
300,"Panja,Shri Ajit Kumar",INC,Calcutta North East (West Bengal )
301,"Paragi Lal,Shri Ch.",BJP,Misrikh-SC (Uttar Pradesh )
302,"Paranjpe,Shri Baburao",BJP,Jabalpur (Madhya Pradesh )
303,"Paranjpe,Shri Prakash Vishwanath",SS,Thane (Maharashtra )
304,"Parasuraman,Shri Kulasekara",DMK,Chengalpattu (Tamil Nadu )
305,"Paswan,Shri Kameshwar",BJP,Nawada-SC (Bihar )
306,"Paswan,Shri Pitambar",RJD,Rosera-SC (Bihar )
307,"Paswan,Shri Sukdeo",JD,Araria-SC (Bihar )
308,"Paswan,Shri Ram Vilas",JD,Hajipur-SC (Bihar )
309,"Patel,Shri Vijay",BJP,Gandhinagar (Gujarat )
310,"Patel,Shri Shantilal Purshottamdas",INC,Godhra (Gujarat )
311,"Patel,Dr. A.K.",BJP,Mehsana (Gujarat )
312,"Patel,Shri Dinsha J.",INC,Kaira (Gujarat )
313,"Patel,Shri Praful Manoharbhai",INC,Bhandara (Maharashtra )
314,"Patel,Shri Budhsen",BSP,Rewa (Madhya Pradesh )
315,"Patel,Shri Prahlad Singh",BJP,Seoni (Madhya Pradesh )
316,"Patel,Shri Jang Bahadur Singh",SP,Phulpur (Uttar Pradesh )
317,"Pathak,Shri Harin",BJP,Ahmedabad (Gujarat )
318,"Patidar,Shri Rameshwar",BJP,Khargone (Madhya Pradesh )
319,"Patil,Shri Madan",INC,Sangli (Maharashtra )
320,"Patil,Smt. Rajani Ashokrao",BJP,Beed (Maharashtra )
321,"Patil,Shri Shivraj V.",INC,Latur (Maharashtra )
322,"Patil,Shri Anna Saheb M.K.",BJP,Erandol (Maharashtra )
323,"Patil,Shri B.R.",JD,Bijapur (Karnataka )
324,"Patnaik,Shri Biju",JD,Aska (Odisha )
325,"Patnaik,Shri Naveen",JD,Aska (Odisha )
326,"Patnaik,Shri Soumya Ranjan",INC,Bhubaneswar (Odisha )
327,"Pattanayak,Shri Sarat",INC,Bolangir (Odisha )
328,"Patwa,Shri Sundar Lal",BJP,Chhindwara (Madhya Pradesh )
329,"Paul,Dr. Sebastian",Ind.,Ernakulam (Kerala )
330,"Pawar,Shri Uttamsingh R.",BJP,Jalna (Maharashtra )
331,"Pawar,Shri Sharad Chandra Govindrao",INC,Baramati (Maharashtra )
332,"Phoolan Devi,Smt.",SP,Mirzapur (Uttar Pradesh )
333,"Pilot,Shri Rajesh",INC,Dausa (Rajasthan )
334,"Prabhu,Shri Suresh Prabhakar",SS,Rajapur (Maharashtra )
335,"Pradhan,Shri Ashok Kumar",BJP,Khurja-SC (Uttar Pradesh )
336,"Pradhani,Shri Khagapati",INC,Nowrangpur-ST (Odisha )
337,"Pramanik,Prof. Radhika Ranjan",CPI(M),Mathurapur-SC (West Bengal )
338,"Premachandran,Shri N.K.",RSP,Quilon (Kerala )
339,"Premi,Shri Mangal Ram",BJP,Bijnor-SC (Uttar Pradesh )
340,"Purohit,Shri Banwari Lal",BJP,Nagpur (Maharashtra )
341,"Raghavan,Shri V.V.",CPI,Trichur (Kerala )
342,"Rai,Shri Ratna Bahadur",CPI(M),Darjeeling (West Bengal )
343,"Rai,Shri Kalpnath",Ind.,Ghosi (Uttar Pradesh )
344,"Rai,Shri Nawal Kishore",JD,Sitamarhi (Bihar )
345,"Raje,Smt. Vasundhara",BJP,Jhalawar (Rajasthan )
346,"Rajendran,Shri P.V.",TMC(M),Mayiladuturai (Tamil Nadu )
347,"Rajkumar,Shri Wangcha",Ind.,Arunachal East (Arunachal Pradesh )
348,"Rajput,Shri Ganga Charan",BJP,Hamirpur (Uttar Pradesh )
349,"Ram,Shri Braj Mohan",BJP,Palamau-SC (Bihar )
350,"Ram Sagar,Shri",SP,Barabanki-SC (Uttar Pradesh )
351,"Ram Sajeevan,Shri",BSP,Banda (Uttar Pradesh )
352,"Ram Shakal,Shri",BJP,Robertsganj-SC (Uttar Pradesh )
353,"Ramaiah,Dr. Bolla Bulli",TDP,Eluru (Andhra Pradesh )
354,"Ramaiah,Shri Sode",CPI,Bhadrachalam-ST (Andhra Pradesh )
355,"Ramalingam,Dr. K.P.",DMK,Tiruchengode (Tamil Nadu )
356,"Ramana,Shri Lgandula",TDP,Karimnagar (Andhra Pradesh )
357,"Ramanathan,Shri M.",DMK,Coimbatore (Tamil Nadu )
358,"Rambabu,Shri A. Govindarajalu Subbaraman",TMC(M),Madurai (Tamil Nadu )
359,"Ramchandra Veerappa,Shri",BJP,Bidar-SC (Karnataka )
360,"Ramendra Kumar,Shri",Ind.,Begusarai (Bihar )
361,"Rana ,Shri Rajendrasinh (Raju Rana)",BJP,Bhavnagar (Gujarat )
362,"Rana,Shri Kashi Ram",BJP,Surat (Gujarat )
363,"Ranjan (Pappu Yadav),Shri Rajesh",SP,Purnea (Bihar )
364,"Rao,Col.(Retd.) Ram Singh",BJP,Mahendragarh (Haryana )
365,"Rao,Shri P.V. Rajeshwar",INC,Secunderabad (Andhra Pradesh )
366,"Rao,Shri P.V. Narasimha",INC,Berhampur (Odisha )
