,Member,Party Name,Constituency
81,"Chatterjee,Shri Somnath",CPI(M),Jadavpur (West Bengal )
82,"Chaturbhuj,Shri",Janata Party,Jhalawar (Rajasthan )
83,"Chaturvedi,Smt. Vidyawati",Congress(I),Khajuraho (Madhya Pradesh )
84,"Chaudhary,Shri Manphool Singh Bhadu",Congress(I),Bikaner (Rajasthan )
85,"Chaudhary,Shri Motibhai Ranchhodbhai",Janata Party,Mehsana (Gujarat )
86,"Chaudhuri,Shri Tridib",RSP,Berhampore (West Bengal )
87,"Chauhan,Shri Fatehbhan Singh",Congress(I),Dhar-ST (Madhya Pradesh )
88,"Chavan,Shri SHankarrao Bhaurao",Congress(I),Nanded (Maharashtra )
89,"Chavan,Shri Yashwantrao Balwantrao",Congress(U),Satara (Maharashtra )
90,"Chavda,Shri Ishwarbhai Khodabhai",Congress(I),Anand (Gujarat )
91,"Chennupati,Smt. Vidya",Congress(I),Vijayawada (Andhra Pradesh )
92,"Chhangur Ram,Shri",Janata (S),Lalganj-SC (Uttar Pradesh )
93,"Chingwang Konyak,Shri",Congress(I),Nagaland (Nagaland )
94,"Chinnasamy,Shri C.",AIADMK,Gobichettipalayam (Tamil Nadu )
95,"Choubey,Shri Narayan",CPI,Midnapore (West Bengal )
96,"Choudhari,Shri Kalingappa Bhimanna",Congress(I),Bijapur (Karnataka )
97,"Choudhari,Smt. Usha Prakash",Congress(I),Amravati (Maharashtra )
98,"Choudhari,Shri Chitturi Subba Rao",Congress(I),Eluru (Andhra Pradesh )
99,"Choudhury,Shri A.B.A. Ghani Khan",Congress(I),Malda (West Bengal )
100,"Choudhury,Shri Saifuddin",CPI(M),Katwa (West Bengal )
101,"Dabhi,Shri Ajitsinh",Congress(I),Kaira (Gujarat )
102,"Daga,Shri Mool Chand",Congress(I),Pali (Rajasthan )
103,"Dalbir Singh,Shri",Congress(I),Sirsa-SC (Haryana )
104,"Dalbir Singh,Shri",Congress(I),Shahdol-ST (Madhya Pradesh )
105,"Damor,Shri Somjibhai",Congress(I),Dohad-ST (Gujarat )
106,"Dandavate,Smt. Pramila Madhu",Janata Party,Bombay North Central (Maharashtra )
107,"Dandavate,Prof. Madhu",JD,Rajapur (Maharashtra )
108,"Das,Shri Anadi Charan",Congress(I),Jajpur-SC (Odisha )
109,"Das,Shri Renu Pada",CPI(M),Krishnagar (West Bengal )
110,"Datta,Shri Amal",CPI(M),Diamond Harbour (West Bengal )
111,"Dennis,Shri N.",TMC(M),Nagercoil (Tamil Nadu )
112,"Deo,Shri V. Kishore Chandra",Congress(U),Parvathipuram-ST (Andhra Pradesh )
113,"Desai,Shri B.V.",Congress(I),Raichur (Karnataka )
114,"Dev,Shri Sontosh Mohan",Congress(I),Silchar (Assam )
115,"Devarajan,Shri B.",Congress(I),Rasipuram-SC (Tamil Nadu )
116,"Devi Lal,Shri",Janata (S),Sonepat (Haryana )
117,"Dhandapani,Shri C.T.",DMK,Pollachi-SC (Tamil Nadu )
118,"Dhote,Shri Jambuwant Bapurao",Congress(I),Nagpur (Maharashtra )
119,"Digambar Singh,Chaudhary",Janata (S),Mathura (Uttar Pradesh )
120,"Digvijaysinh ,Dr. Pratapsinh Jala",Congress(I),Surendranagar (Gujarat )
121,"Dogra,Shri Girdhari Lal",Congress(I),Jammu (Jammu and Kashmir )
122,"Doongar Singh,Shri",Congress(I),Hamirpur (Uttar Pradesh )
123,"Dubey,Shri Ramnath",Congress(I),Banda (Uttar Pradesh )
124,"Dubey,Shri Bindeshwari",Congress(I),Giridih (Bihar )
125,"Ekka,Shri Christopher",Congress(I),Sundergarh-ST (Odisha )
126,"Engti,Shri Biren Singh",Congress(I),Autonomous District-ST (Assam )
127,"Faleiro,Shri Eduardo",Congress(I),"Mormugao (Goa, Daman and Diu )"
128,"Fernandes,Shri George",Janata (S),Muzaffarpur (Bihar )
129,"Fernandes,Shri Oscar",Congress(I),Udipi (Karnataka )
130,"Gadgil,Shri Vithal Narhar",Congress(I),Pune (Maharashtra )
131,"Gadhvi,Shri Bheravdan Khetdangi",Congress(I),Banaskantha (Gujarat )
132,"Gaekwad,Shri Ranjit Sinh",Congress(I),Baroda (Gujarat )
133,"Gaikwad,Shri Udaysingrao",Congress(I),Kolhapur (Maharashtra )
134,"Gamang,Shri Giridhar",Congress(I),Koraput-ST (Odisha )
135,"Gamit,Shri Chhitubhai",Congress(I),Mandvi-ST (Gujarat )
136,"Gandhi,Shri Rajiv",Congress(I),Amethi (Uttar Pradesh )
137,"Gandhi,Shri Sanjay",Congress(I),Amethi (Uttar Pradesh )
138,"Gandhi,Smt. Indira",Congress(I),Medak (Andhra Pradesh )
139,"Gangawar,Shri Harish Kumar",Congress(I),Pilibhit (Uttar Pradesh )
140,"Garcha,Shri Devinder Singh",Congress(I),Ludhiana (Punjab )
141,"Gavit,Shri Manikrao Hodlya",Congress(I),Nandurbar-ST (Maharashtra )
142,"Gayatri Devi,Smt.",Janata (S),Kairana (Uttar Pradesh )
143,"Gehlot,Shri Ashok",Congress(I),Jodhpur (Rajasthan )
144,"Ghorpade,Shri R.Y.",Congress(I),Bellary (Karnataka )
145,"Ghosh,Shri Niren",CPI(M),Dumdum (West Bengal )
146,"Ghosh Goswami,Smt. Bibha",CPI(M),Nabadwip-SC (West Bengal )
147,"Giri,Prof. Sudhir Kumar",CPI(M),Contai (West Bengal )
148,"Gogoi,Shri Tarun",Congress(I),Jorhat (Assam )
149,"Gohil,Shri Gigabhai",Congress(I),Bhavnagar (Gujarat )
150,"Gopalan,Smt. Suseela",CPI(M),Alleppey (Kerala )
151,"Gounder,Shri Senapathi A.",Congress(I),Palani (Tamil Nadu )
152,"Gouzagin,Shri N.",Congress(I),Outer Manipur-ST (Manipur )
153,"Gowda,Shri D.M. Putte",Congress(I),Chikmagalur (Karnataka )
154,"Gowda,Shri H.N. Nanje",Congress(I),Hassan (Karnataka )
155,"Goyal,Shri Krishna Kumar",BJP,Kota (Rajasthan )
156,"Gulsher Ahmed,Shri",Congress(I),Satna (Madhya Pradesh )
157,"Gupta,Shri Indrajit",CPI,Basirhat (West Bengal )
158,"Hakam Singh,Shri",Congress(I),Bhatinda-SC (Punjab )
159,"Halder,Shri Krishna Chandra",CPI(M),Durgapur-SC (West Bengal )
160,"Hansda,Shri Matilal",CPI(M),Jhargram-ST (West Bengal )
161,"Harikesh Bahadur,Shri",Congress(I),Gorakhpur (Uttar Pradesh )
162,"Hembram,Shri Seth",Congress(I),Rajmahal-ST (Bihar )
163,"Horo,Shri Niral Enem",Unattached,Khunti-ST (Bihar )
164,"Hossain,Shri Syed Masudal",CPI(M),Murshidabad (West Bengal )
165,"Imbichibava,Shri Ezhu Kudikkal",CPI(M),Calicut (Kerala )
166,"Indra Kumari,Smt.",Janata (S),Aligarh (Uttar Pradesh )
167,"Islam,Shri Nurul",Congress(I),Aligarh (Uttar Pradesh )
168,"Jadeja,Shri Daulatsinhji Pratapsinhji",Congress(I),Jamnagar (Gujarat )
169,"Jaffer Sharief,Shri C.K.",Congress(I),Bangalore North (Karnataka )
170,"Jag Pal Singh,Shri",Janata (S),Hardwar-SC (Uttar Pradesh )
171,"Jagjivan Ram,Shri",Unattached,Sasaram-SC (Bihar )
172,"Jaideep Singh,Shri",Congress(I),Godhra (Gujarat )
173,"Jain,Shri Bhiku Ram",Congress(I),Chandni Chowk (NCT of Delhi )
174,"Jain,Shri Nihal Singh",Congress(I),Agra (Uttar Pradesh )
175,"Jain,Shri Virdhi Chand",Congress(I),Barmer (Rajasthan )
176,"Jakhar,Dr. Bal Ram",Congress(I),Ferozepur (Punjab )
177,"Jakkayan,Shri S.T.K.",AIADMK,Periyakulam (Tamil Nadu )
178,"Jamilur Rahman,Shri",Congress(I),Kishanganj (Bihar )
179,"Jatiya,Dr. Satyanarayan",BJP,Ujjain-SC (Madhya Pradesh )
180,"Jena,Shri Chintamani",Congress(I),Balasore (Odisha )
181,"Jethmalani,Shri Ram",BJP,Bombay North West (Maharashtra )
182,"Jha,Shri Bhogendra",CPI,Madhubani (Bihar )
183,"Jha,Shri Kamal Nath",Congress(I),Saharsa (Bihar )
184,"Jharkhande Rai,Shri",CPI,Ghosi (Uttar Pradesh )
185,"Jitendra Prasada,Shri",Congress(I),Shahjahanpur (Uttar Pradesh )
186,"Kabuli,Shri Abdul Rashid",NC,Srinagar (Jammu and Kashmir )
187,"Kahandole,Shri Zambru Mangalu",Congress(I),Malegaon-ST (Maharashtra )
188,"Kailaspati,Smt.",Congress(I),Mohanlalganj-SC (Uttar Pradesh )
189,"Kalanitthi,Dr. A.",DMK,Madras Central (Tamil Nadu )
190,"Kamakshaiah,Shri Doddavarapu",Congress(I),Nellore-SC (Andhra Pradesh )
191,"Kamal Nath,Shri",Congress(I),Chhindwara (Madhya Pradesh )
192,"Kamla Kumari,Kumari",Congress(I),Palamau-SC (Bihar )
193,"Kandaswamy,Shri M.",DMK,Tiruchengode (Tamil Nadu )
194,"Karan Singh,Dr.",Congress(U),Udhampur (Jammu and Kashmir )
195,"Karma,Shri Laxman",Congress(I),Bastar-ST (Madhya Pradesh )
196,"Karunanithi,Shri Thazhai M.",DMK,Nagapattinam-SC (Tamil Nadu )
197,"Kashyap,Shri Jaipal Singh",Janata (S),Aonla (Uttar Pradesh )
198,"Kaul,Smt. Sheila",Congress(I),Lucknow (Uttar Pradesh )
199,"Kaushal,Shri Jagannath",Congress(I),Chandigarh (Chandigarh )
200,"Ken,Shri Lala Ram",Congress(I),Bayana-SC (Rajasthan )
201,"Keyur Bhushan,Shri",Congress(I),Raipur (Madhya Pradesh )
202,"Khan,Shri Malik Mohd. Mushir Ahmad",Congress(I),Etah (Uttar Pradesh )
203,"Khan,Shri Zulfiquar Ali",Congress(I),Rampur (Uttar Pradesh )
204,"Khan,Shri Ghayoor Ali",Janata (S),Muzaffarnagar (Uttar Pradesh )
205,"Khan,Haji Ghulam Mohd.",Janata (S),Moradabad (Uttar Pradesh )
206,"Khan,Shri Mahmood Hasan",Janata (S),Bulandshahar (Uttar Pradesh )
207,"Khan,Shri Arif Mohammed",Congress(I),Kanpur (Uttar Pradesh )
208,"Khan,Shri Misaryar",Janata (S),Bareilly (Uttar Pradesh )
209,"Khan,Shri Tayyab Hussain",Congress(I),Faridabad (Haryana )
210,"Kharlukhi,Dr. Bajubon R.",APHLC,Shillong (Meghalaya )
211,"Kidwai,Smt. Mohsina",Congress(I),Meerut (Uttar Pradesh )
212,"Kochak,Shri Ghulam Rasul",NC,Anantnag (Jammu and Kashmir )
213,"Kodiyan,Shri P.K.",CPI,Adoor-SC (Kerala )
214,"Kosalram,Shri K.T.",Congress(I),Tiruchendur (Tamil Nadu )
215,"Krishan Pratap Singh,Shri",Congress(I),Maharajganj (Bihar )
216,"Krishna,Shri S.M.",Congress(I),Mandya (Karnataka )
217,"Krishna Murthy,Shri Kusuma",Congress(I),Amalapuram-SC (Andhra Pradesh )
218,"Krishnan,Shri G.Y.",Congress(I),Kolar-SC (Karnataka )
219,"Kshirsagar,Smt. Kesharbai",Congress(I),Bhir (Maharashtra )
220,"Kuchan,Shri Gangadhar Sidramappa",Congress(I),Solapur (Maharashtra )
221,"Kudanthai Ramalingam N.,Shri",Congress(I),Mayuram-SC (Tamil Nadu )
222,"Kulandaivelu,Dr. V.",DMK,Chidambaram-SC (Tamil Nadu )
223,"Kunjumbu,Shri K.",Congress(U),Cannanore (Kerala )
224,"Kunwar Ram,Shri",Congress(I),Nawada-SC (Bihar )
225,"Kurien,Prof. P.J.",Congress(U),Mavelikara (Kerala )
226,"Lakkappa,Shri K.",Congress(I),Tumkur (Karnataka )
227,"Lakshmanan,Shri G.",DMK,Madras North (Tamil Nadu )
228,"Laskar,Shri Nihar Ranjan",Congress(I),Karimganj-SC (Assam )
229,"Lawrence,Shri M.M.",CPI(M),Idukki (Kerala )
230,"Madhukar,Shri Kamla Mishra",CPI,Motihari (Bihar )
231,"Mahabir Prasad,Shri",Congress(I),Banasgaon-SC (Uttar Pradesh )
232,"Mahajan,Shri Vikram Chand",Congress(I),Kangra (Himachal Pradesh )
233,"Mahajan,Shri Yadav Shivram",Congress(I),Jalgaon (Maharashtra )
234,"Mahala,Shri Ramji Potla",Congress(I),Dadra and Nagar Haveli-ST (Dadra and Nagar Haveli )
235,"Mahata,Shri Chitta Ranjan",AIFB,Purulia (West Bengal )
236,"Mahendra Prasad,Shri",Congress(I),Jahanabad (Bihar )
237,"Maitra,Shri Sunil",CPI(M),Calcutta North East (West Bengal )
238,"Makwana,Shri Narsingh",Congress(I),Dhandhuka-SC (Gujarat )
239,"Mallanna,Shri K.",Congress(I),Chitradurga (Karnataka )
240,"Mallick,Shri Lakshman",Congress(I),Jagatsinghpur (Odisha )
241,"Mallikarjun,Dr.",Congress(I),Mahbubnagar (Andhra Pradesh )
242,"Mallu,Shri Anantha Ramulu",Congress(I),Nagarkurnool-SC (Andhra Pradesh )
243,"Mandal,Shri Dhanik Lal",Janata (S),Jhanjharpur (Bihar )
244,"Mandal,Shri Sanat Kumar",RSP,Joynagar-SC (West Bengal )
245,"Mandal,Prof. Mukunda Kumar",CPI(M),Mathurapur-SC (West Bengal )
246,"Mane,Shri Rajaram Alias Balasaheb Shankarrao",Congress(I),Ichalkaranji (Maharashtra )
247,"Mani,Shri K.B.S.",Congress(I),Perambalur-SC (Tamil Nadu )
248,"Manni Lal,Shri",Congress(I),Hardoi-SC (Uttar Pradesh )
249,"Martand Singh,Shri",Congress(I),Rewa (Madhya Pradesh )
250,"Masood,Shri Rasheed",Janata (S),Saharanpur (Uttar Pradesh )
251,"Mavani,Shri Ramjibhai",Congress(I),Rajkot (Gujarat )
252,"Mayathever,Shri K.",DMK,Dindigul (Tamil Nadu )
253,"Meena,Shri Ram Kumar",Congress(I),Sawai Madhopur-ST (Rajasthan )
254,"Mehta,Dr. Mahipatray M.",Congress(I),Kutch (Gujarat )
255,"Mehta,Prof. Ajit Kumar",Janata (S),Samastipur (Bihar )
256,"Mhalgi,Shri Ramchandra Kashinath",BJP,Thane (Maharashtra )
257,"Mirdha,Shri Nathu Ram",Congress(U),Nagaur (Rajasthan )
258,"Mishra,Shri Ram Nagina",Congress(I),Salempur (Uttar Pradesh )
259,"Mishra,Shri Umakant",Congress(I),Mirzapur (Uttar Pradesh )
260,"Mishra,Shri Gargi Shankar",Congress(I),Seoni (Madhya Pradesh )
261,"Misra,Shri Nityananda",Congress(I),Bolangir (Odisha )
262,"Misra,Shri Satyagopal",CPI(M),Tamluk (West Bengal )
263,"Misra,Shri Harinatha",Congress(I),Darbhanga (Bihar )
264,"Modak,Shri Bijoy Krishna",CPI(M),Azambagh (West Bengal )
265,"Mohammed Ismail,Shri",CPI(M),Barrackpore (West Bengal )
266,"Mohan,Shri Era",DMK,Coimbatore (Tamil Nadu )
267,"Mohanty,Shri Brajmohan",Congress(I),Puri (Odisha )
268,"Mohite,Shri Yashawantrao JiJabe",Congress(I),Karad (Maharashtra )
269,"Mohsin,Shri Fakruddin Husseinsad",Congress(I),Dharwad South (Karnataka )
270,"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal )
271,"More,Shri Ramkrishna",Congress(I),Khed (Maharashtra )
272,"Mubarak Shah,Shri Khwaja",NC,Baramullah (Jammu and Kashmir )
273,"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal )
274,"Mukherjee,Shri Samar",CPI(M),Howrah (West Bengal )
275,"Mukhopadhyay,Shri Ananda Gopal",Congress(I),Asansol (West Bengal )
276,"Multan Singh,Choudhary",Janata (S),Jalesar (Uttar Pradesh )
277,"Mundackal,Shri George Joseph",Ind.,Muvattupuzha (Kerala )
278,"Murthy,Shri M.V.Chandrashekhara",Congress(I),Kanakapura (Karnataka )
279,"Murthy,Shri M. Rajasekara",Congress(I),Mysore (Karnataka )
280,"Murugaiyan,Shri K.",CPI,Nagapattinam-SC (Tamil Nadu )
281,"Murugian,Shri S.",DMK,Trupathur (Tamil Nadu )
282,"Muthukumaran,Shri R.",Congress(I),Cuddalore (Tamil Nadu )
283,"Muttemwar,Shri Vilas Baburao",Congress(I),Chimur (Maharashtra )
284,"Muzaffar Hussain,Shri Syed",Congress(I),Bahraich (Uttar Pradesh )
285,"Nadar,Shri A. Neelalohithadasan",Congress(I),Trivandrum (Kerala )
286,"Nagaratnam,Shri T.",DMK,Sriperumbudur-SC (Tamil Nadu )
287,"Nahata,Shri Bhanwarlal Rajmal",Congress(I),Mandsaur (Madhya Pradesh )
288,"Naidu,Shri P. Rajagopal",Congress(I),Chittoor (Andhra Pradesh )
289,"Naik,Shri Surup Singh Hirya",Congress(I),Nandurbar-ST (Maharashtra )
290,"Naik,Shri Devaraya G.",Congress(I),Kanara (Karnataka )
291,"Naikar,Shri D.K.",Congress(I),Dharwad North (Karnataka )
292,"Nair,Shri B.K.",Congress(I),Quilon (Kerala )
293,"Namgyal,Shri P.",Congress(I),Ladakh (Jammu and Kashmir )
294,"Narayana,Shri K.S.",Congress(I),Hyderabad (Andhra Pradesh )
295,"Natarajan,Shri Cumbum N.",DMK,Periyakulam (Tamil Nadu )
296,"Nayak,Shri Mrutyunjaya",Congress(I),Phulbani-SC (Odisha )
297,"Neekhra,Shri Rameshwar",Congress(I),Hoshangabad (Madhya Pradesh )
298,"Negi,Shri Trepan Singh",Congress(I),Tehri Garhwal (Uttar Pradesh )
299,"Nehru,Shri Arun Kumar",Congress(I),Raebareli (Uttar Pradesh )
300,"Netam,Shri Arvind Vishram Singh",Congress(I),Kanker-ST (Madhya Pradesh )
301,"Ngangom Mohendra,Shri",CPI,Inner Manipur (Manipur )
302,"Nihal Singh,Shri",Unattached,Chandauli (Uttar Pradesh )
303,"Nihalsinghwala,Shri Gurcharan Singh",Congress(I),Sangrur (Punjab )
304,"Odedra,Shri Bharat Kumar Maldevji",Congress(I),Porbandar (Gujarat )
305,"Odedra,Shri Maldevji Mandlikji",Congress(I),Porbandar (Gujarat )
306,"Oraon,Shri Kartik",Congress(I),Lohardaga-ST (Bihar )
307,"Oraon,Smt. Sumati",Congress(I),Lohardaga-ST (Bihar )
308,"Padayachi,Shri S.S. Ramaswamy",Congress(I),Tindivanam (Tamil Nadu )
309,"Pahadia,Shri Jagannath",Congress(I),Bayana-SC (Rajasthan )
310,"Pal,Shri Rupchand",CPI(M),Hooghly (West Bengal )
311,"Palaniappan,Shri C.",DMK,Salem (Tamil Nadu )
312,"Panday,Shri Kedar",Congress(I),Bettiah (Bihar )
313,"Pandey,Shri Krishna Chandra",Congress(I),Khalilabad (Uttar Pradesh )
314,"Pandit,Dr. Vasant Kumar",BJP,Raigarh-ST (Madhya Pradesh )
315,"Panigrahi,Shri Chintamani",Congress(I),Bhubaneswar (Odisha )
316,"Panika,Shri Ram Pyare",Congress(I),Robertsganj-SC (Uttar Pradesh )
317,"Paranjpe,Shri Baburao",BJP,Jabalpur (Madhya Pradesh )
318,"Parashar,Prof. Narain Chand",Congress(I),Hamirpur (Himachal Pradesh )
319,"Pardhi,Shri Keshaorao Atmaramji",Congress(I),Bhandara (Maharashtra )
320,"Parmar,Shri Hiralal R.",Congress(I),Patan-SC (Gujarat )
321,"Parthasarthy,Shri Pothuraju",Congress(I),Rajampet (Andhra Pradesh )
322,"Parulekar,Shri Bapu Saheb",Janata Party,Ratnagiri (Maharashtra )
323,"Paswan,Shri Ram Vilas",Janata (S),Hajipur-SC (Bihar )
324,"Patel,Shri Amrit",Congress(I),Gandhinagar (Gujarat )
325,"Patel,Shri Chhaganbhai Debabhai",Congress(I),Surat (Gujarat )
326,"Patel,Shri Mohanbhai Laljibhai",Congress(I),Junagadh (Gujarat )
327,"Patel,Shri Shantubhai Chunibhai",Congress(I),Sabarkantha (Gujarat )
328,"Patel,Shri Uttambhai Harjibhai",Congress(I),Bulsar-ST (Gujarat )
329,"Patel,Shri Ahmed Mohammed",Congress(I),Broach (Gujarat )
330,"Pathak,Shri Ananda",CPI(M),Darjeeling (West Bengal )
331,"Patil,Shri Veerendra",Congress(I),Bagalkot (Karnataka )
332,"Patil,Shri Vijay Kumar Naval",Congress(I),Erandol (Maharashtra )
333,"Patil,Shri Ambaji Tukaram",Congress(I),Kulaba (Maharashtra )
334,"Patil,Shri Chandrabhan Athare",Congress(I),Ahmednagar (Maharashtra )
335,"Patil,Dr. Shalini V.",Congress(I),Sangli (Maharashtra )
336,"Patil,Shri Shankarrao",Congress(I),Baramati (Maharashtra )
337,"Patil,Shri Vasantrao",Congress(I),Sangli (Maharashtra )
338,"Patil,Shri Balasaheb Vikhe",Congress(I),Kopargaon (Maharashtra )
339,"Patil,Shri Shivraj V.",Congress(I),Latur (Maharashtra )
340,"Patil,Shri Uttamrao Deorao",Congress(I),Yavatmal (Maharashtra )
341,"Patil,Shri Jagannath",BJP,Thane (Maharashtra )
342,"Patnaik,Shri Biju",Janata (S),Kendrapara (Odisha )
343,"Patnaik,Shri Janki Ballav",Congress(I),Cuttack (Odisha )
344,"Patnaik,Smt. Jayanti",Congress(I),Cuttack (Odisha )
345,"Pattabhi Rama Rao,Shri S.B.P.",Congress(I),Rajahmundry (Andhra Pradesh )
346,"Pattuswamy,Shri D.",Congress(I),Vandavasi (Tamil Nadu )
347,"Pawar,Shri Balasaheb",Congress(I),Jalna (Maharashtra )
348,"Penchalaiah,Shri Pasala",Congress(I),Tirupathi-SC (Andhra Pradesh )
