,Member,Party Name,Constituency
31,"Bakshi,Shri Ghulam Mohamad",AJKN,Srinagar (Jammu and Kashmir )
32,"Bakula,Shri Kushok G.",Congress,Ladakh (Jammu and Kashmir )
33,"Banerjee,Shri S.M.",Ind.,Kanpur (Uttar Pradesh )
34,"Barrow,Shri A.E.T.",Ind.,
35,"Barua,Shri Rajendranath",Congress,Jorhat (Assam )
36,"Barua,Shri Bedabrata",Congress,Kaliabor (Assam )
37,"Barupal,Shri Pannalal",Congress,Ganganagar-SC (Rajasthan )
38,"Barwa,Shri Jamna Lal",Swatantra Party,Tonk-SC (Rajasthan )
39,"Basi,Shri Sohan Singh",Akali Dal,Ferozepur (Punjab )
40,"Basumatari,Shri Dharanidhor",Congress,Kokrajhar-ST (Assam )
41,"Baswant,Shri Sonubhau Dagadu",Congress,Bhiwandi (Maharashtra )
42,"Behera,Shri Baidhar",PSP,Jajpur-SC (Odisha )
43,"Berwa,Shri Onkarlal",Jan Sangh,Kota (Rajasthan )
44,"Besra,Shri Satya Chandra",Congress,Dumka-ST (Bihar )
45,"Bhadoria,Shri Arjun Singh",SSCP,Etawah (Uttar Pradesh )
46,"Bhagaban Das,Shri",CP(M),Ausgram-SC (West Bengal )
47,"Bhagat,Shri Bali Ram",Congress,Shahabad (Bihar )
48,"Bhagavati,Shri Bijoy Chandra",Congress,Tezpur (Assam )
49,"Bhakt Darshan,Shri",Congress,Garhwal (Uttar Pradesh )
50,"Bhandare,Shri R.D.",Congress,Bombay Central (Maharashtra )
51,"Bhanu Prakash Singh (Narsinghgarh),H.H.Maharaja",Congress,Sidhi-ST (Madhya Pradesh )
52,"Bhargava,Shri Bashweshwar Nath",Congress,Ajmer (Rajasthan )
53,"Bharti,Shri Maharaj Singh",SSCP,Meerut (Uttar Pradesh )
54,"Bhattacharyya,Shri C.K.",Congress,Raiganj (West Bengal )
55,"Bhonsle,Maharani Vijayamala Rajaram Chhatrapati",PAWPI,Hatkanangale (Maharashtra )
56,"Bibhuti Mishra,Shri",Congress,Motihari (Bihar )
57,"Birla,Shri R.K.",IPG,Jhunjhunu (Rajasthan )
58,"Birua,Shri Kolai",Jharkhand,Singhbhum-ST (Bihar )
59,"Bisht,Shri Jang Bahadur Singh",Congress,Almora (Uttar Pradesh )
60,"Biswas,Shri J.M.",CP,Bankura (West Bengal )
61,"Bohra,Shri Onkarlal",Congress,Chittorgarh (Rajasthan )
62,"Bose,Shri Amiya Nath",AIFB,Arambagh (West Bengal )
63,"Bose,Dr.(Smt.) Maitreyee",Ind.,Darjeeling (West Bengal )
64,"Bosu,Shri Jyotirmoy",CP(M),Diamond Harbour (West Bengal )
65,"Brahm Perkash,Chowdhury",Congress,Outer Delhi-SC (NCT of Delhi )
66,"Brahma,Shri Rup Nath",Congress,Kokrajhar-ST (Assam )
67,"Brahmanand,Swami",Jan Sangh,Hamirpur (Uttar Pradesh )
68,"Brigadier,Shri G.S.",Congress,Udhampur (Jammu and Kashmir )
69,"Brijendra Singh,H.H. Maharaja",Ind.,Bharatpur (Rajasthan )
70,"Brijraj Singh,Shri",Jan Sangh,Jhalawar (Rajasthan )
71,"Buta Singh,Sardar",Congress,Ropar-SC (Punjab )
72,"Chakrapani,Shri C.K.",CP(M),Ponnani (Kerala )
73,"Chanda,Shri Anil Kumar",Congress,Bolpur (West Bengal )
74,"Chanda,Smt. Jyotsna",Congress,Cachar-SC (Assam )
75,"Chandra Shekhar Singh,Shri",CP,Jahanabad (Bihar )
76,"Chandrakar,Shri Chandulal",Congress,Durg (Madhya Pradesh )
77,"Chandrika Prasad,Shri",Congress,Ballia (Uttar Pradesh )
78,"Chatterjee,Shri N.C.",Ind.,Burdwan (West Bengal )
79,"Chatterjee,Shri Hari Pada",Ind.,Krishnagar (West Bengal )
80,"Chatterji,Shri Krishna Kumar",Congress,Howrah (West Bengal )
81,"Chaturvedi,Shri Rohanlal",Congress,Etah (Uttar Pradesh )
82,"Chaudhuri,Shri Tridib",RSP,Berhampore (West Bengal )
83,"Chavan,Shri Dajisaheb Ramrao",Congress,Karad (Maharashtra )
84,"Chavan,Shri Yashwantrao Balwantrao",Congress(U),Satara (Maharashtra )
85,"Chitti Babu,Shri C.",DMK,Chengleput (Madras )
86,"Choudhary,Shri Valmiki",Congress,Hajipur-SC (Bihar )
87,"Choudhuri,Smt. Ila Pal",Congress,Krishnagar (West Bengal )
88,"Choudhury,Shri J.K.",Congress,Tripura West (Tripura )
89,"Chowhan,Shri Bharat Singh",Jan Sangh,Dhar-ST (Madhya Pradesh )
90,"Dalbir Singh,Shri",Congress,Sirsa-SC (Haryana )
91,"Damani,Shri Suraj Ratan Fatehchand",Congress,Solapur (Maharashtra )
92,"Dandekar,Shri N.",Swatantra Party,Jamnagar (Gujarat )
93,"Dange,Shri Shripad Amrit",CP,Bombay Central South (Maharashtra )
94,"Dar,Shri Abdul Ghani",Ind.,Gurgaon (Haryana )
95,"Das,Shri Nayan Tara",Congress,Jamui-SC (Bihar )
96,"Das,Shri Ram Dhani",Congress,Gaya-SC (Bihar )
97,"Dasappa,Shri M.Tulsidas",Congress,Mysore (Mysore )
98,"Daschowdhury,Shri Benoy Krishna",AIFB,Cooch Behar-SC (West Bengal )
99,"Dass,Shri C.",Congress,Tirupathi-SC (Andhra Pradesh )
100,"Deb,Shri D.N.",Swatantra Party,Angul (Odisha )
101,"Deb Burman,H.H.Maharaja Manikya Kirit Bikram Kishore",Congress,Tripura East-ST (Tripura )
102,"Deiveekan,Shri M.",DMK,Kallakurichi (Madras )
103,"Delkar,Shri Sanjibhai Rupjibhai",Congress,Dadra and Nagar Haveli-ST (Dadra and Nagar Haveli )
104,"Deo,Shri Pratap Keshari",Swatantra Party,Kalahandi (Odisha )
105,"Deoghare,Shri Narendra Ramchandraji",Congress,Nagpur (Maharashtra )
106,"Desai,Shri Dinker",Ind.,Kanara (Mysore )
107,"Desai,Shri Morarji Ranchhodji",Congress,Surat (Gujarat )
108,"Desai,Shri Chandulal Chunnilal",Swatantra Party,Sabarkantha (Gujarat )
109,"Deshmukh,Shri Krishnarao Gulabrao",Congress,Amravati (Maharashtra )
110,"Deshmukh,Shri Bhaurao Dagdurao",Congress,Aurangabad (Maharashtra )
111,"Deshmukh,Shri Shivajirao Shankarrao",Congress,Parbhani (Maharashtra )
112,"Devgun,Shri Hardayal",Jan Sangh,East Delhi (NCT of Delhi )
113,"Dhandapani,Shri C.T.",DMK,Dharampuram-SC (Madras )
114,"Dhillon,Dr. Gurdial Singh",Congress,Taran Taran (Punjab )
115,"Dhrangadhra,H.H. Maharaja Sriraj Meghrajji",Ind.,Surendranagar (Gujarat )
116,"Dhuleshwar Meena,Shri",Congress,Udaipur (Rajasthan )
117,"Digambar Singh,Chaudhary",BKD,Mathura (Uttar Pradesh )
118,"Digvijai Nath,Mahant",Hindu Mahasabha,Gorakhpur (Uttar Pradesh )
119,"Dinesh Singh,Shri",Congress,Pratapgarh (Uttar Pradesh )
120,"Dipa,Shri Anirudha",Swatantra Party,Phulbani-SC (Odisha )
121,"Dixit,Shri Gangacharan",Congress,Khandwa (Madhya Pradesh )
122,"Durairasu,Shri A.",DMK,Perambalur-SC (Madras )
123,"Dwivedi,Shri Nageshwar",Congress,Machhlishahr (Uttar Pradesh )
124,"Dwivedy,Shri Surendranath",PSP,Kendrapara (Odisha )
125,"Ering,Shri D.",Congress,
126,"Esthose,Shri P.P.",CP(M),Muvattupuzha (Kerala )
127,"Fernandes,Shri George",SSCP,Bombay South (Maharashtra )
128,"Gandhi,Smt. Indira",Congress,Raebareli (Uttar Pradesh )
129,"Ganesh,Shri K.R.",Congress,Andaman and Nicobar Islands (Andaman and Nicobar Islands )
130,"Ganga Devi,Smt.",Congress,Mohanlalganj-SC (Uttar Pradesh )
131,"Ganpat Sahai,Shri",Congress,Sultanpur (Uttar Pradesh )
132,"Garcha,Shri Devinder Singh",Congress,Ludhiana (Punjab )
133,"Gautam,Shri Chintaman Dhivruji",Congress,Balaghat (Madhya Pradesh )
134,"Gavit,Shri Tukaram Huraji",Congress,Nandurbar-ST (Maharashtra )
135,"Gayatri Devi,Rajmata of Jaipur",Swatantra Party,Jaipur (Rajasthan )
136,"George,Shri A.C.",Congress,Mukundapuram (Kerala )
137,"Ghosh,Shri Prashant Kumar",Congress,Ranchi (Bihar )
138,"Ghosh,Shri Bimal Kanti",Congress,Serampore (West Bengal )
139,"Ghosh,Shri Ganesh",CP(M),Calcutta South (West Bengal )
140,"Ghosh,Shri Parimal",Congress,Ghatal (West Bengal )
141,"Girja Kumari,Smt.",Congress,Shahdol-ST (Madhya Pradesh )
142,"Gohain,Shri C.C.",Congress,
143,"Gopalan,Shri P.",CP(M),Tellicherry (Kerala )
144,"Gopalan,Smt. Suseela",CP(M),Ambalapuzha (Kerala )
145,"Gopalan,Shri Ayillath Kuttieri",CP(M),Kasaragod (Kerala )
146,"Goud,Shri Y. Gadilingana",Swatantra Party,Kurnool (Andhra Pradesh )
147,"Goundar,Shri R. Muthu",DMK,Tiruppattur (Madras )
148,"Gounder,Shri V. Krishnamoorthi",DMK,Cuddalore (Madras )
149,"Gounder,Shri C. Muthuswamy",Swatantra Party,Karur (Madras )
150,"Gowda,Shri M. Huche",PSP,Chikmagalur (Mysore )
151,"Gowder,Shri M.K. Nanja",Swatantra Party,Nilgiris (Madras )
152,"Goyal,Shri Shrichand",Jan Sangh,Chandigarh (Chandigarh )
153,"Gudadinni,Shri Basagondappa Kadappa",Congress,Bijapur (Mysore )
154,"Guha,Prof. Samar",PSP,Contai (West Bengal )
155,"Gupta,Shri Indrajit",CP,Alipore (West Bengal )
156,"Gupta,Shri Lakhan Lal",Congress,Raipur (Madhya Pradesh )
157,"Gupta,Shri Kanwar Lal",Jan Sangh,Delhi Sadar (NCT of Delhi )
158,"Gupta,Shri Ram Krishan",Congress,Hissar (Haryana )
159,"Gupta,Shri Ram Kishan",Congress,Hoshiarpur (Punjab )
160,"Hajarnavis,Shri Ramchandra Matand",Congress,Chimur (Maharashtra )
161,"Halder,Shri Kansari",CP,Mathurapur-SC (West Bengal )
162,"Hanumanthaiya,Shri K.",Congress,Bangalore City (Mysore )
163,"Hari Krishna,Shri",Congress,Allahabad (Uttar Pradesh )
164,"Hazarika,Shri J.N.",Congress,Dibrugarh (Assam )
165,"Heerji Bhai,Shri",Congress,Banswara-ST (Rajasthan )
166,"Hem Barua,Shri",PSP,Mangaldoi (Assam )
167,"Hem Raj,Shri",Congress,Kangra (Himachal Pradesh )
168,"Himatsingka,Shri Prabhu Dayal",Congress,Godda (Bihar )
169,"Horo,Shri Niral Enem",Ind.,Khunti-ST (Bihar )
170,"Humayun Kabir,Shri",BC,Basirhat (West Bengal )
171,"Imam,Shri J. Mohamed",Swatantra Party,Chitradurga (Mysore )
172,"Iqbal Singh,Sardar",Congress,Fazilka (Punjab )
173,"Jadhav,Shri Tulshidas Subhanrao",Congress,Baramati (Maharashtra )
174,"Jadhav,Shri V.N.",Congress,Jalna (Maharashtra )
175,"Jaggaiah,Shri K.",Congress,Ongole (Andhra Pradesh )
176,"Jagjivan Ram,Shri",Congress,Sasaram-SC (Bihar )
177,"Jai Singh,Shri",Jan Sangh,Hoshiarpur (Punjab )
178,"Jaipal Singh,Shri",Congress,Khunti-ST (Bihar )
179,"Jamir,Shri S.C.",Congress,Nagaland (Nagaland )
180,"Janardhanan,Shri C.",CP,Trichur (Kerala )
181,"Jena,Shri Dharanidhar",Swatantra Party,Bhadrak-SC (Odisha )
182,"Jha,Shri Bhogendra",CP,Jaynagar (Bihar )
183,"Jha,Shri Shiva Chandra",SSCP,Madhubani (Bihar )
184,"Jharkhande Rai,Shri",CP,Ghosi (Uttar Pradesh )
185,"Joshi,Shri Jagannath Rao",Jan Sangh,Bhopal (Madhya Pradesh )
186,"Joshi,Shri S.M.",SSCP,Poona (Maharashtra )
187,"Kachwai,Shri Hukam Chand",Jan Sangh,Ujjain-SC (Madhya Pradesh )
188,"Kahandole,Shri Zambru Mangalu",Congress,Malegaon-ST (Maharashtra )
189,"Kalita,Shri Dhireswar",CP,Gauhati (Assam )
190,"Kamalanathan,Shri M.",DMK,Krishnagiri (Madras )
191,"Kamaraj Nadar,Shri K.",Congress,Nagercoil (Madras )
192,"Kamble,Shri Tulsiram Dashrath",Congress,Latur (Maharashtra )
193,"Kameshwar Singh,Shri",SSCP,Khagaria (Bihar )
194,"Kamla Kumari,Kumari",Congress,Palamau-SC (Bihar )
195,"Kandappan,Shri Subbanarayan",DMK,Mettur (Madras )
196,"Kantamma,Smt. T. Lakshmi",Congress,Khammam (Andhra Pradesh )
197,"Kapoor,Shri Lakhan Lal",PSP,Kishanganj (Bihar )
198,"Karan Singh,Dr.",Congress,Udhampur (Jammu and Kashmir )
199,"Karni Singh,Dr.Maharaja Bikaner",Ind.,Bikaner (Rajasthan )
200,"Kasture,Shri Arjun Shripat",Congress,Khamgaon-SC (Maharashtra )
201,"Katham,Shri Birendra Nath",Congress,Jalpaiguri (West Bengal )
202,"Kavade,Shri Bhanudas Ramchandra",Congress,Nashik (Maharashtra )
203,"Kedaria,Shri Chhaganbhai Madaribhai",Congress,Mandvi-ST (Gujarat )
204,"Kesri,Shri Sitaram",Congress,Katihar (Bihar )
205,"Khadilkar,Shri Raghunath Keshav",Congress,Khed (Maharashtra )
206,"Khan,Shri H. Ajamal",Swatantra Party,Periyakulam (Madras )
207,"Khan,Shri Latafat Ali",CP,Muzaffarnagar (Uttar Pradesh )
208,"Khan,Shri Malik Mohd. Mushir Ahmad",Congress,Kasganj (Uttar Pradesh )
209,"Khan,Shri Zulfiquar Ali",Swatantra Party,Rampur (Uttar Pradesh )
210,"Khan,Shri Ghayoor Ali",SSCP,Kairana (Uttar Pradesh )
211,"Khanna,Shri Prem Kishan",Congress,Shahjahanpur (Uttar Pradesh )
212,"Kikar Singh,Shri",Akali(Sant),Bhatinda-SC (Punjab )
213,"Kinder Lal,Shri",Congress,Hardoi-SC (Uttar Pradesh )
214,"Kiruttinan,Shri T.",DMK,Sivaganga (Madras )
215,"Kisku,Prof. Amiya Kumar",BC,Jhargram-ST (West Bengal )
216,"Kothari,Shri Swatantra Singh",Jan Sangh,Mandsaur (Madhya Pradesh )
217,"Kotoki,Shri Liladhar",Congress,Nowgong (Assam )
218,"Koushik,Shri K.M.",Swatantra Party,Chanda (Maharashtra )
219,"Kripalani,Acharya J.B.",Ind.,Guna (Madhya Pradesh )
220,"Kripalani,Smt. Sucheta",Congress,Gonda (Uttar Pradesh )
221,"Krishna,Shri M.R.",Congress,Peddapalli-SC (Andhra Pradesh )
222,"Krishna,Shri S.M.",Congress,Mandya (Mysore )
223,"Krishnan,Shri G.Y.",Congress,Kolar-SC (Mysore )
224,"Krishnan Manoharan,Shri",DMK,Madras North (Madras )
225,"Krishnappa,Shri M.V.",Congress,Hoskote (Mysore )
226,"Kuchelar,Shri G.",DMK,Vellore (Madras )
227,"Kundu,Shri Samarendra",PSP,Balasore (Odisha )
228,"Kunte,Shri Dattatraya Kashninath",Ind.,Kolaba (Maharashtra )
229,"Kureel,Shri Baijnath",Congress,Ramsanehighat-SC (Uttar Pradesh )
230,"Kushwah,Shri Yashwant Singh",Ind.,Bhind (Madhya Pradesh )
231,"Lakkappa,Shri K.",PSP,Tumkur (Mysore )
232,"Lal,Shri Brij Bhushan",Jan Sangh,Bareilly (Uttar Pradesh )
233,"Lal,Shri Shiv Charan",SSCP,Firozabad-SC (Uttar Pradesh )
234,"Lalit Sen,Shri",Congress,Mandi (Himachal Pradesh )
235,"Lalita Rajya Laxmi,Rani",Ind.,Dhanbad (Bihar )
236,"Laskar,Shri Nihar Ranjan",Congress,Karimganj-SC (Assam )
237,"Latchanna,Shri G.",Swatantra Party,Srikakulam (Andhra Pradesh )
238,"Laxmi Bai,Smt. Sangam",Congress,Medak (Andhra Pradesh )
239,"Limaye,Shri Madhu",SSCP,Monghyr (Bihar )
240,"Lobo Prabhu,Shri J.M.",Swatantra Party,Udupi (Mysore )
241,"Lohia,Dr. Ram Manohar",SSCP,Kannauj (Uttar Pradesh )
242,"Lutfal Haque,Haji",Congress,Jangipur (West Bengal )
243,"Madhok,Shri Bal Raj",Jan Sangh,South Delhi (NCT of Delhi )
244,"Madhukar,Shri Kamla Mishra",CP,Kesaria (Bihar )
245,"Mahadeva Prasad,Dr.",Congress,Maharajganj (Uttar Pradesh )
246,"Mahajan,Shri Vikram Chand",Congress,Chamba (Himachal Pradesh )
247,"Mahajan,Shri Yadav Shivram",Congress,Buldhana-SC (Maharashtra )
248,"Maharaj Singh,Shri",Congress,Mainpuri (Uttar Pradesh )
249,"Mahato,Shri Bhajahari",LSS,Purulia (West Bengal )
250,"Maheshwari,Dr. Govind Das Jeewan Das",Congress,Jabalpur (Madhya Pradesh )
251,"Mahida,Shri Narendrasingh Ranjitsingh",Congress,Anand (Gujarat )
252,"Mahishi,Dr. Sarojini bindurao",Congress,Dharwad North (Mysore )
253,"Maiti,Shri Sachindra Nath",BC,Midnapore (West Bengal )
254,"Majhi,Shri Mahendra",Swatantra Party,Mayurbhanj-ST (Odisha )
255,"Malhotra,Shri Inder Jit",Congress,Jammu (Jammu and Kashmir )
256,"Mandal,Dr. Pashupati",Congress,Vishnupur-SC (West Bengal )
257,"Mandal,Shri Bindhyeshwari Prasad",Janata Party,Madhepura (Bihar )
258,"Mandal,Shri Yamuna Prasad",Congress,Samastipur (Bihar )
259,"Mane,Shri Shankararo Dattatraya",Congress,Kolhapur (Maharashtra )
260,"Mangalathumadom,Shri G.P.",SSCP,Mavelikara (Kerala )
261,"Maran,Shri Murasoli",DMK,Madras South (Madras )
262,"Marandi,Shri Iswar",Congress,Rajmahal-ST (Bihar )
263,"Mariyappa,Shri Mali",Congress,Madhugiri (Mysore )
264,"Masani,Shri M.R.",Swatantra Party,Rajkot (Gujarat )
265,"Master,Shri Bholanath",Congress,Alwar (Rajasthan )
266,"Masuriya Din,Shri",Congress,Chail-SC (Uttar Pradesh )
267,"Mayavan,Shri V.",DMK,Chidambaram-SC (Madras )
268,"Meena,Shri Meetha Lal",Swatantra Party,Sawai Madhopur-ST (Rajasthan )
269,"Meghachandra,Shri M.",CP,Inner Manipur (Manipur )
270,"Mehta,Shri Asoka",Congress,Bhandara (Maharashtra )
271,"Mehta,Shri Prasannbhai",Congress,Bhavnagar (Gujarat )
272,"Mehta,Dr. Jivraj Narayan",Congress,Bhavnagar (Gujarat )
273,"Melkote,Dr. Gopal S.",Congress,Hyderabad (Andhra Pradesh )
274,"Menon,Shri V. Viswanatha",CP(M),Ernakulam (Kerala )
275,"Menon,Shri V.K. Krishna",Ind.,Midnapore (West Bengal )
276,"Menon,Shri Panampilli Govinda",Congress,Mukundapuram (Kerala )
277,"Minimata Agam Dass Guru,Smt.",Congress,Janjgir (Madhya Pradesh )
278,"Mirza,Shri Bakar Ali",Congress,Secunderabad (Andhra Pradesh )
279,"Mishra,Shri Janeshwar",SSCP,Phulpur (Uttar Pradesh )
280,"Mishra,Shri S.N.",Congress,Kannauj (Uttar Pradesh )
281,"Mishra,Shri Shripati",Congress,Sultanpur (Uttar Pradesh )
282,"Mishra,Shri Srinibas",PSP,Cuttack (Odisha )
283,"Mishra,Shri Gargi Shankar",Congress,Chhindwara (Madhya Pradesh )
284,"Modak,Shri Bijoy Krishna",CP(M),Hooghly (West Bengal )
285,"Mody,Shri Piloo Homi",Swatantra Party,Godhra (Gujarat )
286,"Mohammad Yusuf,Shri",Congress,Siwan (Bihar )
287,"Mohammed Ismail,Shri",CP(M),Barrackpore (West Bengal )
288,"Mohan Swarup,Shri",Congress,Pilibhit (Uttar Pradesh )
289,"Mohinder Kaur,Smt.",Congress,Patiala (Punjab )
290,"Mohsin,Shri Fakruddin Husseinsad",Congress,Dharwad South (Mysore )
291,"Molhu Prasad,Shri",SSCP,Bansgaon-SC (Uttar Pradesh )
292,"Mondal,Shri Jugal",Congress,Uluberia (West Bengal )
293,"Mrityunjay Prasad,Shri",Congress,Maharajganj (Bihar )
294,"Muhammad Ismail,Shri M.",ML,Manjeri (Kerala )
295,"Muhammed Sheriff,Shri S.M.",ML,Ramanthapuram (Madras )
296,"Mukerjee,Smt. Sharda",Congress,Ratnagiri (Maharashtra )
297,"Mukerjee,Shri Hirendra Nath",CP,Calcutta North East (West Bengal )
298,"Mukne,H.H. Raja Yeshwantrao",Congress,Dahanu-ST (Maharashtra )
299,"Mulla,Shri Anand Narain",Ind.,Lucknow (Uttar Pradesh )
300,"Murthy,Shri Bayya Suryanarayana",Congress,Amalapuram-SC (Andhra Pradesh )
301,"Murti,Shri Missula Suryanarayana",Congress,Anakapalli (Andhra Pradesh )
302,"Naghnoor,Shri M.N.",Congress,Belgaum (Mysore )
303,"Naidu,Shri N.P.C.",Congress,Chittoor (Andhra Pradesh )
304,"Naidu,Shri T.D.Ramabadran",DMK,Tindivanam (Madras )
305,"Naik,Shri Raja Venkatappa",Swatantra Party,Raichur (Mysore )
306,"Naik,Shri Gurucharan",Swatantra Party,Keonjhar-ST (Odisha )
307,"Nair,Shri N. Sreekantan",RSP,Quilon (Kerala )
308,"Nair,Shri P.K. Vasudevan",CP,Peermade (Kerala )
309,"Nambiar,Shri K. Ananda",CP(M),Tiruchirapalli (Madras )
310,"Nanda,Shri Gulzarilal",Congress,Kaithal (Haryana )
311,"Narayanan,Shri B.",DMK,Pollachi (Madras )
312,"Nardeo Snatak,Shri",Congress,Hathras-SC (Uttar Pradesh )
313,"Nath Pai,Shri Bapu",PSP,Rajapur (Maharashtra )
314,"Nayanar,Shri E.K.",CP(M),Palghat (Kerala )
315,"Nayar,Smt. Shakuntala",Jan Sangh,Kaiserganj (Uttar Pradesh )
316,"Nayar,Dr. Sushila",Congress,Jhansi (Uttar Pradesh )
317,"Nayar,Shri K.K.",Jan Sangh,Bahraich (Uttar Pradesh )
318,"Nesamony,Shri A.",Congress,Nagercoil (Madras )
319,"Nihal Singh,Shri",SSCP,Chandauli (Uttar Pradesh )
320,"Nihalsinghwala,Shri Gurcharan Singh",Congress,Ferozepur (Punjab )
321,"Nirlep Kaur,Sardarni",Akali(Sant),Sangrur (Punjab )
322,"Nitiraj Singh,Chaudhary",Congress,Hoshangabad (Madhya Pradesh )
323,"Oberoi,Shri M.S.",Jharkhand,Hazaribagh (Bihar )
324,"Onkar Singh,Shri J.S.",Jan Sangh,Budaun (Uttar Pradesh )
325,"Oraon,Shri Kartik",Congress,Lohardaga-ST (Bihar )
326,"Padmawati Devi,Smt.",Congress,Rajnandgaon (Madhya Pradesh )
327,"Pahadia,Shri Jagannath",Congress,Hindaun-SC (Rajasthan )
328,"Pandey,Shri Vishwa Nath",Congress,Salempur (Uttar Pradesh )
329,"Pandey,Shri Kashi Nath",Congress,Padrauna (Uttar Pradesh )
330,"Pandey,Shri Sarjoo",CP,Ghazipur (Uttar Pradesh )
331,"Pandit,Smt. Vijaya Lakshmi",Congress,Phulpur (Uttar Pradesh )
332,"Panigrahi,Shri Chintamani",Congress,Bhubaneswar (Odisha )
333,"Pant,Shri Krishna Chandra",Congress,Nainital (Uttar Pradesh )
334,"Paokai Haokip,Shri",Ind.,Outer Manipur-ST (Manipur )
335,"Parmar,Shri Bhaljibhai Ravjibhai",Congress,Dohad-ST (Gujarat )
336,"Parmar,Shri Dahyabhai",Swatantra Party,Patan-SC (Gujarat )
337,"Partap Singh,Shri",Congress,Shimla-SC (Himachal Pradesh )
338,"Parthasarthy,Shri Pothuraju",Congress,Rajampet (Andhra Pradesh )
339,"Paswan,Shri Kedar",SSCP,Rosera-SC (Bihar )
340,"Patel,Shri Manubhai M.",Congress,Dabhoi (Gujarat )
341,"Patel,Shri Pashabhai",Swatantra Party,Baroda (Gujarat )
342,"Patel,Shri Nanubhai Nichhabhai",Congress,Bulsar-ST (Gujarat )
343,"Patel,Shri J.H.",SSCP,Shimoga (Mysore )
344,"Patel,Shri Manibhai J.",Congress,Damoh (Madhya Pradesh )
345,"Patel,Dr. Baburao",Ind.,Shajapur-SC (Madhya Pradesh )
346,"Patil,Shri Tulsiram Abaji",Congress,Osmanabad-SC (Maharashtra )
347,"Patil,Shri Chudaman Ananda Rawandale",Congress,Dhulia (Maharashtra )
348,"Patil,Shri Deorao Shioram",Congress,Yavatmal (Maharashtra )
349,"Patil,Shri Anantrao Vithalrao",Congress,Ahmednagar (Maharashtra )
350,"Patil,Shri Nana Ramchandra",CP,Bhir (Maharashtra )
351,"Patil,Shri Sadashiv Daji",Congress,Sangli (Maharashtra )
352,"Patil,Shri G.D.",Swatantra Party,Bijapur (Mysore )
353,"Patil,Shri Sanganagouda Basanagouda",Congress,Bagalkot (Mysore )
354,"Patil,Shri Sadashiv Kanoji",Congress,Banaskantha (Gujarat )
355,"Patodia,Shri D.N.",Swatantra Party,Jalore-SC (Rajasthan )
356,"Poonacha,Shri C.M.",Congress,Mangalore (Mysore )
357,"Prabodh Chandra,Shri",Congress,Gurdaspur (Punjab )
358,"Pradhani,Shri Khagapati",Congress,Nowrangpur-ST (Odisha )
359,"Pramanik,Shri Jatindra Nath",Congress,Balurghat-SC (West Bengal )
360,"Prasad,Shri Y. Ankeenidu",Congress,Machilipatnam (Andhra Pradesh )
361,"Prasad,Shri Shiva Chandika",Congress,Jamshedpur (Bihar )
362,"Priendra Shah,Shri Trilokshah Lal",Jan Sangh,Kanker-ST (Madhya Pradesh )
363,"Puri,Dr. Surya Prakash",Ind.,Nawada-SC (Bihar )
