,Member,Party Name,Constituency
52,"Bhattacharyya,Shri C.K.",Congress,West Dinajpur (West Bengal )
53,"Bhawani Prasad,Shri",Congress,Sitapur (Uttar Pradesh )
54,"Bhogji,Shri",Congress,Banswara-ST (Rajasthan )
55,"Bibhuti Mishra,Shri",Congress,Bagaha-SC (Bihar )
56,"Bidari,Shri Ramappa Balappa",Congress,Bijapur South (Mysore )
57,"Birbal Singh,Shri",Congress,Jaunpur (Uttar Pradesh )
58,"Birendra Bahadur Singh,Major Raja Bahadur",Congress,Raipur (Madhya Pradesh )
59,"Bisht,Shri Jang Bahadur Singh",Congress,Almora (Uttar Pradesh )
60,"Biswas,Shri Bhola Nath",Congress,Katihar (Bihar )
61,"Boddiapalli,Shri Rajagopala Rao",Congress,Srikakulam (Andhra Pradesh )
62,"Borooah,Shri Prafulla Chandra",Congress,Sibsagar (Assam )
63,"Bose,Shri Prabhat Chandra",Congress,Dhanbad (Bihar )
64,"Brahm Perkash,Chowdhury",Congress,Delhi Sadar (NCT of Delhi )
65,"Brajesh,Pandit Braj Naraian",Hindu Mahasabha,Shivpuri (Madhya Pradesh )
66,"Brajeshwar Prasad,Shri",Congress,Gaya-SC (Bihar )
67,"Chakravartty,Smt. Renu",CP,Basirhat (West Bengal )
68,"Chanda,Shri Anil Kumar",Congress,Birbhum-SC (West Bengal )
69,"Chandak,Shri BHikulal Lachhimichand",Congress,Chhindwara (Madhya Pradesh )
70,"Chandramani,Shri Kalo",GP,Sundergarh-ST (Odisha )
71,"Chandrashanker,Shri Manishankar Bhat",Congress,Broach (Bombay )
72,"Chaturvedi,Shri Rohanlal",Congress,Etawah (Uttar Pradesh )
73,"Chaudhari,Shri Ranbir Singh",Congress,Rohtak (Punjab )
74,"Chaudhuri,Shri Tridib",RSP,Berhampore (West Bengal )
75,"Chaudhury,Shri Suresh Chandra",Jharkhand,Dumka-ST (Bihar )
76,"Chavan,Shri Dajisaheb Ramrao",PAWPI,Karad (Bombay )
77,"Chavda,Shri Akbarbhai Dalumiya",Congress,Banaskantha (Bombay )
78,"Chawdhary,Dr. Chandra Mani Lal",Congress,Hajipur-SC (Bihar )
79,"Choudhuri,Smt. Ila Pal",Congress,Nabadwip-SC (West Bengal )
80,"Chuni Lal,Shri",Congress,Ambala-SC (Punjab )
81,"Dabhi Thakor,Shri Fatehsinhji Ratansinhji",MJP,Kaira (Bombay )
82,"Daljit Singh,Sardar",Congress,Kangra (Punjab )
83,"Damani,Shri Suraj Ratan Fatehchand",Congress,Jalore-SC (Rajasthan )
84,"Damar,Shri Amar Singh",Congress,Jhabua-ST (Madhya Pradesh )
85,"Dange,Shri Shripad Amrit",CP,Bombay City Central-SC (Bombay )
86,"Das,Shri Kamal Krishna",Congress,Birbhum-SC (West Bengal )
87,"Das,Dr. Mono Mohan",Congress,Asansol (West Bengal )
88,"Das,Shri Shree Narayan",Congress,Darbhanga (Bihar )
89,"Das,Shri Nayan Tara",Congress,Monghyr (Bihar )
90,"Das,Shri Ram Dhani",Congress,Nawada-SC (Bihar )
91,"Dasappa,Shri H.C.",Congress,Bangalore (Mysore )
92,"Dass,Shri Lala Thakur",Congress,Kathua (Jammu and Kashmir )
93,"Datar,Shri Balwantrao Nageshrao",Congress,Belgaum (Mysore )
94,"Daulta,Chaudhary Pratap Singh",CP,Jhajjar-Rewari (Punjab )
95,"Deb,Shri Dasaratha",CP,Tripura East-ST (Tripura )
96,"Deb,Shri Narasingha Malla Ugal Sanda",Congress,Midnapore (West Bengal )
97,"Deo,Shri Laxmi Narayan Bhanja",Ind.,Keonjhar-ST (Odisha )
98,"Deo,Shri Pratap Keshari",GP,Kalahandi (Odisha )
99,"Deo,Shri Shankar",Congress,Gulbarga (Mysore )
100,"Desai,Shri Morarji Ranchhodji",Congress,Surat (Bombay )
101,"Deshmukh,Shri Krishnarao Gulabrao",Congress,Ramtek (Bombay )
102,"Deshmukh,Dr. Punjabrao Shamrao",Congress,Amravati (Bombay )
103,"Dhanagar,Shri Banshi Das",PSP,Mainpuri (Uttar Pradesh )
104,"Dharmalingam,Shri R.",Ind.,Tiruvannamalai (Madras )
105,"Dhodia,Shri Sanji Rupji",Congress,
106,"Dige,Shri Shankarrao Khanderao",SCF,Kolhapur-SC (Bombay )
107,"Dindod,Shri Jaljibhai Koyabhai",Congress,Dohad-ST (Bombay )
108,"Dinesh Singh,Shri",Congress,Banda (Uttar Pradesh )
109,"Dora,Shri Dippala Suri",Socialist,Parvathipuram-ST (Andhra Pradesh )
110,"Dube,Shri Mulchand",Congress,Farrukhabad (Uttar Pradesh )
111,"Dublish,Shri Vishnu Sharan",Congress,Sardhana (Uttar Pradesh )
112,"Dwivedi,Shri Mannoolal",Congress,Hamirpur (Uttar Pradesh )
113,"Dwivedy,Shri Surendranath",PSP,Kendrapara (Odisha )
114,"Easwaran Iyer,Shri S.",Ind.,Trivandrum (Kerala )
115,"Elayaperumal,Shri L.",Congress,Chidambaram-SC (Madras )
116,"Elias,Shri Mohammed",CP,Howrah (West Bengal )
117,"Ering,Shri D.",Congress,
118,"Gaewad,Shri Fatesinghrao Pratapsinghrao",Congress,Baroda (Bombay )
119,"Gaikwad,Shri B.K.",SCF,Nasik (Bombay )
120,"Ganapathy,Shri T.",Congress,Tiruchendur (Madras )
121,"Ganapati Ram,Shri",Congress,Jaunpur (Uttar Pradesh )
122,"Gandhi,Shri Feroze",Congress,Raebareli (Uttar Pradesh )
123,"Gandhi,Shri Maneklal Maganlal",Congress,Panchmahals (Bombay )
124,"Ganga Devi,Smt.",Congress,Unnao-SC (Uttar Pradesh )
125,"Gangadeb,Shri Badakumar Pratap",GP,Angul (Odisha )
126,"Ganpat Sahai,Shri",Congress,Sultanpur (Uttar Pradesh )
127,"Gautam,Shri Chintaman Dhivruji",Congress,Balaghat (Madhya Pradesh )
128,"Ghare,Shri A.Vnekatrao",PAWPI,Jalna (Bombay )
129,"Ghosal,Shri Aurobindo",FB(M),Uluberia (West Bengal )
130,"Ghose,Shri Bimal Comar",PSP,Barrackpore (West Bengal )
131,"Ghose,Shri Subiman",FB(M),Burdwan (West Bengal )
132,"Ghosh,Shri Nalini Ranjan",Congress,Cooch Behar-SC (West Bengal )
133,"Ghosh,Shri Atulya",Congress,Asansol (West Bengal )
134,"Ghosh,Shri Mohindra Kumar",Congress,Jamshedpur (Bihar )
135,"Godsora,Shri Shambhu Charan",Jharkhand,Singhbhum-ST (Bihar )
136,"Gohain,Shri Chowkhamoon",Congress,
137,"Gohokar,Dr. Deorao Yeshwantrao",Congress,Yeotmal (Bombay )
138,"Gopalan,Shri Ayillath Kuttieri",CP,Kasaragod (Kerala )
139,"Goray,Shri Narayan Ganesh",PSP,Poona (Bombay )
140,"Goundar,Shri N.P. Shanmugha",CRC,Tindivanam (Madras )
141,"Gounder,Shri A. Doraiswami",Congress,Tiruppattur (Madras )
142,"Gounder,Shri K. Periaswami",Congress,Karur (Madras )
143,"Guha,Shri Arun Chandra",Congress,Barasat (West Bengal )
144,"Gupta,Shri Sadhan Ch.",CP,Calcutta East (West Bengal )
145,"Gupta,Shri Bibhuti Bhushan Das",MLSS,Purulia (West Bengal )
146,"Gupta,Shri Indrajit",CP,Calcutta (West Bengal )
147,"Gupta,Shri Ram Krishan",Congress,Mahendragarh (Punjab )
148,"Gupta,Shri Chheda Lal",Congress,Hardoi-SC (Uttar Pradesh )
149,"Hajarnavis,Shri Ramchandra Matand",Congress,Bhandara-SC (Bombay )
150,"Halder,Shri Kansari",CP,Diamond Harbour (West Bengal )
151,"Hansda,Shri Subodh Chandra",Congress,Midnapore (West Bengal )
152,"Har Govind,Shri",Congress,Almora (Uttar Pradesh )
153,"Harvani,Shri Ansar",Congress,Fatehpur (Uttar Pradesh )
154,"Hathi,Shri Jaisukhlal Lalshankar",Congress,Halar (Bombay )
155,"Hazarika,Shri J.N.",Congress,Dibrugarh (Assam )
156,"Heda,Shri Harish Chandra",Congress,Nizamabad (Andhra Pradesh )
157,"Hem Barua,Shri",PSP,Gauhati (Assam )
158,"Hem Raj,Shri",Congress,Kangra (Punjab )
159,"Hifzur Rahman,Maulana Mohammad",Congress,Amroha (Uttar Pradesh )
160,"Hoover,Shri Hynniewta",Ind.,Autonomous District-ST (Assam )
161,"Imam,Shri J. Mohamed",Swatantra Party,Chitradurga (Mysore )
162,"Iqbal Singh,Sardar",Congress,Ferozepur (Punjab )
163,"Iyyani,Shri V. Eacharan",Congress,Palghat (Kerala )
164,"Jadhav,Shri Yadav Narain",PSP,Malegaon (Bombay )
165,"Jagjivan Ram,Shri",Congress,Sasaram-SC (Bihar )
166,"Jain,Shri Mool Chand",Congress,Kaithal (Punjab )
167,"Jain,Shri Ajit Prasad",Congress,Saharanpur (Uttar Pradesh )
168,"Jaipal Singh,Shri",Jharkhand,Ranchi West-ST (Bihar )
169,"Jamir,Shri S.C.",Congress,Naga Hills Tuensang Area (Nagaland )
170,"Jangde,Shri Resham Lal",Congress,Bilaspur-SC (Madhya Pradesh )
171,"Jedhe,Shri Gulabrao Keshavrao",Congress,Baramati (Bombay )
172,"Jedhe,Shri Keshavrao Marutirao",Congress,Baramati (Bombay )
173,"Jena,Shri Kanhu Charan",Congress,Balasore (Odisha )
174,"Jhunjhunwala,Shri Banarsi Prasad",Congress,Bhagalpur Central (Bihar )
175,"Jinachandran,Shri M.K.",Congress,Tellicherry (Kerala )
176,"Jogendra Sen,Shri",Congress,Mandi (Himachal Pradesh )
177,"Jogendra Singh,Sardar",Congress,Bahraich Distt. (West) (Uttar Pradesh )
178,"Joshi,Smt. Subhadra",Congress,Ambala-SC (Punjab )
179,"Joshi,Shri Liladhar",Congress,Shajapur-SC (Madhya Pradesh )
180,"Joshi,Shri Anand Chandra",Congress,Shahdol-ST (Madhya Pradesh )
181,"Ju Deo,Maharajkumar Chandikeshwar Sharan Singh",Congress,Surguja-ST (Madhya Pradesh )
182,"Jyotishi,Pandit Jwala Prasad",Congress,Sagar-SC (Madhya Pradesh )
183,"Kale,Smt. Anasuyabai Purushottam",Congress,Nagpur (Bombay )
184,"Kamble,Dr. Devrao Namdevrao Pathrikar",Congress,Nanded-SC (Bombay )
185,"Kamble,Shri Bapu Chandrasen",Ind.,Kopargaon-SC (Bombay )
186,"Kanakasabai Pillai,Shri R.",Congress,Chidambaram-SC (Madras )
187,"Kanungo,Shri Nityanand",Congress,Cuttack (Odisha )
188,"Kar,Shri Prabhat",CP,Hooghly (West Bengal )
189,"Karmarkar,Shri Dattatraya Parasuram",Congress,Dharwad North (Mysore )
190,"Karni Singh,Dr.Maharaja Bikaner",Ind.,Bikaner (Rajasthan )
191,"Kashi Ram,Shri V.",Congress,Nalgonda (Andhra Pradesh )
192,"Kasliwal,Shri Nemi Chandra",Congress,Kota (Rajasthan )
193,"Katti,Shri Datta Appa",SCF,Chikodi-SC (Mysore )
194,"Kayal,Shri Paresh Nath",Congress,Basirhat (West Bengal )
195,"Kedaria,Shri Chhaganbhai Madaribhai",Congress,Mandavi-ST (Bombay )
196,"Kesar Kumari,Devi,Rani",Congress,Raipur (Madhya Pradesh )
197,"Keshava,Shri N. alias N. Keshavaiengar",Congress,Bangalore City (Mysore )
198,"Keskar,Dr. Balkrishna Vishwanath",Congress,Musafirkhana (Uttar Pradesh )
199,"Khadilkar,Shri Raghunath Keshav",MKP,Ahmednagar (Bombay )
200,"Khadiwala,Shri Kanhaiyalal",Congress,Indore (Madhya Pradesh )
201,"Khan,Shri Osman Ali S.",Congress,Kurnool (Andhra Pradesh )
202,"Khan,Shri Sadath Ali",Congress,Warangal (Andhra Pradesh )
203,"Khan,Shri Shah Nawaz",Congress,Meerut (Uttar Pradesh )
204,"Khedkar,Shri Gopalrao Bajirao",Congress,Akola-SC (Bombay )
205,"Khimji,Shri Bhawanji Arjan",Congress,Kutch (Bombay )
206,"Khuda Buksh,Shri Muhammed",Congress,Murshidabad (West Bengal )
207,"Khwaja,Shri A. Jamal Y.",Congress,Aligarh (Uttar Pradesh )
208,"Kiledar,Shri R.S.",Congress,Hoshangabad (Madhya Pradesh )
209,"Kistaiya,Shri Surti",Congress,Bastar-ST (Madhya Pradesh )
210,"Kodiyan,Shri P.K.",CP,Quilon (Kerala )
211,"Koratkar,Shri V.K.",Congress,Hyderabad City (Andhra Pradesh )
212,"Kotoki,Shri Liladhar",Congress,Nowgong (Assam )
213,"Kottukapally,Shri George Thomas",Congress,Muvattupuzha (Kerala )
214,"Koya,Shri K. Nalla",Congress,
215,"Kripalani,Acharya J.B.",PSP,Sitamarhi (Bihar )
216,"Kripalani,Smt. Sucheta",Congress,New Delhi (NCT of Delhi )
217,"Krishna,Shri M.R.",Congress,Karimnagar (Andhra Pradesh )
218,"Krishna Chandra,Shri",Congress,Jalesar (Uttar Pradesh )
219,"Krishnaiah,Shri D. Balarama",Congress,Gudiwada (Andhra Pradesh )
220,"Krishnamachari,Shri T.T.",Congress,Madras South (Madras )
221,"Krishnan,Smt. Parvathi",CP,Coimbatore (Madras )
222,"Krishnappa,Shri M.V.",Congress,Tumkur (Mysore )
223,"Krishnaswami,Dr. A.",Ind.,Chengleput (Madras )
224,"Kumaran,Shri M.K.",CP,Chirayinkil (Kerala )
225,"Kumbhar,Shri Banamali",GP,Sambalpur (Odisha )
226,"Kunhan,Shri Patinjara",CP,Palghat (Kerala )
227,"Kureel,Shri Baijnath",Congress,Raebareli (Uttar Pradesh )
228,"Lachchi Ram,Chaudhary",Congress,Hamirpur (Uttar Pradesh )
229,"Lahiri,Shri Jiten",Congress,Serampore (West Bengal )
230,"Laisram,Shri Achaw Singh",Socialist,Inner Manipur (Manipur )
231,"Lalita Rajya Laxmi,Rani",Janata Party,Hazaribagh (Bihar )
232,"Laskar,Prof. Nibaran Chandra",Congress,Cachar-SC (Assam )
233,"Latif,Shri M. Abdul",Congress,Bijnor-SC (Uttar Pradesh )
234,"Laxmi Bai,Smt. Sangam",Congress,Vicarabad (Andhra Pradesh )
235,"Madhok,Shri Bal Raj",Jan Sangh,New Delhi (NCT of Delhi )
236,"Mahadeo Prasad,Shri",Congress,Gorakhpur (Uttar Pradesh )
237,"Mahagaonkar,Shri Bhausaheb Raosaheb",PAWPI,Kolhapur (Bombay )
238,"Mahendra Pratap,Raja",Ind.,Mathura (Uttar Pradesh )
239,"Maheshwari,Dr. Govind Das Jeewan Das",Congress,Jabalpur (Madhya Pradesh )
240,"Maiti,Shri Nikunja Bihari",Congress,Ghatal (West Bengal )
241,"Majhi,Shri Ram Chandra",Jharkhand,Mayurbhanj-ST (Odisha )
242,"Majithia,Sardar Surjit Singh",Congress,Taran Taran (Punjab )
243,"Malaviya,Shri Govind",Congress,Sultanpur (Uttar Pradesh )
244,"Malaviya,Shri Keshav Dev",Congress,Basti-SC (Uttar Pradesh )
245,"Malhotra,Shri Inder Jit",Congress,Kathua (Jammu and Kashmir )
246,"Malliah,Shri U. Srinivasa",Congress,Udupi (Mysore )
247,"Mallik,Shri D.C.",Congress,Dhanbad (Bihar )
248,"Malvia,Shri Kanhaiyalal Bherulal",Congress,Shajapur-SC (Madhya Pradesh )
249,"Malviya,Shri Moti Lal",Congress,Khajuraho (Madhya Pradesh )
250,"Manaen,Shri T.",Congress,Darjeeling (West Bengal )
251,"Manay,Shri Gopal Kaluji",SCF,Bombay City Central-SC (Bombay )
252,"Mandal,Dr. Pashupati",Congress,Bankura (West Bengal )
253,"Mandal,Shri Jiyalal",Congress,Khagaria (Bihar )
254,"Maniyangadan,Shri Mathew",Congress,Kottayam (Kerala )
255,"Manjula Devi,Rani",Congress,Goalpara-ST (Assam )
256,"Mardi,Shri Selku",Congress,West Dinajpur (West Bengal )
257,"Masani,Shri M.R.",Ind.,Ranchi East-ST (Bihar )
258,"Masuriya Din,Shri",Congress,Phulpur (Uttar Pradesh )
259,"Matera,Shri Laxman Mahadu",CP,Thana (Bombay )
260,"Mathur,Shri Harish Chandra",Congress,Pali (Rajasthan )
261,"Mathur,Shri Mathuradas",Congress,Nagaur (Rajasthan )
262,"Matin,Qazi S.A.",Janata Party,Giridih (Bihar )
263,"Mehdi,Raja Syed Ahmad",Congress,Rampur (Uttar Pradesh )
264,"Mehta,Shri Jaswantraj",Congress,Jodhpur (Rajasthan )
265,"Mehta,Shri Ashok Ranjitram",PSP,Muzaffarpur (Bihar )
266,"Mehta,Smt. Krishna",Congress,Kishtwar (Jammu and Kashmir )
267,"Mehta,Shri Balvantray Gopalji",Congress,Gohilwad (Bombay )
268,"Melkote,Dr. Gopal S.",Congress,Raichur (Mysore )
269,"Menon,Dr. K.B.",PSP,Badagara (Kerala )
270,"Menon,Shri T.C.Narayanankutty",CP,Mukundapuram (Kerala )
271,"Menon,Shri V.K. Krishna",Congress,Bombay City North (Bombay )
272,"Minimata Agam Dass Guru,Smt.",Congress,Baloda Bazar-SC (Madhya Pradesh )
273,"Mishra,Shri Mathura Prasad",Congress,Begusarai (Bihar )
274,"Mishra,Shri Shyam Nandan",Congress,Jainagar (Bihar )
275,"Mishra,Shri Lalit Narayan",Congress,Saharsa (Bihar )
276,"Misra,Shri Raja Ram",Congress,Faizabad (Uttar Pradesh )
277,"Misra,Shri Raghubar Dayal",Congress,Bulandshahar (Uttar Pradesh )
278,"Misra,Shri Bhagwandin",Congress,Kaiserganj (Uttar Pradesh )
279,"Mohan Swarup,Shri",Congress,Pilibhit (Uttar Pradesh )
280,"Mohanty,Shri Surendra",Utkal Congress,Dhenkanal (Odisha )
281,"Mohideen,Shri M. Gulam",Congress,Dindigul (Madras )
282,"Mohiuddin,Shri Ahmed",Congress,Secunderabad (Andhra Pradesh )
283,"Morarka,Shri Radheyshyam Ramkumar",Congress,Jhunjhunu (Rajasthan )
284,"More,Shri Jayawant Ghanashyam",SMS,Sholapur-SC (Bombay )
285,"Mukerjee,Shri Hirendra Nath",CP,Calcutta North East (West Bengal )
286,"Mullick,Shri Baishnab Charan",PSP,Kendrapara (Odisha )
287,"Murmu,Shri Paika",Congress,Rajmahal-ST (Bihar )
288,"Murthy,Shri Bayya Suryanarayana",Congress,Kakinada (Andhra Pradesh )
289,"Murti,Shri Missula Suryanarayana",Congress,Golugonda-ST (Andhra Pradesh )
290,"Musafir,Sardar Gurmukh Singh",Congress,Amritsar (Punjab )
291,"Muthukrishnan,Shri M.",Congress,Vellore (Madras )
292,"Nadar,Shri P. Thanulingam",Congress,Nagercoil (Madras )
293,"Naidu,Shri R. Govindarajulu",Congress,Tiruvallur (Madras )
294,"Naidu,Shri T.D. Muthukumarasamy",CRC,Cuddalore (Madras )
295,"Nair,Shri K. P. Kutti Krishnan",Congress,Kozhikode (Kerala )
296,"Nair,Shri P.K. Vasudevan",CP,Thiruvella (Kerala )
297,"Nair,Shri C. Krishnan",Congress,Outer Delhi-SC (NCT of Delhi )
298,"Naldurgker,Shri Venkatrao Shriniwasrao",Congress,Osmanabad (Bombay )
299,"Nanda,Shri Gulzarilal",Congress,Sabarkantha (Bombay )
300,"Nanjappa,Shri C.",Congress,Nilgiris (Madras )
301,"Narain Din,Shri",Congress,Shahjahanpur (Uttar Pradesh )
302,"Narasimhan,Shri C.R.",Congress,Krishnagiri (Madras )
303,"Narayanaswami,Shri R.",Congress,Periyakulam (Madras )
304,"Nardeo Snatak,Shri",Congress,Aligarh (Uttar Pradesh )
305,"Naskar,Shri Purnendu Sekhar",Congress,Diamond Harbour (West Bengal )
306,"Nath Pai,Shri Bapu",PSP,Rajapur (Bombay )
307,"Nathwani,Shri Narendra Paragji",Congress,Sorath (Bombay )
308,"Nayak,Shri Mohan",Congress,Ganjam (Odisha )
309,"Nayar,Shri V. Parmeswaran",CP,Quilon (Kerala )
310,"Nayar,Dr. Sushila",Janata Party,Jhansi (Uttar Pradesh )
311,"Negi,Shri Nek Ram",Congress,Mahasu-SC (Himachal Pradesh )
312,"Nehru,Shri Jawaharlal",Congress,Phulpur (Uttar Pradesh )
313,"Nehru,Smt. Uma",Congress,Sitapur (Uttar Pradesh )
314,"Neswi,Shri Thimmappa Rudrappa",Congress,Dharwad South (Mysore )
315,"Onkar Lal Chauhan,Shri",Congress,Kota (Rajasthan )
316,"Oza,Shri Ghanshyambhai Chhotalal",Congress,Zalawad (Bombay )
317,"Padal,Shri Kankipati Veeranna",Congress,Golugonda-ST (Andhra Pradesh )
318,"Padam Dev,Shri",Congress,Chamba (Himachal Pradesh )
319,"Pahadia,Shri Jagannath",Congress,Sawai Madhopur-ST (Rajasthan )
320,"Palaniyandy,Shri M.",Congress,Perambalur-SC (Madras )
321,"Pande,Shri C.D.",Congress,Nainital (Uttar Pradesh )
322,"Pandey,Shri Kashi Nath",Congress,Hata (Uttar Pradesh )
323,"Pandey,Shri Sarjoo",CP,Basra (Uttar Pradesh )
324,"Pangarkar,Shri Nagorao Kerojee",Congress,Parbhani (Bombay )
325,"Panigrahi,Shri Chintamani",Congress,Puri (Odisha )
326,"Panna Lal,Shri",Congress,Faizabad-SC (Uttar Pradesh )
327,"Paragi Lal,Shri",Congress,Sitapur-SC (Uttar Pradesh )
328,"Parmar,Shri Deenbandhu",Congress,Udaipur (Rajasthan )
329,"Parmar,Shri Karsandas Ukabhai",Ind.,Ahmedabad-SC (Bombay )
330,"Parmar,Dr. Yeshwant Singh",Congress,Mahasu-SC (Himachal Pradesh )
331,"Parulekar,Shri Shamrao Vishnu",CP,Thana (Bombay )
332,"Patel,Shri Nanubhai Nichhabhai",Congress,Bulsar-ST (Bombay )
333,"Patel,Shri Purushottamdas Rachhoddas",MJP,Mehsana (Bombay )
334,"Patel,Kumari Manibehn Vallabhbhai",Congress,Anand (Bombay )
335,"Patel,Shri Rajeshwara",Congress,Hajipur-SC (Bihar )
336,"Patil,Shri Sadashiv Kanoji",Congress,Bombay City South (Bombay )
337,"Patil,Shri Balasahib alias Balwant",PAWPI,Miraj (Bombay )
338,"Patil,Shri Nana Ramchandra",CP,North Satara (Bombay )
339,"Patil,Shri Rakhmaji Dhondiba",Congress,Bhir (Bombay )
340,"Patil,Shri T.S.",Congress,Akola-SC (Bombay )
341,"Patil,Shri Uttamrao Laxmanrao",Jan Sangh,Dhulia (Bombay )
342,"Patnaik,Shri Uma Charan",Ind.,Ganjam (Odisha )
343,"Pattabhi Raman,Shri C.R.",Congress,Kumbakonam (Madras )
344,"Peddaya,Shri M.",Congress,Nalgonda (Andhra Pradesh )
345,"Pillai,Shri S.C.C. Anthony",Socialist,Madras North (Madras )
346,"Pillai,Shri P.T. Thanu",Congress,Tirunelveli (Madras )
347,"Pocker,Shri B.",Ind.,Manjeri (Kerala )
348,"Prabhakar,Shri Naval",Congress,Outer Delhi-SC (NCT of Delhi )
349,"Prodhan,Shri Bijaya Chandra",GP,Kalahandi (Odisha )
350,"Punnoose,Shri P.T.",CP,Ambalapuzha (Kerala )
351,"Radha Raman,Shri",Congress,Chandni Chowk (NCT of Delhi )
352,"Raghubir Sahai,Shri",Congress,Budaun (Uttar Pradesh )
353,"Raghunath Singh,Shri",Congress,Varanasi (Uttar Pradesh )
354,"Raghuramaiah,Shri Kotha",Congress,Guntur (Andhra Pradesh )
355,"Rai,Smt. Sahodrabai Murlidhar",Congress,Sagar-SC (Madhya Pradesh )
356,"Rai,Shri Kushwaqt alias Bhaiya Lal",PSP,Kheri (Uttar Pradesh )
357,"Raj Bahadur,Shri",Congress,Bharatpur (Rajasthan )
358,"Rajaram Balkrishna Raut,Shri",PAWPI,Kolaba (Bombay )
359,"Rajendra Singh,Shri",PSP,Chapra (Bihar )
360,"Rajiah,Shri Devanapalli",Congress,Nalgonda (Andhra Pradesh )
361,"Raju,Dr. Dalta Satyanarayana",Congress,Rajahmundry (Andhra Pradesh )
362,"Raju,Shri Pusapati Vijayram Gajapati",Socialist,Visakhapatnam (Andhra Pradesh )
363,"Ram Saran,Prof.",Congress,Moradabad (Uttar Pradesh )
364,"Ram Shankar Lal,Shri",Congress,Domariaganj (Uttar Pradesh )
