,Member,Party Name,Constituency
185,"Jayaraman,Shri A.",TNTP,Tindivanam (Madras )
186,"Jena,Shri Kanhu Charan",Congress,Balasore (Odisha )
187,"Jena,Shri Lakshmi Dhar",GP,Dhenkanal West Cuttack-SC (Odisha )
188,"Jena,Shri Niranjan",Congress,Dhenkanal West Cuttack-SC (Odisha )
189,"Jethan,Shri Kherwar",Congress,Palamu cum Hazaribagh cum Ranchi-ST (Bihar )
190,"Jhunjhunwala,Shri Banarsi Prasad",Congress,Bhagalpur Central (Bihar )
191,"Jogendra Singh,Sardar",Congress,Bahraich Distt. (West) (Uttar Pradesh )
192,"Joshi,Shri Jethalal Harikrishna",Congress,Madhya Saurashtra (Saurashtra )
193,"Joshi,Shri Ram Karan",Congress,Jaipur-Sawai Madhopur (Rajasthan )
194,"Joshi,Shri Moreshwar Dinkar",Congress,Ratnagiri South (Bombay )
195,"Joshi,Smt. Subhadra",Congress,Karnal (Punjab )
196,"Joshi,Shri Krishnacharya",Congress,Yadgir (Hyderabad )
197,"Joshi,Shri Liladhar",Congress,Shajapur-Rajagarh (Madhya Bharat )
198,"Joshi,Shri Nand Lal Surya Narayan",Congress,Indore (Madhya Bharat )
199,"Ju Deo,Maharajkumar Chandikeshwar Sharan Singh",Congress,Surguja -Raigarh (Madhya Pradesh )
200,"Kachiroyar,Shri N.D. Govindaswami",TNTP,Cuddalore (Madras )
201,"Kajrolkar,Shri Narayan Sadoba",Congress,Bombay City Central-North-SC (Bombay )
202,"Kakkan,Shri P.",Congress,Madurai (Madras )
203,"Kale,Smt. Anasuyabai Purushottam",Congress,Nagpur (Madhya Pradesh )
204,"Kamaraj Nadar,Shri K.",Congress,Srivilliputhur (Madras )
205,"Kamath,Shri Hari Vishnu",PSP,Hoshangabad (Madhya Pradesh )
206,"Kamble,Dr. Devrao Namdevrao Pathrikar",Congress,Nanded-SC (Hyderabad )
207,"Kandasamy,Shri S.K. Babie",DFSI,Tiruchengode (Madras )
208,"Kanungo,Shri Nityanand",Congress,Kendrapara (Odisha )
209,"Karmarkar,Shri Dattatraya Parasuram",Congress,Dharwar North (Bombay )
210,"Karni Singh,Dr.Maharaja Bikaner",Ind.,Bikaner-Churu (Rajasthan )
211,"Kasliwal,Shri Nemi Chandra",Congress,Kotah-Jhalwar (Rajasthan )
212,"Katham,Shri Birendra Nath",Congress,North Bengal (West Bengal )
213,"Katju,Dr. Kailas Nath",Congress,Mandsaur (Madhya Bharat )
214,"Kaushik,Shri Pannalal R.",Congress,Tonk-SC (Rajasthan )
215,"Kayal,Shri Paresh Nath",Congress,Basirhat (West Bengal )
216,"Kazmi,Shri Syed Mohammad Ahmad",Congress,Sultanpur Distt. (North) cum Faizabad Distt. (South-West) (Uttar Pradesh )
217,"Keishing,Shri Rishang",Socialist,Outer Manipur-ST (Manipur )
218,"Kelappan,Shri K.",KMPP,Ponnani (Madras )
219,"Keshava,Shri N. alias N. Keshavaiengar",Congress,Bangalore North (Mysore )
220,"Keskar,Dr. Balkrishna Vishwanath",Congress,Sultanpur Distt. (South) (Uttar Pradesh )
221,"Khan,Shri Shah Nawaz",Congress,Meerut North East (Uttar Pradesh )
222,"Khan,Shri Sadath Ali",Congress,Ibrahimpatnam (Hyderabad )
223,"Khardekar,Shri Balasaheb Hanumantrao",Ind.,Kolhapur-cum-Satara-SC (Bombay )
224,"Khare,Dr. Narayan Bhaskar",Hindu Mahasabha,Gwalior (Madhya Bharat )
225,"Khedkar,Shri Gopalrao Bajirao",Congress,Buldana-Akola (Madhya Pradesh )
226,"Khimji,Shri Bhawanji Arjan",Congress,Kutch West (Kutch )
227,"Khongmen,Smt. Bonily",Congress,Autonomous District-ST (Assam )
228,"Khuda Bukhsh,Shri Muhammed",Congress,Murshidabad (West Bengal )
229,"Kidwai,Shri Rafi Ahmed",Congress,Bahraich (Uttar Pradesh )
230,"Kirolikar,Shri Wasudeo Shridhar",Congress,Durg (Madhya Pradesh )
231,"Kolay,Shri Jagannath",Congress,Bankura (West Bengal )
232,"Kottukapally,Shri George Thomas",Congress,Meenachil (Travancore-Cochin )
233,"Kripalani,Acharya J.B.",PSP,Bhagalpur cum Purnea-SC (Bihar )
234,"Kripalani,Smt. Sucheta",KMPP,New Delhi (NCT of Delhi )
235,"Krishna,Shri M.R.",SCF,Karimnagar-SC (Hyderabad )
236,"Krishna Chandra,Shri",Congress,Mathura Distt West (Uttar Pradesh )
237,"Krishnamachari,Shri T.T.",Congress,Madras (Madras )
238,"Krishnappa,Shri M.V.",Congress,Kolar-SC (Mysore )
239,"Krishnaswami,Dr. A.",Ind.,Kancheepuram (Madras )
240,"Kumbhar,Shri Ratnappa Bharamappa",Congress,Kolhapur-cum-Satara-SC (Bombay )
241,"Kureel,Shri Baijnath",Congress,Pratapgarh Distt. (West) cum Raebareli Distt. (East)-SC (Uttar Pradesh )
242,"Lakshmayya,Shri Paidi",Congress,Anantapur (Madras )
243,"Lallanji,Shri",Congress,Faizabad Dist. (North-West)-SC (Uttar Pradesh )
244,"Lanka Sundaram,Dr.",Ind.,Vishakapatnam (Madras )
245,"Laskar,Prof. Nibaran Chandra",Congress,Cachar-Lusai Hills-SC (Assam )
246,"Lingam,Shri N.M.",Congress,Coimbatore (Madras )
247,"Lotan Ram,Shri",Congress,Jalaun Dist. cum Etawah Dist.(W) cum Jhansi Dist.(North)-SC (Uttar Pradesh )
248,"Madiah Gowda,Shri T.",Congress,Bangalore South (Mysore )
249,"Mahapatra,Shri Sibnarayan Singh",Congress,Sundergarh-ST (Odisha )
250,"Mahata,Shri Bhajahari",MLSS,Manbhum South cum Dhalbhum-ST (Bihar )
251,"Maheshwari,Dr. Govind Das Jeewan Das",Congress,Mandla Jabalpur South (Madhya Pradesh )
252,"Mahodaya,Shri Vaijanath",Congress,Nimar (Madhya Bharat )
253,"Mahtab,Shri Harekrushna",Congress,Cuttack (Odisha )
254,"Maitra,Shri Mohit Kumar",Ind.,Calcutta North West (West Bengal )
255,"Maitra,Pandit Lakshmi Kant",Congress,Nabadwip-SC (West Bengal )
256,"Majhi,Shri Chaitan",MLSS,Manbhum South cum Dhalbhum-ST (Bihar )
257,"Majhi,Shri Ram Chandra",Congress,Mayurbhanj-ST (Odisha )
258,"Majithia,Sardar Surjit Singh",Congress,Taran Taran (Punjab )
259,"Malaviya,Shri Keshav Dev",Congress,Gonda Distt. (East) cum Basti Distt. (West) (Uttar Pradesh )
260,"Malliah,Shri U. Srinivasa",Congress,South kanara North (Madras )
261,"Malludora,Shri Gam",Ind.,Vishakapatnam (Madras )
262,"Malvia,Shri Bhagu Nandu",Congress,Shajapur-Rajagarh (Madhya Bharat )
263,"Malviya,Shri Moti Lal",Congress,Chhatarpur-Datia-Tikamgarh-SC (Vindhya Pradesh )
264,"Malviya,Pandit Chatur Narain",Congress,Raisen (Bhopal )
265,"Mandal,Dr. Pashupati",Congress,Bankura (West Bengal )
266,"Mascarene,Kumari Annie",Ind.,Trivandrum (Travancore-Cochin )
267,"Masuodi Maulana,Mohammad Saeed",NM,
268,"Masuriya Din,Shri",Congress,Allahabad District (East) cum Jaunpur Distt.(West)-SC (Uttar Pradesh )
269,"Mathew,Prof. C.P.",Congress,Kottayam (Travancore-Cochin )
270,"Mathuram,Dr. Edward Paul",Ind.,Tiruchirapalli (Madras )
271,"Matthen,Shri C.P.",Congress,Thiruvellah (Travancore-Cochin )
272,"Mavalankar,Smt. Sushila Ganesh",Congress,Ahmedabad-SC (Bombay )
273,"Mavalankar,Shri Ganesh Vasudeo",Congress,Ahmedabad-SC (Bombay )
274,"Maydeo,Smt. Indira Anant",Congress,Poona South (Bombay )
275,"Mehta,Shri Balvantray Gopalji",Congress,Gohilwad (Saurashtra )
276,"Mehta,Shri Anup Lal",Congress,Bhagalpur cum Purnea-SC (Bihar )
277,"Mehta,Shri Ashok Ranjitram",PSP,Bhandara (Madhya Pradesh )
278,"Mehta,Shri Balwant Sinha",Congress,Udaipur (Rajasthan )
279,"Mehta,Shri Jaswantraj",Ind.,Jodhpur (Rajasthan )
280,"Menon,Shri K.Achuthan Damodara",KMPP,Kozhikode (Madras )
281,"Minimata Agam Dass Guru,Smt.",Congress,Bilaspur-Durg-Raipur (Madhya Pradesh )
282,"Mishra,Shri Lokenath",Congress,Puri (Odisha )
283,"Mishra,Shri Mathura Prasad",Congress,Monghyr North-West (Bihar )
284,"Mishra,Shri Shyam Nandan",Congress,Darbhanga North (Bihar )
285,"Mishra,Pandit Suresh Chandra",Socialist,Monghyr North-West (Bihar )
286,"Mishra,Shri Lalit Narayan",Congress,Darbhanga cum Bhagalpur (Bihar )
287,"Misra,Shri Raghubar Dayal",Congress,Bulandshahar (Uttar Pradesh )
288,"Misra,Shri Sarju Prasad",Congress,Deoria Distt. South (Uttar Pradesh )
289,"Misra,Pandit Lingaraj",Congress,Khurda (Odisha )
290,"Misra,Shri Bhupendra Nath",Congress,Bilaspur-Durg-Raipur (Madhya Pradesh )
291,"Missir,Shri Vijneshwar",Socialist,Gaya-North (Bihar )
292,"Mohd. Akber,Shri Sofi",AJKN,
293,"Mookerjee,Dr. Shyama Prasad",Jan Sangh,Calcutta South East (West Bengal )
294,"Morarka,Shri Radheyshyam Ramkumar",Congress,Ganganagar-SC (Rajasthan )
295,"More,Shri Krishnaji Laxman",Congress,Kolhapur-cum-Satara-SC (Bombay )
296,"More,Shri Shankarrao Shantaram",PAWPI,Sholapur-SC (Bombay )
297,"Muchaki Kosa,Shri",Ind.,Bastar-ST (Madhya Pradesh )
298,"Mudaliar,Shri C. Ramaswami",Congress,Kumbakonam (Madras )
299,"Muhammad Islamuddin,Shri",Congress,Purnea- North-East (Bihar )
300,"Mukerjee,Shri Hirendra Nath",CP,Calcutta North East (West Bengal )
301,"Mukne,Shri Yeshwantrao Martandrao",Congress,Thana (Bombay )
302,"Murli Manohar,Shri",Ind.,Ballia East (Uttar Pradesh )
303,"Murthy,Shri Bayya Suryanarayana",KMPP,Eluru (Madras )
304,"Musafir,Sardar Gurmukh Singh",Congress,Amritsar (Punjab )
305,"Mushar,Shri Kirai",Socialist,Bhagalpur cum Purnea-SC (Bihar )
306,"Muthukrishnan,Shri M.",Congress,Vellore (Madras )
307,"Naidu,Shri Nalla Reddi",Socialist,Rajamundry (Madras )
308,"Naidu,Shri R. Govindarajulu",Congress,Tiruvallur (Madras )
309,"Nair,Shri N. Sreekantan",RSP,Quilon cum Mavelikkara-SC (Travancore-Cochin )
310,"Nair,Shri C. Krishnan",Congress,Outer Delhi-SC (NCT of Delhi )
311,"Nambiar,Shri K. Ananda",CP,Mayuram-SC (Madras )
312,"Namdhari,Shri Atma Singh",Congress,Fazilka-Sirsa (Punjab )
313,"Nanadas,Shri Mangalagiri",Ind.,Ongole (Madras )
314,"Nanda,Shri Gulzarilal",Congress,Sabarkantha (Bombay )
315,"Nandkar,Shri Anant Savalaram",Congress,Thana (Bombay )
316,"Narasimham,Shri S.V.Laxmi",Ind.,Guntur (Madras )
317,"Narasimhan,Shri C.R.",Congress,Krishnagiri (Madras )
318,"Nardeo Snatak,Shri",Congress,Aligarh Distt.-SC (Uttar Pradesh )
319,"Naskar,Shri Purnendu Sekhar",Congress,Diamond Harbour (West Bengal )
320,"Natarajan,Shri S.S.",Congress,Srivilliputhur (Madras )
321,"Natawadkar,Shri Jayantrao Ganpat",Congress,West Khandesh-ST (Bombay )
322,"Natesan,Shri P.",Congress,Tiruvallur (Madras )
323,"Nathany,Shri Hari Ram",RRP,Bhilwara (Rajasthan )
324,"Nathwani,Shri Narendra Paragji",Congress,Sorath (Saurashtra )
325,"Nayar,Smt. Shakuntala",Hindu Mahasabha,Gonda Dist (West) (Uttar Pradesh )
326,"Nayar,Shri V. Parmeswaran",UFL,Chirayinkil (Travancore-Cochin )
327,"Nehru,Shri Jawaharlal",Congress,Allahabad Distt. East (Uttar Pradesh )
328,"Nehru,Smt. Sheorajvati",Congress,Lucknow Distt. (Central) (Uttar Pradesh )
329,"Nehru,Smt. Uma",Congress,Sitapur District cum Kheri Distt. West-SC (Uttar Pradesh )
330,"Nesamony,Shri A.",TTC,Nagercoil (Travancore-Cochin )
331,"Neswi,Shri Thimmappa Rudrappa",Congress,Dharwar South (Bombay )
332,"Nevatia,Shri Rameshwar Prasad",Congress,Shahabad (Uttar Pradesh )
333,"Nijalingappa,Shri S.",Congress,Chitradurga (Mysore )
334,"Pande,Shri Badri Dutt",Congress,Almora District North-East (Uttar Pradesh )
