,Member,Party Name,Constituency
62,"Bopche,Dr. Khushal Parasram",BJP,Bhandara (Maharashtra )
63,"Brahm Dutt,Shri",Congress(I),Tehri Garhwal (Uttar Pradesh )
64,"Brahmbhatt,Shri Prakash Koko",JD,Baroda (Gujarat )
65,"Bulara,Smt. Rajinder Kaur",SAD(M),Ludhiana (Punjab )
66,"Chakraborty,Shri Susanta",CPI(M),Howrah (West Bengal )
67,"Chand Ram,Shri",JD,Hardoi-SC (Uttar Pradesh )
68,"Chandra Shekhar,Shri",JD,Ballia (Uttar Pradesh )
69,"Chandra Shekhar Singh,Shri",JD,Maharajganj (Bihar )
70,"Chandrasekhar,Smt. Maragatham",Congress(I),Sriperumbudur-SC (Tamil Nadu )
71,"Chandrashekarappa,Shri T.V.",Congress(I),Shimoga (Karnataka )
72,"Charles,Shri A.",Congress(I),Trivandrum (Kerala )
73,"Chatterjee,Shri Nirmal Kanti",CPI(M),Dumdum (West Bengal )
74,"Chatterjee,Shri Somnath",CPI(M),Bolpur (West Bengal )
75,"Chaudhary,Shri Ram Prakash",Congress(I),Ambala-SC (Haryana )
76,"Chaudhary,Shri Ishwar",BJP,Gaya-SC (Bihar )
77,"Chaudhary,Shri Rudrasen",BJP,Kaiserganj (Uttar Pradesh )
78,"Chaudhry,Sqn.Ldr.(Retd.) Kamal",BJP,Hoshiarpur (Punjab )
79,"Chauhan,Shri Bega Ram",JD,Ganganagar-SC (Rajasthan )
80,"Chauhan,Shri Prabhatsinh",JD,Kaira (Gujarat )
81,"Chavan,Smt. Premalabai Dajisaheb",Congress(I),Karad (Maharashtra )
82,"Chavda,Shri Khemchandbhai",JD,Patan-SC (Gujarat )
83,"Chennithala,Shri Ramesh",Congress(I),Kottayam (Kerala )
84,"Chennupati,Smt. Vidya",Congress(I),Vijayawada (Andhra Pradesh )
85,"Chhatwal,Shri Sartaj Singh",BJP,Hoshangabad (Madhya Pradesh )
86,"Chidambaram,Shri Palaniappan",Congress(I),Sivaganga (Tamil Nadu )
87,"Chinta Mohan,Dr.",Congress(I),Tirupathi-SC (Andhra Pradesh )
88,"Choudhary,Shri Ram Prasad",JD,Khalilabad (Uttar Pradesh )
89,"Choudhary,Shri Lokanath",CPI,Jagatsinghpur (Odisha )
90,"Choudhury,Shri Saifuddin",CPI(M),Katwa (West Bengal )
91,"Choudhury,Shri A.B.A. Ghani Khan",Congress(I),Malda (West Bengal )
92,"Chowdhary,Shri Dasai",JD,Rosera-SC (Bihar )
93,"Commander,Shri Mohamad Hassan",Ind.,Ladakh (Jammu and Kashmir )
94,"Damor,Shri Somjibhai",Congress(I),Dohad-ST (Gujarat )
95,"Dandavate,Prof. Madhu",JD,Rajapur (Maharashtra )
96,"Danwe,Shri Pundlik Hari",BJP,Jalna (Maharashtra )
97,"Das,Shri Bhakta Charan",JD,Kalahandi (Odisha )
98,"Das,Shri Anadi Charan",JD,Jajpur-SC (Odisha )
99,"Dasgupta,Dr. Biplab",CPI(M),Calcutta South (West Bengal )
100,"Datta,Shri Amal",CPI(M),Diamond Harbour (West Bengal )
101,"Deb Burman,H.H.Maharaja Manikya Kirit Bikram Kishore",Congress(I),Tripura East-ST (Tripura )
102,"Delkar, Shri Mohan S. ,",Ind.,Dadra and Nagar Haveli-ST (Dadra and Nagar Haveli )
103,"Dennis,Shri N.",Congress(I),Nagercoil (Tamil Nadu )
104,"Deora,Shri Murli",Congress(I),Bombay South (Maharashtra )
105,"Deshmukh,Shri Anantrao",Congress(I),Washim (Maharashtra )
106,"Deshmukh,Prof. Ashokrao Anandrao",SS,Parbhani (Maharashtra )
107,"Deshmukh,Shri Sudam",CPI,Amravati (Maharashtra )
108,"Deshmukh,Shri Chandubhai Shanabhai",BJP,Broach (Gujarat )
109,"Dev,Shri Sontosh Mohan",Congress(I),Tripura West (Tripura )
110,"Devarajan,Shri B.",Congress(I),Rasipuram-SC (Tamil Nadu )
111,"Devi Lal,Shri",JD,Sikar (Rajasthan )
112,"Dhakne,Shri Babanrao Dadaba",JD,Beed (Maharashtra )
113,"Dhankhar,Ch. Jagdeep",JD,Jhunjhunu (Rajasthan )
114,"Dhanraj Singh,Shri",JD,Monghyr (Bihar )
115,"Dhawan,Shri Harmohan",JD,Chandigarh (Chandigarh )
116,"Dhumal,Prof. Prem Kumar",BJP,Hamirpur (Himachal Pradesh )
117,"Dikshit,Shri Narsingh Rao",BJP,Bhind (Madhya Pradesh )
118,"Dinesh Singh,Shri",Congress(I),Pratapgarh (Uttar Pradesh )
119,"Dome,Dr. Ram Chandra",CPI(M),Birbhum-SC (West Bengal )
120,"Dore,Shri Raja Ambanna Nayak",Congress(I),Raichur (Karnataka )
121,"Dutt,Shri Sunil",Congress(I),Bombay North West (Maharashtra )
122,"Faleiro,Shri Eduardo",Congress(I),Mormugao (Goa )
123,"Fernandes,Shri George",JD,Muzaffarpur (Bihar )
124,"Fernandes,Shri Oscar",Congress(I),Udipi (Karnataka )
125,"Fernandez,Shri Joss",NM,
126,"Fundkar,Shri Pandurang Pundalik",BJP,Akola (Maharashtra )
127,"Gadgil,Shri Vithal Narhar",Congress(I),Pune (Maharashtra )
128,"Gaikwad,Shri Udaysingrao",Congress(I),Kolhapur (Maharashtra )
129,"Gajapathi,Shri Gopi Nath",Congress(I),Berhampur (Odisha )
130,"Gamang,Shri Giridhar",Congress(I),Koraput-ST (Odisha )
131,"Gamit,Shri Chhitubhai",Congress(I),Mandvi-ST (Gujarat )
132,"Gandhi,Shri Rajiv",Congress(I),Amethi (Uttar Pradesh )
133,"Gandhi,Smt. Maneka Sanjay",JD,Pilibhit (Uttar Pradesh )
134,"Gangadhar,Shri S.",Congress(I),Hindupur (Andhra Pradesh )
135,"Gangwar,Shri Santosh Kumar",BJP,Bareilly (Uttar Pradesh )
136,"Gavit,Shri Manikrao Hodlya",Congress(I),Nandurbar-ST (Maharashtra )
137,"Giri,Prof. Sudhir Kumar",CPI(M),Contai (West Bengal )
138,"Gokhale,Shri Vidyadhar",SS,Bombay North Central (Maharashtra )
139,"Gounder,Shri Senapathi A.",Congress(I),Palani (Tamil Nadu )
140,"Gowda,Shri D.M. Putte",Congress(I),Chikmagalur (Karnataka )
141,"Gudadinni,Shri Basagondappa Kadappa",Congress(I),Bijapur (Karnataka )
142,"Gujral,Shri Inder Kumar",JD,Jullundur (Punjab )
143,"Gupta,Shri Janak Raj",Congress(I),Jammu (Jammu and Kashmir )
144,"Gupta,Shri Indrajit",CPI,Midnapore (West Bengal )
145,"Gupta,Shri Dharmpal Singh",BJP,Rajnandgaon (Madhya Pradesh )
146,"Handoo,Shri Piyare Lal",J&KNC,Anantnag (Jammu and Kashmir )
147,"Hansda,Shri Matilal",CPI(M),Jhargram-ST (West Bengal )
148,"Harish Pal,Shri",JD,Meerut (Uttar Pradesh )
149,"Heera Bhai,Shri",JD,Banswara-ST (Rajasthan )
150,"Het Ram,Shri",JD,Sirsa-SC (Haryana )
151,"Hossain,Shri Syed Masudal",CPI(M),Murshidabad (West Bengal )
152,"Hota,Shri Bhabani Shankar",JD,Sambalpur (Odisha )
153,"Inder Jit,Shri",GNLF,Darjeeling (West Bengal )
154,"Jaffer Sharief,Shri C.K.",Congress(I),Bangalore North (Karnataka )
155,"Jag Pal Singh,Shri",Congress(I),Hardwar-SC (Uttar Pradesh )
156,"Jai Parkash,Shri",JD,Hissar (Haryana )
157,"Jamod,Shri Shashi Bhai",Congress(I),Bhavnagar (Gujarat )
158,"Jamuna,Smt. Juluri",Congress(I),Rajahmundry (Andhra Pradesh )
159,"Janarthanan,Shri M.R. Kadambur",AIADMK,Tirunelveli (Tamil Nadu )
160,"Jangde,Shri Resham Lal",BJP,Bilaspur-SC (Madhya Pradesh )
161,"Jatav,Shri Than Singh",BJP,Bayana-SC (Rajasthan )
162,"Jatiya,Dr. Satyanarayan",BJP,Ujjain-SC (Madhya Pradesh )
163,"Jawali,Dr. Basawaraj",Congress(I),Gulbarga (Karnataka )
164,"Jayamohan,Shri Adikesavan",Congress(I),Tirupattur (Tamil Nadu )
165,"Jeevarathinam,Shri Rangaswamy",Congress(I),Arakkonam (Tamil Nadu )
166,"Jena,Shri Srikant Kumar",JD,Cuttack (Odisha )
167,"Jha,Shri Bhogendra",CPI,Madhubani (Bihar )
168,"Jhikram,Shri Mohan Lal",Congress(I),Mandla-ST (Madhya Pradesh )
169,"Jorawar Ram,Shri",JD,Palamau-SC (Bihar )
170,"Joshi,Vaidya Dau Dayal",BJP,Kota (Rajasthan )
171,"Judeo,Shri Dilip Singh",BJP,Janjgir (Madhya Pradesh )
172,"Kabde,Dr. Venkatesh",JD,Nanded (Maharashtra )
173,"Kale,Shri Sukhdeo Nandaji",BJP,Buldhana-SC (Maharashtra )
174,"Kalka Dass,Shri",BJP,Karol Bagh-SC (NCT of Delhi )
175,"Kallimuthu,Dr. K.",AIADMK,Sivakasi (Tamil Nadu )
176,"Kalvi,Shri Kalyan Singh",JD,Barmer (Rajasthan )
177,"Kamal Nath,Shri",Congress(I),Chhindwara (Madhya Pradesh )
178,"Kamble,Shri Arvind Tulsiram",Congress(I),Osmanabad-SC (Maharashtra )
179,"Kamson,Prof. Meijinlung",Congress(I),Outer Manipur-ST (Manipur )
180,"Kanithi Viswanatham,Dr.",Congress(I),Srikakulam (Andhra Pradesh )
181,"Kapse,Prof. Ram",BJP,Thane (Maharashtra )
182,"Karriydula,Smt. Kamala Kumari",Congress(I),Bhadrachalam-ST (Andhra Pradesh )
183,"Kataria,Shri Gulab Chand",BJP,Udaipur (Rajasthan )
184,"Kaul,Smt. Sheila",Congress(I),Raebareli (Uttar Pradesh )
185,"Kaushik,Shri Purushottam",JD,Durg (Madhya Pradesh )
186,"Keshari Lal,Shri",JD,Ghatampur-SC (Uttar Pradesh )
187,"Khalsa,Smt. Bimal Kaur",SAD(M),Ropar-SC (Punjab )
188,"Khan,Shri Zulfiquar Ali",Congress(I),Rampur (Uttar Pradesh )
189,"Khan,Shri Fasi-ur-Rehman Munnan",Ind.,Balrampur (Uttar Pradesh )
190,"Khan,Haji Ghulam Mohd.",JD,Moradabad (Uttar Pradesh )
191,"Khan,Shri Arif Mohammed",BSP,Bahraich (Uttar Pradesh )
192,"Khan,Shri Sukhendu",CPI(M),Vishnupur-SC (West Bengal )
193,"Khandelwal,Shri Pyarelal",BJP,Raigarh-ST (Madhya Pradesh )
194,"Khanoria,Maj. D.D.",BJP,Kangra (Himachal Pradesh )
195,"Khatique,Shri Shanker Lal",BJP,Sagar-SC (Madhya Pradesh )
196,"Khuddian,Shri Jagdev Singh",SAD(M),Faridkot (Punjab )
197,"Khurana,Shri Madan Lal",BJP,South Delhi (NCT of Delhi )
198,"Kirpal Singh,Shri",Ind.,Amritsar (Punjab )
199,"Kodikunnil,Shri Suresh",Congress(I),Adoor-SC (Kerala )
200,"Konathala,Shri Rama Krishna",Congress(I),Anakapalli (Andhra Pradesh )
201,"Kordia,Shri Chandresh Patel",BJP,Jamnagar (Gujarat )
202,"Kotadia,Shri Manubhai",JD,Amreli (Gujarat )
203,"Krishna,Shri Ghattamaneni",Congress(I),Eluru (Andhra Pradesh )
204,"Krishna Kumar,Shri S.",Congress(I),Quilon (Kerala )
205,"Krishna Murthy,Shri Kusuma",Congress(I),Amalapuram-SC (Andhra Pradesh )
206,"Kumar,Shri Shanta",BJP,Kangra (Himachal Pradesh )
207,"Kumaramangalam,Shri P.R.",Congress(I),Salem (Tamil Nadu )
208,"Kundu,Shri Samarendra",JD,Balasore (Odisha )
209,"Kuppuswamy,Shri C.K.",Congress(I),Coimbatore (Tamil Nadu )
210,"Kurien,Prof. P.J.",Congress(I),Mavelikara (Kerala )
211,"Kushwaha,Shri Jagdish Singh",Ind.,Ghazipur (Uttar Pradesh )
212,"Lakha,Shri Harbhajan",BSP,Phillaur-SC (Punjab )
213,"Lakshmanan,Prof. (Smt.) Savithri",Congress(I),Mukundapuram (Kerala )
214,"Lalu Prasad,Shri",JD,Chapra (Bihar )
215,"Lodha,Shri Gumanmal",BJP,Pali (Rajasthan )
216,"Made Gowda,Shri G.",Congress(I),Mandya (Karnataka )
217,"Mahabir Prasad,Shri",Congress(I),Banasgaon-SC (Uttar Pradesh )
218,"Mahadik,Shri Vamanrao",SS,Bombay South Central (Maharashtra )
219,"Mahajan,Shri Yadav Shivram",Congress(I),Jalgaon (Maharashtra )
220,"Mahale,Shri Haribhau",JD,Malegaon-ST (Maharashtra )
221,"Mahata,Shri Chitta Ranjan",AIFB,Purulia (West Bengal )
222,"Mahato,Shri Shailendra",JMM,Jamshedpur (Bihar )
223,"Makkasar,Shri Shopat Singh",CPI(M),Bikaner (Rajasthan )
224,"Malhotra,Prof. Vijay Kumar",BJP,Delhi Sadar (NCT of Delhi )
225,"Malik,Shri Satya Pal",JD,Aligarh (Uttar Pradesh )
226,"Malik,Shri Purna Chandra",CPI(M),Durgapur-SC (West Bengal )
227,"Mallik,Shri Mangaraj",JD,Bhadrak-SC (Odisha )
228,"Mallikarjun,Dr.",Congress(I),Mahbubnagar (Andhra Pradesh )
229,"Mallu,Shri Anantha Ramulu",Congress(I),Nagarkurnool-SC (Andhra Pradesh )
230,"Mand,Shri Bhai Dhian Singh",SAD(M),Ferozepur (Punjab )
231,"Mandal,Shri Sanat Kumar",RSP,Joynagar-SC (West Bengal )
232,"Mandhata Singh,Shri",JD,Lucknow (Uttar Pradesh )
233,"Mane,Shri Rajaram Alias Balasaheb Shankarrao",Congress(I),Ichalkaranji (Maharashtra )
234,"Manemma,Smt. Tangaturi",Congress(I),Secunderabad (Andhra Pradesh )
235,"Manjay Lal,Shri",JD,Samastipur (Bihar )
236,"Mann,Shri Simranjit Singh",SAD(M),Taran Taran (Punjab )
237,"Mantosh,Shri Paul",NM,
238,"Manvar,Shri Balvantbhai",JD,Porbandar (Gujarat )
239,"Manvendra Singh,Shri",JD,Mathura (Uttar Pradesh )
240,"Marak,Shri Sanford",Congress(I),Tura (Meghalaya )
241,"Marandi,Shri Simon",JMM,Rajmahal-ST (Bihar )
242,"Marbaniang,Shri Peter G.",Congress(I),Shillong (Meghalaya )
243,"Masood,Shri Rasheed",JD,Saharanpur (Uttar Pradesh )
244,"Mathew,Shri Palai K.M.",Congress(I),Idukki (Kerala )
245,"Mayawati,Kumari .",BSP,Bijnor-SC (Uttar Pradesh )
246,"Mayekar,Prof. Gopal",MGP,Panaji (Goa )
247,"Meena,Shri Nand Lal",BJP,Salumber-ST (Rajasthan )
248,"Meena,Dr. Kirodilal",BJP,Sawai Madhopur-ST (Rajasthan )
249,"Meghwal,Shri Kailash",BJP,Jalore-SC (Rajasthan )
250,"Mehta,Smt. Jayawanti Ben Navinchandra",BJP,Bombay North East (Maharashtra )
251,"Mewar,Shri Mahendra Singh",BJP,Chittorgarh (Rajasthan )
252,"Mirdha,Shri Nathu Ram",JD,Nagaur (Rajasthan )
253,"Mishra,Shri Janeshwar",JD,Allahabad (Uttar Pradesh )
254,"Mishra,Shri Raj Mangal",JD,Gopalganj (Bihar )
255,"Mishra,Shri Balgopal",JD,Bolangir (Odisha )
256,"Misra,Shri Satyagopal",CPI(M),Tamluk (West Bengal )
257,"Mollah,Shri Hannan",CPI(M),Uluberia (West Bengal )
258,"Mudalagiriyappa,Shri C.P.",CPI(M),Chitradurga (Karnataka )
259,"Mujahid,Shri Babajan Miran",Congress(I),Dharwad South (Karnataka )
260,"Mukherjee,Smt. Geeta",CPI,Panskura (West Bengal )
261,"Mukhopadhyay,Shri Ajoy",CPI(M),Krishnagar (West Bengal )
262,"Mullappally,Shri Ramachandran",Congress(I),Cannanore (Kerala )
263,"Multan Singh,Choudhary",JD,Jalesar (Uttar Pradesh )
264,"Munda,Shri Kariya",BJP,Khunti-ST (Bihar )
265,"Munda,Shri Govind Chandra",JD,Keonjhar-ST (Odisha )
266,"Munjare,Shri Kankar",Ind.,Balaghat (Madhya Pradesh )
267,"Muraleedharan,Shri K.",Congress(I),Calicut (Kerala )
268,"Murthy,Shri M.V.Chandrashekhara",Congress(I),Kanakapura (Karnataka )
269,"Muthiah,Shri R.",AIADMK,Periyakulam (Tamil Nadu )
270,"Naik,Shri Ram",BJP,Bombay North (Maharashtra )
271,"Naik,Shri Devaraya G.",Congress(I),Kanara (Karnataka )
272,"Naikar,Shri D.K.",Congress(I),Dharwad North (Karnataka )
273,"Narayanan,Shri K.R.",Congress(I),Ottapalam-SC (Kerala )
274,"Narayanan,Shri P.G.",AIADMK,Gobichettipalayam (Tamil Nadu )
275,"Nathu Singh,Shri",BJP,Dausa (Rajasthan )
276,"Nayak,Shri Nakul",JD,Phulbani-SC (Odisha )
277,"Negi,Shri Chandra Mohan Singh",JD,Garhwal (Uttar Pradesh )
278,"Nehru,Shri Arun Kumar",JD,Bilhaur (Uttar Pradesh )
279,"Netam,Shri Arvind Vishram Singh",Congress(I),Kanker-ST (Madhya Pradesh )
280,"Nikam,Shri Govind Rao",Congress(I),Ratnagiri (Maharashtra )
281,"Nitish Kumar,Shri",JD,Barh (Bihar )
282,"Odeyar,Shri Channaiah",Congress(I),Davangere (Karnataka )
283,"Oraon,Smt. Sumati",Congress(I),Lohardaga-ST (Bihar )
284,"Owaisi,Shri Sultan Salahuddin",AIMIM,Hyderabad (Andhra Pradesh )
285,"Pacherwal,Shri Gopal",JD,Tonk-SC (Rajasthan )
286,"Packeer Mohamed,Shri E.S.M.",Congress(I),Mayiladuturai (Tamil Nadu )
287,"Pal,Dr. Debiprosad",Congress(I),Calcutta North West (West Bengal )
288,"Pal,Dr. Mahendra Singh",JD,Nainital (Uttar Pradesh )
289,"Pal,Shri Rupchand",CPI(M),Hooghly (West Bengal )
290,"Pallani Shamy,Shri K.C .",AIADMK,Tiruchengode (Tamil Nadu )
291,"Pande,Shri Raj Mangal",JD,Deoria (Uttar Pradesh )
292,"Pandey,Prof. Yadunath",BJP,Hazaribagh (Bihar )
293,"Pandey,Dr. Laxminarayan",BJP,Mandsaur (Madhya Pradesh )
294,"Pandian,Shri D.",Congress(I),Madras North (Tamil Nadu )
295,"Pani,Shri Ravi Narayan",JD,Deogarh (Odisha )
296,"Panja,Shri Ajit Kumar",Congress(I),Calcutta North East (West Bengal )
297,"Panneerselvam,Shri Kanchi",AIADMK,Chengalpattu (Tamil Nadu )
298,"Panwar,Shri Harpal Singh",JD,Kairana (Uttar Pradesh )
299,"Paranjpe,Shri Baburao",BJP,Jabalpur (Madhya Pradesh )
300,"Paraste,Shri Dalpat Singh",BJP,Shahdol-ST (Madhya Pradesh )
301,"Parmai Lal,Shri",JD,Hardoi-SC (Uttar Pradesh )
302,"Paswan,Shri Chhedi",JD,Sasaram-SC (Bihar )
303,"Paswan,Shri Sukdeo",JD,Araria-SC (Bihar )
304,"Paswan,Shri Ram Vilas",JD,Hajipur-SC (Bihar )
305,"Patel,Shri Somabhai Gandalal Koli",BJP,Surendranagar (Gujarat )
306,"Patel,Shri Shantilal Purshottamdas",JD,Godhra (Gujarat )
307,"Patel,Dr. A.K.",BJP,Mehsana (Gujarat )
308,"Patel,Shri Arjunbhai",JD,Bulsar-ST (Gujarat )
309,"Patel,Shri Maganbhai",JD,Sabarkantha (Gujarat )
310,"Patel,Shri Natubhai Manibhai",BJP,Anand (Gujarat )
311,"Patel,Shri Ram Pujan",JD,Phulpur (Uttar Pradesh )
312,"Patel,Shri Prahlad Singh",BJP,Seoni (Madhya Pradesh )
313,"Pathak,Shri Harin",BJP,Ahmedabad (Gujarat )
314,"Patidar,Shri Rameshwar",BJP,Khargone (Madhya Pradesh )
315,"Patil,Shri Shankarrao",Congress(I),Baramati (Maharashtra )
316,"Patil,Shri Prakash V.",Congress(I),Sangli (Maharashtra )
317,"Patil,Shri Uttamrao Deorao",Congress(I),Yavatmal (Maharashtra )
318,"Patil,Shri Balasaheb Vikhe",Congress(I),Kopargaon (Maharashtra )
319,"Patil,Shri Shivraj V.",Congress(I),Latur (Maharashtra )
320,"Patil,Shri Yashwantrao Gadakh",Congress(I),Ahmednagar (Maharashtra )
321,"Patil,Shri Uttamrao Laxmanrao",BJP,Erandol (Maharashtra )
322,"Patil,Shri S.T.",Congress(I),Bagalkot (Karnataka )
323,"Patnaik,Shri Sivaji",CPI(M),Bhubaneswar (Odisha )
324,"Penchalaiah,Shri Puchalapalli",Congress(I),Nellore-SC (Andhra Pradesh )
325,"Peruman,Dr. P. Vallal",Congress(I),Chidambaram-SC (Tamil Nadu )
326,"Poojary,Shri Janardhana",Congress(I),Mangalore (Karnataka )
327,"Potdukhe,Shri Shantaram",Congress(I),Chandrapur (Maharashtra )
328,"Prabhu,Shri R.",Congress(I),Nilgiris (Tamil Nadu )
329,"Pradhani,Shri Khagapati",Congress(I),Nowrangpur-ST (Odisha )
330,"Pramanik,Prof. Radhika Ranjan",CPI(M),Mathurapur-SC (West Bengal )
331,"Prasad,Shri V. Sreenivasa",Congress(I),Chamrajanagar-SC (Karnataka )
332,"Prasad,Shri Hari Kewal",JD,Salempur (Uttar Pradesh )
333,"Prasad,Shri Ram Swaroop",Congress(I),Nalanda (Bihar )
334,"Pratap Singh,Shri",JD,Banka (Bihar )
335,"Prem Pradeep,Shri",CPI(M),Nawada-SC (Bihar )
336,"Purohit,Shri Banwari Lal",Congress(I),Nagpur (Maharashtra )
337,"Raghavji,Shri",BJP,Vidisha (Madhya Pradesh )
338,"Rahi,Shri Ram Lal",Congress(I),Misrikh-SC (Uttar Pradesh )
339,"Rai,Shri Lal Babu",JD,Chapra (Bihar )
340,"Rai,Shri M. Ramanna",CPI(M),Kasaragod (Kerala )
341,"Rai,Shri Kalpnath",Congress(I),Ghosi (Uttar Pradesh )
342,"Rajdev Singh,Shri",SAD(M),Sangrur (Punjab )
343,"Raje,Smt. Vasundhara",BJP,Jhalawar (Rajasthan )
344,"Rajeshwaran,Dr. Vadivelu",Congress(I),Ramanathapuram (Tamil Nadu )
345,"Rajput,Shri Ganga Charan",JD,Hamirpur (Uttar Pradesh )
346,"Raju,Shri Bhupati Vijaya Kumar",TDP,Narasapur (Andhra Pradesh )
347,"Raju ,Dr. M. Mangapati Pallam",Congress(I),Kakinada (Andhra Pradesh )
348,"Raju,Smt. Uma Gajapathi",Congress(I),Visakhapatnam (Andhra Pradesh )
349,"Rajveer Singh,Shri",BJP,Aonla (Uttar Pradesh )
350,"Rakesh,Shri Ram Nihore",Congress(I),Chail-SC (Uttar Pradesh )
351,"Ram Awadh,Shri",JD,Akbarpur-SC (Uttar Pradesh )
352,"Ram Dhan,Shri",JD,Lalganj-SC (Uttar Pradesh )
353,"Ram Sagar,Shri",JD,Barabanki-SC (Uttar Pradesh )
354,"Ram Sagar,Shri",BJP,Saidpur-SC (Uttar Pradesh )
355,"Ram Sajeevan,Shri",CPI,Banda (Uttar Pradesh )
356,"Ram Singh,Shri",JD,Sultanpur (Uttar Pradesh )
357,"Ramadass,Dr. R.",Congress(I),Tindivanam (Tamil Nadu )
