,Member,Party Name,Constituency
32,"Baheria,Shri Subhash Chandra",BJP,Bhilwara (Rajasthan )
33,"Baig,Shri Muzaffar Hussain",J&KPDP,Baramulla (Jammu and Kashmir )
34,"Bais,Shri Ramesh",BJP,Raipur (Chhattisgarh )
35,"Baite,Shri Thangso",INC,Outer Manipur (Manipur )
36,"Baker,Shri George",BJP,Nominated Anglo-Indian (West Bengal )
37,"Bakshi,Shri Subrata",AITC,Kolkata Dakshin (West Bengal )
38,"Bala,Smt. Anju",BJP,Misrikh (Uttar Pradesh )
39,"Balyan,Dr. Sanjeev Kumar",BJP,Muzaffarnagar (Uttar Pradesh )
40,"Bandyopadhyay,Shri Sudip",AITC,Kolkata Uttar (West Bengal )
41,"Banerjee,Shri Kalyan",AITC,Serampore (West Bengal )
42,"Banerjee, Shri Abhishek",AITC,Diamond Harbour (West Bengal )
43,"Banerjee,Shri Prasun",AITC,Howrah (West Bengal )
44,"Bansode,Shri Sharadkumar Maruti",BJP,Solapur (Maharashtra )
45,"Barman,Shri Bijoy Chandra",AITC,Jalpaiguri (West Bengal )
46,"Barne,Shri Shrirang Appa",SS,Maval (Maharashtra )
47,"Baruah,Shri Pradan",BJP,Lakhimpur (Assam )
48,"Basheer,Shri E. T. Mohammed",IUML,Ponnani (Kerala )
49,"Bhabhor,Shri Jaswantsinh Sumanbhai",BJP,Dahod (Gujarat )
50,"Bhagat,Shri Bodhsingh",BJP,Balaghat (Madhya Pradesh )
51,"Bhagat,Shri Sudarshan",BJP,Lohardaga (Jharkhand )
52,"Bhamre,Dr. Subhash Ramrao",BJP,Dhule (Maharashtra )
53,"Bharathimohan,Shri R.K.",AIADMK,Mayiladuthurai (Tamil Nadu )
54,"Bhatt,Smt. Ranjanben Dhananjay",BJP,Vadodara (Gujarat )
55,"Bhavana Gawali (Patil), Ms.",SS,Yavatmal-Washim (Maharashtra )
56,"Bhonsle,Shri Udayanraje Pratapsing",NCP,Satara (Maharashtra )
57,"Bhuria,Shri Kantilal",INC,Ratlam (Madhya Pradesh )
58,"Bhuria,Shri Dileep Singh",BJP,Ratlam (Madhya Pradesh )
59,"Bidhuri,Shri Ramesh",BJP,South Delhi (NCT of Delhi )
60,"Biju,Dr. Parayamparambil Kuttappan",CPI(M),Alathur (Kerala )
61,"Birla,Shri Om",BJP,Kota (Rajasthan )
62,"Biswas,Shri Radheshyam",AIUDF,Karimganj (Assam )
63,"Bohra,Shri Ramcharan",BJP,Jaipur (Rajasthan )
64,"Boianapalli,Shri Vinod Kumar",TRS,Karimnagar (Telangana )
65,"Bose,Prof. (Dr.) Sugata",AITC,Jadavpur (West Bengal )
66,"Brahmpura,Shri Ranjit Singh",SAD,Khadoor Sahib (Punjab )
67,"Butta,Smt. Renuka",YSR Congress Party,Kurnool (Andhra Pradesh )
68,"Chakravarty,Smt. Bijoya",BJP,Gauhati (Assam )
69,"Chandel,Kunwar Pushpendra Singh",BJP,Hamirpur (Uttar Pradesh )
70,"Chandrakasi,Shri M.",AIADMK,Chidambaram (Tamil Nadu )
71,"Chandrappa,Shri B.N.",INC,Chitradurga (Karnataka )
72,"Chandumajra,Shri Prem Singh",SAD,Anandpur Sahib (Punjab )
73,"Chaudhary,Shri P.P.",BJP,Pali (Rajasthan )
74,"Chaudhary,Shri Pankaj",BJP,Maharajganj (Uttar Pradesh )
75,"Chaudhary,Shri Haribhai Parthibhai",BJP,Banaskantha (Gujarat )
76,"Chaudhary,Shri Birendra Kumar",BJP,Jhanjharpur (Bihar )
77,"Chaudhary,Shri Santokh Singh",INC,Jalandhar (Punjab )
78,"Chaudhary,Shri C.R.",BJP,Nagaur (Rajasthan )
79,"Chaudhary,Shri Babulal",BJP,Fatehpur Sikri (Uttar Pradesh )
80,"Chaudhury,Shri Jitendra",CPI(M),Tripura East (Tripura )
81,"Chauhan,Shri Nihal Chand",BJP,Ganganagar (Rajasthan )
82,"Chauhan,Shri Devusinh Jesingbhai",BJP,Kheda (Gujarat )
83,"Chauhan,Shri Nand Kumar Singh",BJP,Khandwa (Madhya Pradesh )
84,"Chauhan,Shri Prabhatsinh Pratapsinh",BJP,Panchmahal (Gujarat )
85,"Chautala,Shri Dushyant",INLD,Hisar (Haryana )
86,"Chavan,Shri Harishchandra Deoram",BJP,Dindori (Maharashtra )
87,"Chavan,Shri Ashok Shankarrao",INC,Nanded (Maharashtra )
88,"Chavda,Shri Vinod",BJP,Kachchh (Gujarat )
89,"Chhewang,Shri Thupstan",BJP,Ladakh (Jammu and Kashmir )
90,"Chhotelal,Shri",BJP,Robertsganj (Uttar Pradesh )
91,"Chinnaraj,Shri Gopalakrishnan",AIADMK,Nilgiris (Tamil Nadu )
92,"Choubey,Shri Ashwini Kumar",BJP,Buxar (Bihar )
93,"Choudhary,Shri Ram Tahal",BJP,Ranchi (Jharkhand )
94,"Choudhury,Shri Abu Hasem Khan",INC,Maldaha Dakshin (West Bengal )
95,"Chowdhury,Shri Adhir Ranjan",INC,Baharampur (West Bengal )
96,"Chudasama,Shri Rajeshbhai Naranbhai",BJP,Junagadh (Gujarat )
97,"Col. Choudhary,Sona Ram, VSM (Retd.)",BJP,Barmer (Rajasthan )
98,"Danve,Shri Raosaheb Dadarao",BJP,Jalna (Maharashtra )
99,"Dastidar,Dr. (Smt.) Kakoli Ghosh",AITC,Barasat (West Bengal )
100,"Datta,Shri Sankar Prasad",CPI(M),Tripura West (Tripura )
101,"Dattatreya,Shri Bandaru",BJP,Secunderabad (Telangana )
102,"De(Nag),Dr. (Smt.) Ratna",AITC,Hooghly (West Bengal )
103,"Deka,Shri Ramen",BJP,Mangaldoi (Assam )
104,"Deo,Shri Arka Keshari",BJD,Kalahandi (Odisha )
105,"Dev,Km. Sushmita",INC,Silchar (Assam )
106,"Devegowda,Shri H.D.",JD(S),Hassan (Karnataka )
107,"Devi,Smt. Veena",LJSP,Munger (Bihar )
108,"Devi,Smt. Rama",BJP,Sheohar (Bihar )
109,"Dharambir Singh,Shri",BJP,Bhiwani-Mahendragarh (Haryana )
110,"Dhotre,Shri Sanjay Shamrao",BJP,Akola (Maharashtra )
111,"Dhruvanarayana,Shri R.",INC,Chamrajanagar (Karnataka )
112,"Dhurve,Smt. Jyoti",BJP,Betul (Madhya Pradesh )
113,"Diwakar,Shri Rajesh Kumar",BJP,Hathras (Uttar Pradesh )
114,"Dohrey,Shri Ashok Kumar",BJP,Etawah (Uttar Pradesh )
115,"Dr. Kirit Somaiya,",BJP,Mumbai-North-East (Maharashtra )
116,"Dubey,Dr. Nishikant",BJP,Godda (Jharkhand )
117,"Dubey,Shri Satish Chandra",BJP,Valmiki Nagar (Bihar )
118,"Dwivedi,Shri Harish",BJP,Basti (Uttar Pradesh )
119,"Engti,Shri Biren Singh",INC,Autonomous District (Assam )
120,"Ering,Shri Ninong",INC,Arunachal East (Arunachal Pradesh )
121,"Fatepara,Shri Devajibhai Govindbhai",BJP,Surendranagar (Gujarat )
122,"Gaddigoudar,Shri Parvatagouda Chandanagouda",BJP,Bagalkot (Karnataka )
123,"Gadkari,Shri Nitin Jairam",BJP,Nagpur (Maharashtra )
124,"Gaikwad,Prof. Ravindra Vishwanath",SS,Osmanabad (Maharashtra )
125,"Gaikwad,Dr. Sunil Baliram",BJP,Latur (Maharashtra )
126,"Galla,Shri Jayadev",TDP,Guntur (Andhra Pradesh )
127,"Gandhi,Dr. Dharam Vira",AAP,Patiala (Punjab )
128,"Gandhi,Shri Dilip Kumar Mansukhlal",BJP,Ahmednagar (Maharashtra )
129,"Gandhi,Smt. Maneka Sanjay",BJP,Pilibhit (Uttar Pradesh )
130,"Gandhi,Shri Feroze Varun",BJP,Sultanpur (Uttar Pradesh )
131,"Gandhi,Shri Rahul",INC,Amethi (Uttar Pradesh )
132,"Gandhi,Smt. Sonia",INC,Rae Bareli (Uttar Pradesh )
133,"Gangwar,Shri Santosh Kumar",BJP,Bareilly (Uttar Pradesh )
134,"Gautam,Shri Satish Kumar",BJP,Aligarh (Uttar Pradesh )
135,"Gavit,Shri Rajendra Dhedya",BJP,Palghar (Maharashtra )
136,"Gavit,Dr. Heena Vijaykumar",BJP,Nandurbar (Maharashtra )
137,"Geete,Shri Anant Gangaram",SS,Raigad (Maharashtra )
138,"General (Retd.),Dr. Vijay Kumar Singh",BJP,Ghaziabad (Uttar Pradesh )
139,"George,Shri (Adv.) Joice",Ind.,Idukki (Kerala )
140,"Ghosh,Ms. Arpita",AITC,Balurghat (West Bengal )
141,"Ghubaya,Shri Sher Singh",SAD,Ferozpur (Punjab )
142,"Giluwa,Shri Laxman",BJP,Singhbhum (Jharkhand )
143,"Girri,Shri Maheish",BJP,East Delhi (NCT of Delhi )
144,"Godam,Shri Nagesh",TRS,Adilabad (Telangana )
145,"Godse,Shri Hemant Tukaram",SS,Nashik (Maharashtra )
146,"Gogoi,Shri Gaurav",INC,Kaliabor (Assam )
147,"Gohain,Shri Rajen",BJP,Nawgong (Assam )
148,"Gopal,Dr. K.",AIADMK,Nagapattinam (Tamil Nadu )
149,"Gopalakrishnan,Shri R.",AIADMK,Madurai (Tamil Nadu )
150,"Goud,Dr. Boora Narsaiah",TRS,Bhongir (Telangana )
151,"Gowda,Shri Devaragunda Venkappa Sadananda",BJP,Bangalore North (Karnataka )
152,"Gupta,Shri Sudheer",BJP,Mandsour (Madhya Pradesh )
153,"Gupta,Shri Shyama Charan",BJP,Allahabad (Uttar Pradesh )
154,"Gurjar,Shri Krishan Pal",BJP,Faridabad (Haryana )
155,"Gutha,Shri Sukender Reddy",INC,Nalgonda (Telangana )
156,"Hansdah,Shri Rama Chandra",BJD,Mayurbhanj (Odisha )
157,"Hansdak,Shri Vijay Kumar",JMM,Rajmahal (Jharkhand )
158,"Hari,Shri G.",AIADMK,Arakkonam (Tamil Nadu )
159,"Harsh Vardhan ,Dr.",BJP,Chandni Chowk (NCT of Delhi )
160,"Hasan,Begum Tabassum",RLD,Kairana (Uttar Pradesh )
161,"Hay,Prof. Richard",BJP,Nominated Anglo-Indian (Kerala )
162,"Hazra,Dr. Anupam",AITC,Bolpur (West Bengal )
163,"Hegde,Shri Anantkumar",BJP,Uttara Kannada (Karnataka )
164,"Hema Malini,Smt.",BJP,Mathura (Uttar Pradesh )
165,"Hikaka,Shri Jhina",BJD,Koraput (Odisha )
166,"Hooda,Shri Deepender Singh",INC,Rohtak (Haryana )
167,"Hukkeri,Shri Prakash Babanna",INC,Chikkodi (Karnataka )
168,"Innocent,Shri",Ind.,Chalakudy (Kerala )
169,"Jadhav,Shri Prataprao",SS,Buldhana (Maharashtra )
170,"Jadhav,Shri Sanjay Haribhau",SS,Parbhani (Maharashtra )
171,"Jaiswal,Dr. Sanjay",BJP,Paschim Champaran (Bihar )
172,"Jakhar,Shri Sunil Kumar",INC,Gurdaspur (Punjab )
173,"Jardosh,Smt. Darshana Vikram",BJP,Surat (Gujarat )
174,"Jat,Prof. Sanwar Lal",BJP,Ajmer (Rajasthan )
175,"Jatua,Shri Choudhury Mohan",AITC,Mathurapur (West Bengal )
176,"Jaunapuria,Shri Sukhbir Singh",BJP,Tonk-Sawai Madhopur (Rajasthan )
177,"Jayadevan,Shri C. N.",CPI,Thrissur (Kerala )
178,"Jayavardhan,Dr. Jayakumar",AIADMK,Chennai South (Tamil Nadu )
179,"Jena,Shri Rabindra Kumar",BJD,Balasore (Odisha )
180,"Jigajinagi,Shri Ramesh Chandappa",BJP,Bijapur (Karnataka )
181,"Joshi,Shri Pralhad Venkatesh",BJP,Dharwad (Karnataka )
182,"Joshi,Shri Chandra Prakash",BJP,Chittorgarh (Rajasthan )
183,"Joshi,Dr. Murli Manohar",BJP,Kanpur (Uttar Pradesh )
184,"Jyoti,Sadhvi Niranjan",BJP,Fatehpur (Uttar Pradesh )
185,"K.,Shri Parasuraman",AIADMK,Thanjavur (Tamil Nadu )
186,"Kachhadiya,Shri Naranbhai Bhikhabhai",BJP,Amreli (Gujarat )
187,"Kadiyam,Shri Srihari",TRS,Warangal (Telangana )
188,"Kaiser,Choudhary Mehboob Ali",LJSP,Khagaria (Bihar )
189,"Kalvakuntla,Smt. Kavitha",TRS,Nizamabad (Telangana )
190,"Kamal Nath,Shri",INC,Chhindwara (Madhya Pradesh )
191,"Kamaraj,Dr. K.",AIADMK,Kallakurichi (Tamil Nadu )
192,"Kambhampati,Dr. Hari Babu",BJP,Visakhapatnam (Andhra Pradesh )
193,"Karadi,Shri Sanganna Amarappa",BJP,Koppal (Karnataka )
194,"Karandlaje,Km. Shobha",BJP,Udupi Chikmagalur (Karnataka )
195,"Karra,Shri Tariq Hameed",J&KPDP,Srinagar (Jammu and Kashmir )
196,"Karunakaran,Shri P.",CPI(M),Kasaragod (Kerala )
197,"Kashyap,Shri Dharmendra Kumar",BJP,Aonla (Uttar Pradesh )
198,"Kashyap,Shri Virender",BJP,Shimla (Himachal Pradesh )
199,"Kashyap,Shri Dinesh",BJP,Bastar (Chhattisgarh )
200,"Kaswan,Shri Rahul",BJP,Churu (Rajasthan )
201,"Kataria,Shri Rattan Lal",BJP,Ambala (Haryana )
202,"Kateel,Shri Nalin Kumar",BJP,Dakshina Kannada (Karnataka )
203,"Katheria,Prof. (Dr.) Ram Shankar",BJP,Agra (Uttar Pradesh )
204,"Kaushik,Shri Ramesh Chander",BJP,Sonipat (Haryana )
205,"Kesineni,Shri Srinivas",TDP,Vijayawada (Andhra Pradesh )
206,"Khadse,Smt. Raksha Nikhil",BJP,Raver (Maharashtra )
207,"Khaire,Shri Chandrakant Bhaurao",SS,Aurangabad (Maharashtra )
208,"Khalsa,Shri Harinder Singh",AAP,Fatehgarh Sahib (Punjab )
209,"Khan,Shri Md. Badaruddoza",CPI(M),Murshidabad (West Bengal )
210,"Khanduri, Maj Gen Bhuwan Chandra AVSM (Retd.)",BJP,Garhwal (Uttarakhand )
211,"Khanna,Shri Vinod",BJP,Gurdaspur (Punjab )
212,"Kharge,Shri Mallikarjun",INC,Gulbarga (Karnataka )
213,"Kher,Smt. Kirron",BJP,Chandigarh (Chandigarh )
214,"Khuba,Shri Bhagwanth",BJP,Bidar (Karnataka )
215,"Kirtikar,Shri Gajanan Chandrakant",SS,Mumbai-North-West (Maharashtra )
216,"Kishore,Shri Kaushal",BJP,Mohanlalganj (Uttar Pradesh )
217,"Kodikunnil,Shri Suresh",INC,Mavelikkara (Kerala )
218,"Koli,Shri Bahadur Singh",BJP,Bharatpur (Rajasthan )
219,"Koshyari,Shri Bhagat Singh",BJP,Nainital-Udhamsingh Nagar (Uttarakhand )
220,"Kothapalli,Smt. Geetha",YSR Congress Party,Araku (Andhra Pradesh )
221,"Kukde,Shri Madhukarrao Yashwantrao",NCP,Bhandara-Gondiya (Maharashtra )
222,"Kulaste,Shri Faggan Singh",BJP,Mandla (Madhya Pradesh )
223,"Kumar,Dr. Virendra",BJP,Tikamgarh (Madhya Pradesh )
224,"Kumar,Shri Kaushalendra",JD(U),Nalanda (Bihar )
225,"Kumar,Shri P.",AIADMK,Tiruchirappalli (Tamil Nadu )
226,"Kumar,Shri Santosh",JD(U),Purnia (Bihar )
227,"Kumar,Shri Shailesh (Bulo Mandal)",RJD,Bhagalpur (Bihar )
228,"Kumar,Shri Shanta",BJP,Kangra (Himachal Pradesh )
229,"Kumar,Dr. Arun",RLSP,Jahanabad (Bihar )
230,"Kumar,Shri Kunwar Sarvesh",BJP,Moradabad (Uttar Pradesh )
231,"Kundariya,Shri Mohanbhai Kalyanji",BJP,Rajkot (Gujarat )
232,"Kushawaha,Shri Ravindra",BJP,Salempur (Uttar Pradesh )
233,"Kushwaha,Shri Upendra",RLSP,Karakat (Bihar )
234,"Laguri,Smt. Sakuntala",BJD,Keonjhar (Odisha )
235,"Lakhanpal,Shri Raghav",BJP,Saharanpur (Uttar Pradesh )
236,"Lekhi,Smt. Meenakashi",BJP,New Delhi (NCT of Delhi )
237,"Lokhande,Shri Sadashiv Kisan",SS,Shirdi (Maharashtra )
238,"M.,Smt. Vasanthi",AIADMK,Tenkasi (Tamil Nadu )
239,"Maadam,Smt. Poonamben Hematbhai",BJP,Jamnagar (Gujarat )
240,"Maganti,Shri Murali Mohan",TDP,Rajahmundry (Andhra Pradesh )
241,"Magantti,Shri Venkateswara Rao (Babu)",TDP,Eluru (Andhra Pradesh )
242,"Mahadik,Shri Dhananjay Bhimrao",NCP,Kolhapur (Maharashtra )
243,"Mahajan,Smt. Poonam Pramod",BJP,Mumbai-North-Central (Maharashtra )
244,"Mahato,Shri Bidyut Baran",BJP,Jamshedpur (Jharkhand )
245,"Mahato,Dr. Mriganka",AITC,Purulia (West Bengal )
246,"Mahendran,Shri C.",AIADMK,Pollachi (Tamil Nadu )
247,"Mahtab,Shri Bhartruhari",BJD,Cuttack (Odisha )
248,"Mahto,Dr. Banshilal",BJP,Korba (Chhattisgarh )
249,"Majhi,Shri Balabhadra",BJD,Nabarangpur (Odisha )
250,"Malviya,Prof. Chintamani",BJP,Ujjain (Madhya Pradesh )
251,"Malyadri,Shri Sriram",TDP,Bapatla (Andhra Pradesh )
252,"Mandal,Dr. Tapas",AITC,Ranaghat (West Bengal )
253,"Mani,Shri Jose K.",KC(M),Kottayam (Kerala )
254,"Manjhi,Shri Hari",BJP,Gaya (Bihar )
255,"Mann,Shri Bhagwant",AAP,Sangrur (Punjab )
256,"Marabi,Shri Kamalbhan Singh",BJP,Surguja (Chhattisgarh )
257,"Maragatham,Smt. K.",AIADMK,Kancheepuram (Tamil Nadu )
258,"Marutharajaa,Shri R.P.",AIADMK,Perambalur (Tamil Nadu )
259,"Maurya,Shri Keshav Prasad (Kushwaha)",BJP,Phulpur (Uttar Pradesh )
260,"Meena,Shri Harish Chandra",BJP,Dausa (Rajasthan )
261,"Meena,Shri Arjunlal",BJP,Udaipur (Rajasthan )
262,"Meghwal,Shri Arjun Ram",BJP,Bikaner (Rajasthan )
263,"Meinya,Dr. Thokchom",INC,Inner Manipur (Manipur )
264,"Mishra,Shri Kalraj",BJP,Deoria (Uttar Pradesh )
265,"Mishra,Shri Anoop",BJP,Morena (Madhya Pradesh )
266,"Mishra,Shri Daddan",BJP,Shrawasti (Uttar Pradesh )
267,"Mishra,Shri Bhairon Prasad",BJP,Banda (Uttar Pradesh )
268,"Mishra,Shri Janardan",BJP,Rewa (Madhya Pradesh )
269,"Misra,Shri Ajay (Teni)",BJP,Kheri (Uttar Pradesh )
270,"Misra,Shri Pinaki",BJD,Puri (Odisha )
271,"Modi,Shri Narendra Damodardas",BJP,Varanasi (Uttar Pradesh )
272,"Mohammad,Shri Asrarul Haque",INC,Kishanganj (Bihar )
273,"Mohammed,Shri Faizal P.P.",NCP,Lakshadweep (Lakshadweep )
274,"Mohan,Shri P. C.",BJP,Bangalore Central (Karnataka )
275,"Mohapatra,Shri Sidhant",BJD,Berhampur (Odisha )
276,"Moily,Dr. M. Veerappa",INC,Chikkballapur (Karnataka )
277,"Mondal,Smt. Pratima",AITC,Jaynagar (West Bengal )
278,"Mondal,Shri Sunil Kumar",AITC,Bardhaman Purba (West Bengal )
279,"Muddahanumegowda,Shri S.P.",INC,Tumkur (Karnataka )
280,"Mufti,Ms. Mehbooba",J&KPDP,Anantnag (Jammu and Kashmir )
281,"Mukherjee,Dr. Abhijit",INC,Jangipur (West Bengal )
282,"Mullappally,Shri Ramachandran",INC,Vadakara (Kerala )
283,"Munda,Shri Kariya",BJP,Khunti (Jharkhand )
284,"Munde ,Shri Gopinath Pandurang",BJP,Beed (Maharashtra )
285,"Munde,Dr. Pritam Gopinath Rao",BJP,Beed (Maharashtra )
286,"Muniyappa,Dr. K.H.",INC,Kolar (Karnataka )
287,"Nagar,Shri Rodmal",BJP,Rajgarh (Madhya Pradesh )
288,"Naik,Dr. (Prof.) Azmeera Seetaram",TRS,Mahabubabad (Telangana )
289,"Naik,Shri Shripad Yesso",BJP,North Goa (Goa )
290,"Naik,Shri B.V.",INC,Raichur (Karnataka )
291,"Natterjee,Advocate Jayasingh Thiyagaraj",AIADMK,Thoothukkudi (Tamil Nadu )
292,"Nete,Shri Ashok Mahadeorao",BJP,Gadchiroli-Chimur (Maharashtra )
293,"Nimmala,Shri Kristappa",TDP,Hindupur (Andhra Pradesh )
294,"Ninama,Shri Manshankar",BJP,Banswara (Rajasthan )
295,"Nishad,Shri Ajay",BJP,Muzaffarpur (Bihar )
296,"Nishad,Shri Praveen Kumar",SP,Gorakhpur (Uttar Pradesh )
297,"Nishank,Dr. Ramesh Pokhriyal",BJP,Hardwar (Uttarakhand )
298,"Noor,Smt. Mausam",INC,Maldaha Uttar (West Bengal )
299,"Oram,Shri Jual",BJP,Sundargarh (Odisha )
300,"Owaisi,Shri Asaduddin",AIMIM,Hyderabad (Telangana )
301,"P.,Shri Nagarajan",AIADMK,Coimbatore (Tamil Nadu )
302,"P.K.,Shri Kunhalikutty",IUML,Malappuram (Kerala )
303,"Pal ,Shri Jagdambika",BJP,Domariyaganj (Uttar Pradesh )
304,"Pala,Shri Vincent H.",INC,Shillong (Meghalaya )
305,"Panda,Shri Baijayant Jay",BJD,Kendrapara (Odisha )
306,"Pandey,Dr. Mahendra Nath",BJP,Chandauli (Uttar Pradesh )
307,"Pandey,Shri Ravindra Kumar",BJP,Giridih (Jharkhand )
308,"Pandey,Shri Rajesh",BJP,Kushi Nagar (Uttar Pradesh )
309,"Pandey,Shri Hari Om",BJP,Ambedkar Nagar (Uttar Pradesh )
310,"Pandula,Dr. Ravindra Babu",TDP,Amalapuram (Andhra Pradesh )
311,"Paraste,Shri Dalpat Singh",BJP,Shahdol (Madhya Pradesh )
312,"Parthipan,Shri R.",AIADMK,Theni (Tamil Nadu )
313,"Pasunoori,Shri Dayakar",TRS,Warangal (Telangana )
314,"Paswan,Shri Ramchandra",LJSP,Samastipur (Bihar )
315,"Paswan,Shri Ram Vilas",LJSP,Hajipur (Bihar )
316,"Paswan,Shri Chhedi",BJP,Sasaram (Bihar )
317,"Paswan,Shri Chirag",LJSP,Jamui (Bihar )
318,"Paswan,Shri Kamlesh",BJP,Bansgaon (Uttar Pradesh )
319,"Patasani,Dr. (Prof.) Prasanna Kumar",BJD,Bhubaneswar (Odisha )
320,"Patel,Shri Prahlad Singh",BJP,Damoh (Madhya Pradesh )
321,"Patel,Shri Devji Mansingram",BJP,Jalore (Rajasthan )
322,"Patel,Smt. Jayshreeben",BJP,Mehsana (Gujarat )
323,"Patel,Shri Dilip M.",BJP,Anand (Gujarat )
324,"Patel,Smt. Anupriya",Apna Dal,Mirzapur (Uttar Pradesh )
325,"Patel,Shri Subhash",BJP,Khargone (Madhya Pradesh )
326,"Patel,Dr. K. C.",BJP,Valsad (Gujarat )
327,"Patel,Shri Natubhai Gomanbhai",BJP,Dadra and Nagar Haveli (Dadra and Nagar Haveli )
328,"Patel,Shri Lalubhai Babubhai",BJP,Daman and Diu (Daman and Diu )
329,"Patel,Shri Nagendra Pratap Singh",SP,Phulpur (Uttar Pradesh )
330,"Pathak,Smt. Riti",BJP,Sidhi (Madhya Pradesh )
331,"Patil,Shri A.T. (Nana)",BJP,Jalgaon (Maharashtra )
332,"Patil,Shri C. R.",BJP,Navsari (Gujarat )
333,"Patil,Shri Vijaysinh Mohite",NCP,Madha (Maharashtra )
334,"Patil,Shri Sanjay(Kaka) Ramchandra",BJP,Sangli (Maharashtra )
335,"Patil,Shri Kapil Moreshwar",BJP,Bhiwandi (Maharashtra )
336,"Patil,Shri Bheemrao Baswanthrao",TRS,Zahirabad (Telangana )
337,"Patle,Smt. Kamla Devi",BJP,Janjgir-Champa (Chhattisgarh )
338,"Patole,Shri Nanabhau Falgunrao",BJP,Bhandara-Gondiya (Maharashtra )
339,"Paul,Shri Tapas",AITC,Krishnanagar (West Bengal )
340,"Phoole,Sushree Sadhvi Savitri Bai",BJP,Bahraich (Uttar Pradesh )
341,"Poddar,Smt. Aparupa",AITC,Arambagh (West Bengal )
342,"Prabakaran,Shri K.R.P.",AIADMK,Tirunelveli (Tamil Nadu )
343,"Pradhan,Shri Nagendra Kumar",BJD,Sambalpur (Odisha )
344,"Prasad,Dr. Bhagirath",BJP,Bhind (Madhya Pradesh )
345,"Premachandran,Shri N.K.",RSP,Kollam (Kerala )
346,"Pusapati,Shri Ashok Gajapathi Raju",TDP,Vizianagaram (Andhra Pradesh )
347,"Puttaraju,Shri C.S.",JD(S),Mandya (Karnataka )
348,"Raajhaa,Shri A. Anwhar",AIADMK,Ramanathapuram (Tamil Nadu )
349,"Radadiya,Shri Vitthalbhai Hansrajbhai",BJP,Porbandar (Gujarat )
350,"Radhakrishnan,Shri R.",AINRC,Puducherry (Puducherry )
351,"Radhakrishnan,Shri T.",AIADMK,Virudhunagar (Tamil Nadu )
352,"Radhakrishnan,Shri Pon",BJP,Kanniyakumari (Tamil Nadu )
353,"Raghavan,Shri M. K.",INC,Kozhikode (Kerala )
354,"Raghavendra,Shri B. Y.",BJP,Shimoga (Karnataka )
355,"Rai,Shri Nityanand",BJP,Ujiarpur (Bihar )
356,"Rai,Shri Prem Das",SDF,Sikkim (Sikkim )
357,"Raj,Dr. Udit",BJP,North West Delhi (NCT of Delhi )
358,"Raj,Smt. Krishna",BJP,Shahjahanpur (Uttar Pradesh )
359,"Rajbhar,Shri Hari Narayan",BJP,Ghosi (Uttar Pradesh )
360,"Rajendran,Shri S.",AIADMK,Viluppuram (Tamil Nadu )
361,"Rajesh,Shri M. B.",CPI(M),Palakkad (Kerala )
