,Member,Party Name,Constituency
362,"Rajoria,Dr. Manoj",BJP,Karauli-Dholpur (Rajasthan )
363,"Rajput,Shri Mukesh",BJP,Farrukhabad (Uttar Pradesh )
364,"Raju,Shri Gokaraju Ganga",BJP,Narsapuram (Andhra Pradesh )
365,"Ram,Shri Vishnu Dayal",BJP,Palamu (Jharkhand )
366,"Ram,Shri Janak",BJP,Gopalganj (Bihar )
367,"Ram Charitra Nishad,Shri",BJP,Machhlishahr (Uttar Pradesh )
368,"Ram Mohan Naidu,Shri Kinjarapu",TDP,Srikakulam (Andhra Pradesh )
369,"Ramachandran,Shri Krishnan Narayanasamy",AIADMK,Sriperumbudur (Tamil Nadu )
370,"Ramadoss,Dr. Anbumani",PMK,Dharmapuri (Tamil Nadu )
371,"Ranjan,Smt. Ranjeet",INC,Supaul (Bihar )
372,"Ranjan (Pappu Yadav),Shri Rajesh",RJD,Madhepura (Bihar )
373,"Rao,Shri Kalvakuntla Chandrashekar",TRS,Medak (Telangana )
374,"Rao,Shri Rayapati Sambasiva",TDP,Narasaraopet (Andhra Pradesh )
375,"Rao,Shri Konakalla Narayana",TDP,Machilipatnam (Andhra Pradesh )
376,"Rao (Avanthi),Shri Muthamsetti Srinivasa",TDP,Anakapalle (Andhra Pradesh )
377,"Rao, Inderjit Singh,",BJP,Gurgaon (Haryana )
378,"Rathod,Shri Dipsinh Shankarsinh",BJP,Sabarkantha (Gujarat )
379,"Rathore,Shri Hariom Singh",BJP,Rajsamand (Rajasthan )
380,"Rathore,Col. Rajyavardhan Singh",BJP,Jaipur Rural (Rajasthan )
381,"Rathwa,Shri Ramsinh Pataliyabhai",BJP,Chhota Udaipur (Gujarat )
382,"Raut,Shri Vinayak Bhaurao",SS,Ratnagiri-Sindhudurg (Maharashtra )
383,"Rawal,Shri Paresh",BJP,Ahmedabad East (Gujarat )
384,"Rawat,Smt. Priyanka Singh",BJP,Barabanki (Uttar Pradesh )
385,"Ray,Shri Bishnu Pada",BJP,Andaman and Nicobar Islands (Andaman and Nicobar Islands )
386,"Ray,Shri Partha Pratim",AITC,Coochbehar (West Bengal )
387,"Ray,Prof. Sougata",AITC,Dum Dum (West Bengal )
388,"Ray,Dr. Ravindra Kumar",BJP,Kodarma (Jharkhand )
389,"Reddy,Shri J.C. Divakar",TDP,Anantapur (Andhra Pradesh )
390,"Reddy,Shri S.P.Y.",YSR Congress Party,Nandyal (Andhra Pradesh )
391,"Reddy,Shri Kotha Prabhakar",TRS,Medak (Telangana )
392,"Reddy,Shri Mekapati Rajamohan",YSR Congress Party,Nellore (Andhra Pradesh )
393,"Reddy,Shri A.P. Jithender",TRS,Mahabubnagar (Telangana )
394,"Reddy,Shri P.V. Midhun",YSR Congress Party,Rajampet (Andhra Pradesh )
395,"Reddy,Shri Ponguleti Srinivasa",YSR Congress Party,Khammam (Telangana )
396,"Reddy,Shri Ch. Malla",TDP,Malkajgiri (Telangana )
397,"Reddy,Shri Y. S. Avinash",YSR Congress Party,Kadapa (Andhra Pradesh )
398,"Reddy,Shri Konda Vishweshwar",TRS,Chevella (Telangana )
399,"Rijiju,Shri Kiren",BJP,Arunachal West (Arunachal Pradesh )
400,"Rio,Shri Neiphiu",NPF,Nagaland (Nagaland )
401,"Rori,Shri Charanjeet Singh",INLD,Sirsa (Haryana )
402,"Roy,Smt. Sandhya",AITC,Medinipur (West Bengal )
403,"Roy (Banerjee),Smt. Satabdi",AITC,Birbhum (West Bengal )
404,"Ruala,Shri C. L.",INC,Mizoram (Mizoram )
405,"Rudy,Shri Rajiv Pratap",BJP,Saran (Bihar )
406,"S.R.,Shri Vijayakumar",AIADMK,Chennai Central (Tamil Nadu )
407,"Sahu,Shri Lakhan Lal",BJP,Bilaspur (Chhattisgarh )
408,"Sahu,Shri Chandu Lal",BJP,Mahasamund (Chhattisgarh )
409,"Sahu,Shri Tamradhwaj",INC,Durg (Chhattisgarh )
410,"Sai,Shri Vishnu Deo",BJP,Raigarh (Chhattisgarh )
411,"Saini,Shri Raj Kumar",BJP,Kurukshetra (Haryana )
412,"Salim,Shri Mohammad",CPI(M),Raiganj (West Bengal )
413,"Samal,Dr. Kulamani",BJD,Jagatsinghpur (Odisha )
414,"Sampath,Dr. Anirudhan",CPI(M),Attingal (Kerala )
415,"Sampla,Shri Vijay",BJP,Hoshiarpur (Punjab )
416,"Sanghamita,Prof. (Dr.) Mamtaz",AITC,Bardhaman-Durgapur (West Bengal )
417,"Sangma,Shri Purno Agitok",NPP,Tura (Meghalaya )
418,"Sangma,Shri Conrad Kongkal",NPP,Tura (Meghalaya )
419,"Sanjar,Shri Alok",BJP,Bhopal (Madhya Pradesh )
420,"Sarania,Shri Naba (Hira) Kumar",Ind.,Kokrajhar (Assam )
421,"Saraswati,Shri Sumedhanand",BJP,Sikar (Rajasthan )
422,"Saren,Dr. Uma",AITC,Jhargram (West Bengal )
423,"Sarmah,Shri Ram Prasad",BJP,Tezpur (Assam )
424,"Satav,Shri Rajeev Shankarrao",INC,Hingoli (Maharashtra )
425,"Sathyabama,Smt. V.",AIADMK,Tiruppur (Tamil Nadu )
426,"Satpathy,Shri Tathagata",BJD,Dhenkanal (Odisha )
427,"Saumitra,Shri Khan",AITC,Bishnupur (West Bengal )
428,"Sawaikar,Advocate (Shri) Narendra Keshav",BJP,South Goa (Goa )
429,"Sawant,Shri Arvind Ganpat",SS,Mumbai-South (Maharashtra )
430,"Scindia,Shri Jyotiraditya Madhavrao",INC,Guna (Madhya Pradesh )
431,"Selvakumarachinnayan,Shri S.",AIADMK,Erode (Tamil Nadu )
432,"Selvam,Shri V. Panneer",AIADMK,Salem (Tamil Nadu )
433,"Senguttuvan,Shri B.",AIADMK,Vellore (Tamil Nadu )
434,"Senthilnathan,Shri P.R.",AIADMK,Sivaganga (Tamil Nadu )
435,"Sethi,Shri Arjun Charan",BJD,Bhadrak (Odisha )
436,"Shah,Smt. Mala Rajya Laxmi",BJP,Tehri Garhwal (Uttarakhand )
437,"Shanavas,Shri M. I.",INC,Wayanad (Kerala )
438,"Sharma,Dr. Mahesh",BJP,Gautam Buddha Nagar (Uttar Pradesh )
439,"Sharma,Shri Ram Kumar",RLSP,Sitamarhi (Bihar )
440,"Sharma,Shri Jugal Kishore",BJP,Jammu (Jammu and Kashmir )
441,"Sharma,Shri Ram Swaroop",BJP,Mandi (Himachal Pradesh )
442,"Sharma,Dr. Raghu",INC,Ajmer (Rajasthan )
443,"Shekhawat,Shri Gajendra Singh",BJP,Jodhpur (Rajasthan )
444,"Shetti,Shri Raju alias Devappa Anna",SWP,Hatkanangle (Maharashtra )
445,"Shetty,Shri Gopal Chinayya",BJP,Mumbai-North (Maharashtra )
446,"Shewale, Shri Rahul Ramesh ,",SS,Mumbai South-Central (Maharashtra )
447,"Shinde,Dr. Shrikant Eknath",SS,Kalyan (Maharashtra )
448,"Shivaramegowda,Shri Lalanakere Ramegowda",JD(S),Mandya (Karnataka )
449,"Shiyal,Dr. Bharatiben Dhirubhai",BJP,Bhavnagar (Gujarat )
450,"Siddeshwara,Shri Gowdar Mallikarjunappa",BJP,Davanagere (Karnataka )
451,"Sigriwal,Shri Janardan Singh",BJP,Maharajganj (Bihar )
452,"Simha,Shri Prathap",BJP,Mysore (Karnataka )
453,"Singh,Kunwar Bharatendra",BJP,Bijnor (Uttar Pradesh )
454,"Singh,Dr. Jitendra",BJP,Udhampur (Jammu and Kashmir )
455,"Singh,Shri Kunwar Haribansh",Apna Dal,Pratapgarh (Uttar Pradesh )
456,"Singh,Shri Giriraj",BJP,Nawada (Bihar )
457,"Singh,Shri Bharat",BJP,Ballia (Uttar Pradesh )
458,"Singh,Shri Rajveer (Raju Bhaiya)",BJP,Etah (Uttar Pradesh )
459,"Singh,Shri Satya Pal",BJP,Sambhal (Uttar Pradesh )
460,"Singh,Dr. Nepal",BJP,Rampur (Uttar Pradesh )
461,"Singh,Dr. Yashwant",BJP,Nagina (Uttar Pradesh )
462,"Singh,Dr. Satya Pal",BJP,Baghpat (Uttar Pradesh )
463,"Singh,Shri Bhola",BJP,Bulandshahr (Uttar Pradesh )
464,"Singh,Shri Virendra",BJP,Bhadohi (Uttar Pradesh )
465,"Singh,Shri Raj Nath",BJP,Lucknow (Uttar Pradesh )
466,"Singh,Dr. Bhola",BJP,Begusarai (Bihar )
467,"Singh,Prof. Sadhu",AAP,Faridkot (Punjab )
468,"Singh,Shri Ravneet",INC,Ludhiana (Punjab )
469,"Singh,Shri Uday Pratap",BJP,Hoshangabad (Madhya Pradesh )
470,"Singh,Shri Ganesh",BJP,Satna (Madhya Pradesh )
471,"Singh,Shri Rakesh",BJP,Jabalpur (Madhya Pradesh )
472,"Singh,Shri Gyan",BJP,Shahdol (Madhya Pradesh )
473,"Singh,Dr. Krishna Pratap",BJP,Jaunpur (Uttar Pradesh )
474,"Singh,Shri Raj Kumar",BJP,Arrah (Bihar )
475,"Singh,Shri Parvesh Sahib",BJP,West Delhi (NCT of Delhi )
476,"Singh,Shri Devendra (Alias) Bhole Singh",BJP,Akbarpur (Uttar Pradesh )
477,"Singh,Dr. Prabhas Kumar",BJD,Bargarh (Odisha )
478,"Singh,Shri Hemendra Chandra",BJD,Kandhamal (Odisha )
479,"Singh,Shri Sunil Kumar",BJP,Chatra (Jharkhand )
480,"Singh,Shri Rama Kishore",LJSP,Vaishali (Bihar )
481,"Singh,Shri Lallu",BJP,Faizabad (Uttar Pradesh )
482,"Singh,Shri Abhishek",BJP,Rajnandgaon (Chhattisgarh )
483,"Singh,Shri Nagendra",BJP,Khajuraho (Madhya Pradesh )
484,"Singh,Shri Dushyant",BJP,Jhalawar-Baran (Rajasthan )
485,"Singh,Shri Kirti Vardhan",BJP,Gonda (Uttar Pradesh )
486,"Singh,Captain Amarinder",INC,Amritsar (Punjab )
487,"Singh, Smt. Pratyusha Rajeshwari",BJD,Kandhamal (Odisha )
488,"Singh,Shri Pashupati Nath",BJP,Dhanbad (Jharkhand )
489,"Singh,Shri Radha Mohan",BJP,Purvi Champaran (Bihar )
490,"Singh,Shri Hukum",BJP,Kairana (Uttar Pradesh )
491,"Singh,Shri Sushil Kumar",BJP,Aurangabad (Bihar )
492,"Singh,Shri Brijbhushan Sharan",BJP,Kaiserganj (Uttar Pradesh )
493,"Singh Deo,Shri Kalikesh Narayan",BJD,Bolangir (Odisha )
494,"Sinha,Shri Shatrughan Prasad",BJP,Patna Sahib (Bihar )
495,"Sinha,Smt. Renuka",AITC,Coochbehar (West Bengal )
496,"Sinha,Shri Manoj Kumar",BJP,Ghazipur (Uttar Pradesh )
497,"Sinha,Shri Jayant",BJP,Hazaribagh (Jharkhand )
498,"Sivaprasad,Dr. Naramalli",TDP,Chittoor (Andhra Pradesh )
499,"Solanki,Dr. (Prof.) Kirit Premjibhai",BJP,Ahmedabad West (Gujarat )
500,"Sonkar,Shri Vinod Kumar",BJP,Kaushambi (Uttar Pradesh )
501,"Sonker,Smt. Neelam",BJP,Lalganj (Uttar Pradesh )
502,"Sonowal,Shri Sarbananda",BJP,Lakhimpur (Assam )
503,"Soren,Shri Shibu",JMM,Dumka (Jharkhand )
504,"Sreeramulu,Shri B.",BJP,Bellary (Karnataka )
505,"Subba Reddy,Shri Yerram Venkata",YSR Congress Party,Ongole (Andhra Pradesh )
506,"Sule,Smt. Supriya Sadanand",NCP,Baramati (Maharashtra )
507,"Suman,Shri Balka",TRS,Peddapalle (Telangana )
508,"Sumitra Mahajan (Tai),",BJP,Indore (Madhya Pradesh )
509,"Sundaram,Shri P.R.",AIADMK,Namakkal (Tamil Nadu )
510,"Suresh,Shri Doddaalahalli Kempegowda",INC,Bangalore Rural (Karnataka )
511,"Sushree, Uma Bharati",BJP,Jhansi (Uttar Pradesh )
512,"Swain,Shri Ladu Kishore",BJD,Aska (Odisha )
513,"Swami Maharaj, Dr. Sakshi Ji",BJP,Unnao (Uttar Pradesh )
514,"Swaraj,Smt. Sushma",BJP,Vidisha (Madhya Pradesh )
515,"Tadas,Shri Ramdas Chandrabhanji",BJP,Wardha (Maharashtra )
516,"Tamta,Shri Ajay",BJP,Almora (Uttarakhand )
517,"Tanwar,Shri Kanwar Singh",BJP,Amroha (Uttar Pradesh )
518,"Tarai,Smt. Rita",BJD,Jajpur (Odisha )
519,"Tasa,Shri Kamakhya Prasad",BJP,Jorhat (Assam )
520,"Taslim Uddin,Shri",RJD,Araria (Bihar )
521,"Teacher,Smt. P.K. Sreemathi",CPI(M),Kannur (Kerala )
522,"Teli,Shri Rameswar",BJP,Dibrugarh (Assam )
523,"Thakur,Shri Anurag Singh",BJP,Hamirpur (Himachal Pradesh )
524,"Thakur,Smt. Mamata",AITC,Bangaon (West Bengal )
525,"Thakur,Shri Kapil Krishna",AITC,Bangaon (West Bengal )
526,"Thakur,Smt. Savitri",BJP,Dhar (Madhya Pradesh )
527,"Thambi Durai,Dr. M.",AIADMK,Karur (Tamil Nadu )
528,"Tharoor,Dr. Shashi",INC,Thiruvananthapuram (Kerala )
529,"Thomas,Prof. Kuruppassery Varkey",INC,Ernakulam (Kerala )
530,"Thota,Shri Narasimham",TDP,Kakinada (Andhra Pradesh )
531,"Tirkey,Shri Dasrath",AITC,Alipurduars (West Bengal )
532,"Tiwari,Shri Manoj Kumar",BJP,North East Delhi (NCT of Delhi )
533,"Tomar,Shri Narendra Singh",BJP,Gwalior (Madhya Pradesh )
534,"Tripathi,Shri Sharad",BJP,Sant Kabir Nagar (Uttar Pradesh )
535,"Trivedi,Shri Dinesh",AITC,Barrackpur (West Bengal )
536,"Tumane,Shri Krupal Balaji",SS,Ramtek (Maharashtra )
537,"Udasi,Shri Shivkumar Chanabasappa",BJP,Haveri (Karnataka )
538,"Udhayakumar,Shri M.",AIADMK,Dindigul (Tamil Nadu )
539,"Ugrappa,Shri Venkatapura Subbaiah",INC,Bellary (Karnataka )
540,"Usendi,Shri Vikram",BJP,Kanker (Chhattisgarh )
541,"Utawal,Shri Manohar",BJP,Dewas (Madhya Pradesh )
542,"V.,Shri Elumalai",AIADMK,Arani (Tamil Nadu )
543,"Vaghela,Shri Liladharbhai Khodaji",BJP,Patan (Gujarat )
544,"Vanaroja,Smt. R.",AIADMK,Tiruvannamalai (Tamil Nadu )
545,"Varma,Smt. Dev (Moon Moon Sen)",AITC,Bankura (West Bengal )
546,"Vasava,Shri Prabhubhai Nagarbhai",BJP,Bardoli (Gujarat )
547,"Vasava,Shri Mansukhbhai Dhanjibhai",BJP,Bharuch (Gujarat )
548,"Velagapalli,Dr. Vara Prasadarao",YSR Congress Party,Tirupati (Andhra Pradesh )
549,"Venkatesh Babu,Shri T.G.",AIADMK,Chennai North (Tamil Nadu )
550,"Venugopal,Shri K. C.",INC,Alappuzha (Kerala )
551,"Venugopal,Dr. Ponnusamy",AIADMK,Tiruvallur (Tamil Nadu )
552,"Verma,Smt. Rekha Arun",BJP,Dhaurahra (Uttar Pradesh )
553,"Verma,Shri Bhanu Pratap Singh",BJP,Jalaun (Uttar Pradesh )
554,"Verma,Shri Rajesh",BJP,Sitapur (Uttar Pradesh )
555,"Verma,Shri Anshul",BJP,Hardoi (Uttar Pradesh )
556,"Vichare,Shri Rajan Baburao",SS,Thane (Maharashtra )
557,"Wanaga,Shri Chintaman Navsha",BJP,Palghar (Maharashtra )
558,"Yadav,Smt. Dimple",SP,Kannauj (Uttar Pradesh )
559,"Yadav,Shri Om Prakash",BJP,Siwan (Bihar )
560,"Yadav,Shri Mulayam Singh",SP,Azamgarh (Uttar Pradesh )
561,"Yadav,Shri Dharmendra",SP,Badaun (Uttar Pradesh )
562,"Yadav,Shri Laxmi Narayan",BJP,Sagar (Madhya Pradesh )
563,"Yadav,Shri Akshay",SP,Firozabad (Uttar Pradesh )
564,"Yadav,Shri Ram Kripal",BJP,Pataliputra (Bihar )
565,"Yadav,Shri Jay Prakash Narayan",RJD,Banka (Bihar )
566,"Yadav,Shri Hukmdev Narayan",BJP,Madhubani (Bihar )
567,"Yadav,Dr. Karan Singh",INC,Alwar (Rajasthan )
568,"Yadav,Shri Tejpratap Singh",SP,Mainpuri (Uttar Pradesh )
569,"Yeddyurappa,Shri B. S.",BJP,Shimoga (Karnataka )
570,"Yellaiah,Shri Nandi",INC,Nagarkurnool (Telangana )
571,"Yepthomi,Shri Tokheho",NDPP,Nagaland (Nagaland )
572,"Yogi,Shri Chand Nath",BJP,Alwar (Rajasthan )
